spesialisointi	ˈspesiˌɑliˌsointi
oikea-aikaisuus	ˈoikeˌɑɑikɑisuus
raudankova	ˈrɑudɑnˌkovɑ
laukkoa	ˈlɑukˌkoɑ
hävyttömästi	ˈhævyttøˌmæsti
vaihtolyönti	ˈvɑihtoˌlyønti
yksityissairaala	ˈyksiˌtyissɑiˌrɑɑlɑ
poliittinen	ˈpoliitˌtinen
maalaji	ˈmɑɑlɑji
kihlat	ˈkihlɑt
vihellyskonsertti	ˈvihelˌlyskonˌsertti
linjaliikenne	ˈlinjɑˌliikenne
talvikki	ˈtɑlvikki
uurteellinen	ˈuurteelˌlinen
lakkanailon	ˈlɑkkɑˌnɑilon
mutapaini	ˈmutɑˌpɑini
lähtöpäivä	ˈlæhtøˌpæivæ
motivoimaton	ˈmotiˌvoimɑton
pesumokka	ˈpesuˌmokkɑ
laktoosi	ˈlɑktoosi
tasa-astuja	ˈtɑsɑɑsˌtujɑ
muotoilugeeli	ˈmuotoiluˌgeeli
allekirjoittanut	ˈɑllekirˌjoittɑnut
osinko	ˈosinko
aneroidibarometri	ˈɑneˌroidiˌbɑroˌmetri
rykäistä	ˈrykæistæ
vedenpitävästi	ˈvedenˌpitæˌvæsti
tehdasajaja	ˈtehdɑˌsɑjɑjɑ
raideleveys	ˈrɑideˌleveys
sääennuste	ˈsææenˌnuste
kameleontti	ˈkɑmeleˌontti
verenpurkautuma	ˈverenpurˌkɑutumɑ
jahdata	ˈjɑhdɑtɑ
äidinkielenopettaja	ˈæidinˌkielenoˌpettɑjɑ
hanke	ˈhɑnke
valokiila	ˈvɑloˌkiilɑ
syötin	ˈsyøtin
jarrurumpu	ˈjɑrruˌrumpu
pikauusinta	ˈpikɑˌuusintɑ
laivapalvelus	ˈlɑivɑˌpɑlvelus
tuotantoprosessi	ˈtuotɑnˌtoproˌsessi
eukalyptusöljy	ˈeukɑˌlyptuˌsøljy
vanutäytteinen	ˈvɑnutæˌytteinen
kalastus	ˈkɑlɑstus
ruohovarsi	ˈruohoˌvɑrsi
myrkkyvaikutus	ˈmyrkkyˌvɑikutus
keidas	ˈkeidɑs
antioksidantti	ˈɑntiˌoksiˌdɑntti
takakenttälyönti	ˈtɑkɑˌkenttæˌlyønti
lasisirpale	ˈlɑsiˌsirpɑle
sideharso	ˈsideˌhɑrso
kulttuuritoimittaja	ˈkulttuuriˌtoimitˌtɑjɑ
muistua	ˈmuistuɑ
veriuhri	ˈveriˌuhri
petiittikirjain	ˈpetiittiˌkirjɑin
sopeutumiskyky	ˈsopeutuˌmiskyky
tahdistaa	ˈtɑhdistɑɑ
laivurintutkinto	ˈlɑivuˌrintutˌkinto
suippolakki	ˈsuippoˌlɑkki
pelakuu	ˈpelɑkuu
lasiveistos	ˈlɑsiˌveistos
merivartija	ˈmeriˌvɑrtijɑ
linni	ˈlinni
oikeustiede	ˈoikeusˌtiede
tutkimusaihe	ˈtutkimuˌsɑihe
kasettikirja	ˈkɑsettiˌkirjɑ
käyttäytyminen	ˈkæytˌtæytyˌminen
eekkeri	ˈeekkeri
päiväkirjamerkintä	ˈpæivæˌkirjɑˌmerkintæ
purilas	ˈpurilɑs
järjestäytymispakko	ˈjærjesˌtæytyˌmispɑkko
kunnianimi	ˈkunniˌɑnimi
sitronaatti	ˈsitroˌnɑɑtti
haapana	ˈhɑɑpɑnɑ
savotoida	ˈsɑvoˌtoidɑ
näkymättömiin	ˈnækyˌmættømiin
karjankellot	ˈkɑrjɑnˌkellot
emätila	ˈemæˌtilɑ
rakennuskelpoinen	ˈrɑkenˌnuskelˌpoinen
hartaus	ˈhɑrtɑus
kummitytär	ˈkummiˌtytær
mässäily	ˈmæssæily
depressio	ˈdepresˌsio
tyypitellä	ˈtyypiˌtellæ
askarointi	ˈɑskɑˌrointi
prenikka	ˈprenikkɑ
kilkuttaa	ˈkilkuttɑɑ
vaaliluettelo	ˈvɑɑliluˌettelo
viitetausta	ˈviitetɑˌustɑ
erävoitto	ˈeræˌvoitto
mustavalkoinen	ˈmustɑvɑlˌkoinen
lumisota	ˈlumiˌsotɑ
hoitotestamentti	ˈhoitoˌtestɑˌmentti
karsinogeeninen	ˈkɑrsinoˌgeeninen
sääluotain	ˈsææluotɑin
joulukirkko	ˈjouluˌkirkko
moniasteöljy	ˈmoniˌɑsteˌøljy
hykerrys	ˈhykerrys
raskasliikkeinen	ˈrɑskɑsˌliikkeinen
alkukirjain	ˈɑlkuˌkirjɑin
sävähdyttää	ˈsævæhˌdyttææ
kastikelusikka	ˈkɑstiˌkeluˌsikkɑ
vaivaaja	ˈvɑivɑɑjɑ
rahkamatto	ˈrɑhkɑˌmɑtto
alokasaste	ˈɑlokɑˌsɑste
viistohampainen	ˈviistohɑmˌpɑinen
torrakko	ˈtorrɑkko
vapaapistooli	ˈvɑpɑɑpisˌtooli
tumakotelo	ˈtumɑˌkotelo
kaasukeitin	ˈkɑɑsuˌkeitin
uumen	ˈuumen
lumoutua	ˈlumouˌtuɑ
ekologi	ˈekoˌlogi
raaka-ainelähde	ˈrɑɑkɑɑˌineˌlæhde
solmeilu	ˈsolmeilu
lääkeriippuvuus	ˈlæækeˌriippuvuus
uskaltautua	ˈuskɑlˌtɑutuɑ
niukahdus	ˈniukɑhdus
oppilaskunta	ˈoppiˌlɑskuntɑ
säästellä	ˈsææstellæ
valmistusohje	ˈvɑlmistuˌsohje
selibaatti	ˈseliˌbɑɑtti
surullisesti	ˈsurulliˌsesti
liikarasittunut	ˈliikɑrɑˌsittunut
toimeenpanovalta	ˈtoimeenˌpɑnoˌvɑltɑ
mutustella	ˈmutusˌtellɑ
puristelu	ˈpurisˌtelu
kultaseppä	ˈkultɑˌseppæ
laattakiveys	ˈlɑɑttɑˌkiveys
sijoittaja	ˈsijoitˌtɑjɑ
kiharrin	ˈkihɑrrin
pesunkestävä	ˈpesunˌkestævæ
liikeriski	ˈliikeˌriski
hotkaisu	ˈhotkɑisu
kardiologinen	ˈkɑrdiˌoloˌginen
hillopurkki	ˈhilloˌpurkki
mutkainen	ˈmutkɑinen
sarkaoja	ˈsɑrkɑˌojɑ
kovalevyasema	ˈkovɑˌlevyˌɑsemɑ
ympäristöoppi	ˈympæˌristøˌoppi
rapsodinen	ˈrɑpsoˌdinen
valokynä	ˈvɑloˌkynæ
perheohjelma	ˈperheˌohjelmɑ
kihloihin	ˈkihloihin
tuttavuussuhde	ˈtuttɑˌvuussuhde
polaroitua	ˈpolɑˌroituɑ
paatti	ˈpɑɑtti
ponnekkuus	ˈponnekkuus
mukailu	ˈmukɑilu
skimbaus	ˈskimbɑus
loistartunta	ˈloistɑrˌtuntɑ
kumparelasku	ˈkumpɑreˌlɑsku
toimituspalkkio	ˈtoimiˌtuspɑlkˌkio
helmestys	ˈhelmestys
molybdeeni	ˈmolybˌdeeni
vertailuryhmä	ˈvertɑiluˌryhmæ
ahmatti	ˈɑhmɑtti
tabasko	ˈtɑbɑsko
sukulaisuusside	ˈsukuˌlɑisuusˌside
lainkaan	ˈlɑinkɑɑn
runoantologia	ˈrunoˌɑntoˌlogiɑ
säie	ˈsæie
personifikaatio	ˈpersoˌnifiˌkɑɑtio
surettaa	ˈsurettɑɑ
vesimyyrä	ˈvesiˌmyyræ
ula-aallot	ˈulɑɑˌɑllot
ammattisalaisuus	ˈɑmmɑtˌtisɑˌlɑisuus
proletaari	ˈproleˌtɑɑri
roina	ˈroinɑ
vihkivesiastia	ˈvihkiˌvesiˌɑstiɑ
puolipaastosunnuntai	ˈpuoliˌpɑɑstoˌsunnuntɑi
saunapyyhe	ˈsɑunɑˌpyyhe
tarpeenmukainen	ˈtɑrpeenmuˌkɑinen
momentaaninen	ˈmomenˌtɑɑninen
vegetariaani	ˈvegeˌtɑriˌɑɑni
tanssisävelmä	ˈtɑnssisæˌvelmæ
konemiehistö	ˈkoneˌmiehistø
villantuotanto	ˈvillɑnˌtuotɑnto
kiehtova	ˈkiehtovɑ
kaksoiskosketus	ˈkɑksoisˌkosketus
seilata	ˈseilɑtɑ
kaihertaa	ˈkɑihertɑɑ
tunnettu	ˈtunnettu
laskukohta	ˈlɑskuˌkohtɑ
heeros	ˈheeros
kassapää	ˈkɑssɑpææ
happopitoisuus	ˈhɑppopiˌtoisuus
taksvärkki	ˈtɑksværkki
samplata	ˈsɑmplɑtɑ
valssain	ˈvɑlssɑin
tasopinta	ˈtɑsoˌpintɑ
torsiovoima	ˈtorsioˌvoimɑ
sopujuoksu	ˈsopuˌjuoksu
prosenttiyksikkö	ˈprosenttiˌyksikkø
kolpakko	ˈkolpɑkko
sosiaalifilosofia	ˈsosiˌɑɑliˌfiloˌsofiɑ
riimitelmä	ˈriimiˌtelmæ
sekaluokka	ˈsekɑˌluokkɑ
suolaantua	ˈsuolɑɑnˌtuɑ
seismogrammi	ˈseismoˌgrɑmmi
kuusipuu	ˈkuusipuu
punos	ˈpunos
maitohappobakteeri	ˈmɑitoˌhɑppobɑkˌteeri
alaikäisyys	ˈɑlɑiˌkæisyys
alamaisuus	ˈɑlɑˌmɑisuus
köydenveto	ˈkøydenˌveto
seuramatka	ˈseurɑˌmɑtkɑ
puuhamies	ˈpuuhɑmies
rintakirurgia	ˈrintɑkiˌrurgiɑ
työyhteenliittymä	ˈtyøyhˌteenliitˌtymæ
siunauksekas	ˈsiunɑˌuksekɑs
tyristori	ˈtyrisˌtori
tilivelka	ˈtiliˌvelkɑ
teollisuustyöväki	ˈteolliˌsuustyøˌvæki
sukupuolikiintiö	ˈsukuˌpuoliˌkiintiø
painuksista	ˈpɑinukˌsistɑ
rattijuoppous	ˈrɑttiˌjuoppous
kosteusvaihtelu	ˈkosteusˌvɑihtelu
asfaltti-ihottuma	ˈɑsfɑltˌtiihotˌtumɑ
huurrepöytä	ˈhuurreˌpøytæ
hammashuoltaja	ˈhɑmmɑsˌhuoltɑjɑ
iskemä	ˈiskemæ
sarjakukkainen	ˈsɑrjɑkukˌkɑinen
työvuoro	ˈtyøvuoro
hajallaan	ˈhɑjɑllɑɑn
vesipata	ˈvesiˌpɑtɑ
kehyskartonki	ˈkehysˌkɑrtonki
synnytyslääkäri	ˈsynnytysˌlæækæri
kanavanvalitsin	ˈkɑnɑˌvɑnvɑˌlitsin
nuppu	ˈnuppu
hiilipöly	ˈhiiliˌpøly
kotilo	ˈkotilo
päättömästi	ˈpæættøˌmæsti
suihkuseinä	ˈsuihkuˌseinæ
alkydi	ˈɑlkydi
aloillaan	ˈɑloillɑɑn
palle	ˈpɑlle
siirtyä	ˈsiirtyæ
huijari	ˈhuijɑri
nivelistö	ˈniveˌlistø
tiekilometri	ˈtiekiloˌmetri
visertää	ˈvisertææ
noutoannos	ˈnoutoˌɑnnos
vanttera	ˈvɑntterɑ
jännittävä	ˈjænnitˌtævæ
ranka	ˈrɑnkɑ
valtiojärjestys	ˈvɑltioˌjærjestys
huuto	ˈhuuto
hei	ˈhei
abstinenssi	ˈɑbstiˌnenssi
haaroa	ˈhɑɑroɑ
palttinasidos	ˈpɑlttiˌnɑsidos
takuutodistus	ˈtɑkuutoˌdistus
ulkomaanvaluutta	ˈulkoˌmɑɑnvɑˌluuttɑ
vanhurskauttaa	ˈvɑnhurskɑˌuttɑɑ
härkänen	ˈhærkænen
aikapeli	ˈɑikɑˌpeli
onnenapila	ˈonneˌnɑpilɑ
tietämä	ˈtietæmæ
ojolleen	ˈojolleen
siten	ˈsiten
ailahtaa	ˈɑilɑhtɑɑ
asevelvollinen	ˈɑseˌvelvolˌlinen
luulotauti	ˈluuloˌtɑuti
nenännipukka	ˈnenænniˌpukkɑ
kuvastaa	ˈkuvɑstɑɑ
asiakirja	ˈɑsiɑˌkirjɑ
blokkiintua	ˈblokkiinˌtuɑ
nyintä	ˈnyintæ
väriyhdistelmä	ˈværiˌyhdisˌtelmæ
monumentaalitaide	ˈmonumenˌtɑɑliˌtɑide
lahjapöytä	ˈlɑhjɑˌpøytæ
optiolaina	ˈoptioˌlɑinɑ
loogisuus	ˈloogisuus
huvittelunhalu	ˈhuvitteˌlunhɑlu
tasasuhtaisuus	ˈtɑsɑsuhˌtɑisuus
pornografia	ˈpornoˌgrɑfiɑ
tuonnemmaksi	ˈtuonnemˌmɑksi
tympeytyä	ˈtympeyˌtyæ
talttaus	ˈtɑlttɑus
haihattelu	ˈhɑihɑtˌtelu
hennata	ˈhennɑtɑ
halava	ˈhɑlɑvɑ
veriarvo	ˈveriˌɑrvo
origo	ˈorigo
teho-opetus	ˈtehooˌpetus
hihallinen	ˈhihɑlˌlinen
kansalaismielipide	ˈkɑnsɑˌlɑismieˌlipide
ruusukkeinen	ˈruusukˌkeinen
käyntihäiriö	ˈkæyntiˌhæiriø
tasapainotaiteilija	ˈtɑsɑˌpɑinoˌtɑiteiˌlijɑ
kohdeviestintä	ˈkohdeˌviestintæ
oikeudentunto	ˈoikeuˌdentunto
epäuskoisesti	ˈepæusˌkoisesti
kansanomaisuus	ˈkɑnsɑnoˌmɑisuus
vaateharja	ˈvɑɑteˌhɑrjɑ
soittolava	ˈsoittoˌlɑvɑ
runsassateinen	ˈrunsɑssɑˌteinen
ulosmenotie	ˈulosˌmenotie
kelpoinen	ˈkelpoinen
idioottimaisuus	ˈidiˌoottiˌmɑisuus
kakkosvahti	ˈkɑkkosˌvɑhti
hehtaarihalli	ˈhehtɑɑriˌhɑlli
saunavihta	ˈsɑunɑˌvihtɑ
hiekkaperäinen	ˈhiekkɑpeˌræinen
loiveta	ˈloivetɑ
negrospirituaali	ˈnegrosˌpirituˌɑɑli
mimoosa	ˈmimoosɑ
heti	ˈheti
tutkimussarja	ˈtutkiˌmussɑrjɑ
luuhata	ˈluuhɑtɑ
epävirallisuus	ˈepæviˌrɑllisuus
klarinetisti	ˈklɑrineˌtisti
lied	ˈlied
hevoshuijari	ˈhevosˌhuijɑri
järjestely	ˈjærjesˌtely
hahmottelu	ˈhɑhmotˌtelu
autokuormallinen	ˈɑutoˌkuormɑlˌlinen
oksia	ˈoksiɑ
kuivatelakka	ˈkuivɑteˌlɑkkɑ
vuorikiipeily	ˈvuoriˌkiipeily
harppi	ˈhɑrppi
katkaisu	ˈkɑtkɑisu
haukkoa	ˈhɑukˌkoɑ
monimiljoonikko	ˈmonimilˌjoonikko
sotasiirtolainen	ˈsotɑˌsiirtoˌlɑinen
railakas	ˈrɑilɑkɑs
skolastikko	ˈskolɑsˌtikko
turveviljely	ˈturveˌviljely
liemikuutio	ˈliemiˌkuutio
teemakkara	ˈteemɑkˌkɑrɑ
kantakieli	ˈkɑntɑˌkieli
tyhmästi	ˈtyhmæsti
touhukas	ˈtouhukɑs
hurmahenkisyys	ˈhurmɑˌhenkisyys
koltansaamelainen	ˈkoltɑnˌsɑɑmeˌlɑinen
vesiarvo	ˈvesiˌɑrvo
baskilaisuus	ˈbɑskiˌlɑisuus
nukkumalähiö	ˈnukkuˌmɑlæˌhiø
kuumemittari	ˈkuumeˌmittɑri
yhtenäiskoulu	ˈyhteˌnæiskoulu
nyhälaitainen	ˈnyhæˌlɑitɑinen
reflaatio	ˈreflɑɑˌtio
siviilisääty	ˈsiviiliˌsææty
kiivetä	ˈkiivetæ
urista	ˈuristɑ
tunkrahvi	ˈtunkrɑhvi
geeniruoka	ˈgeeniˌruokɑ
irtonaisuus	ˈirtoˌnɑisuus
sisustuslehti	ˈsisusˌtuslehti
kuumakäsitellä	ˈkuumɑˌkæsiˌtellæ
itsetuhoinen	ˈitsetuˌhoinen
oksanhaara	ˈoksɑnˌhɑɑrɑ
konserttilava	ˈkonsertˌtilɑvɑ
vientirajoitus	ˈvientirɑˌjoitus
mutrulleen	ˈmutrulleen
rannemmas	ˈrɑnnemmɑs
ruoriratas	ˈruoriˌrɑtɑs
ihannointi	ˈihɑnˌnointi
raukaista	ˈrɑukɑistɑ
halpakorkoinen	ˈhɑlpɑkorˌkoinen
juutalaiskristitty	ˈjuutɑˌlɑiskrisˌtitty
taituruus	ˈtɑituruus
murhauttaa	ˈmurhɑˌuttɑɑ
huhtasieni	ˈhuhtɑˌsieni
vaki-	ˈvɑki
suhuäänne	ˈsuhuˌæænne
vihlaista	ˈvihlɑistɑ
arvostaa	ˈɑrvostɑɑ
poliisimestari	ˈpoliisiˌmestɑri
leopardi	ˈleoˌpɑrdi
vaikute	ˈvɑikute
koelentää	ˈkoeˌlentææ
laadullistaa	ˈlɑɑdulˌlistɑɑ
kirkkonäytelmä	ˈkirkkoˌnæytelmæ
ulkokynttilä	ˈulkoˌkynttilæ
suorasiipinen	ˈsuorɑˌsiipinen
lehdestää	ˈlehdestææ
voitelu	ˈvoitelu
lyöttäytyä	ˈlyøttæyˌtyæ
itsesuojelu	ˈitseˌsuojelu
himmennys	ˈhimmennys
eläytyä	ˈelæyˌtyæ
arvelu	ˈɑrvelu
nuorisotalo	ˈnuoriˌsotɑlo
out	ˈout
meikäpoika	ˈmeikæˌpoikɑ
kytkeymä	ˈkytkeymæ
sähköisesti	ˈsæhkøiˌsesti
tunturinlaki	ˈtuntuˌrinlɑki
hydraatti	ˈhydrɑɑtti
päiväkäsky	ˈpæivæˌkæsky
ulkosivu	ˈulkoˌsivu
otanta	ˈotɑntɑ
marttyyrius	ˈmɑrttyyˌrius
kuntokeskus	ˈkuntoˌkeskus
avainketju	ˈɑvɑinˌketju
kestomakkara	ˈkestoˌmɑkkɑrɑ
levystö	ˈlevystø
uhma	ˈuhmɑ
käräjäoikeus	ˈkæræjæˌoikeus
häpeämättömyys	ˈhæpeæˌmættømyys
ruhjoutuma	ˈruhjouˌtumɑ
nöyryytys	ˈnøyryytys
mekaniikka	ˈmekɑˌniikkɑ
ammentaa	ˈɑmmentɑɑ
arka	ˈɑrkɑ
logistiikka	ˈlogisˌtiikkɑ
tunnepatouma	ˈtunnepɑˌtoumɑ
tehdastyöväki	ˈtehdɑsˌtyøvæki
pikkuesine	ˈpikkuˌesine
sijaiskärsijä	ˈsijɑisˌkærsijæ
siveltimenveto	ˈsiveltiˌmenveto
hanttapuli	ˈhɑnttɑˌpuli
lujatahtoinen	ˈlujɑtɑhˌtoinen
säteilin	ˈsæteilin
taiteilijanlahja	ˈtɑiteiliˌjɑnlɑhjɑ
käki	ˈkæki
kaislikko	ˈkɑislikko
kulmasekunti	ˈkulmɑseˌkunti
profetoida	ˈprofeˌtoidɑ
tykinkantama	ˈtykinˌkɑntɑmɑ
mahdoton	ˈmɑhdoton
kendo	ˈkendo
fraktuura	ˈfrɑktuurɑ
ambrosia	ˈɑmbroˌsiɑ
arvopaperisalkku	ˈɑrvoˌpɑperiˌsɑlkku
taidekonservaattori	ˈtɑideˌkonserˌvɑɑttori
ennakkoarvelu	ˈennɑkkoˌɑrvelu
venttiili	ˈventtiili
jemma	ˈjemmɑ
rukinpyörä	ˈrukinˌpyøræ
karaokebaari	ˈkɑrɑˌokeˌbɑɑri
parveilulento	ˈpɑrveiluˌlento
korjausrakentaminen	ˈkorjɑˌusrɑˌkentɑˌminen
vinouma	ˈvinoumɑ
nollamaatto	ˈnollɑˌmɑɑtto
syksykylmä	ˈsyksyˌkylmæ
ravistua	ˈrɑvisˌtuɑ
köykäinen	ˈkøykæinen
asento	ˈɑsento
aspekti	ˈɑspekti
valokopiokone	ˈvɑloˌkopiˌokone
oltavat	ˈoltɑvɑt
oikeudenhoito	ˈoikeudenˌhoito
vesipöhö	ˈvesiˌpøhø
sivutasku	ˈsivuˌtɑsku
kansantaloudellinen	ˈkɑnsɑntɑˌloudelˌlinen
tekolammikko	ˈtekoˌlɑmmikko
kriisiapu	ˈkriisiˌɑpu
maailmanmarkkinat	ˈmɑɑilˌmɑnmɑrkˌkinɑt
laituripaikka	ˈlɑituriˌpɑikkɑ
sohvannurkka	ˈsohvɑnˌnurkkɑ
kapalointi	ˈkɑpɑˌlointi
paikallishistoria	ˈpɑikɑlˌlishisˌtoriɑ
kansainvälisyys	ˈkɑnsɑinˌvælisyys
kihu	ˈkihu
ydinjoukko	ˈydinjoˌukko
kalasto	ˈkɑlɑsto
arsenaali	ˈɑrseˌnɑɑli
paripyörä	ˈpɑriˌpyøræ
hätä	ˈhætæ
ruiskeliuos	ˈruiskeˌliuos
laivaliikenne	ˈlɑivɑˌliikenne
kilpa-ajo	ˈkilpɑɑjo
makeispussi	ˈmɑkeisˌpussi
köydenjatko	ˈkøydenˌjɑtko
sivuhenkilö	ˈsivuˌhenkilø
meripelastus	ˈmeripeˌlɑstus
matkailuesite	ˈmɑtkɑiˌlueˌsite
pöytäjärjestys	ˈpøytæˌjærjestys
hösseli	ˈhøsseli
vaieta	ˈvɑietɑ
pelotuskeino	ˈpelotusˌkeino
urinaali	ˈuriˌnɑɑli
kappalemäärä	ˈkɑppɑleˌmææræ
jätti	ˈjætti
reisi	ˈreisi
paistihaarukka	ˈpɑistiˌhɑɑrukkɑ
huoneenvuokra	ˈhuoneenˌvuokrɑ
ylenkatsoa	ˈylenˌkɑtsoɑ
almanakka	ˈɑlmɑˌnɑkkɑ
koulupoika	ˈkouluˌpoikɑ
ladata	ˈlɑdɑtɑ
auringonkehä	ˈɑurinˌgonkehæ
kielikukkanen	ˈkieliˌkukkɑnen
pulmakysymys	ˈpulmɑˌkysymys
nuorisonsuojelu	ˈnuorisonˌsuojelu
elonkorjaaja	ˈelonkorˌjɑɑjɑ
kanavasurffaus	ˈkɑnɑvɑˌsurffɑus
nahkajakku	ˈnɑhkɑˌjɑkku
jaha	ˈjɑhɑ
innostunut	ˈinnosˌtunut
sikiäin	ˈsikiæin
mörähdys	ˈmøræhdys
kahvinjuonti	ˈkɑhvinˌjuonti
väliaivot	ˈvæliˌɑivot
painatustyö	ˈpɑinɑˌtustyø
grillikylki	ˈgrilliˌkylki
limainen	ˈlimɑinen
viikonloppumatka	ˈviikonˌloppuˌmɑtkɑ
samanmallinen	ˈsɑmɑnˌmɑllinen
peltiseppä	ˈpeltiˌseppæ
mädännäinen	ˈmædænˌnæinen
luonnottomuus	ˈluonnotˌtomuus
urbanisaatio	ˈurbɑniˌsɑɑtio
lannevanne	ˈlɑnneˌvɑnne
teuraslehmä	ˈteurɑsˌlehmæ
itsekasvatus	ˈitseˌkɑsvɑtus
meijeristi	ˈmeijeˌristi
pronssisolki	ˈpronssiˌsolki
ehdollistaa	ˈehdolˌlistɑɑ
vierittäytyä	ˈvieritˌtæytyæ
sissipartio	ˈsissiˌpɑrtio
partakarva	ˈpɑrtɑˌkɑrvɑ
näkyleipä	ˈnækyˌleipæ
hätistää	ˈhætistææ
savukinkku	ˈsɑvuˌkinkku
tuottamuksellisuus	ˈtuottɑˌmukselˌlisuus
pelimerkki	ˈpeliˌmerkki
keulempaa	ˈkeulempɑɑ
kenttälaji	ˈkenttæˌlɑji
osakekirja	ˈosɑkeˌkirjɑ
samperisti	ˈsɑmpeˌristi
sopimusvuosi	ˈsopimusˌvuosi
keikaus	ˈkeikɑus
tunneloida	ˈtunneˌloidɑ
laktoosi-intolerantti	ˈlɑktooˌsiintoleˌrɑntti
vihoittaa	ˈvihoittɑɑ
todistusvoimainen	ˈtodistusˌvoimɑinen
kuultokuvanheitin	ˈkuultokuˌvɑnheitin
rauhanaika	ˈrɑuhɑˌnɑikɑ
äänenpitävyys	ˈæænenˌpitævyys
rikkomus	ˈrikkomus
maansiirtoauto	ˈmɑɑnsiirtoˌɑuto
niemennokka	ˈniemenˌnokkɑ
nipsahdus	ˈnipsɑhdus
isoviha	ˈisoˌvihɑ
marmeladi	ˈmɑrmeˌlɑdi
kolmekymppinen	ˈkolmeˌkymppinen
orientti	ˈorientti
työmarkkinaosapuoli	ˈtyømɑrkˌkinɑˌosɑˌpuoli
lepovirta	ˈlepoˌvirtɑ
simpukka	ˈsimpukkɑ
intiaani	ˈintiˌɑɑni
tupakansytytin	ˈtupɑˌkɑnsyˌtytin
australialainen	ˈɑustrɑˌliɑˌlɑinen
nuoli	ˈnuoli
jolppi	ˈjolppi
kumarrusmatka	ˈkumɑrˌrusmɑtkɑ
taidehistoriallisesti	ˈtɑideˌhistoriˌɑlliˌsesti
haenta	ˈhɑentɑ
ennalleen	ˈennɑlleen
naurunhohotus	ˈnɑurunˌhohotus
suolirauhanen	ˈsuoliˌrɑuhɑnen
taolaisuus	ˈtɑoˌlɑisuus
kouluikä	ˈkouluikæ
ehtyä	ˈehtyæ
karkaussekunti	ˈkɑrkɑˌusseˌkunti
kova	ˈkovɑ
kollokviumi	ˈkolloˌkviumi
tyylitaju	ˈtyyliˌtɑju
peltipurkki	ˈpeltiˌpurkki
teititellä	ˈteitiˌtellæ
suusanallinen	ˈsuusɑˌnɑllinen
reflektorisuus	ˈreflekˌtorisuus
pääkohdittain	ˈpæækohˌdittɑin
pääsiäislilja	ˈpææsiˌæisliljɑ
äärioikeistolaisuus	ˈææriˌoikeistoˌlɑisuus
näyttövekseli	ˈnæyttøˌvekseli
siintää	ˈsiintææ
millivoltti	ˈmilliˌvoltti
squash-maila	ˈsquɑshˌmɑilɑ
työmääräys	ˈtyømææˌræys
taltta	ˈtɑlttɑ
ketjulukko	ˈketjuˌlukko
viuluoppilas	ˈviuluopˌpilɑs
lampaansatula	ˈlɑmpɑɑnˌsɑtulɑ
tallukas	ˈtɑllukɑs
voimanosto	ˈvoimɑˌnosto
nöyräselkäisyys	ˈnøyræselˌkæisyys
hete	ˈhete
maapähkinä	ˈmɑɑpæhˌkinæ
syyttäjäviranomainen	ˈsyyttæˌjæviˌrɑnoˌmɑinen
pidentymä	ˈpidenˌtymæ
näkösällä	ˈnækøˌsællæ
intiaanipäällikkö	ˈintiˌɑɑniˌpæællikkø
hyttysparvi	ˈhyttysˌpɑrvi
korkomerkki	ˈkorkoˌmerkki
erimielisyys	ˈeriˌmielisyys
kustannustoimi	ˈkustɑnnusˌtoimi
sisällä	ˈsisællæ
saksanpähkinä	ˈsɑksɑnˌpæhkinæ
verisuonitus	ˈveriˌsuonitus
yllätysvoitto	ˈyllætysˌvoitto
uutisvälitys	ˈuutisˌvælitys
kujertaa	ˈkujertɑɑ
löperö	ˈløperø
valmius	ˈvɑlmius
filminnös	ˈfilminnøs
kuvaamistapa	ˈkuvɑɑˌmistɑpɑ
teollisuuspäästö	ˈteolliˌsuuspææstø
sortovalta	ˈsortoˌvɑltɑ
ksenon	ˈksenon
lykkääntyä	ˈlykkæænˌtyæ
kovapohjainen	ˈkovɑpohˌjɑinen
vääryys	ˈvææryys
pukata	ˈpukɑtɑ
karsia	ˈkɑrsiɑ
jaloteräs	ˈjɑloˌteræs
kolmikymmenvuotias	ˈkolmiˌkymmenˌvuotiɑs
penne	ˈpenne
maalitehtailija	ˈmɑɑlitehˌtɑilijɑ
pultinreikä	ˈpultinˌreikæ
lukkoseppä	ˈlukkoˌseppæ
juurikarva	ˈjuuriˌkɑrvɑ
sudeettisaksalainen	ˈsudeettiˌsɑksɑˌlɑinen
hartiaviitta	ˈhɑrtiɑˌviittɑ
kyhmy	ˈkyhmy
kokonaismenot	ˈkokoˌnɑismenot
vaaravyöhyke	ˈvɑɑrɑˌvyøhyke
täydellisyys	ˈtæydelˌlisyys
räyhätä	ˈræyhætæ
kyläkoulu	ˈkylæˌkoulu
perinteellisesti	ˈperinˌteelliˌsesti
tuulenhenki	ˈtuulenˌhenki
rahavirta	ˈrɑhɑˌvirtɑ
uskonkiihko	ˈuskonˌkiihko
nisunjyvä	ˈnisunˌjyvæ
pahimmoillaan	ˈpɑhimˌmoillɑɑn
kirjoitustaidoton	ˈkirjoitusˌtɑidoton
singahtaa	ˈsingɑhtɑɑ
pintalämpötila	ˈpintɑˌlæmpøˌtilɑ
työvoimatoimisto	ˈtyøvoimɑˌtoimisto
hienostonainen	ˈhienostoˌnɑinen
tupakkahuone	ˈtupɑkkɑˌhuone
likistyä	ˈlikisˌtyæ
rintaevä	ˈrintɑˌevæ
