atiduodančiosioms	ɐtʲɪduɔdɐnʲtʲʃʲosʲoms
saugiausiaisiais	sɐʊɡʲæːʊsʲɛjsʲɛjs
pornografiškiausieji	pornoɡrɐfʲɪʃʲkʲæːʊsʲjɛjɪ
švelnų	ʃʲʋʲɛlnuː
išbučiuosiančiose	ɪʃbʊtʲʃʲuɔsʲɛnʲtʲʃʲosʲɛ
svastikos	sʋaːsʲtʲɪkos
gyvūną	ɡʲiːʋuːnaː
ypatingąsias	iːpɐtʲɪnɡaːsʲɛs
mįslingesnieji	mʲiːsʲlʲɪnʲɡʲɛsʲnʲjɛjɪ
būdavusiesiems	buːdɐʋʊsʲɛsʲɛms
garas	ɡä̌ːrɐs̪
žmogiškesni	ʒmoɡʲɪʃʲkʲɛsʲnʲɪ
vaizdingesnioji	ʋɐjzʲdʲɪnʲɡʲɛsʲnʲoːjɪ
gilesniosiose	ɡʲɪlʲɛsʲnʲoːsʲosʲɛ
būdavusiajam	buːdɐʋʊsʲɛjɛm
gatvėms	ɡaːtʲʋʲeːms
paslaptingiausiąsias	pɐslɐptʲɪnʲɡʲæːʊsʲæːsʲɛs
žmoniškesnė	ʒmonʲɪʃʲkʲɛsʲnʲeː
įspūdingesnėse	iːspuːdʲɪnʲɡʲɛsʲnʲeːsʲɛ
bučiuojantieji	bʊtʲʃʲuɔjɛnʲtʲjɛjɪ
aukštaitiški	ɐʊkʃtɐjtʲɪʃʲkʲɪ
bėgančiosios	bʲeːɡɐnʲtʲʃʲosʲos
kaitra	kɐɪ̯ˑt̪rɐ
davusiame	daːʋʊsʲɛmʲɛ
erotiškiausiąją	ɛɾotʲɪʃʲkʲæːʊsʲæːjæː
haliucinuojančiai	hɐlʲʊtʲsʲɪnuojɛnʲtʲʃʲɛj
ypatingiausiuose	iːpɐtʲɪnʲɡʲæːʊsʲʊosʲɛ
katę	kaːtʲæː
angliškai	aːnʲɡʲlʲɪʃkɐj
tvarkingąsias	tʋɐɾʲkʲɪnɡaːsʲɛs
ūkams	uːkaːms
čekiškoje	tʲʃʲɛkʲɪʃkojɛ
bėgsiančios	bʲeːɡʲsʲɛnʲtʲʃʲos
graikiškam	ɡrɐjkʲɪʃkɐm
žmoniškai	ʒmoːnʲɪʃkɐj
sėkliniai	sʲeːkʲlʲɪnʲɛj
turinčią	tʊrʲɪnʲtʲʃʲæː
nukeliaujantysis	nʊkʲɛlʲæʊjɛnʲtʲiːsʲɪs
moteriškojo	moːtʲɛɾʲɪʃkojo
stebinčių	sʲtʲæːbʲɪnʲtʲʃʲuː
būdavusį	buːdɐʋʊsʲi
smulkmeniškiausiojoje	smʊlʲkʲmʲɛnʲɪʃʲkʲæːʊsʲojojɛ
būdavusia	buːdɐʋʊsʲɛ
tvarkingųjų	tʋɐɾʲkʲɪnɡuːjuː
žmogiškoji	ʒmoːɡʲɪʃkojɪ
gilesni	ɡʲɪlʲɛsʲnʲɪ
žilas	ʒʲɪlɐs̪
izoterminiame	ɪzotʲɛrʲmʲɪnʲɛmʲɛ
krūtinėse	kɾuːtʲɪnʲeːsʲɛ
ypatingesnių	iːpɐtʲɪnʲɡʲɛsʲnʲuː
airiškomis	ɐjrʲɪʃkomʲɪs
šiknalaižius	ʃʲɪknɐlɐjʒʲʊs
esančio	ɛsɐnʲtʲʃʲo
mažiausiojo	mɐʒʲæːʊsʲojo
mažuosiuose	mɐʒʊoːsʲʊosʲɛ
apkeliaujančiųjų	ɐpkʲɛlʲæʊjɛnʲtʲʃʲuːjuː
žiūrintys	ʒʲuːrʲɪnʲtʲiːs
valgantysis	ʋaːlɡɐnʲtʲiːsʲɪs
šakale	ʃɐkɐlʲɛ
tvarkingi	tʋɐɾʲkʲɪnʲɡʲɪ
toks	toks
nuodingesnėmis	nuɔdʲɪnʲɡʲɛsʲnʲeːmʲɪs
pusaklėse	pʊsɐkʲlʲeːsʲɛ
kalbios	kɐlbʲos
ištatuiruojantysis	ɪʃtɐtʊɪɾuɔjɛnʲtʲiːsʲɪs
turėtas	tʊrʲeːtɐs
duosiančiajai	duɔsʲɛnʲtʲʃʲɛjɛj
duodavusiam	duɔdɐʋʊsʲɛm
prakeliaujančio	prɐkʲɛlʲæʊjɛnʲtʲʃʲo
nuodingesnėms	nuɔdʲɪnʲɡʲɛsʲnʲeːms
ištatuiravęs	ɪʃtɐtʊɪɾaːʋʲæːs
klaidingesniesiems	klɐjdʲɪnʲɡʲɛsʲnʲjɛsʲjems
vaizdingesnėje	ʋɐjzʲdʲɪnʲɡʲɛsʲnʲeːjɛ
pornografiniam	poɾnoɡɾaːfʲɪnʲɛm
abejingiausiame	ɐbʲɛjɪnɡʲæːʊsʲɛmʲɛ
vokiečiuose	ʋoːkʲjɛtʲʃʲʊosʲɛ
slovėniškąsias	sloʋʲeːnʲɪʃkaːsʲɛs
atidavusiu	ɐtʲɪdaːʋʊsʲʊ
nukeliaujančią	nʊkʲɛlʲæʊjɛnʲtʲʃʲæː
srauto	srɐuto
tvarkinguosius	tʋɐɾʲkʲɪnɡʊosʲʊs
lenkiškajai	lʲæːnʲkʲɪʃkɐjɛj
tvarkai	tʋɐɾkɐj
erotinėmis	ɛɾotʲɪnʲeːmʲɪs
esančiąja	ɛsɐnʲtʲʃʲæjɛ
klaidingiausiomis	klɐjdʲɪnʲɡʲæːʊsʲomʲɪs
saugiame	sɐʊɡʲɛmʲɛ
senoji	sʲɛnoːjɪ
pornografiškumo	pornoɡrɐfʲɪʃkʊmo
dieviškosiose	dʲjɛʋʲɪʃkosʲosʲɛ
angliškoji	aːnʲɡʲlʲɪʃkojɪ
žemynų	ʒʲɛmʲiːnuː
haliucinuodavusiam	hɐlʲʊtʲsʲɪnuodɐʋʊsʲɛm
ejakuliuojantysis	ɛjɛkʊlʲuojɛnʲtʲiːsʲɪs
spermatozoidu	sʲpʲɛɾmɐtozojdʊ
tylinčiosioms	tʲiːlʲɪnʲtʲʃʲosʲoms
tvarkoje	tʋɐɾkojɛ
orgiškiausieji	orʲɡʲɪʃʲkʲæːʊsʲjɛjɪ
estišką	ɛsʲtʲɪʃkaː
galį	ɡaːlʲiː
rumuniškieji	rʊmʊnʲɪʃʲkʲjɛjɪ
lyja	lʲiːjɐ
plaukti	pɫɒʊ̯ˑkʲtʲɪ
ejakuliuos	ɛjɛkʊlʲʊos
košės	koːʃʲeːs
saugiausiąsias	sɐʊɡʲæːʊsʲæːsʲɛs
prakeliaujantiesiems	prɐkʲɛlʲæʊjɛnʲtʲjɛsʲjɛms
daniškiems	daːnʲɪʃʲkʲjɛms
bėgančiose	bʲeːɡɐnʲtʲʃʲosʲɛ
ištatuiruotų	ɪʃtɐtʊɪɾuotuː
nebeprisikiškiakopūsteliaudavusįjį	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊdɐʋʊsʲiːjiː
smulkmeniškos	smʊlʲkʲmʲɛnʲɪʃkos
kiaunę	kʲæʊnʲæː
ugningasis	ʊɡʲnʲɪnɡɐsʲɪs
profesija	profʲɛsʲɪjɛ
varlėms	ʋɐɾʲlʲeːms
duodavusiosioms	duɔdɐʋʊsʲosʲoms
saugesniąsias	sɐʊɡʲɛsʲnʲæːsʲɛs
lotosai	lotosɐj
pisančius	pʲɪsɐnʲtʲʃʲʊs
tvarkingiausiame	tʋɐɾʲkʲɪnʲɡʲæːʊsʲɛmʲɛ
iškalbesniosioms	ɪʃkɐlbʲɛsʲnʲoːsʲoms
ejakuliavusiojo	ɛjɛkʊlʲæːʋʊsʲojo
tatuiruojančiosioms	tɐtʊɪruɔjɛnʲtʲʃʲosʲoms
angliški	aːnʲɡʲlʲɪʃʲkʲɪ
pornografiškam	pornoɡraːfʲɪʃkɐm
švelnus	ʃʲʋʲɛlnʊs
įdavėjo	iːdɐʋʲeːjo
pusseseres	pʊsʲɛsʲɛrʲɛs
laikraštis	lɐi̯krɐʃʲtʲɪs
klaidingiausiam	klɐjdʲɪnʲɡʲæːʊsʲɛm
pjaustau	pʲjæustɐʊ
ypatingosios	iːpɐtʲɪnɡosʲos
getui	ɡʲɛtʊɪ
šiknarankę	ʃʲɪknɐɾɐnʲkʲæː
žvaigždiškiausioje	ʒʋɐjɡʲʒʲdʲɪʃʲkʲæːʊsʲojɛ
ugningiausiosios	ʊɡʲnʲɪnʲɡʲæːʊsʲosʲos
ąžuolams	aːʒʊɔɫaːms
erotiškų	ɛɾotʲɪʃkuː
abejingomis	ɐbʲɛjɪnɡomʲɪs
greitąja	ɡɾɛjtaːjɛ
parkeliaujančiąja	pɐrʲkʲɛlʲæʊjɛnʲtʲʃʲæːjɛ
gražiau	ɡɾɐʒʲɛu
lietuviškajai	lʲjɛtʊʋʲɪʃkɐjɛj
bebalsis	bʲɛbɐlʲsʲɪs
tvarkingiausiuose	tʋɐɾʲkʲɪnʲɡʲæːʊsʲʊosʲɛ
mįslingiausiai	mʲiːsʲlʲɪnʲɡʲæːʊsʲɛj
atiduosiančias	ɐtʲɪduɔsʲɛnʲtʲʃʲɛs
atidavusiajam	ɐtʲɪdaːʋʊsʲɛjɛm
sušlampančius	sʊʃlɐmpɐnʲtʲʃʲʊs
įduosiantys	iːduɔsʲɛnʲtʲiːs
airiškose	ɐjrʲɪʃkosʲɛ
turėjusiosios	tʊrʲeːjʊsʲosʲos
saugesnieji	sɐʊɡʲɛsʲnʲjɛjɪ
žolė	ʒolʲeː
getų	ɡʲɛtuː
švelniosioms	ʃʲʋʲɛlnʲoːsʲoms
abejingesniems	ɐbʲɛjɪnɡʲɛsʲnʲjɛms
gilesniam	ɡʲɪlʲɛsʲnʲæːm
valgančias	ʋaːlɡɐnʲtʲʃʲɛs
kūną	kuːna
haliucinuodavusioje	hɐlʲʊtʲsʲɪnuodɐʋʊsʲojɛ
išdaigioji	ɪʃdɐjɡʲoːjɪ
japoniškojoje	jɛponʲɪʃkojojɛ
užtarimams	ʊʒtɐɾʲɪmɐms
mylėjusiąja	mʲiːlʲeːjʊsʲæːjɛ
palapinė	pɐɫɐpʲɪn̪ʲeː
pornografiškiausiai	pornoɡrɐfʲɪʃʲkʲæːʊsʲɛj
dogui	doɡʊɪ
pornografiškesniųjų	pornoɡrɐfʲɪʃʲkʲɛsʲnʲuːjuː
kalbėsiančiąją	kɐlbʲeːsʲɛnʲtʲʃʲæjæ
ištatuiruojančias	ɪʃtɐtʊɪɾuɔjɛnʲtʲʃʲɛs
apkeliaujančias	ɐpkʲɛlʲæʊjɛnʲtʲʃʲɛs
įduodančias	iːduɔdɐnʲtʲʃʲɛs
kalbus	kɐlbʊs
haliucinavęs	hɐlʲʊtʲsʲɪnaːʋʲæːs
nebeprisikiškiakopūsteliavusioji	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʋʊsʲojɪ
žmoniškesniu	ʒmonʲɪʃʲkʲɛsʲnʲʊ
tatuiruojančiam	tɐtʊɪruɔjɛnʲtʲʃʲɛm
kalnodarą	kɐlnoːdɐraː
apipjaustydavo	ɐpʲɪpʲjæusʲtʲidɐʋo
sraute	srɐutʲɛ
lietuviški	lʲjɛtʊʋʲɪʃʲkʲɪ
duodančiosiose	duɔdɐnʲtʲʃʲosʲosʲɛ
erotiškus	ɛɾotʲɪʃkʊs
armėniški	ɐrʲmʲeːnʲɪʃʲkʲɪ
žiūrinčiame	ʒʲuːrʲɪnʲtʲʃʲɛmʲɛ
orgiškesnysis	orʲɡʲɪʃʲkʲɛsʲnʲiːsʲɪs
svastikų	sʋaːsʲtʲɪkuː
daniškajai	daːnʲɪʃkɐjɛj
vengriški	ʋʲɛnʲɡʲrʲɪʃʲkʲɪ
sėkliniam	sʲeːkʲlʲɪnʲɛm
netvarkingesniu	nʲɛtʋɐɾʲkʲɪnʲɡʲɛsʲnʲʊ
sapnavusiosioms	sɐpnaːʋʊsʲosʲoms
dainuojančiąsias	dɐjnuɔjɛnʲtʲʃʲæːsʲɛs
meniškesniosiomis	mʲɛnʲɪʃʲkʲɛsʲnʲoːsʲomʲɪs
pjaustėte	pʲjæusʲtʲetʲɛ
armėniškiesiems	ɐrʲmʲeːnʲɪʃʲkʲjɛsʲjems
vaivorykštėms	ʋɐjʋoːrʲiːkʲʃʲtʲeːms
aukštaitiškai	ɐʊkʃtɐjtʲɪʃkɐj
įbroliuose	iːbrolʲʊosʲɛ
išnaudotojų	ɪʃnɐʊdoːtojuː
upiniuose	ʊpʲɪnʲʊosʲɛ
korėjietiškame	korʲeːjɛːtʲɪʃkɐmʲɛ
lytinė	lʲiːtʲɪnʲeː
pabūti	pɐbuːtʲɪ
ypatingesnioji	iːpɐtʲɪnʲɡʲɛsʲnʲoːjɪ
kalbėsianti	kɐlbʲeːsʲɛnʲtʲɪ
erotinės	ɛɾotʲɪnʲeːs
išžiūrinti	ɪʃʲʒʲuːrʲɪnʲtʲɪ
aklosiomis	ɐkloːsʲomʲɪs
iškalbiausiojoje	ɪʃkɐlbʲæːʊsʲojojɛ
itališkuosius	ɪtaːlʲɪʃkʊosʲʊs
tvarkingesnėse	tʋɐɾʲkʲɪnʲɡʲɛsʲnʲeːsʲɛ
šilkais	ʃʲɪlkɐjs
prakeliaujančių	prɐkʲɛlʲæʊjɛnʲtʲʃʲuː
žvakutes	ʒʋɐkʊtʲɛs
būsiančiose	busʲɛnʲtʲʃʲosʲɛ
armėniškiems	ɐrʲmʲeːnʲɪʃʲkʲjɛms
šokančiąsias	ʃoːkɐnʲtʲʃʲæːsʲɛs
nuduodąs	nʊduɔdaːs
luomas	ɫûəmɐs̪
daniškiesiems	daːnʲɪʃʲkʲjɛsʲjems
dieviškumams	dʲjɛʋʲɪʃkʊmɐms
mylėsiančiojoje	mʲiːlʲeːsʲɛnʲtʲʃʲojojɛ
bedieviškesniuosiuose	bʲɛdʲjɛʋʲɪʃʲkʲɛsʲnʲʊoːsʲʊosʲɛ
kaladė	kɐlaːdeː
įnagininkuose	iːnɐɡʲɪnʲɪnkʊosʲɛ
išžiūrintys	ɪʃʲʒʲuːrʲɪnʲtʲiːs
haliucinuodavusiosioms	hɐlʲʊtʲsʲɪnuodɐʋʊsʲosʲoms
arabiškoje	ɐraːbʲɪʃkojɛ
sopėti	s̪oːpʲêːtʲɪ
mylėdavusiuose	mʲiːlʲeːdɐʋʊsʲʊosʲɛ
norvegiškuoju	norʋʲɛɡʲɪʃkʊojʊ
nebeprisikiškiakopūsteliausiančia	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊsʲɛnʲtʲʃʲɛ
klaidingesniojoje	klɐjdʲɪnʲɡʲɛsʲnʲoːjojɛ
spermatozoidams	sʲpʲɛɾmɐtozojdɐms
rusiškuose	rʊsʲɪʃkʊosʲɛ
pasaulius	pɐsaʊlʲʊs
smulkmeniškųjų	smʊlʲkʲmʲɛnʲɪʃkuːjuː
serbiškojo	sʲɛrʲbʲɪʃkojo
vengriškuoju	ʋʲɛnʲɡʲrʲɪʃkʊojʊ
nebeprisikiškiakopūsteliaudavusiojo	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊdɐʋʊsʲojo
šakos	ʃaːkos
kiaune	kʲæʊnʲɛ
saugiausiajai	sɐʊɡʲæːʊsʲɛjɛj
būdavusio	buːdɐʋʊsʲo
augo	äʊ̯ɡoː
rumuniškoje	rʊmʊnʲɪʃkojɛ
jonvabaliais	joːnʋɐbɐlʲɛjs
sapnavusiems	sɐpnaːʋʊsʲɛms
bedieviškiausio	bʲɛdʲjɛʋʲɪʃʲkʲæːʊsʲo
įvardis	iːʋɐɾʲdʲɪs
latviškai	laːtʲʋʲɪʃkɐj
žmoniškesniosios	ʒmonʲɪʃʲkʲɛsʲnʲosʲos
aklajame	ɐklaːjɛmʲɛ
nebeprisikiškiakopūsteliaujančios	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊjɛnʲtʲʃʲos
atkeliaują	ɐtkʲɛlʲæʊjæː
švelniausiu	ʃʲʋʲɛlnʲæːʊsʲʊ
įduosiantiesiems	iːduɔsʲɛnʲtʲjɛsʲjɛms
siuvančiame	sʲʊʋɐnʲtʲʃʲɛmʲɛ
pisantieji	pʲɪsɐnʲtʲjɛjɪ
sakančiu	saːkɐnʲtʲʃʲʊ
moteriškiausios	motʲɛɾʲɪʃkʲæːʊsʲos
meniškesnio	mʲɛnʲɪʃʲkʲɛsʲnʲo
stiprus	s̪ʲt̪ʲɪprʊs̪
aukštaitiškuosius	ɐʊkʃtɐjtʲɪʃkʊosʲʊs
žmoniškesnei	ʒmonʲɪʃʲkʲɛsʲnʲɛj
parama	pɐɾɐmɐ
perdavėjoms	pʲæːɾdɐʋʲeːjoms
erotiškiausiuosiuose	ɛɾotʲɪʃʲkʲæːʊsʲʊosʲʊosʲɛ
nuduosiančiąja	nʊduɔsʲɛnʲtʲʃʲæːjɛ
turėjusiose	tʊrʲeːjʊsʲosʲɛ
tatuiruojančią	tɐtʊɪruɔjɛnʲtʲʃʲæː
ispaniškosios	ɪspaːnʲɪʃkosʲos
bitė	bʲɪtʲeː
žmogiškiausiąja	ʒmoɡʲɪʃʲkʲæːʊsʲæːjɛ
graikiškos	ɡrɐjkʲɪʃkos
erotiškiausioji	ɛɾotʲɪʃʲkʲæːʊsʲojɪ
švelnesniosiose	ʃʲʋʲɛlʲnʲɛsʲnʲoːsʲosʲɛ
seksualumas	sʲɛksʊɐlʊmɐs
apkeliaujančios	ɐpkʲɛlʲæʊjɛnʲtʲʃʲos
airiškuosius	ɐjrʲɪʃkʊosʲʊs
narkotikais	nɐɾkotʲɪkɐjs
siuvančiose	sʲʊʋɐnʲtʲʃʲosʲɛ
jūrai	juːrɐj
vokiškuosius	ʋoːkʲɪʃkʊosʲʊs
pudelį	pʊdʲɛlʲiː
iškeliaujantiems	ɪʃʲkʲɛlʲæʊjɛnʲtʲjɛms
pusaklėms	pʊsɐkʲlʲeːms
šokdavome	ʃoːkdɐʋomʲɛ
apipjaustykite	ɐpʲɪpʲjæusʲtʲikʲɪtʲɛ
armėniškuose	ɐrʲmʲeːnʲɪʃkʊosʲɛ
ejakuliuojančiosioms	ɛjɛkʊlʲuojɛnʲtʲʃʲosʲoms
gražumą	ɡɾɐʒʊmaː
orgiškiausiosiomis	orʲɡʲɪʃʲkʲæːʊsʲosʲomʲɪs
įduodančiosiomis	iːduɔdɐnʲtʲʃʲosʲomʲɪs
buvusio	bʊʋʊsʲo
ištatuiravusią	ɪʃtɐtʊɪraːʋʊsʲæː
klausti	klaʊstɪ
duodančioms	duɔdɐnʲtʲʃʲoms
seniausiam	sʲɛnʲæːʊsʲɛm
uodegikaulis	ʊodʲɛɡʲɪkɐʊlʲɪs
žmoniškosioms	ʒmoːnʲɪʃkosʲoms
vokiškiesiems	ʋoːkʲɪʃʲkʲjɛsʲjems
bėgsiančiam	bʲeːɡʲsʲɛnʲtʲʃʲɛm
blizgančiuoju	bʲlʲɪzɡɐnʲtʲʃʲʊojʊ
haliucinavusysis	hɐlʲʊtʲsʲɪnaːʋʊsʲiːsʲɪs
manyti	mɐnʲîːtʲɪ
abejingais	ɐbʲɛjɪnɡɐjs
smulkmeniškąsias	smʊlʲkʲmʲɛnʲɪʃkaːsʲɛs
žmogiškąsias	ʒmoːɡʲɪʃkaːsʲɛs
paupinėmis	pɐʊpʲɪnʲeːmʲɪs
kapše	kɐpʲʃʲɛ
ejakuliavusiosios	ɛjɛkʊlʲæːʋʊsʲosʲos
įduosiančioms	iːduɔsʲɛnʲtʲʃʲoms
daniškajame	daːnʲɪʃkɐjɛmʲɛ
mįslingiausiuoju	mʲiːsʲlʲɪnʲɡʲæːʊsʲʊojʊ
greitomis	ɡɾɛjtomʲɪs
kūnais	kuːnɐjs
kalnynai	kɐlʲnʲiːnɐj
sušlampančioji	sʊʃlɐmpɐnʲtʲʃʲojɪ
vaizdingiausiąsias	ʋɐjzʲdʲɪnʲɡʲæːʊsʲæːsʲɛs
norvegiškieji	norʋʲɛɡʲɪʃʲkʲjɛjɪ
duosiantį	duɔsʲɛnʲtʲiː
žemaitiškųjų	ʒʲɛmɐjtʲɪʃkuːjuː
žmogiškų	ʒmoːɡʲɪʃkuː
nebeprisikiškiakopūsteliaudavusiuosius	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊdɐʋʊsʲʊosʲʊs
bebaimis	bʲɛbɐjmʲɪs
ejakuliuosiančiosios	ɛjɛkʊlʲuosʲɛnʲtʲʃʲosʲos
įspūdingesniosiose	iːspuːdʲɪnʲɡʲɛsʲnʲoːsʲosʲɛ
tylinčiajai	tʲiːlʲɪnʲtʲʃʲɛjɛj
maltietiškajam	mɐlʲtʲjɛtʲɪʃkɐjɛm
bėgusioje	bʲeːɡʊsʲojɛ
parkeliaujančiaisiais	pɐrʲkʲɛlʲæʊjɛnʲtʲʃʲɛjsʲɛjs
tylinčiam	tʲiːlʲɪnʲtʲʃʲɛm
haliucinuodavusiajai	hɐlʲʊtʲsʲɪnuodɐʋʊsʲɛjɛj
išdaigios	ɪʃdɐjɡʲoːs
įduodantiems	iːduɔdɐnʲtʲjɛms
švelniausioje	ʃʲʋʲɛlnʲæːʊsʲojɛ
gražume	ɡɾɐʒʊmʲɛ
žvaigždinėmis	ʒʋɐjɡʲʒʲdʲɪnʲeːmʲɪs
gilesnes	ɡʲɪlʲɛsʲnʲɛs
bėgdavusią	bʲeːɡdɐʋʊsʲæː
haliucinuosiančiosiomis	hɐlʲʊtʲsʲɪnuosʲɛnʲtʲʃʲosʲomʲɪs
duonoje	duɔnɔjɛ
dieviškumas	dʲjɛʋʲɪʃkʊmɐs
bučiuosiančiąsias	bʊtʲʃʲuɔsʲɛnʲtʲʃʲæːsʲɛs
nuodingesnėse	nuɔdʲɪnʲɡʲɛsʲnʲeːsʲɛ
naktikovams	nɐkʲtʲɪkoʋɐms
kiniškajai	kʲɪnʲɪʃkɐjɛj
išbučiuosiančiajai	ɪʃbʊtʲʃʲuɔsʲɛnʲtʲʃʲɛjɛj
išbučiuosiantį	ɪʃbʊtʲʃʲuɔsʲɛnʲtʲiː
tepjausto	tʲɛpʲjæusto
prakeliaujančiuosius	prɐkʲɛlʲæʊjɛnʲtʲʃʲʊosʲʊs
korėjietiškąją	korʲeːjɛːtʲɪʃkaːjæː
izoterminiu	ɪzotʲɛrʲmʲɪnʲʊ
valgančiąją	ʋaːlɡɐnʲtʲʃʲæːjæː
medvarles	mʲæːdʋɐɾʲlʲɛs
mylėdavusiajam	mʲiːlʲeːdɐʋʊsʲɛjɛm
būsiantį	busʲɛnʲtʲiː
išbučiuokime	ɪʃbʊtʲʃʲuokʲɪmʲɛ
bedugnis	bʲɛdʊɡʲnʲɪs
sapnuodavusiosios	sɐpnuɔdɐʋʊsʲosʲos
ejakuliuodavusysis	ɛjɛkʊlʲuodɐʋʊsʲiːsʲɪs
dama	d̪ɐmɐ
arabišką	ɐraːbʲɪʃkaː
respubliką	ɾʲɛspʊbʲlʲɪka
turėjusiuoju	tʊrʲeːjʊsʲʊojʊ
patraukliausiuose	pɐtɾɐʊkʲlʲæːʊsʲʊosʲɛ
mylėdavusiojoje	mʲiːlʲeːdɐʋʊsʲojojɛ
buldogais	bʊldoɡɐjs
izotopais	ɪzotopɐjs
šokantys	ʃoːkɐnʲtʲiːs
vengriškos	ʋʲɛnʲɡʲrʲɪʃkos
haliucinuoju	hɐlʲʊtʲsʲɪnuojʊ
mįslingesnes	mʲiːsʲlʲɪnʲɡʲɛsʲnʲɛs
pusbroli	pʊsbrolʲɪ
mįslingesniosiose	mʲiːsʲlʲɪnʲɡʲɛsʲnʲoːsʲosʲɛ
ežere	ɛʒʲɛɾʲɛ
nuduosiančiuosius	nʊduɔsʲɛnʲtʲʃʲʊosʲʊs
baltiesiems	bɐlʲtʲjɛsʲjems
ištatuiruodavo	ɪʃtɐtʊɪɾuodɐʋo
linas	lʲɪn̪ɐs̪
haliucinuosiančius	hɐlʲʊtʲsʲɪnuosʲɛnʲtʲʃʲʊs
bučiuojančiojoje	bʊtʲʃʲuɔjɛnʲtʲʃʲojojɛ
išbučiuosiantiesiems	ɪʃbʊtʲʃʲuɔsʲɛnʲtʲjɛsʲjɛms
kalbančiojoje	kɐlbɐnʲtʲʃʲojojɛ
graikiškasis	ɡrɐjkʲɪʃkɐsʲɪs
pingvinai	pʲɪnʲɡʲʋʲɪnɐj
švelnesnius	ʃʲʋʲɛlnʲɛsʲnʲʊs
pardavėjoms	pɐɾdɐʋʲeːjoms
ispaniškos	ɪspaːnʲɪʃkos
dainuojančioms	dɐjnuɔjɛnʲtʲʃʲoms
prostitucijoje	prosʲtʲɪtʊtʲsʲɪjojɛ
mažiausius	mɐʒʲæːʊsʲʊs
patraukliausioje	pɐtɾɐʊkʲlʲæːʊsʲojɛ
giliosiose	ɡʲɪlʲoːsʲosʲɛ
klaidingesniosios	klɐjdʲɪnʲɡʲɛsʲnʲosʲos
airiškosiose	ɐjrʲɪʃkosʲosʲɛ
abejingiausiam	ɐbʲɛjɪnɡʲæːʊsʲɛm
nebeprisikiškiakopūsteliaujančią	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊjɛnʲtʲʃʲæː
galėdamos	ɡɐlʲeːdɐmos
tatuiravusiojoje	tɐtʊɪraːʋʊsʲojojɛ
jonvabalis	joːnʋɐbɐlʲɪs
iškeliaujančiajai	ɪʃʲkʲɛlʲæʊjɛnʲtʲʃʲɛjɛj
išžiūrinčiąja	ɪʃʲʒʲuːrʲɪnʲtʲʃʲæːjɛ
tatuiravusiojo	tɐtʊɪraːʋʊsʲojo
nuodingiausiuose	nuɔdʲɪnʲɡʲæːʊsʲʊosʲɛ
erotiškiausiuoju	ɛɾotʲɪʃʲkʲæːʊsʲʊojʊ
meniškesniesiems	mʲɛnʲɪʃʲkʲɛsʲnʲjɛsʲjems
klaidingesniąją	klɐjdʲɪnʲɡʲɛsʲnʲæːjæː
erotiškiausius	ɛɾotʲɪʃʲkʲæːʊsʲʊs
bėgančioji	bʲeːɡɐnʲtʲʃʲojɪ
norvegiškuosius	norʋʲɛɡʲɪʃkʊosʲʊs
spyglys	sʲpʲiːɡʲlʲǐːs̪
buvusiame	bʊʋʊsʲɛmʲɛ
naktys	naːktis
švelnesnėje	ʃʲʋʲɛlnʲɛsʲnʲeːjɛ
bulgariškaisiais	bʊlɡaːrʲɪʃkɐjsʲɛjs
baltajai	baːltɐjɛj
čekijoje	tʲʃʲɛkʲɪjojɛ
ugningumų	ʊɡʲnʲɪnɡʊmuː
turėdavusio	tʊrʲeːdɐʋʊsʲo
pisančiu	pʲɪsɐnʲtʲʃʲʊ
sėdinčiosios	sʲeːdʲɪnʲtʲʃʲosʲos
turkiškosioms	tʊrʲkʲɪʃkosʲoms
bėganti	bʲeːɡɐnʲtʲɪ
įdomiomis	iːdomʲomʲɪs
šeškų	ʃʲɛʃkuː
kepti	kʲɛpʲt̪ʲɪ
mįslingiausiosios	mʲiːsʲlʲɪnʲɡʲæːʊsʲosʲos
švelnesnes	ʃʲʋʲɛlnʲɛsʲnʲɛs
būsiančiai	busʲɛnʲtʲʃʲɛj
daniškąsias	daːnʲɪʃkaːsʲɛs
giliuose	ɡʲɪlʲʊosʲɛ
apkeliaujančiojo	ɐpkʲɛlʲæʊjɛnʲtʲʃʲojo
moteriškąjį	moːtʲɛɾʲɪʃkaːjiː
perdavėjais	pʲæːɾdɐʋʲeːjɛjs
šakalams	ʃɐkaːlɐms
bedieviškų	bʲɛdʲjɛʋʲɪʃkuː
