heilum	heiːlʏm
ullarkápa	ʏtlarkʰaːupa
miðjumanni	mɪðjʏmanɪ
netin	nɛːtɪn
skæla	scaiːla
magnason	maknasɔːn
fjörutíu	fjœːrtijʏ
drifhvítum	trɪfkʰvitʏm
smár	smauːr
sígaunar	siːkœinar
oltið	ɔl̥tɪð
pólitískur	pʰouːlɪtiskʏr
íslenskra	istlɛnskra
einlægri	einlaiɣrɪ
fernar	fɛrtnar
dauðra	tœiðra
misnotað	mɪːstnɔtað
launamunur	lœiːnamʏːnʏr
veskið	vɛscɪð
ferðast	fɛrðast
markamun	mar̥kamʏːn
ferkílómetra	fɛr̥cʰiloumɛːtra
gjaldfrjálst	caltfrjaulst
fótur	fouːtʏr
þínu	θiːnʏ
lífvörður	livœrðʏr
vítateigs	viːtateixs
finnbjörnsson	fɪnpjœr̥sɔːn
tárið	tʰauːrɪð
andríkur	antrikʏr
olíutunnum	ɔːlijʏːtʏnʏm
hringstigann	r̥iŋstɪɣan
ögmundsdóttur	œɣmʏntstouhtʏr
buxurnar	pʏksʏtnar
almennum	almɛnʏm
janúar	jaːnuar
armana	armana
bíóinu	piːjouɪnʏ
hikaði	hɪːkaðɪ
þungamiðjan	θuŋkamɪðjan
sótta	souhta
vonlegt	vɔnlɛxt
alltof	al̥tɔv
eiturlyfjasmygli	ɛːjtʏrlɪvjasmɪklɪ
ökumanna	œːkʏmana
bræðrafélagið	praiðrafjɛːlaijɪð
íbsen	ipsɛn
samhljómi	saml̥joumɪ
kaldhæðni	kʰalthaiðnɪ
húsasmíði	huːsasmiːðɪ
ryðguð	rɪðkʏð
fáanlegu	fauːanlɛːɣʏ
sinfónía	sɪnfounija
óreglusömu	ouːrɛklʏsœːmʏ
skil	scɪːl
sköpin	skœːpɪn
gæfi	caiːvɪ
gyðingasamtakanna	cɪːðiŋkasamtʰakana
fóðra	fouðra
pappabox	pʰahpapɔks
þingsæti	θiŋksaitɪ
áfergju	auːfɛrcʏ
snúið	stnuːɪð
auglitis	œiɣlɪtɪs
hlutafélagið	l̥ʏːtafjɛːlaijɪð
fréttaskrif	frjɛhtaskrɪːv
almenna	almɛna
barnabækur	patnapaiːkʏr
láku	lauːkʏ
tíndu	tʰintʏ
plasma	pʰlasma
sigurði	sɪːɣʏrðɪ
drottinvald	trɔhtɪnvalt
sigrar	sɪɣrar
velsæld	vɛlsailt
rifrildinu	rɪvrɪltɪnʏ
klóið	kʰlouːɪð
skilist	scɪːlɪst
pönnurnar	pʰœnʏtnar
viðmiðunin	vɪðmɪðʏnɪn
rögnvaldur	rœkvaltʏr
vetrar	vɛːtrar
ergileg	ɛrcɪlɛɣ
slysavarnaskólanum	stlɪːsavartnaskouːlanʏm
pyttur	pʰɪhtʏr
vandkvæði	vantkvaiðɪ
punduðu	pʰʏnt
vigur	vɪːɣʏr
úlpan	ul̥pan
forvitinn	fɔrvɪtɪn
menntaðir	mɛn̥taðɪr
húsbílinn	huːspilɪn
olíufélögin	ɔːlijʏfjɛːlœijɪn
fréttamann	frjɛhtaman
skápnum	skauhpnʏm
tengdur	tʰeiŋtʏr
völdin	vœltɪn
áttar	auhtar
myndbönd	mɪntpœnt
laumuðust	lœiːmʏðʏst
útibúum	uːtɪpuːʏm
athugið	aːtʏjɪð
rennibraut	rɛnɪprœjt
vatnsafls	vasapl̥s
massi	masɪ
ofviða	ɔvɪða
suðvestur	sʏðvɛstʏr
samkaup	samkœiːp
ísraelum	iːsraɛlʏm
aukningin	œihkniɲcɪn
skilríki	scɪlricɪ
alþjóðasamfélaginu	alθjouðasamfjɛlaijɪnʏ
fjólublátt	fjouːlʏplauht
hagsmunaaðila	haxsmʏnaaːðɪla
fátæku	fauːtaikʏ
umhverfismálin	ʏmkʰvɛrvɪsmauːlɪn
heklugjá	hɛhklʏcaːu
samfellt	samfɛl̥t
dansarar	tansarar
heimskum	hɛjmskʏm
þjóðarhag	θjouːðarhaːɣ
starfsliði	starvstlɪðɪ
baldvinssyni	paltvɪnsɪːnɪ
hluthöfum	l̥ʏːthœvʏm
viðmælandi	vɪðmailantɪ
klæðnaði	kʰlaiðnaðɪ
morgni	mɔrtnɪ
verkstjórinn	vɛr̥kstjouːrɪn
þenslu	θɛnstlʏ
vitnum	vɪhtnʏm
gjaldahlið	caltal̥ɪːð
horf	hɔrv
varasamt	vaːrasam̥t
margra	markra
fjárfestingatækifæri	fjaur̥fɛstiŋkatʰaːjcɪfaːjrɪ
húsþökum	huːsθœkʏm
bakkaskjóls	pahkascouls
madonnufjalls	matɔnʏfjals
þarfa	θarva
miskrappar	mɪːskʰrahpar
snæfellsbæ	stnaiːfɛlspai
farangurinn	faːrauŋkʏrɪn
kvenfatalínunni	kʰvɛnfataliːnʏnɪ
borgarstjórnarfundi	pɔrkarstjourtnarfʏntɪ
formálanum	fɔrmaulanʏm
brúka	pruːka
feta	fɛːta
dæmda	taimta
flatargjalds	flaːtarcalts
marglitt	marklɪht
stjórnvölinn	stjourtnvœlɪn
ráðstefnan	rauðstɛpnan
patreksfirði	pʰaːtrɛksfɪrðɪ
slaka	stlaːka
almannafé	almanafjɛː
gunnari	kʏnarɪ
lögregluforinginn	lœɣrɛklʏfɔːriɲcɪn
gekkst	cɛxst
tillaga	tʰɪlaɣa
efnt	ɛm̥t
póstbáta	pʰoustpauta
lokuðum	lɔːkʏðʏm
kananna	kʰaːnana
langagata	lauŋkakaːta
laufum	lœiːvʏm
brauðbita	prœiðpɪta
saug	sœiːɣ
skífuklukkur	sciːvʏkʰlʏhkʏr
erfiðis	ɛrvɪðɪs
hjartahnoð	çar̥tan̥ɔːð
sjálfstrausts	sjaulstrœists
lyftist	lɪftɪst
sjö	sjœː
flýði	fliːðɪ
stunduðu	stʏntʏðʏ
bónda	pounta
vatnsleiðslur	vaslɛjðstlʏr
hafnarbraut	hapnarprœit
meyjarnar	meijartnar
ofsafengin	ɔfsafeiɲcɪn
endurborin	ɛntʏrpɔːrɪn
theódórsson	tʰɛːoutour̥sɔːn
náttúrugripasafnið	nauhturʏkrɪpasapnɪð
samræmdar	samraimtar
skrúfar	skruːar
vígvellinum	viɣvɛtlɪnʏm
uppskar	ʏhpskar
keisarinn	cʰeiːsarɪn
ráðum	rauːðʏm
bjórinn	pjouːrɪn
póststofan	pʰouststɔvan
valhjálmur	valçaulmʏr
turnarnir	tʰʏrtnatnɪr
vætti	vaihtɪ
karlinum	kʰatlɪnʏm
nægt	naixt
þorláksmessu	θɔlauksmɛsʏ
valgerðar	valcɛrðar
árlegan	aurlɛɣan
oddhvössu	ɔtkvœsʏ
kjarvalsstaði	cʰarvalstaːði
upplýsingaskyldu	ʏhplisiŋkascɪltʏ
ætlist	aihtlɪst
sérfræðingurinn	sjɛr̥fraiðiŋkʏrɪn
þema	θɛːma
ferðafélagi	fɛrðafjɛːlaijɪ
ungliðasambandi	uŋklɪðasampantɪ
snögga	stnœka
kraftar	kʰraftar
ásvellir	auːsvɛtlɪr
kennaradeildar	cʰɛnaratɛjltar
vistfræðin	vɪstfrajðɪn
trausta	tʰrœista
klifur	kʰlɪːvʏr
dvergasmíð	tvɛrkasmiːð
stórleik	stourleik
víðerni	viːðɛrtnɪ
skjöld	scœlt
efnahag	ɛpnahaːɣ
sælt	sail̥t
srílanskir	sriːlanscɪr
sofum	sɔːvʏm
skurðurinn	skʏrðʏrɪn
grátstafinn	krauːtstavɪn
veitingastaðarins	veiːtiŋkastaːðarɪns
tegundir	tʰɛːɣʏntɪr
öndunarvöðvum	œntʏnarvœðvʏm
garðabænum	karðapaiːnʏm
kjassa	cʰasa
myndum	mɪntʏm
viðbót	vɪðpout
hliðarlínunni	l̥ɪːðarliːnʏnɪ
blænum	plaiːnʏm
barmahlíð	parmal̥iːð
gúmmístígvél	kumistiɣvjɛl
buxnavasann	pʏkstnavaːsan
hryndi	r̥ɪntɪ
peningarnir	pʰɛːniŋkatnɪr
flóknu	flouhknʏ
rosaflott	rɔːsaflɔht
náungar	nauːuŋkar
klósettunum	kʰlouːsɛhtɔnʏm
stál	stauːl
sorgum	sɔrkʏm
áformum	auːfɔrmʏm
hélulekinn	çɛːlʏlɛːcɪn
kleppsvegi	kʰlɛhpsveijɪ
hildigunni	hɪltɪkʏnɪ
borgarstjóra	pɔrkarstjouːra
forystumönnum	fɔːrʏstʏmœnʏm
færri	fairɪ
bregði	prɛɣðɪ
bandalög	pantalœɣ
heimilinu	heiːmɪlɪnʏ
bókabíll	pouːkapitl̥
kostar	kʰɔstar
afdrifaríkar	avtrɪvariːkar
hlutfallslegan	l̥ʏːtfalslɛːɣan
fatahengið	faːtaheiɲcɪð
sjúkraliðar	sjuːkralɪːðar
draugaveiðarinn	trœiːɣaveiːðarɪn
einkasýningu	eiŋ̊kasiːniŋkʏ
skrifstofustörf	skrɪfstɔvʏstœrv
lokaðist	lɔːkaðɪst
loftslagsins	lɔftslaksɪns
víddir	vitɪr
megnugur	mɛknʏɣʏr
áhugasama	auːhʏɣasama
verjur	vɛrjʏr
tættu	tʰaihtʏ
andersens	antɛr̥sɛns
rúllur	rulʏr
landakoti	lantakɔːtɪ
árný	aurni
heilsufar	heilsʏfaːr
lærisveinn	laiːrɪsveitn̥
hleypti	l̥eiftɪ
dillaði	tɪtlaðɪ
sýslumannsembættum	sistlʏmansɛmpaihtʏm
kunnar	kʰʏnar
fossa	fɔsa
fjarkennsla	fjar̥cʰɛnstla
vaði	vaːðɪ
sveitastjórnir	svɛːjtastjourtnɪr
korteri	kʰɔr̥tɛrɪ
sitthvorn	sɪhtkʰvɔtn̥
jarðhitakerfið	jarðhɪtacʰɛrvɪð
fráfalls	frauːfals
galla	katla
liðurinn	lɪðʏrɪn
é	jɛː
ástríðar	austriðar
málsvarnarlaun	maulsvartnarlœiːn
löð	lœːð
orkuverum	ɔr̥kʏvɛːrʏm
fullkomna	fʏtl̥kʰɔmna
himnum	hɪmnʏm
frökkunum	frœhkɔnʏm
kollu	kʰɔtl̥ʏ
gagnfræðaskólanum	kakfraiðaskouːlanʏm
lætur	laiːtʏr
ótrúlegri	ouːtʰrulɛɣrɪ
eineltissamtökin	eiːnɛl̥tɪsamtœcɪn
dómsmálaráðuneytið	toumsmaularauːðʏneiːtɪð
nægilega	naijɪlɛɣa
arftaka	arvtaka
gæðinga	caiːðiŋka
nordal	nɔrtal
híbýla	hiːpila
ættir	aihtɪr
heyrðum	heirðʏm
beita	peiːta
peningamálum	pʰɛːniŋkamauːlʏm
dunaði	tʏːnaðɪ
peugeot	pʰʏːsjou
genginn	ceiɲcɪn
sjálfs	sjauls
volvó	vɔlvou
hafinu	haːvɪnʏ
gamni	kamnɪ
lifnaðarháttum	lɪpnaðarhauhtʏm
snæfellsbær	stnaiːfɛlspaiːr
síðkastið	siðkastɪð
formálar	fɔrmaular
leyndri	leintrɪ
blómavasar	plouːmavaːsar
korni	kʰɔrtnɪ
ánægðir	auːnaiɣðɪr
skák	skauːk
fljótmæltur	fljoutmail̥tʏr
vændiskonur	vaintɪskʰɔːnʏr
húseigandinn	huːseiɣantɪn
atlantshafi	ahtlantshaːvɪ
trýnu	tʰriːnʏ
golfinu	kɔlvɪnʏ
óskuðu	ouskʏðʏ
belju	pɛljʏ
olíulampanum	ɔːlijʏlam̥panʏm
brúðkaupi	pruðkœipɪ
yfirstýringu	ɪːvɪr̥stiriŋkʏ
jafnmörg	japmœrk
ævintýrinu	aiːvɪntiːrɪnʏ
stjórnum	stjourtnʏm
skrautlegt	skrœiːtlɛxt
hrísgrjónaköggli	r̥iːskrjounakʰœklɪ
stígar	stiːɣar
safnaranum	sapnaranʏm
tesopa	tʰɛːsɔpa
kvöldlagi	kʰvœltlaijɪ
aldraðir	altraðɪr
skemmri	scɛmrɪ
ána	auːna
litin	lɪːtɪn
framúrskarandi	framurskarantɪ
hreyfinguna	r̥eiːviŋkʏna
byggju	pɪcʏ
brekkuna	prɛhkʏna
baráttu	paːrauhtʏ
hvatningar	kʰvahtniŋkar
kerfisbundið	cʰɛrvɪspʏntɪð
aflaheimilda	aplaheimɪlta
hjólhestsins	çouːlhɛstsɪns
starfseminnar	starvsɛmɪnar
galopnum	kaːlɔhpnʏm
skokkarann	skɔhkaran
lausnargjaldið	lœistnarcaltɪð
sauratinda	sœiratʰɪnta
eystein	eiːstein
heilbrigðisfulltrúa	hɛjlprɪɣðɪsfʏtl̥tʰrua
merkilegar	mɛr̥cɪlɛɣar
fjórðu	fjourðʏ
móðgaður	mouðkaðʏr
leikstjóranum	leiːkstjouranʏm
mættir	maihtɪr
skuldabréfamarkaði	skʏltaprjɛvamar̥kaðɪ
undirleikari	ʏntɪrleiːkarɪ
hjóla	çouːla
kertum	cʰɛr̥tʏm
sjáist	sjauːɪst
afhentir	aːvhɛn̥tɪr
evruna	ɛvrʏna
gestina	cɛstɪna
vessar	vɛsar
smáir	smauːɪr
stjórnarmeðlimir	stjourtnarmɛðlɪmɪr
ævintýralegt	aiːvɪntiːralɛxt
diggi	tɪcɪ
túnis	tʰuːnɪs
gagnvirk	kakvɪr̥k
fjóshaugurinn	fjouːshœiɣʏrɪn
gettu	cɛhtʏ
hlaupist	l̥œiːpɪst
tónskálda	tʰounskaulta
flotvörpuskipin	flɔːtvœr̥pʏscɪːpɪn
södd	sœt
hamið	haːmɪð
rauðkornaþykknis	rœjðkʰɔrtnaθɪhknɪs
strókum	strouːkʏm
emm	ɛm
beittur	peihtʏr
treyst	tʰreist
flipkjarna	flɪpcartna
brýtur	priːtʏr
aðalfundur	aːðalfʏntʏr
þráin	θrauːɪn
andesfjöllin	antɛsfjœtlɪn
sjúkrahús	sjuːkrahuːs
samanbitnar	saːmanpɪhtnar
fjölunum	fjœːlɔnʏm
komna	kʰɔmna
vökvann	vœːkvan
þunglamalega	θuŋklamalɛɣa
nýta	niːta
sígildum	siːcɪltʏm
þáði	θauːðɪ
neytendur	neiːtɛntʏr
fréttagetraun	frjɛhtacɛːtrœin
baugur	pœiːɣʏr
langyngst	lauŋkiŋst
rökrásavefinn	rœːkrausavɛːvɪn
flugeldasýning	flʏːɣɛltasiːniŋk
þjóðlendum	θjouðlɛntʏm
skrif	skrɪːv
plokkaði	pʰlɔhkaðɪ
laugardagskvöld	lœiːɣartaxskʰvœlt
handarhreyfingu	hantar̥eiːviŋkʏ
jónasdóttur	jouːnastouhtʏr
banginn	pauɲcɪn
landnema	lantnɛma
einfaldara	einfaltara
sandra	santra
umhverfistækni	ʏmkʰvɛrvɪstʰajhknɪ
hógværð	houɣvairð
dómnum	toumnʏm
svohljóðandi	svɔːl̥ouðantɪ
benediktssonar	pɛːnɛtɪxtsɔːnar
flóttann	flouhtan
þorparinn	θɔr̥parɪn
skipun	scɪːpʏn
spíss	spis
áskriftargjald	auːskrɪftarcalt
slökkviliðs	stlœhkvɪlɪðs
ávölum	auːvœlʏm
hestur	hɛstʏr
víkings	viːciŋs
beittum	peihtʏm
umhugsunartíma	ʏmhʏksʏnartʰiːma
neyðarþjónusta	neiːðarθjouːnʏsta
risafyrirtækinu	rɪːsafɪrɪrtʰaːjcɪnʏ
stórahjalla	stouːraçatla
glaðst	klaðst
heimagangur	heiːmakauŋkʏr
óttuðumst	ouhtʏðʏmst
snéru	stnjɛːrʏ
gunnarssyni	kʏnar̥sɪːnɪ
hafnarstræti	hapnarstraiːtɪ
reykjaneshöll	reiːcanɛshœtl̥
spítalanna	spiːtalana
fargjald	farcalt
einlægu	einlaiɣʏ
lamaðir	laːmaðɪr
baksýnisspeglinum	paːksinɪspeiklɪnʏm
sónn	soutn̥
freyja	freija
treystandi	tʰreistantɪ
elsku	ɛlskʏ
verklagsreglur	vɛr̥klaxsrɛklʏr
upsarhrygg	ʏfsar̥ɪk
lærdóm	lairtoum
gestsdóttur	cɛstouhtʏr
hlíðina	l̥iːðɪna
uppvaxtarárunum	ʏhpvakstarauːrɔnʏm
hlöðu	l̥œːðʏ
romm	rɔm
dagsbirtu	taxspɪr̥tʏ
eiginmenn	eijɪnmɛn
þegjandaleg	θeijantalɛɣ
las	laːs
fullgildir	fʏtl̥cɪltɪr
bróðurarf	prouːðʏrarv
sælda	sailta
gliðna	klɪðna
samleik	samleik
leikhúsum	leiːkhusʏm
stjórnsýsluleg	stjourtn̥sistlʏlɛɣ
biblíuna	pɪplijʏna
kraftinn	kʰraftɪn
sekúndna	sɛːkuntna
sykurmagn	sɪːkʏrmakn̥
galopnaði	kaːlɔhpnaðɪ
verpti	vɛr̥tɪ
hafandi	haːvantɪ
fyrirmyndir	fɪːrɪrmɪntɪr
sóleyjargötu	souːleijarkœːtʏ
feðga	fɛðka
tært	tʰair̥t
einstæð	einstaið
hvorir	kʰvɔːrɪr
veruna	vɛːrʏna
hráefnið	r̥auːɛpnɪð
opnuðum	ɔhpnʏðʏm
jónasar	jouːnasar
ungir	uɲcɪr
undantekningum	ʏntantʰɛhknɪŋkʏm
tónlistarskólanna	tʰounlɪstarskouːlana
svörðinn	svœrðɪn
hugsið	hʏksɪð
valdimars	valtɪmar̥s
misjafna	mɪːsjapna
ávallt	auːval̥t
þórberg	θourpɛrk
karlaklósettinu	kʰatlaklouːsɛhtɪnʏ
siði	sɪːðɪ
dimmaturni	tɪmmatʏrtnɪ
fimmtugustu	fɪm̥tʏɣʏstʏ
samlæsingar	samlajsiŋkar
hringjum	r̥iɲcʏm
kyssi	cʰɪsɪ
landssímadeild	lantsimateilt
flokkað	flɔhkað
skelfilegri	scɛlvɪlɛɣrɪ
snjóað	stnjouːað
meginatriðum	meijɪnaːtrɪðʏm
réttlætisins	rjɛhtlaitɪsɪns
blásandi	plauːsantɪ
tímunum	tʰiːmɔnʏm
loftsins	lɔftsɪns
dalinn	taːlɪn
smokka	smɔhka
áfangastaða	auːfauŋkastaːða
ljósmagni	ljouːsmaknɪ
brynjarsson	prɪnjar̥sɔːn
hrynleysu	r̥inlɛjsʏ
póstkassi	pʰoustkasɪ
sorginni	sɔrcɪnɪ
áhrifavaldur	auːr̥ɪvavaltʏr
gripir	krɪːpɪr
syngdu	siŋtʏ
óraunhæfar	ouːrœinhaivar
svikist	svɪːcɪst
uppstillingu	ʏhpstɪtliŋkʏ
einsemdar	einsɛmtar
verkalýðshreyfingin	vɛr̥kaliðsr̥eiːviɲcɪn
dulbúin	tʏlpuɪn
ferðafélagar	fɛrðafjɛːlaɣar
koju	kʰɔijʏ
slöngur	stlœiŋkʏr
gullliti	kʏlɪtɪ
brjóstvasanum	prjoustvasanʏm
þjóðinni	θjouːðɪnɪ
efnahagslífsins	ɛpnahaxstlifsɪns
dalvíkurbyggðar	talvikʏrpɪɣðar
álög	auːlœɣ
þýskar	θiskar
arnljótur	artnljoutʏr
hnikaði	n̥ɪːkaðɪ
gífurleg	ciːvʏrlɛɣ
nærðist	nairðɪst
barnaverndarnefndar	patnavɛntanɛmtar
snöktandi	stnœxtantɪ
handverksmunum	hantvɛr̥ksmʏːnʏm
stemning	stɛmiŋk
íbúa	iːpua
mk	ɛmkauː
glöggt	klœxt
fótbrotnaði	fouːprɔhtnaðɪ
veirurnar	vɛːjrʏtnar
útilokað	uːtɪlɔːkað
útsendingartími	uːtsɛntiŋkartʰiːmɪ
turna	tʰʏrtna
beringspunts	pɛːriŋkspʏn̥ts
bleikju	pleiːcʏ
losuðu	lɔːsʏðʏ
þjóða	θjouːða
framnes	framnɛs
miðausturlöndum	mɪːðaustʏrlœntʏm
pílagrímarnir	pʰiːlakriːmatnɪr
vextir	vɛkstɪr
harm	harm
hugmyndaheim	hʏɣmɪntahɛːjm
framgöngu	framkœiŋkʏ
glæða	klaiːða
huggað	hʏkað
teketill	tʰɛːcɛtɪtl̥
tíðkuðust	tʰiθkʏðʏst
villtist	vɪl̥tɪst
ópið	ouːpɪð
lögreglumanninum	lœɣrɛklʏmanɪnʏm
smíðum	smiːðʏm
starfsreynslu	starvsreinstla
undraskömmum	ʏntraskœmʏm
bæjarlækurinn	paiːjarlaiːkʏrɪn
spörfuglinn	spœr̥fʏklɪn
framliðnir	framlɪðnɪr
vaxtarlista	vakstarlɪsta
fulltrúaráð	fʏtl̥truarauːð
víkka	vihka
kipp	cʰɪhp
kvennasögusafni	kʰvɛnasœɣʏsapnɪ
hljóðnar	l̥jouðnar
úthúða	uːthuða
gát	kauːt
guðgeirsson	kvʏðkeirsɔːn
grár	krauːr
emmu	ɛmʏ
úrskurð	ur̥skʏrð
grundvallarreglur	krʏntvatlarɛklʏr
starfsvettvang	starvsvɛhtvauŋk
sauðfjárrækt	sœiðfjauraixt
gagnasafn	kaknasapn̥
vafasamt	vaːvasam̥t
fangelsið	fauɲcɛlsɪð
uppveðraður	ʏhpvɛðraðʏr
gáð	kauːð
reytt	reiht
organistans	ɔrkanɪstans
ógáti	ouːkautɪ
palestínskir	pʰaːlɛstinscɪr
ásgeir	auːsceir
köllin	kʰœtlɪn
bókaútgefenda	pouːka#utcɛvɛnta
félagsskap	fjɛːlaxskaːp
stígur	stiːɣʏr
garðyrkjustjórinn	karðɪr̥cʏstjouːrɪn
fjármagnskostnaður	fjaurmakskʰɔstnaðʏr
eftirlaun	ɛftɪrlœiːn
fagráð	faɣraːuð
kí	kʰauːiː
hneisu	n̥eiːsʏ
fjarskiptafyrirtækjum	fjar̥scɪftafɪːrɪrtʰaiːcʏm
eyrun	eiːrʏn
þings	θiŋks
starfsreglur	starvsrɛklʏr
kærulaus	cʰaiːrʏlœiːs
fluguð	flʏːɣʏð
yrði	ɪrðɪ
stjórnarformaðurinn	stjourtnarfɔrmaðʏrɪn
missti	mɪstɪ
raunasaga	rœinasaːɣa
laugardalshöll	lœiːɣartalshœtl̥
ánægjustundirnar	auːnaijʏstʏntɪtnar
vitstola	vɪːtstɔla
ásbjörnsdóttir	auspjœr̥stouhtɪr
fréttatímum	frjɛhtatiːmʏm
fjölskylduvænar	fjœlscɪltʏvaːjnar
afdrep	avtrɛp
sjálftrekkjandi	sjaultʰrɛhcantɪ
táknrænan	tʰauhkrainan
agnarsmáu	aknarsmauːʏ
voldugar	vɔltʏɣar
menningarsjóður	mɛniŋkarsjouːðʏr
sjálfum	sjaulvʏm
hás	hauːs
óðamála	ouːðamauːla
jörðinni	jœrðɪnɪ
vinsælir	vɪnsailɪr
klappa	kʰlahpa
æfingabúðum	aiːviŋkapuːðʏm
alræði	alraiðɪ
sjálflýsandi	sjaulisantɪ
nótuna	nouːtʏna
deyfa	teiːva
vefpóstur	vɛvpʰoustʏr
leikstýrði	leiːkstirðɪ
ranglaði	rauŋlaðɪ
myndlistamenn	mɪntlɪstamɛn
írenu	iːrɛnʏ
gústafi	kustavɪ
netscape	nɛhtskeip
lækningum	laihkniŋkʏm
konfekti	kʰɔnfɛxtɪ
leó	lɛːou
misst	mɪst
snerta	stnɛr̥ta
gagnrýnum	kakrinʏm
faggreinar	faɣkrɛjnar
manhattan	manhahtan
skarpt	skar̥t
losun	lɔːsʏn
hátíðinni	hauːtiðɪnɪ
ætt	aiht
verndaði	vɛntaðɪ
leikritið	leiːkrɪtɪð
sokkarnir	sɔhkartnɪr
offjárfesting	ɔfjaur̥fɛstiŋk
meir	meiːr
óhress	ouːr̥ɛs
nýkomin	niːkʰɔmɪn
sumarfrí	sʏːmar̥friː
far	faːr
afurðum	aːvʏrðʏm
regluna	rɛklʏna
hafnarfjarðarbæjar	hapnarfjarðarpaijar
skyr	scɪːr
barnastólar	patnastouːlar
gyrðis	cɪrðɪs
töluverðar	tʰœːlʏvɛrðar
talsverðan	tʰalsvɛrðan
matarveislu	maːtarveistlʏ
andrúmslofti	antrumstlɔftɪ
öldu	œltʏ
leikurinn	leiːkʏrɪn
svalbarðseyri	svalparseiːrɪ
undirverkefna	ʏntɪrvɛr̥kɛpna
kynlífinu	cʰɪnlivɪnʏ
útkljáð	uːtkljauð
vistun	vɪstʏn
gengum	ceiŋkʏm
lifandi	lɪːvantɪ
fundum	fʏntʏm
makaskiptum	maːkascɪfðʏm
kröpp	kʰrœhp
stífkrampa	stiːvkʰram̥pa
ýlfrandi	ilvrantɪ
yfirboðurum	ɪːvɪrpɔːðʏrʏm
leigubílstjórann	leiːɣʏpilstjouːran
tinda	tʰɪnta
slitlagi	stlɪːtlaijɪ
lyftur	lɪftʏr
feldinum	fɛltɪnʏm
vistum	vɪstʏm
einkarekstur	eiŋ̊karɛkstʏr
kvalalosta	kʰvaːlalɔsta
lipurt	lɪːpʏr̥t
guðfræðin	kvʏðfraiðɪn
tölum	tʰœːlʏm
fjölnir	fjœlnɪr
eggs	ɛks
rosa	rɔːsa
verðug	vɛrðʏɣ
kafli	kʰaplɪ
kínverskra	cʰinvɛr̥skra
ljóseinkenni	ljouːsɛjɲcʰɛnɪ
steinolíu	steiːnɔlijʏ
fjölmiðlunar	fjœlmɪðlʏnar
grískir	kriscɪr
stöðug	stœːðʏɣ
klausturbraut	kʰlœistʏrprœiːt
aðalhlutverkin	aːðal̥ʏtvɛr̥cɪn
kaffibollanum	kʰafɪpɔtlanʏm
leigugjald	lɛːjɣʏcalt
grískum	kriskʏm
hrökk	r̥œhk
starfsmöguleikum	starsmœɣʏlɛːjkʏm
miðanum	mɪːðanʏm
mannmargt	manmar̥t
dálitla	tauːlɪhtla
myntbandalag	mɪn̥tpantalaɣ
bensínverð	pɛnsinvɛrð
röku	rœːkʏ
skanna	skana
regndroparnir	rɛktrɔpatnɪr
stressuð	strɛsʏð
göngugötuna	kœiŋkʏkœːtʏna
svikinn	svɪːcɪn
link	lɪn̥k
hagræðingu	haɣraiðiŋkʏ
bunguna	puŋkʏna
máttlausa	mauhtlœisra
gamminn	kamɪn
geðklofa	cɛðklɔva
samsetningar	samsɛhtniŋkar
lambakjöti	lampacœːtɪ
sálarlífi	sauːlarliːvɪ
atriðin	aːtrɪðɪn
gífurlegu	ciːvʏrlɛɣʏ
göt	kœːt
lambert	lampɛr̥t
vesturhlið	vɛstʏrl̥ɪð
margvíslegan	markvistlɛɣan
uppteknar	ʏhptʰɛhknar
sjónvarpsskjáir	sjounvar̥pscauɪr
ókurteisi	ouːkʰʏr̥teisɪ
sultunni	sʏl̥tʏnɪ
bjölluna	pjœtlʏna
þurrefni	θʏrɛpnɪ
einhenti	einhɛn̥tɪ
laxa	laksa
helgadóttur	hɛlkatouhtʏr
sambandið	sampantɪð
handjárnin	hantjautnɪn
heilbrigðisráðuneytið	heilprɪɣðɪsrauːðʏneiːtɪð
fréttastofan	frjɛhtastɔːvan
mág	mauː
jötu	jœːtʏ
bjartssonar	pjar̥tsɔnar
bensíntank	pɛnsintauŋ̥k
ársþingi	aur̥sθiɲcɪ
dyljast	tɪljast
stórvaxinn	stourvaksɪn
gefast	cɛːvast
mánudagurinn	mauːnʏtaːɣʏrɪn
magapest	maːɣapʰɛst
örnólfsdóttur	œrtnoulfstouhtʏr
frábrugðin	frauːprʏɣðɪn
flestir	flɛstɪr
birkitré	pɪr̥cɪtʰrjɛ
hafnarmannvirki	hapnarmanvɪr̥cɪ
veði	vɛːðɪ
bitinn	pɪːtɪn
evra	ɛvra
smábátahöfnina	smauːpautahœpnɪna
ræski	raiscɪ
kynferðislegu	cʰɪnfɛrðɪstlɛɣʏ
viðfangsefnin	vɪðfauŋsɛpnɪn
húðarinnar	huːðarɪnar
sauðárkrók	sœiːðaurkrouːk
áhugamönnum	auːhʏɣamœnʏm
dimmar	tɪmar
myndavélin	mɪntavjɛːlɪn
áfangann	auːfauŋkan
allstórir	atlstouːrɪr
átakanleg	auːtakanlɛɣ
götuhornum	kœːtʏhɔtnʏm
heimilda	heiːmɪlta
umtalsverð	ʏmtalsvɛrð
óttalegur	ouhtalɛɣʏr
íþróttakeppni	iːθrouhtacʰɛhpnɪ
sigurpáll	sɪːɣʏrpautl̥
klæðaburð	kʰlaiːðapʏrð
unt	ʏn̥t
skikkju	scɪhcʏ
at	aːt
