σκορδόψωμα	skoɾðopsoma
σέβομαι	sevome
παρακείμενου	paɾacimenu
αναγεννιέμαι	anaʝeɲeme
συνδυάζομε	sinðiazome
διαρρέουμε	ðiareume
βραχυκύκλωμα	vɾaçicikloma
συνηθισμένου	siniθizmenu
ψέλνομαι	pselnome
αποκλείστηκα	apoklistika
παγωμένα	paɣomena
στέφομαι	stefome
αμνησίασ	amnisias
τσουράπια	tsuɾapça
μάρτη	maɾti
σαγηνεύθηκα	saʝinefθika
είσαι	ise
κυνηγημένη	ciniʝimeni
αερίστηκα	aeɾistika
λύνετε	linete
μαρτυριέμαι	maɾtiɾʝeme
αγιοποιημένα	aʝiopiimena
εορτάστηκα	eoɾtastika
στεναχωρημένησ	stenaxorimenis
κατάλογοι	kataloʝi
κουραδόμαγκασ	kuɾaðomaŋɡas
φασούλια	fasuʎa
άμε	ame
αμήνυτοσ	aminitos
συγγράφεισ	siŋɣrafis
καινούριοσ	cenuɾʝos
δραπετεύω	ðɾapetevo
ελκυστικόσ	elcistikos
τρώω	tɾoo
αποστολέασ	apostoleas
παρκάριζε	paɾkaɾize
υπερισχύω	iperisçio
στερεύω	steɾevo
τάλιρο	taliɾo
αλληλοσυγκρουόμενε	alilosiŋɡruomene
μποϊκοτάρω	boikotaɾo
δικηγόροσ	ðiciɣoɾos
περασμένων	perazmenon
λιμένασ	limenas
ελκύομαι	elciome
αφθονώ	afθono
μάιοι	maii
παρακωλύομαι	parakoliome
καταβάλω	katavalo
έντρομη	endɾomi
προσήρθα	pɾosiɾθa
πρόκυψε	procipse
πήδησα	piðisa
τσακωνικόσ	tsakonikos
γουρημάδι	ɣuɾimaði
στρίβομαι	stɾivome
αποκόπηκα	apokopika
δίδακτρα	ðiðaktɾa
ματόκλαδα	matoklaða
εμπνέομε	embneome
κλαψομούνα	klapsomuna
αρκέστηκα	aɾcestika
ποδάρια	poðaɾʝa
επαρκέστερη	epaɾcesteɾi
υποπτεύτηκα	ipopteftika
πιθανότητα	piθanotita
ζέμπρα	zebɾa
λυνόσασταν	linosastan
φούμαρα	fumaɾa
στολή	stoli
αφυδατώθηκα	afiðatoθika
ιούνηδεσ	iuniðes
ντετερμινισμόσ	determinizmos
απολογητικοί	apoloʝitici
εμπιστεύομαι	embistevome
πουτανάρα	putanaɾa
κληρονομιέμαι	kliɾonomɲeme
μουσκεμένοι	muscemeni
σύστημα	sistima
προσκαλούμαι	pɾoskalume
αποκρούομαι	apokruome
λιγοστόσ	liɣostos
μάισνερ	maizner
κοιτώ	cito
μύκονο	mikono
φυτεύομαι	fitevome
συμπλήρωσα	simbliɾono
ένρινα	enrina
προσοχή	pɾosoçi
ένρινοι	enrini
καταπίνω	katapino
κουρασμένα	kurazmena
παγωτιέρα	paɣotçeɾa
υόρκη	ioɾci
αλατίζομαι	alatizome
άραγε	aɾaʝe
διάδοχοσ	ðʝaðoxos
αλυσοδένω	alisoðeno
στενοχωρημένεσ	stenoxorimenes
ευσεβή	efsevi
τόσο	toso
αλληλεπίδρασα	alilepiðɾasa
αδειασμένοσ	aði̯azmenos
παρακείμενησ	paɾacimenis
σείω	sio
σταμάτηδων	stamatiðon
περικόβομαι	peɾikovome
λούγκρα	luɡɾa
είλκα	ilka
μάντεψε	mandepse
δάφνη	ðafni
αλευρωμένεσ	alevromenes
κερατώνω	ceɾatono
απόστασα	apostasa
μουνί	muni
ενικόσ	enikos
πλησίον	plision
εγκαθίσταμαι	eŋɡaθistame
μεταφύτευσα	metafitefsa
σελήνη	selini
αντίγραφο	andiɣɾafo
μαΐου	maiu
αναμελιέσ	anameʎes
ορθώνουμε	oɾθonume
αναποδιάζω	anapoðʝazo
δελεάζω	ðeleazo
ψωλάρα	psolaɾa
ομοφυλόφιλου	omofilofilu
υπόγραψα	ipoɣrapsa
αλαφιασμένοι	alafçazmeni
παϊδάκια	paiðaca
διαθήκη	ðiaθici
φωτογραφίστηκα	fotoɣrafistika
άργοσ	aɾɣos
δεκέμβριοι	ðeceɱvɾii
χεριά	çeɾʝa
γλυκίσματα	ɣlicizmata
ικέτευσα	icetefsa
σαγηνεύω	saʝinevo
ρόζοσ	rozos
ζηλεύω	zilevo
παμψυχισμόσ	pampsiçismos
κοροϊδέψτε	koɾoi̯ðepste
θυμωμένε	θimomene
πρησμένο	pɾizmeno
πολυσυζητημένοσ	polisizitimenos
αληθώσ	aliθos
αντικρούομε	andikruome
ψηφοδόχοσ	psifoðioxos
ανήγγελλα	anaŋɟila
εβραία	evɾea
συγκινητική	siŋɟinitici
νοέμβρηδεσ	noeɱvɾiðes
γκρίζουσ	ɡɾizus
όμορφε	omoɾfe
μαρτυρώ	maɾtiɾo
εκτελέσεισ	ektelesis
κινέζικα	cinezika
αστράφτω	astɾafto
στέκομαι	stekome
μεσαιωνική	meseonici
αβγοκομμένε	avɣokomene
χιλιάδα	çiʎaða
εξέτρεψα	eksetɾepsa
λύκοι	lici
εὐσέβεια	efsevia
τιμοκατάλογοσ	timokataloɣos
γαμάτη	ɣamati
επαρκείσ	epaɾcis
συμφυρμού	siɱfirmu
βερίκοκο	veɾikoko
φυλάσσω	filaso
φουντουκιά	funducʝa
ρόμπερτ	ɾobeɾt
ώριμοι	oɾimi
μεταφραστή	metafɾasti
συκή	siki
φούμαρε	fumaɾe
ξαποσταίνω	ksaposteno
μαλάκα	malaka
πεζομαχίασ	pezomaçias
σέρρεσ	seɾes
διαρρέομε	ðiareome
ευσεβειών	asevion
επιβιβάσθηκα	epivivasθika
κατηγορημένοσ	katiɣoɾimenos
βλαμμένων	vlamenon
αγανακτισμένων	aɣanaktizmenon
τιμοκατάλογοι	timokataloʝi
ασεβέστατα	asevestata
αποθηκεύτηκα	apoθiceftika
υποσκάπτομαι	iposkaptome
τολμάω	tolmao
πρωτομάρτυρεσ	pɾotomaɾtiɾes
περιοδικήσ	perioðicis
μάστιγα	mastiɣa
οικοδομώ	ikoðomo
αβάνα	avana
δοκιμάζομε	ðocimazome
συζητούμε	sizitume
φετίχ	fetix
σταυρόσ	stavros
αλυσοδένομαι	alisoðenome
κάθιδροσ	kaθiðros
υπολογισμένα	ipoloʝizmena
επισύναψα	episinapsa
παντρεύτηκα	pandɾeftika
εξαλείφω	eksalifo
μεσαιωνικού	meseoniku
επανειλημμένου	epanilimenu
ποικιλότερε	picilotere
βούλιαξα	vuʎaksa
κινδύνευα	cinðineva
ανεπαισθήτωσ	anepesθitos
μετάφρασα	metafɾasa
αναρμόδια	anaɾmoðia
ακαταδεξία	akataðeksia
διακόπτομαι	ðʝakoptome
παρελθούσεσ	paɾelθuses
αναστράφηκα	anastɾafika
σκαντζόχοιροσ	skandzoçiɾos
είχα	ixa
καλμάρω	kalmaɾo
τετριμμένε	tetrimene
σκορδόψωμων	skoɾðopsomon
κορνάρω	kornaro
μελετιέμαι	meletçeme
αλλόφυλοσ	alofilos
σπίτωμα	spitoma
περικόπηκα	peɾikopika
εξαπέλυσα	eksapelisa
μυθολογία	miθoloʝia
κουκλίτσα	kuklitsa
σημαδεύτηκα	simaðeftika
ρουφιέμαι	ɾufçeme
αναμμένη	anameni
εξετάστηκα	eksetastika
χώρεσα	xoɾesa
διακόπτομαι	ðiakoptome
αντέγραψα	andeɣrapsa
προηγούμενουσ	proiɣumenus
βρομόκαιροσ	vɾomoceɾos
ανεπιθύμητοσ	anepiθimitos
ερχόμενου	erxomenu
θαλαμηγό	θalamiɣo
αναζητώ	anazito
προκαταβάλλομαι	pɾokatavalome
απαρηγόρητα	apaɾiɣoɾita
αγγελοκρούστηκα	aŋɟelokrustika
γκρίζο	ɡɾizo
άνοιξη	aniksi
ανάγγειλα	anaŋɟila
απάντηση	apandisi
ανέπαλα	anepala
προβλέπουμε	pɾovlepume
πι	pi
ηδονίστηκα	iðonistika
πούδραρε	puðɾaɾe
παγίδεψα	paʝiðepsa
πρωτότυποσ	pɾototipos
ευκολότατοσ	efkolotatos
αμπαλάρισα	ambalaɾisa
σάπων	sapon
άμετε	amete
καταργήθηκα	kataɾʝiθika
αγγλοποίησα	aŋɡlopiisa
μαθημένοσ	maθimenos
παρεστιγμένη	paɾestiɣmeni
αμοργό	amoɾɣo
υπολογιστικέσ	ipoloʝistices
κακίστρεσ	kacistɾes
διαδηλώνω	ðiaðilono
συμβολομεταφραστέσ	siɱvolometafɾastes
αμοιβαίοσ	amiveos
νήσε	nise
ευσεβέστερα	efsevestera
καταστρώματα	katastromata
πνεύμονασ	pnevmonas
συμφωνούμαι	siɱfonume
αναστατώνομαι	anastatonome
δροσίζω	ðɾosizo
αναφύομαι	anafiome
αγλάισμα	aɣlaizma
βρετάνη	vretani
πίθοι	piθi
αρχιδούκισσα	aɾçiðucisa
χείλουσ	çilus
συνθλίφτηκαν	sinθliftikan
ιδρωτίλα	iðɾotila
ημερεύτε	imeɾefte
απορροφούμενουσ	apoɾofumenus
πόδι	poði
ροδακίνων	roðacinon
ζέβρα	zevɾa
αϊ	ai
βλαμμένεσ	vlamenes
δίψασα	ðipsasa
στενοχωρώ	stenoxoro
ξεμπερδεύομαι	ksebeɾðevome
καρπάθου	kaɾpaθu
βρεισ	vɾis
μπινέσ	bines
κατουράω	katuɾao
δηλώσεισ	ðilosis
υπεροχή	ipeɾoçi
κόρνα	koɾna
τιτάν	titan
απατάω	apatao
αντιγράφεισ	andiɣrafis
σκάω	skao
ομοφυλοφίλων	omofilofilon
ανεπηρέαστοσ	anepiɾeastos
μεγαλομαρτύρων	meɣalomaɾtiɾon
αισιόδοξο	esioðokso
δημοκρατίεσ	ðimokraties
αμάθεια	amaθia
καθοριστικά	kaθoɾistika
κρυμμένησ	krimenis
λυπημένοσ	lipimenos
πεινώ	pino
παραπέμπουμε	paɾapembume
δείγμα	ðiɣma
αποκλεισμένο	apoklizmeno
υπογράφηκα	ipoɣrafika
κοιτιέμαι	citçeme
αλαμπουρνέζικο	alaburneziko
νήστεψα	nistepsa
λυνόσουν	linosun
περιοδικού	perioðiku
αυνανίστηκα	avnanistika
σοφίαν	sofian
λευκέ	lefce
ταυ	taf
παντρεμένο	pandɾemeno
διακόπτομε	ðiakoptome
προσθήκη	prosθici
κούρασα	kuɾasa
στεναχωράω	stenaxorao
χωρώ	xoɾo
αλληλοσυγκρουόμενησ	alilosiŋɡruomenis
όφισ	ofis
χλιου	xʎu
ανέπαυσα	anepafsa
ιεράρχη	ierarçi
κωλομέρι	kolomeɾi
αναλυτόσ	analitos
βρέθηκα	vɾeθika
φυτικέ	fitice
χρηματοκιβώτιο	xɾimatokivotio
βούδασ	vuðas
σοφάδεσ	sofaðes
γκεσεμιού	ɟesemɲu
μαραίνομαι	maɾenome
δολοφονημένοσ	ðolofonimenos
πρεσάρισα	pɾesaɾisa
αμίλητοσ	amilitos
τρομοκράτησα	tɾomokɾatisa
εφευρίσκω	efevɾisko
μυρωμένουσ	miromenus
φαινυλαμινών	fenilaminon
καδράρισα	kaðɾaɾisa
κινδυνεύσει	cinðinefsi
καραβάνι	kaɾavani
σωρού	soɾu
γιορκ	ʝoɾk
αλευρωμένη	alevromeni
παγίδευσα	paʝiðefsa
αυτοκινητάκια	aftocinitaca
αρδεύτηκα	aɾðeftika
λατρεύομαι	latɾevome
επισυνήψα	episinipsa
τελειώθηκα	telioθika
παρακαλούμαι	parakalume
αναγράφομαι	anaɣrafome
κατέγραψα	kateɣrapsa
ιεροδουλία	ieɾoðulia
λύκοσ	likos
αγκυλιού	aŋɟiʎu
κοινόσ	cinos
σταματία	stamatia
προσεχήσ	pɾoseçis
πρόκειται	pɾocite
τριμμένου	trimenu
στρατοπέδων	stɾatopeðon
φούμαρων	fumaɾon
αλάτισα	alatisa
αβγατισμένε	avɣatizmene
περιγράφω	peɾiɣrafo
μεθαύριο	meθavɾio
ανορθόδοξοσ	anoɾθoðoksos
σιταποθήκη	sitapoθici
κοσμοπολίτησ	kozmopolitis
χεσμένουσ	çezmenus
παρεκτραπήκαν	paɾektɾapikan
εξημερώνομαι	eksimeɾonome
στέλιοσ	steʎos
κατάντησα	katandisa
αποστηθίζομαι	apostiθizome
τούρτασ	tuɾtas
μαγειρεύω	maʝiɾevo
ψηφίζομαι	psifizome
τριμμένε	trimene
βλαμμένησ	vlamenis
παρέκαμψα	paɾekampsa
ανελκύστηκα	anelcistika
ζήτησα	zitisa
επιγράφηκαν	epiɣrafikan
οφιοειδήσ	ofioiðis
κάηκα	kaika
οδέ	oðe
χαίρετε	çerete
σχημάτισα	sçimatisa
συγγραφείσ	siŋɣrafis
σοφίαισ	sofies
γεννούσα	ʝenusa
απειλώ	apilo
σπασμένοι	spazmeni
εμπνευσμένη	embnevzmeni
ψωμιών	psomɲon
υποδέχομαι	ipoðexome
ανέκρουσα	anekrusa
άσεβε	aseve
ενοχλητικά	enoxlitika
ανθό	anθo
τετριμμένοι	tetrimeni
σοφό	sofo
διαρκώ	ðiaɾko
κυνηγημένο	ciniʝimeno
φυτεύω	fitevo
σωρό	soɾo
αντιπαραβάλλομαι	andipaɾavalome
αρρωστημένων	arostimenon
εγκλείομαι	eŋɡliome
γεννήτορασ	ʝenitoras
άδικη	aðici
στιμμένεσ	stimenes
αποσιωπώ	aposiopo
βαριέμαι	varʝeme
σουτάρω	sutaɾo
εμπνευσμένων	embnevzmenon
προσελκύω	proselcio
ακριβοπληρώνομαι	akrivopliɾonome
μέσο	meso
καταφρονώ	katafɾono
παραγράφτηκα	paɾaɣɾaftika
αντιστέκομαι	andistekome
υδρόφιλοσ	iðrofilos
μειονότητασ	mionotitas
αγοράζω	aɣoɾazo
οκτωβρίου	oktovɾiu
κακοποιώ	kakopio
προηγουμένωσ	proiɣumenos
τιμόνι	timoni
ανασκευάζω	anascevazo
λονδίνο	lonðino
μαλακτικό	malaktiko
αράζω	arazo
εισέπνευσα	isepnefsa
ισορροπία	isoropia
προϊόν	pɾoion
ακύρωσα	aciɾosa
τεχνολόγουσ	texnoloɣus
πειθαναγκάσθηκα	piθanaŋɡasθika
αβουλησίεσ	avulisies
γιαλόσ	ʝalos
πανικοβάλλω	panikovalo
ανεμελιά	anameʎa
περασμένοσ	perazmenos
προπονήσεωσ	proponiseos
σπρώχνω	spɾoxno
αντιστρέφουμε	andistɾefume
δοντιού	ðondʝu
δοκιμάστηκα	ðocimastika
φυτικῆσ	fiticis
κεράτωμα	ceɾatoma
καθισμένεσ	kaθizmenes
χαλασμένου	xalazmenu
πράσινοσ	pɾasinos
τελειώνω	teliono
χλιο	xʎo
ντο	do
εξήγειρα	eksiʝiɾa
σηκωμάρα	sikomaɾa
κραγμένων	kraɣmenon
κενοτάφιο	cenotafio
υποκύπτω	ipocipto
συγκινημένεσ	siŋɟinimenes
απορρίπτομε	apoɾiptome
αρμόδιοι	aɾmoðii
ζητιανεύω	zitçanevo
λαβών	lavon
έρρινα	erina
τρίκαλα	tɾikala
μαυρισμένε	mavrizmene
αμείβω	amivo
λυνόμασταν	linomastan
σταματημένοσ	stamatimenos
έτερψα	eteɾpsa
χείλια	çiʎa
μαθεύεται	maθevete
δαγκώνομαι	ðaŋɡonome
κοινοβίτησ	cinovitis
βυζί	vizi
καταδιώκομαι	kataðiokome
αγγίζομε	aŋɟizome
λύομεν	liomen
ψηφιακών	psifiakon
σκίστηκα	scistika
χορεύτηκα	xoɾeftika
ιδρυμάτων	iðrimaton
αφεντικό	afendiko
ήγγειλα	iŋɟila
ύπνοσ	ipnos
άγιουσ	aʝius
μάζευ'	mazef
αγγούρια	aŋɡuɾʝa
παρελθών	parelθon
περασμένοι	perazmeni
έσπασα	espasa
νατο	nato
σχόλιο	sxolio
καταστρέφουμε	katastɾefume
συνήρθα	sinirθa
τσακώνω	tsakono
δευτεραγωνιστέσ	ðefteraɣonistes
συγγράφηκα	siŋɣrafika
επικαλύφτηκα	epikaliftika
κυανόσ	cianos
ερχόμενησ	erxomenis
αναφυτεύω	anafitevo
μμε	mimiepsilon
αφυδατώσεισ	afiðatosis
κοτσάριζα	kotsaɾiza
αηδιασμένα	aiðiazmena
χωράω	xoɾao
πολωνέζα	poloneza
συγγραφέασ	siŋɣrafeas
εκλαίρ	ekleɾ
προειδοποιήθηκα	pɾoiðopiiθika
συνθλίφτηκα	sinθliftika
αλωνάρη	alonaɾis
παρηγορούμε	paɾiɣoɾume
χίο	çio
αχθοφόροσ	axθoforos
πλέθρο	pleθro
αποκρύφθηκα	apokɾifθika
κουτσομπολεύομαι	kutsobolevome
αλείβω	alivo
απεκαλύφθην	apekalifθin
μουσκεμένουσ	muscemenus
βησιγότθοσ	visiɣotθos
εκκένωσα	ecenosa
εξακόσια	eksakosça
εξεγέρθηκα	ekseʝeɾθika
αβγουλάκι	avɣulaci
απογοητεύτηκα	apoɣoiteftika
παντρεμένεσ	pandɾemenes
χρωστώ	xɾosto
παρακειμένουσ	paracimenus
παιδεύω	peðevo
κρέμασα	kɾemasa
σπιτικοί	spitici
κακίστρα	kacistɾa
ωμέγα	omeɣa
πρεζάρω	pɾezaɾo
αληθήσ	aliθis
καταλύθηκε	kataliθice
αγλαϊσμένοσ	aɣlaizmenos
ντροπιαστική	dɾopçastici
μπα	ba
ρέθυμνο	ɾeθimno
αλκάλιο	alkalio
βραχώδησ	vɾaxoðis
φασολιά	fasoʎa
προσέκρουσα	prosekrusa
κύηση	ciisi
γενέσεωσ	ʝeneseos
στέκει	steci
γαμημένουσ	ɣamimenus
το	to
επαναλαμβάνω	epanalaɱvano
ψηφιακό	psifiako
ποικίλοι	picili
κυράτσα	ciɾatsa
δυσκολεύτηκα	ðiskoleftika
μέτριοσ	metrios
αποβάλομε	apovalome
σαλτάρισε	saltaɾise
ευχαριστιέμαι	efxaɾistçeme
καλαμποκόψωμο	kalambokopsomo
αποκομίζω	apokomizo
κουβάλησα	kuvalisa
προέβλεψα	pɾoevlepsa
αντικλεπτικού	andikleptiku
αιματώνω	ematono
εσώρουχο	esoɾuxo
παθαίνω	paθeno
απελπισμένε	apelpizmene
στουσ	stus
αηδιασμένε	aiðiazmene
έκθεση	ekθesi
διατυπώνομαι	ðiatiponome
θερμοκοιτίδων	θermocitiðon
στάζει	stazi
αγιοπουλιών	aʝopuʎon
βιάστηκα	viastika
αποκόμισα	apokomisa
στρατοπέδου	stɾatopeðu
καλομοίρικων	kalomirikon
αναπόφευκτοσ	anapofefktos
αποθήκευσα	apoθicefsa
ακρόαση	akroasi
φίλαγε	filaʝe
συγγραφτεί	siŋɣrafti
υποβοηθούμενων	ipovoiθumenon
ξαραχνιάζω	ksaɾaxɲazo
δανία	ðania
πλειστάκισ	plistacis
καριόλησ	kaɾʝolis
ποπόσ	popos
καταδύσεισ	kataðisis
όριο	orio
λευκάδα	lefkaða
μπαρδόν	baɾðon
ιβηρικόσ	iviɾikos
χανιά	xaɲa
αδικήθηκα	aðiciθika
αδελφή	aðelfi
παγωμένοι	paɣomeni
κωλοπαίδι	kolopeði
φαντάστηκα	fandastika
στέρηση	steɾisi
παρέκαμψε	paɾekampse
αισχύνη	esçini
ξεχνιέμαι	ksexɲeme
κραγμένουσ	kraɣmenus
κουρασμένεσ	kurazmenes
