lô cốt	lo˧˧kok͡p˦˥
cao đạo	kaw˧˧daw˨˩˨
ái chà chà	aj˦˥ca˧˨ca˧˨
con dòng cháu dõi	kɔŋ͡m˧˧jɔŋ͡m˧˨căw˦˥jɔj˨˩˦
công nhật	koŋ͡m˧˧ɲɤ̆k˨˩˨
đèn xì	dɛŋ˧˨si˧˨
chết thiêu	cet˦˥tʰiəw˧˧
cao ngọc	kaw˧˧ŋɔk͡p˨˩˨
sở cứ	ʂɤ˨˩˦kɯ˦˥
lồn lột	loŋ͡m˧˨lok͡p˨˩˨
bẳn gắt	băŋ˨˩˦ɣăk˦˥
tây	tɤ̆j˧˧
thương khẩu	tʰɯəŋ˧˧xɤ̆w˨˩˦
quật cường	wɤ̆k˨˩˨kɯəŋ˧˨
a-nô-phen	a˧˧-no˧˧-fɛŋ˧˧
nhơn trạch	ɲɤŋ˧˧ʈat˨˩˨
thị uy	tʰi˨˩˨wi˧˧
út	uk͡p˦˥
oan thị kính	waŋ˧˧tʰi˨˩˨kin˦˥
kiếm sống	kim˦˥ʂoŋ͡m˦˥
nhũn não	ɲuŋ͡m˨˩˦naw˨˩˦
chiên	ciəŋ˧˧
nực nội	nɯk˨˩˨noj˨˩˨
dân tộc học	jɤ̆ŋ˧˧tok͡p˨˩˨hɔk͡p˨˩˨
khăn tày rế	xăŋ˧˧tăj˧˨ʐe˦˥
môn mi	moŋ͡m˧˧mi˧˧
bảy mươi	băj˨˩˦mɯəj˧˧
ngần	ŋɤ̆ŋ˧˨
cẩn	kɤ̆ŋ˨˩˦
nông choèn nông choẹt	noŋ͡m˧˧cwen˧˨noŋ͡m˧˧cwet˨˩˨
đô thị hoá	do˧˧tʰi˨˩˨hwa˦˥
bán phụ âm	baŋ˦˥fu˨˩˨ɤ̆m˧˧
sân ngọc bội	ʂɤ̆ŋ˧˧ŋɔk͡p˨˩˨boj˨˩˨
nhân viên	ɲɤ̆ŋ˧˧jiəŋ˧˧
ưu du	ɯw˧˧ju˧˧
giấu voi ruộng rạ	jɤ̆w˦˥jɔj˧˧ʐuəŋ˨˩˨ʐa˨˩˨
thái cổ	tʰaj˦˥ko˨˩˦
cùng đồ	kuŋ͡m˧˨do˧˨
to đùng	tɔ˧˧duŋ͡m˧˨
nhiễu xạ	ɲiəw˨˩˦sa˨˩˨
cái thế	kaj˦˥tʰe˦˥
sút người	ʂuk͡p˦˥ŋɯəj˧˨
thảo cầm viên	tʰaw˨˩˦kɤ̆m˧˨jiəŋ˧˧
thêu thùa	tʰɛu˧˧tʰuə˧˨
thương số	tʰɯəŋ˧˧ʂo˦˥
phân tâm	fɤ̆ŋ˧˧tɤ̆m˧˧
rối như ruột tằm	ʐoj˦˥ɲɯ˧˧ʐuək˨˩˨tăm˧˨
bầu bầu	bɤ̆w˧˨bɤ̆w˧˨
ươm	ɯm˧˧
thế tộc	tʰe˦˥tok͡p˨˩˨
bóng bạch câu	bɔŋ͡m˦˥bat˨˩˨kɤ̆w˧˧
bù hao	bu˧˨haw˧˧
cơ thang	kɤ˧˧tʰaŋ˧˧
nằng nặng	năŋ˧˨năŋ˨˩˨
nhạy miệng	ɲăj˨˩˨miəŋ˨˩˨
hộ sản	ho˨˩˨ʂaŋ˨˩˦
dầu ăn	jɤ̆w˧˨ăŋ˧˧
lấy cớ	lɤ̆j˦˥kɤ˦˥
bình tâm	bin˧˨tɤ̆m˧˧
thường trực	tʰɯəŋ˧˨ʈɯk˨˩˨
thiên la	tʰiəŋ˧˧la˧˧
đứng vững	dɯŋ˦˥jɯŋ˨˩˦
lộp cộp	lop˨˩˨kop˨˩˨
thi pháp	tʰi˧˧fap˦˥
hoàng kim	hwaŋ˧˨kim˧˧
qui oán	wi˧˧waŋ˦˥
thái bình	tʰaj˦˥bin˧˨
cam ranh	kam˧˧ʐan˧˧
nếp cái hoa vàng	nep˦˥kaj˦˥hwa˧˧jaŋ˧˨
nhục nhằn	ɲuk͡p˨˩˨ɲăŋ˧˨
buông rộng thả dài	buəŋ˧˧ʐoŋ͡m˨˩˨tʰa˨˩˦jaj˧˨
thư lâu	tʰɯ˧˧lɤ̆w˧˧
hi lạp hóa	hi˧˧lap˨˩˨hwa˦˥
hoạnh	hwan˨˩˨
xúc giác kế	suk͡p˦˥jak˦˥ke˦˥
tứ bội	tɯ˦˥boj˨˩˨
trạng ngữ	ʈaŋ˨˩˨ŋɯ˨˩˦
đến đầu đến đũa	den˦˥dɤ̆w˧˨den˦˥duə˨˩˦
cuồng nhiệt	kuəŋ˧˨ɲiək˨˩˨
điều động	diəw˧˨doŋ͡m˨˩˨
chốc chốc	cok͡p˦˥cok͡p˦˥
lim	lim˧˧
giần sàng	jɤ̆ŋ˧˨ʂaŋ˧˨
phần phò	fɤ̆ŋ˧˨fɔ˧˨
chốn	coŋ͡m˦˥
chủ ý	cu˨˩˦i˦˥
bảo vật	baw˨˩˦jɤ̆k˨˩˨
hồn thơ	hoŋ͡m˧˨tʰɤ˧˧
cưỡi rồng	kɯəj˨˩˦ʐoŋ͡m˧˨
thường phước	tʰɯəŋ˧˨fɯək˦˥
đến ngày	den˦˥ŋăj˧˨
nhào nhào như chào mào mổ dom	ɲaw˧˨ɲaw˧˨ɲɯ˧˧caw˧˨maw˧˨mo˨˩˦jɔm˧˧
cả vốn lớn lãi	ka˨˩˦joŋ͡m˦˥lɤŋ˦˥laj˨˩˦
đạo tặc	daw˨˩˨tăk˨˩˨
tâm thần	tɤ̆m˧˧tʰɤ̆ŋ˧˨
khinh khí	xin˧˧xi˦˥
lỗ khí	lo˨˩˦xi˦˥
so mẫu	ʂɔ˧˧mɤ̆w˨˩˦
thủ hạ	tʰu˨˩˦ha˨˩˨
âm dương lịch	ɤ̆m˧˧jɯəŋ˧˧lit˨˩˨
củ tỏi	ku˨˩˦tɔj˨˩˦
rầm rì	ʐɤ̆m˧˨ʐi˧˨
luộm thà luộm thuộm	lum˨˩˨tʰa˧˨lum˨˩˨tʰum˨˩˨
ép như ép giò	ɛp˦˥ɲɯ˧˧ɛp˦˥jɔ˧˨
bại	baj˨˩˨
dám xin	jam˦˥sin˧˧
vào lỗ hà ra lỗ hổng	jaw˧˨lo˨˩˦ha˧˨ʐa˧˧lo˨˩˦hoŋ͡m˨˩˦
thò	tʰɔ˧˨
dinh	jin˧˧
ái thê	aj˦˥tʰe˧˧
mình vàng	min˧˨jaŋ˧˨
lỗ bi	lo˨˩˦bi˧˧
thới bình	tʰɤj˦˥bin˧˨
măng rô	măŋ˧˧ʐo˧˧
canh tác	kan˧˧tak˦˥
kềm	kem˧˨
xen-ti	sɛŋ˧˧-ti˧˧
doanh mãn	jwan˧˧maŋ˨˩˦
nhơn hội	ɲɤŋ˧˧hoj˨˩˨
nguyên sinh	ŋwiəŋ˧˧ʂin˧˧
công mẫu	koŋ͡m˧˧mɤ̆w˨˩˦
lìa đời	liə˧˨dɤj˧˨
tranh giải	ʈan˧˧jaj˨˩˦
quay lại	wăj˧˧laj˨˩˨
cùng cực	kuŋ͡m˧˨kɯk˨˩˨
ma mãnh	ma˧˧man˨˩˦
buôn bán	buəŋ˧˧baŋ˦˥
thâm niên	tʰɤ̆m˧˧niəŋ˧˧
vốn	joŋ͡m˦˥
bạo đồ	baw˨˩˨do˧˨
vong niên	jɔŋ͡m˧˧niəŋ˧˧
vũ trinh	ju˨˩˦ʈin˧˧
chặng	căŋ˨˩˨
con gái mười bảy bẻ gẫy sừng trâu	kɔŋ͡m˧˧ɣaj˦˥mɯəj˧˨băj˨˩˦bɛ˨˩˦ɣɤ̆j˨˩˦ʂɯŋ˧˨ʈɤ̆w˧˧
sẫm	ʂɤ̆m˨˩˦
dây gắm	jɤ̆j˧˧ɣăm˦˥
viện trưởng	jiəŋ˨˩˨ʈɯəŋ˨˩˦
đen kịt	dɛŋ˧˧kit˨˩˨
đáp số	dap˦˥ʂo˦˥
cư lễ	kɯ˧˧le˨˩˦
muối bỏ bể	muəj˦˥bɔ˨˩˦be˨˩˦
ăn nhập	ăŋ˧˧ɲɤ̆p˨˩˨
vẽ mày vẽ mặt	jɛ˨˩˦măj˧˨jɛ˨˩˦măk˨˩˨
quảng phước	waŋ˨˩˦fɯək˦˥
xuân dục	swɤ̆ŋ˧˧juk͡p˨˩˨
trùng tảo	ʈuŋ͡m˧˨taw˨˩˦
rửa hờn	ʐɯə˨˩˦hɤŋ˧˨
hánh nắng	han˦˥năŋ˦˥
lông mi	loŋ͡m˧˧mi˧˧
nhãn áp	ɲaŋ˨˩˦ap˦˥
an lập	aŋ˧˧lɤ̆p˨˩˨
cùi chỏ	kuj˧˨cɔ˨˩˦
điện khí hoá	diəŋ˨˩˨xi˦˥hwa˦˥
bần cùng hóa	bɤ̆ŋ˧˨kuŋ͡m˧˨hwa˦˥
lưỡng tính	lɯəŋ˨˩˦tin˦˥
một thôi một hồi	mok͡p˨˩˨tʰoj˧˧mok͡p˨˩˨hoj˧˨
rảnh nợ	ʐan˨˩˦nɤ˨˩˨
điếc lác	diək˦˥lak˦˥
tơi xốp	tɤj˧˧sop˦˥
cu lít	ku˧˧lit˦˥
hội thảo	hoj˨˩˨tʰaw˨˩˦
dò hỏi	jɔ˧˨hɔj˨˩˦
lơ mơ	lɤ˧˧mɤ˧˧
kết dải đồng tâm	ket˦˥jaj˨˩˦doŋ͡m˧˨tɤ̆m˧˧
loáy hoáy	lwăj˦˥hwăj˦˥
dàn dựng	jaŋ˧˨jɯŋ˨˩˨
câu rê	kɤ̆w˧˧ʐe˧˧
cự phách	kɯ˨˩˨fat˦˥
xuất trình	swɤ̆k˦˥ʈin˧˨
dấm dẳng như chó cắn ma	jɤ̆m˦˥jăŋ˨˩˦ɲɯ˧˧cɔ˦˥kăŋ˦˥ma˧˧
hì	hi˧˨
bạo mồm	baw˨˩˨mom˧˨
tạp ăn	tap˨˩˨ăŋ˧˧
rơi lệ	ʐɤj˧˧le˨˩˨
giảng hoà	jaŋ˨˩˦hwa˧˨
hết	het˦˥
qua đời	wa˧˧dɤj˧˨
đau đẻ còn chờ sáng trăng	dăw˧˧dɛ˨˩˦kɔŋ͡m˧˨cɤ˧˨ʂaŋ˦˥ʈăŋ˧˧
khinh bỉ	xin˧˧bi˨˩˦
dị sắc	ji˨˩˨ʂăk˦˥
eng éc	ɛŋ˧˧ɛk˦˥
chánh văn phòng	can˦˥jăŋ˧˧fɔŋ͡m˧˨
càng ngày càng	kaŋ˧˨ŋăj˧˨kaŋ˧˨
phân số	fɤ̆ŋ˧˧ʂo˦˥
xắc mắc	săk˦˥măk˦˥
thùng thư	tʰuŋ͡m˧˨tʰɯ˧˧
trấn	ʈɤ̆ŋ˦˥
tý	ti˦˥
trẽn	ʈɛŋ˨˩˦
giun giẹp	juŋ͡m˧˧jɛp˨˩˨
cường lân	kɯəŋ˧˨lɤ̆ŋ˧˧
biên dạng	biəŋ˧˧jaŋ˨˩˨
nhơ nhớp	ɲɤ˧˧ɲɤp˦˥
ngoảnh đi ngoảnh lại	ŋwan˨˩˦di˧˧ŋwan˨˩˦laj˨˩˨
ngựa chứng	ŋɯə˨˩˨cɯŋ˦˥
phi-lao	fi˧˧-law˧˧
thẳng	tʰăŋ˨˩˦
háu đói	hăw˦˥dɔj˦˥
bù chì	bu˧˨ci˧˨
cổ tay	ko˨˩˦tăj˧˧
cách vời	kat˦˥jɤj˧˨
pe-man-ga-nát ka-li	pɛ˧˧-maŋ˧˧-ɣa˧˧-nat˦˥ka˧˧-li˧˧
tăng già	tăŋ˧˧ja˧˨
chính văn	cin˦˥jăŋ˧˧
ắc-xi-đăng	ăk˦˥-si˧˧-dăŋ˧˧
yên kiện	iɛŋ˧˧kiəŋ˨˩˨
giữ lễ	jɯ˨˩˦le˨˩˦
đồ mộc	do˧˨mok͡p˨˩˨
sáng tỏ như sao trên trời	ʂaŋ˦˥tɔ˨˩˦ɲɯ˧˧ʂaw˧˧ʈen˧˧ʈɤj˧˨
thanh văn	tʰan˧˧jăŋ˧˧
đầy bụng	dɤ̆j˧˨buŋ͡m˨˩˨
kì đồng	ki˧˨doŋ͡m˧˨
sượng mặt	ʂɯəŋ˨˩˨măk˨˩˨
võ cử	jɔ˨˩˦kɯ˨˩˦
ràng rạng	ʐaŋ˧˨ʐaŋ˨˩˨
đa nghĩa	da˧˧ŋiə˨˩˦
sơn bất cao, thuỷ bất thâm	ʂɤŋ˧˧bɤ̆k˦˥kaw˧˧tʰwi˨˩˦bɤ̆k˦˥tʰɤ̆m˧˧
xực	sɯk˨˩˨
tầng đối lưu	tɤ̆ŋ˧˨doj˦˥lɯw˧˧
mực ống	mɯk˨˩˨oŋ͡m˦˥
bàn ủi	baŋ˧˨uj˨˩˦
nguyệt liễm	ŋwiək˨˩˨lim˨˩˦
tân binh	tɤ̆ŋ˧˧bin˧˧
ngày lễ	ŋăj˧˨le˨˩˦
tong	tɔŋ͡m˧˧
diêm dân	jim˧˧jɤ̆ŋ˧˧
bấm gan	bɤ̆m˦˥ɣaŋ˧˧
giấy nhám	jɤ̆j˦˥ɲam˦˥
tái tạo	taj˦˥taw˨˩˨
sơn lễ	ʂɤŋ˧˧le˨˩˦
cười vào mũi	kɯəj˧˨jaw˧˨muj˨˩˦
rắn mày rắn mặt	ʐăŋ˦˥măj˧˨ʐăŋ˦˥măk˨˩˨
việt trung	jiək˨˩˨ʈuŋ͡m˧˧
thi cảm	tʰi˧˧kam˨˩˦
bán công	baŋ˦˥koŋ͡m˧˧
ích điểu	it˦˥diəw˨˩˦
ước vọng	ɯək˦˥jɔŋ͡m˨˩˨
ăn chung ở đụng	ăŋ˧˧cuŋ͡m˧˧ɤ˨˩˦duŋ͡m˨˩˨
chiềng khoang	ciəŋ˧˨xwaŋ˧˧
trích đăng	ʈit˦˥dăŋ˧˧
thũng thịu	tʰuŋ͡m˨˩˦tʰiw˨˩˨
tiếp tục	tip˦˥tuk͡p˨˩˨
lao xao	law˧˧saw˧˧
mặc may	măk˨˩˨măj˧˧
du đạc	ju˧˧dak˨˩˨
khủng khiểng	xuŋ͡m˨˩˦xiəŋ˨˩˦
nhặt thưa	ɲăk˨˩˨tʰɯə˧˧
lưu bút	lɯw˧˧buk͡p˦˥
hoành cách mô	hwan˧˨kat˦˥mo˧˧
đội đèn	doj˨˩˨dɛŋ˧˨
ấm ớ hội tề	ɤ̆m˦˥ɤ˦˥hoj˨˩˨te˧˨
o mèo	ɔ˧˧meo˧˨
chất kết tinh	cɤ̆k˦˥ket˦˥tin˧˧
hợp chúng quốc	hɤp˨˩˨cuŋ͡m˦˥wok͡p˦˥
tân trạch	tɤ̆ŋ˧˧ʈat˨˩˨
côn đồ	koŋ͡m˧˧do˧˨
âm đoạn	ɤ̆m˧˧dwaŋ˨˩˨
đắp nền xây móng	dăp˦˥nen˧˨sɤ̆j˧˧mɔŋ͡m˦˥
hoành thánh	hwan˧˨tʰan˦˥
giam	jam˧˧
ngoại xâm	ŋwaj˨˩˨sɤ̆m˧˧
nghi vấn	ŋi˧˧jɤ̆ŋ˦˥
sê-ri	ʂe˧˧-ʐi˧˧
mao dẫn học	maw˧˧jɤ̆ŋ˨˩˦hɔk͡p˨˩˨
dầu phộng; dầu phụng	jɤ̆w˧˨foŋ͡m˨˩˨jɤ̆w˧˨fuŋ͡m˨˩˨
sỏ	ʂɔ˨˩˦
đành	dan˧˨
quay đĩa	wăj˧˧diə˨˩˦
lan quạt	laŋ˧˧wat˨˩˨
đồng chua nước mặn	doŋ͡m˧˨cuə˧˧nɯək˦˥măŋ˨˩˨
rốc két	ʐok͡p˦˥kɛt˦˥
không ngừng	xoŋ͡m˧˧ŋɯŋ˧˨
chân tay rụng rời	cɤ̆ŋ˧˧tăj˧˧ʐuŋ͡m˨˩˨ʐɤj˧˨
cặc bò	kăk˨˩˨bɔ˧˨
nặng	năŋ˨˩˨
vẹt mào	jɛt˨˩˨maw˧˨
đổ ngã	do˨˩˦ŋa˨˩˦
chay tịnh	căj˧˧tin˨˩˨
gian tà	jaŋ˧˧ta˧˨
nguy hại	ŋwi˧˧haj˨˩˨
đắt lời	dăk˦˥lɤj˧˨
sai một li đi một dặm	ʂaj˧˧mok͡p˨˩˨li˧˧di˧˧mok͡p˨˩˨jăm˨˩˨
rán sức	ʐaŋ˦˥ʂɯk˦˥
nhà giam	ɲa˧˨jam˧˧
giồng giọt	joŋ͡m˧˨jɔk͡p˨˩˨
lùng hủng	luŋ͡m˧˨huŋ͡m˨˩˦
hoạt tượng	hwat˨˩˨tɯəŋ˨˩˨
băng thạch	băŋ˧˧tʰat˨˩˨
nói toạc	nɔj˦˥twak˨˩˨
múm mím	mum˦˥mim˦˥
sinh sống	ʂin˧˧ʂoŋ͡m˦˥
chính khí	cin˦˥xi˦˥
đút nút	duk͡p˦˥nuk͡p˦˥
lông xiêu	loŋ͡m˧˧siəw˧˧
buôn dân bán nước	buəŋ˧˧jɤ̆ŋ˧˧baŋ˦˥nɯək˦˥
ậc	ɤ̆k˨˩˨
đôi mươi	doj˧˧mɯəj˧˧
bồi dục	boj˧˨juk͡p˨˩˨
may váy phòng cả dạ	măj˧˧jăj˦˥fɔŋ͡m˧˨ka˨˩˦ja˨˩˨
ổ khóa	o˨˩˦xwa˦˥
xem xét	sɛm˧˧sɛt˦˥
lâm viên	lɤ̆m˧˧jiəŋ˧˧
chua ngoét	cuə˧˧ŋwet˦˥
phóc	fɔk͡p˦˥
cổ chi	ko˨˩˦ci˧˧
cử binh	kɯ˨˩˦bin˧˧
quảng ngần	waŋ˨˩˦ŋɤ̆ŋ˧˨
không tặc	xoŋ͡m˧˧tăk˨˩˨
niềm	nim˧˨
ngưng tụ	ŋɯŋ˧˧tu˨˩˨
thần thoại học	tʰɤ̆ŋ˧˨tʰwaj˨˩˨hɔk͡p˨˩˨
bồ kết	bo˧˨ket˦˥
song hỷ	ʂɔŋ͡m˧˧hi˨˩˦
nhấp nhánh	ɲɤ̆p˦˥ɲan˦˥
hoài công	hwaj˧˨koŋ͡m˧˧
cầu hàng không	kɤ̆w˧˨haŋ˧˨xoŋ͡m˧˧
dầu tây	jɤ̆w˧˨tɤ̆j˧˧
trái khế	ʈaj˦˥xe˦˥
dấu nhắc	jɤ̆w˦˥ɲăk˦˥
chợ xanh	cɤ˨˩˨san˧˧
thương luật	tʰɯəŋ˧˧lwɤ̆k˨˩˨
bí diệu	bi˦˥jiəw˨˩˨
lúa nếp	luə˦˥nep˦˥
tỏ	tɔ˨˩˦
thành chung	tʰan˧˨cuŋ͡m˧˧
mảng	maŋ˨˩˦
tập đồ	tɤ̆p˨˩˨do˧˨
chổi cùng giẻ rách	coj˨˩˦kuŋ͡m˧˨jɛ˨˩˦ʐat˦˥
phòng khách	fɔŋ͡m˧˨xat˦˥
bông tai	boŋ͡m˧˧taj˧˧
hoá hợp	hwa˦˥hɤp˨˩˨
tàu đệm khí	tăw˧˨dem˨˩˨xi˦˥
sô-pha	ʂo˧˧-fa˧˧
trói gô	ʈɔj˦˥ɣo˧˧
kia kìa	kiə˧˧kiə˧˨
ém quân	ɛm˦˥wɤ̆ŋ˧˧
kinh thành	kin˧˧tʰan˧˨
chịu lỗ	ciw˨˩˨lo˨˩˦
khí công	xi˦˥koŋ͡m˧˧
no cơm ấm cật	nɔ˧˧kɤm˧˧ɤ̆m˦˥kɤ̆k˨˩˨
chướng ngại vật	cɯəŋ˦˥ŋaj˨˩˨jɤ̆k˨˩˨
rộm	ʐom˨˩˨
toe toét	twe˧˧twet˦˥
cộng hoà	koŋ͡m˨˩˨hwa˧˨
năm bảy	năm˧˧băj˨˩˦
hiệu quả	hiəw˨˩˨wa˨˩˦
quàu quạu	wăw˧˨wăw˨˩˨
ra ngôi	ʐa˧˧ŋoj˧˧
ái phi	aj˦˥fi˧˧
khinh người như rác	xin˧˧ŋɯəj˧˨ɲɯ˧˧ʐak˦˥
ăn cay nuốt đắng	ăŋ˧˧kăj˧˧nuək˦˥dăŋ˦˥
cán mã pờ	kaŋ˦˥ma˨˩˦pɤ˧˨
cưng chiều	kɯŋ˧˧ciəw˧˨
lông lá	loŋ͡m˧˧la˦˥
bỏ múi	bɔ˨˩˦muj˦˥
phúc thẩm	fuk͡p˦˥tʰɤ̆m˨˩˦
đẳng phương	dăŋ˨˩˦fɯəŋ˧˧
lối thoát	loj˦˥tʰwat˦˥
biệt phái	biək˨˩˨faj˦˥
đâm bị thóc chọc bị gạo	dɤ̆m˧˧bi˨˩˨tʰɔk͡p˦˥cɔk͡p˨˩˨bi˨˩˨ɣaw˨˩˨
ping-pong	pin˧˧-pɔŋ͡m˧˧
bán tháo	baŋ˦˥tʰaw˦˥
hiếp	hip˦˥
hẻo lánh	heo˨˩˦lan˦˥
dây khoá kéo	jɤ̆j˧˧xwa˦˥keo˦˥
suy đoán	ʂwi˧˧dwaŋ˦˥
trau giồi	ʈăw˧˧joj˧˨
tha thẩn	tʰa˧˧tʰɤ̆ŋ˨˩˦
thái độ	tʰaj˦˥do˨˩˨
nhận thầu	ɲɤ̆ŋ˨˩˨tʰɤ̆w˧˨
xung điện	suŋ͡m˧˧diəŋ˨˩˨
đá thử vàng	da˦˥tʰɯ˨˩˦jaŋ˧˨
đàn chay	daŋ˧˨căj˧˧
tật đố	tɤ̆k˨˩˨do˦˥
cả nhà được ăn, một thân chịu tội	ka˨˩˦ɲa˧˨dɯək˨˩˨ăŋ˧˧mok͡p˨˩˨tʰɤ̆ŋ˧˧ciw˨˩˨toj˨˩˨
bạch cương tàm	bat˨˩˨kɯəŋ˧˧tam˧˨
rông	ʐoŋ͡m˧˧
mủi	muj˨˩˦
thôi thôi	tʰoj˧˧tʰoj˧˧
hộc hà hộc hệch	hok͡p˨˩˨ha˧˨hok͡p˨˩˨het˨˩˨
ba vành	ba˧˧jan˧˨
hê-ma-tit	he˧˧-ma˧˧-tit˧˧
trồng cấy	ʈoŋ͡m˧˨kɤ̆j˦˥
hậu thần	hɤ̆w˨˩˨tʰɤ̆ŋ˧˨
đường ngắm	dɯəŋ˧˨ŋăm˦˥
tập công	tɤ̆p˨˩˨koŋ͡m˧˧
cá nàng tiên	ka˦˥naŋ˧˨tiəŋ˧˧
ham thanh chuộng lạ	ham˧˧tʰan˧˧cuəŋ˨˩˨la˨˩˨
đỏ loẹt	dɔ˨˩˦lwet˨˩˨
hen suyễn	hɛŋ˧˧ʂwiəŋ˨˩˦
lão dê	law˨˩˦je˧˧
bờ đê	bɤ˧˨de˧˧
con tin	kɔŋ͡m˧˧tin˧˧
tuyến đầu	twiəŋ˦˥dɤ̆w˧˨
gốc từ	ɣok͡p˦˥tɯ˧˨
ba thê bảy thiếp	ba˧˧tʰe˧˧băj˨˩˦tʰip˦˥
ngó	ŋɔ˦˥
phong quang	fɔŋ͡m˧˧waŋ˧˧
tràng tiền	ʈaŋ˧˨tiəŋ˧˨
run rủi	ʐuŋ͡m˧˧ʐuj˨˩˦
thâm căn cố đế	tʰɤ̆m˧˧kăŋ˧˧ko˦˥de˦˥
cổ chiên	ko˨˩˦ciəŋ˧˧
bừa bịt; bừa bộn	bɯə˧˨bit˨˩˨bɯə˧˨boŋ͡m˨˩˨
o oe	ɔ˧˧we˧˧
chỉ trỏ	ci˨˩˦ʈɔ˨˩˦
lưỡi trượt	lɯəj˨˩˦ʈɯək˨˩˨
mắm tôm chua	măm˦˥tom˧˧cuə˧˧
chữ quốc ngữ	cɯ˨˩˦wok͡p˦˥ŋɯ˨˩˦
quân sự hoá	wɤ̆ŋ˧˧ʂɯ˨˩˨hwa˦˥
nhẽ đâu	ɲɛ˨˩˦dɤ̆w˧˧
đáng khinh	daŋ˦˥xin˧˧
kể lể	ke˨˩˦le˨˩˦
bạc đạn	bak˨˩˨daŋ˨˩˨
đau thắt	dăw˧˧tʰăk˦˥
một mạch	mok͡p˨˩˨mat˨˩˨
vở	jɤ˨˩˦
qui kết	wi˧˧ket˦˥
nát bàn	nat˦˥baŋ˧˨
mèo	meo˧˨
giảng văn	jaŋ˨˩˦jăŋ˧˧
cúc cúc	kuk͡p˦˥kuk͡p˦˥
chước lượng	cɯək˦˥lɯəŋ˨˩˨
thảm hoạ	tʰam˨˩˦hwa˨˩˨
phục hoạt	fuk͡p˨˩˨hwat˨˩˨
đạo ôn	daw˨˩˨oŋ͡m˧˧
trọi	ʈɔj˨˩˨
tay-ơ	tăj˧˧-ɤ˧˧
tươi tốt	tɯəj˧˧tok͡p˦˥
dử thính	jɯ˨˩˦tʰin˦˥
móc đơn	mɔk͡p˦˥dɤŋ˧˧
truyền thần	ʈwiəŋ˧˨tʰɤ̆ŋ˧˨
mang tiếng mang tai	maŋ˧˧tiəŋ˦˥maŋ˧˧taj˧˧
gia thần	ja˧˧tʰɤ̆ŋ˧˨
văn luông	jăŋ˧˧luəŋ˧˧
bình thạnh trung	bin˧˨tʰan˨˩˨ʈuŋ͡m˧˧
thiết thực	tʰiək˦˥tʰɯk˨˩˨
tay chèo tay chống	tăj˧˧ceo˧˨tăj˧˧coŋ͡m˦˥
hung đồ	huŋ͡m˧˧do˧˨
dược học	jɯək˨˩˨hɔk͡p˨˩˨
ròng	ʐɔŋ͡m˧˨
phân tích	fɤ̆ŋ˧˧tit˦˥
bất định	bɤ̆k˦˥din˨˩˨
rung chuyển	ʐuŋ͡m˧˧cwiəŋ˨˩˦
xô viết	so˧˧jiək˦˥
tây y	tɤ̆j˧˧i˧˧
xuất bản	swɤ̆k˦˥baŋ˨˩˦
kéo cưa lừa xẻ	keo˦˥kɯə˧˧lɯə˧˨sɛ˨˩˦
may thuê viết mướn	măj˧˧tʰwe˧˧jiək˦˥mɯəŋ˦˥
ùa theo	uə˧˨tʰeo˧˧
vệ	je˨˩˨
nhào nhào	ɲaw˧˨ɲaw˧˨
cao lộc	kaw˧˧lok͡p˨˩˨
ăn lại bữa	ăŋ˧˧laj˨˩˨bɯə˨˩˦
ảnh ảo	an˨˩˦aw˨˩˦
từ thiên kế	tɯ˧˨tʰiəŋ˧˧ke˦˥
diễn dịch	jiəŋ˨˩˦jit˨˩˨
giác mạc	jak˦˥mak˨˩˨
sinh tử bất kì	ʂin˧˧tɯ˨˩˦bɤ̆k˦˥ki˧˨
vô kế	jo˧˧ke˦˥
sinh thái học	ʂin˧˧tʰaj˦˥hɔk͡p˨˩˨
tơ-hung	tɤ˧˧-huŋ͡m˧˧
cung răng	kuŋ͡m˧˧ʐăŋ˧˧
buýp-phê	bwip˦˥-fe˧˧
hầu kiện	hɤ̆w˧˨kiəŋ˨˩˨
phồm phàm	fom˧˨fam˧˨
cây cối	kɤ̆j˧˧koj˦˥
miễn lễ	miəŋ˨˩˦le˨˩˦
giây	jɤ̆j˧˧
lúa đông xuân	luə˦˥doŋ͡m˧˧swɤ̆ŋ˧˧
chuyên tải	cwiəŋ˧˧taj˨˩˦
ban hồng	baŋ˧˧hoŋ͡m˧˨
lửng lơ con cá vàng	lɯŋ˨˩˦lɤ˧˧kɔŋ͡m˧˧ka˦˥jaŋ˧˨
phấn thừa hương cũ	fɤ̆ŋ˦˥tʰɯə˧˨hɯəŋ˧˧ku˨˩˦
bội phản	boj˨˩˨faŋ˨˩˦
hóm	hɔm˦˥
tỉnh đường	tin˨˩˦dɯəŋ˧˨
đồng phân	doŋ͡m˧˨fɤ̆ŋ˧˧
múa máy	muə˦˥măj˦˥
mục đích luận	muk͡p˨˩˨dit˦˥lwɤ̆ŋ˨˩˨
bổ nhậm	bo˨˩˦ɲɤ̆m˨˩˨
moay ơ	mwăj˧˧ɤ˧˧
biên hoà	biəŋ˧˧hwa˧˨
kim ngạch	kim˧˧ŋat˨˩˨
chợ chiều	cɤ˨˩˨ciəw˧˨
tiểu quy mô	tiəw˨˩˦wi˧˧mo˧˧
niết	niək˦˥
trực giao	ʈɯk˨˩˨jaw˧˧
