sanjuanēnsis	s̠anjʊanẽːs̠ɪs̠
hebetātis	hɛbɛt̪aːt̪ɪs̠
lucrifactum	ɫ̪ʊkɾɪfakt̪ʊ̃ˑ
tiphyon	t̪ɪpʰyɔn
enzymum	ɛnzʏmʊ̃ˑ
misereō	mɪs̠ɛɾeoː
palliolum	pal̠l̠iɔɫ̪ʊ̃ˑ
dēserviō	d̪eːs̠ɛrwioː
colebae	kɔɫ̪ɛbae̯
archepiscopus	arkʰɛpɪs̠kɔpʊs̠
effugō	ɛffʊɡoː
excetra	ɛks̠kɛt̪ɾa
pūnicus	puːnɪkʊs̠
centuria	kɛn̪t̪ʊɾia
obsequia	ɔps̠ɛkᶣia
īnsuēfactus	ĩːs̠ʊeːfakt̪ʊs̠
stīlla	s̠t̪iːl̠l̠a
iphicratēs	ɪpʰɪkɾat̪eːs̠
stertinius	s̠t̪ɛrt̪ɪniʊs̠
lisae	l̪ɪs̠ae̯
clangō	kɫ̪aŋɡoː
rūminor	ruːmɪnɔr
notāverimus	nɔt̪aːwɛɾiːmʊs̠
tempestīvitās	t̪ɛmpɛs̠t̪iːwɪt̪aːs̠
lacobrīga	ɫ̪akɔbɾiːɡa
tētriōris	t̪eːt̪ɾioːɾɪs̠
hermippus	hɛrmɪppʊs̠
quīnquāgēnsimus	kᶣiːŋkʷaːɡẽːs̠ɪmʊs̠
cedrētī	kɛd̪ɾeːt̪iː
trāiectōrium	t̪ɾaːjɛkt̪oːɾiʊ̃ˑ
cōgitāverimus	koːɡɪt̪aːwɛɾiːmʊs̠
turcilingī	t̪ʊrkɪl̪ɪŋɡiː
anticipātō	an̪t̪ɪkɪpaːt̪oː
coronta	kɔɾɔn̪t̪a
impetrāveris	ɪmpɛt̪ɾaːwɛɾɪs̠
veneror	wɛnɛɾɔr
paesicī	pae̯s̠ɪkiː
superiacēre	s̠ʊpɛrjakeːɾɛ
obserāveritis	ɔps̠ɛɾaːwɛɾiːt̪ɪs̠
aviās	awiaːs̠
tagus	t̪aɡʊs̠
tragopān	t̪ɾaɡɔpaːn
galaxia	ɡaɫ̪aks̠ia
abchasica	apkʰas̠ɪkaː
piscātor	pɪs̠kaːt̪ɔr
incurvāveritis	ɪŋkʊrwaːwɛɾiːt̪ɪs̠
cōnfactum	kõːfakt̪ʊ̃ˑ
altae	aɫ̪t̪ae̯
vidētur	wɪd̪eːt̪ʊr
tarquitius	t̪arkᶣɪt̪iʊs̠
abacinātūrus	abakɪnaːt̪uːɾʊs̠
praedispōnō	pɾae̯d̪ɪs̠poːnoː
anemūrium	anɛmuːɾiʊ̃ˑ
pauxillulus	pau̯ks̠ɪl̠l̠ʊɫ̪ʊs̠
inquināveritis	ɪŋkᶣɪnaːwɛɾiːt̪ɪs̠
līō	l̪iːoː
citāta	kɪt̪aːt̪a
ligāmen	l̪ɪɡaːmɛn
brisarī	bɾɪs̠aɾiː
populābundus	pɔpʊɫ̪aːbʊn̪d̪ʊs̠
acipēnser	akɪpẽːs̠ɛr
ēlegāns	eːɫ̪ɛɡãːs̠
rutuba	rʊt̪ʊba
necrophilia	nɛkɾɔpʰɪl̪ia
anīcētus	aniːkeːt̪ʊs̠
lithuānicus	l̪ɪt̪ʰʊaːnɪkʊs̠
lītigāverimus	l̪iːt̪ɪɡaːwɛɾɪmʊs̠
harundō	haɾʊn̪d̪oː
gemināverimus	ɡɛmɪnaːwɛɾɪmʊs̠
gnidus	ŋnɪd̪ʊs̠
oboediēns	ɔboe̯d̪iẽːs̠
oblocūtiō	ɔbɫ̪ɔkuːt̪ioː
prōstituō	pɾoːs̠t̪ɪt̪ʊoː
aspuō	as̠pʊoː
mūtāveritis	muːt̪aːwɛɾɪt̪ɪs̠
gubernābilis	ɡʊbɛrnaːbɪl̪ɪs̠
dēviātiō	d̪eːwiaːt̪ioː
cassiopeia	kas̠s̠iɔpei̯a
āctuārius	aːkt̪ʊaːɾiʊs̠
adlinō	ad̪l̪ɪnoː
risiloquium	rɪs̠ɪɫ̪ɔkᶣiʊ̃ˑ
illīmis	ɪl̠l̠iːmɪs̠
dēlambō	d̪eːɫ̪amboː
inquiētāveritis	ɪŋkᶣieːt̪aːwɛɾɪt̪ɪs̠
obstupēscō	ɔps̠t̪ʊpeːs̠koː
vulva	wʊɫ̪wa
secūris	s̠ɛkuːɾɪs̠
hermūpoa	hɛrmuːpɔa
experīmentālis	ɛks̠pɛɾiːmɛn̪t̪aːl̪ɪs̠
flexiloquus	fɫ̪ɛks̠ɪɫ̪ɔkʊs̠
lucrīnus	ɫ̪ʊkɾiːnʊs̠
harūdēs	haɾuːd̪eːs̠
initiālis	ɪnɪt̪iaːl̪ɪs̠
prātum	pɾaːt̪ʊ̃ˑ
phigalia	pʰɪɡal̪ia
cavus	kawʊs̠
pānicum	paːnɪkʊ̃ˑ
candefaciō	kan̪d̪ɛfakioː
fraeniger	fɾae̯nɪɡɛr
pharygae	pʰaɾʏɡae̯
natrīce	nat̪ɾiːkɛ
artificiōsus	art̪ɪfɪkioːs̠ʊs̠
somnium	s̠ɔmniʊ̃ˑ
tot	t̪ɔt̪
violēns	wiɔɫ̪ẽːs̠
trītūra	t̪ɾiːt̪uːɾa
succernō	s̠ʊkkɛrnoː
dēbendus	d̪eːbɛn̪d̪ʊs̠
facinerōsō	fakɪnɛɾoːs̠oː
nazianzus	nazzianzʊs̠
colombiēnsis	kɔɫ̪ɔmbiẽːs̠ɪs̠
palūdāmentum	paɫ̪uːd̪aːmɛn̪t̪ʊ̃ˑ
obligātōriōs	ɔbl̪ɪɡaːt̪oːɾioːs̠
alternātīvō	aɫ̪t̪ɛrnaːt̪iːwoː
prōiciō	pɾoːjɪkioː
pōnere	poːnɛɾɛ
erebinthōtē	ɛɾɛbɪn̪t̪ʰoːt̪eː
collēgium	kɔl̠l̠eːɡiʊ̃ˑ
animal	anɪmaɫ̪
prōdō	pɾoːd̪oː
tinnītis	t̪ɪnniːt̪ɪs̠
digitifer	d̪ɪɡɪt̪ɪfɛr
choaspītis	kʰɔas̠piːt̪ɪs̠
excūsābundus	ɛks̠kuːs̠aːbʊn̪d̪ʊs̠
dēductīva	d̪eːd̪ʊkt̪iːwaː
socolāta	s̠ɔkɔɫ̪aːt̪a
inruō	ɪnrʊoː
varīnius	waɾiːniʊs̠
dynastē	d̪ʏnas̠t̪eː
clēmēns	kɫ̪eːmẽːs̠
abbātissa	abbaːt̪ɪs̠s̠a
lauriger	ɫ̪au̯rɪɡɛr
numerāveritis	nʊmɛɾaːwɛɾɪt̪ɪs̠
luscus	ɫ̪ʊs̠kʊs̠
carīna	kaɾiːna
flaccidus	fɫ̪akkɪd̪ʊs̠
gebbanītae	ɡɛbbaniːt̪ae̯
gabala	ɡabaɫ̪a
dimurī	d̪ɪmʊɾiː
tyrrhus	t̪ʏrrʊs̠
commis	kɔmmɪs̠
astacēs	as̠t̪akeːs̠
iuxtim	jʊks̠t̪ɪ̃ˑ
corrūda	kɔrruːd̪a
cicuma	kɪkʊma
quotiēnscumque	kʷɔt̪iẽːs̠kʊŋkᶣɛ
epulum	ɛpʊɫ̪ʊ̃ˑ
dīrigeris	d̪iːɾɪɡeːɾɪs̠
subōrdinātō	s̠ʊboːrd̪ɪnaːt̪oː
crīmīsus	kɾiːmiːs̠ʊs̠
inquiētantēs	ɪŋkᶣieːt̪an̪t̪eːs̠
accūsātor	akkuːs̠aːt̪ɔr
commissātiō	kɔmmɪs̠s̠aːt̪ioː
vīsibilis	wiːs̠ɪbɪl̪ɪs̠
pēdagōgōs	peːd̪aɡoːɡoːs̠
collēgiāte	kɔl̠l̠eːɡiaːt̪ɛ
fatuor	fat̪ʊɔr
tripālis	t̪ɾɪpaːl̪ɪs̠
circen	kɪrkɛn
chronicus	kʰɾɔnɪkʊs̠
pamīsus	pamiːs̠ʊs̠
nocua	nɔkʊaː
cataegis	kat̪ae̯ɡɪs̠
ūnifōrmis	uːnɪfoːrmɪs̠
cautum	kau̯t̪ʊ̃ˑ
ēvītābilis	eːwiːt̪aːbɪl̪ɪs̠
concarnō	kɔŋkarnoː
homicīdālis	hɔmɪkiːd̪aːl̪ɪs̠
līveō	l̪iːweoː
rēcula	reːkʊɫ̪a
incauta	ɪŋkau̯t̪aː
admīror	ad̪miːɾɔr
tracta	t̪ɾakt̪aː
abiūdicātīva	abjuːd̪ɪkaːt̪iːwa
mūgītus	muːɡiːt̪ʊs̠
dīgestīvus	d̪iːɡɛs̠t̪iːwʊs̠
jūdiciārius	juːd̪ɪkiaːɾiʊs̠
hungaria	hʊŋɡaɾia
ōrārī	oːɾaːɾiː
soccitō	s̠ɔkkɪt̪oː
mortālitās	mɔrt̪aːl̪ɪt̪aːs̠
dēfīniendum	d̪eːfiːniɛn̪d̪ʊ̃ˑ
tīmoleōn	t̪iːmɔɫ̪eoːn
negātīs	nɛɡaːt̪iːs̠
obrogāverimus	ɔbrɔɡaːwɛɾiːmʊs̠
balista	bal̪ɪs̠t̪a
ustus	ʊs̠t̪ʊs̠
superaddō	s̠ʊpɛɾad̪d̪oː
allūceō	al̠l̠uːkeoː
gāvius	ɡaːwiʊs̠
subvereor	s̠ʊbwɛɾeɔr
pāgānismus	paːɡaːnɪs̠mʊs̠
narthēcussa	nart̪ʰeːkʊs̠s̠a
litāveritis	l̪ɪt̪aːwɛɾɪt̪ɪs̠
nazerīnī	nazzɛɾiːniː
incrassō	ɪŋkɾas̠s̠oː
crepusculum	kɾɛpʊs̠kʊɫ̪ʊ̃ˑ
coniectūrālis	kɔnjɛkt̪uːɾaːl̪ɪs̠
asea	as̠ea
scalpō	s̠kaɫ̪poː
chalōnītis	kʰaɫ̪oːniːt̪ɪs̠
conperiō	kɔmpɛɾioː
nocumentum	nɔkʊmɛn̪t̪ʊ̃ˑ
brevirictus	bɾɛwɪɾɪkt̪ʊs̠
aggaudeō	aɡɡau̯d̪eoː
ommatidium	ɔmmat̪ɪd̪iʊ̃ˑ
reducēs	rɛd̪ʊkeːs̠
rammius	rammiʊs̠
sēnus	s̠eːnʊs̠
chrȳsocarpa	kʰɾyːs̠ɔkarpaː
glomerō	ɡɫ̪ɔmɛɾoː
dealbō	d̪eaɫ̪boː
pigeō	pɪɡeoː
nōta	noːt̪aː
recognōscō	rɛkɔŋnoːs̠koː
iuppiter	jʊppɪt̪ɛr
bassarisca	bas̠s̠aɾɪs̠ka
balticus	baɫ̪t̪ɪkʊs̠
halimon	hal̪ɪmɔn
clāvīchordium	kɫ̪aːwiːkʰɔrd̪iʊ̃ˑ
cervīna	kɛrwiːna
rememorātī	rɛmɛmɔɾaːt̪iː
andetrium	an̪d̪ɛt̪ɾiʊ̃ˑ
dēfugiō	d̪eːfʊɡioː
anaclitos	anakl̪ɪt̪ɔs̠
ontariō	ɔn̪t̪aɾioː
mediolānum	mɛd̪iɔɫ̪aːnʊ̃ˑ
gongshanēnsis	ɡõːs̠anẽːs̠ɪs̠
appetītrīx	appɛt̪iːt̪ɾiːks̠
verpus	wɛrpʊs̠
viducassēs	wɪd̪ʊkas̠s̠eːs̠
verre	wɛrrɛ
scrībātus	s̠kɾiːbaːt̪ʊs̠
cimussa	kɪmʊs̠s̠a
dēfōrmitās	d̪eːfoːrmɪt̪aːs̠
stadium	s̠t̪ad̪iʊ̃ˑ
antirrīnō	an̪t̪ɪrriːnoː
invulnerābilis	ɪnwʊɫ̪nɛɾaːbɪl̪ɪs̠
abieritis	abiɛɾiːt̪ɪs̠
pilōsus	pɪɫ̪oːs̠ʊs̠
optime	ɔpt̪ɪmɛ
tegimen	t̪ɛɡɪmɛn
physiologicus	pʰʏs̠iɔɫ̪ɔɡɪkʊs̠
grandō	ɡran̪d̪oː
cataplasma	kat̪apɫ̪as̠ma
chaldaicus	kʰaɫ̪d̪aɪkʊs̠
lēgātiō	ɫ̪eːɡaːt̪ioː
natātōriōs	nat̪aːt̪oːɾioːs̠
turbulentus	t̪ʊrbʊɫ̪ɛn̪t̪ʊs̠
inquināverimus	ɪŋkᶣɪnaːwɛɾiːmʊs̠
lanceō	ɫ̪aŋkeoː
cuneātim	kʊneaːt̪ɪ̃ˑ
november	nɔwɛmbɛr
grātificor	ɡraːt̪ɪfɪkɔr
sariolēnus	s̠aɾiɔɫ̪eːnʊs̠
minōrō	mɪnoːɾoː
gēthyum	ɡeːt̪ʰyʊ̃ˑ
sīlius	s̠iːl̪iʊs̠
inunguō	ɪnʊŋɡʷoː
mugilla	mʊɡɪl̠l̠a
circus	kɪrkʊs̠
clāthrī	kɫ̪aːt̪ʰɾiː
temptābundus	t̪ɛmpt̪aːbʊn̪d̪ʊs̠
loryma	ɫ̪ɔɾʏma
vagellius	waɡɛl̠l̠iʊs̠
īlicētum	iːl̪ɪkeːt̪ʊ̃ˑ
exstō	ɛks̠t̪oː
tēterrimus	t̪eːt̪ɛrrɪmʊs̠
occāsiō	ɔkkaːs̠ioː
crūdās	kɾuːd̪aːs̠
veneticus	wɛnɛt̪ɪkʊs̠
hippō	hɪppoː
āvocāmentō	aːwɔkaːmɛn̪t̪oː
cōnexa	koːnɛks̠a
cainnās	kaɪnnaːs̠
cōnexum	koːnɛks̠ʊ̃ˑ
iōniacās	ioːniakaːs̠
galbanum	ɡaɫ̪banʊ̃ˑ
posterus	pɔs̠t̪ɛɾʊs̠
ēmendīcō	eːmɛn̪d̪iːkoː
chlamys	kʰɫ̪amʏs̠
subintrō	s̠ʊbɪn̪t̪ɾoː
abluviō	abɫ̪ʊwioː
bilībrīs	bɪl̪iːbɾiːs̠
sīderea	s̠iːd̪ɛɾea
castrātus	kas̠t̪ɾaːt̪ʊs̠
amābilis	amaːbɪl̪ɪs̠
belgica	bɛɫ̪ɡɪka
ēvolvō	eːwɔɫ̪woː
rhēgium	reːɡiʊ̃ˑ
pronoea	pɾɔnoe̯a
damastium	d̪amas̠t̪iʊ̃ˑ
alpha	aɫ̪pʰa
fasciō	fas̠kioː
matthaeus	mat̪t̪ʰae̯ʊs̠
paederastia	pae̯d̪ɛɾas̠t̪ia
pelagica	pɛɫ̪aɡɪkaː
glōrificārem	ɡɫ̪oːɾɪfɪkaːɾɛ̃ˑ
jūs	juːs̠
haematinus	hae̯mat̪ɪnʊs̠
exiūrō	ɛks̠juːɾoː
fulvius	fʊɫ̪wiʊs̠
rapsa	raps̠a
vestīveritis	wɛs̠t̪iːwɛɾɪt̪ɪs̠
adimō	ad̪ɪmoː
nōdātis	noːd̪aːt̪ɪs̠
eriophoros	ɛɾiɔpʰɔɾɔs̠
inōrdinātus	ɪnoːrd̪ɪnaːt̪ʊs̠
aromenus	aɾɔmɛnʊs̠
praeposterus	pɾae̯pɔs̠t̪ɛɾʊs̠
megisba	mɛɡɪs̠ba
fuscipēs	fʊs̠kɪpeːs̠
casīna	kas̠iːnaː
pavīcula	pawiːkʊɫ̪a
buruēnsis	bʊɾʊẽːs̠ɪs̠
lūria	ɫ̪uːɾia
lābundus	ɫ̪aːbʊn̪d̪ʊs̠
ananiās	ananiaːs̠
virginiāna	wɪrɡɪniaːnaː
agrimōnia	aɡrɪmoːnia
ōcreātus	oːkɾeaːt̪ʊs̠
petasiō	pɛt̪as̠ioː
pīla	piːɫ̪a
loba	ɫ̪ɔba
bructerī	bɾʊkt̪ɛɾiː
discoquō	d̪ɪs̠kɔkʷoː
hyperbolaeus	hʏpɛrbɔɫ̪ae̯ʊs̠
levigāveritis	ɫ̪ɛwɪɡaːwɛɾiːt̪ɪs̠
numerālis	nʊmɛɾaːl̪ɪs̠
abieritis	abiɛɾɪt̪ɪs̠
anōmala	anoːmaɫ̪a
rauda	rau̯d̪a
āerius	aːɛɾiʊs̠
prōductīve	pɾoːd̪ʊkt̪iːwɛ
rebellātrīx	rɛbɛl̠l̠aːt̪ɾiːks̠
ōvātās	oːwaːt̪aːs̠
metodus	mɛt̪ɔd̪ʊs̠
mēlēs	meːɫ̪eːs̠
vīvārium	wiːwaːɾiʊ̃ˑ
stanneus	s̠t̪anneʊs̠
orphus	ɔrpʰʊs̠
virīlissimus	wɪɾiːl̪ɪs̠s̠ɪmʊs̠
rigōrōsus	rɪɡoːɾoːs̠ʊs̠
imberbus	ɪmbɛrbʊs̠
ostentātīs	ɔs̠t̪ɛn̪t̪aːt̪iːs̠
falsificus	faɫ̪s̠ɪfɪkʊs̠
gemmāveritis	ɡɛmmaːwɛɾɪt̪ɪs̠
salopia	s̠aɫ̪ɔpia
arcātūra	arkaːt̪uːɾa
vulcānus	wʊɫ̪kaːnʊs̠
gentīliciō	ɡɛn̪t̪iːl̪ɪkioː
ēlongātus	eːɫ̪ɔŋɡaːt̪ʊs̠
piper	pɪpɛr
foedifragōrum	foe̯d̪ɪfɾaɡoːɾʊ̃ˑ
hippōnium	hɪppoːniʊ̃ˑ
mizī	mɪzziː
cornifer	kɔrnɪfɛr
caelus	kae̯ɫ̪ʊs̠
ērēpō	eːɾeːpoː
harēnārius	haɾeːnaːɾiʊs̠
trihōrium	t̪ɾɪhoːɾiʊ̃ˑ
dēlinō	d̪eːl̪ɪnoː
excadō	ɛks̠kad̪oː
germen	ɡɛrmɛn
triumvirātus	t̪ɾiʊmwɪɾaːt̪ʊs̠
lūnō	ɫ̪uːnoː
balātrō	baɫ̪aːt̪ɾoː
lebedus	ɫ̪ɛbɛd̪ʊs̠
molycria	mɔl̪ʏkɾia
celebritās	t͡ʃɛlɛːbrit̪as
augītēs	au̯ɡiːt̪eːs̠
aethalus	ae̯t̪ʰaɫ̪ʊs̠
vīburnum	wiːbʊrnʊ̃ˑ
halicarnassus	hal̪ɪkarnas̠s̠ʊs̠
absque	aps̠kᶣɛ
audītōrium	au̯d̪iːt̪oːɾiʊ̃ˑ
maphorītae	mapʰɔɾiːt̪ae̯
cinyrīa	kɪnʏɾiːa
joppē	jɔppeː
lanthanum	ɫ̪an̪t̪ʰanʊ̃ˑ
diōn	d̪ioːn
sulcifrōns	s̠ʊɫ̪kɪfɾõːs̠
antiphellus	an̪t̪ɪpʰɛl̠l̠ʊs̠
chēniscus	kʰeːnɪs̠kʊs̠
purpureus	pʊrpʊɾeʊs̠
aequivaleō	ae̯kᶣɪwaɫ̪eoː
tuder	t̪ʊd̪ɛr
contemplābiliter	kɔn̪t̪ɛmpɫ̪aːbɪl̪ɪt̪ɛr
gracilis	ɡrakɪl̪ɪs̠
vulgārēs	wʊɫ̪ɡaːɾeːs̠
mollifaciō	mɔl̠l̠ɪfakioː
oppugnātis	ɔppʊŋnaːt̪ɪs̠
obtūrō	ɔpt̪uːɾoː
mēlōtris	meːɫ̪oːt̪ɾɪs̠
promēthe͡us	pɾɔmeːt̪ʰeu̯s̠
linquō	l̪ɪŋkʷoː
addūcō	ad̪d̪uːkoː
pēdīcātor	peːd̪iːkaːt̪ɔr
vigilantēs	wɪɡɪɫ̪an̪t̪eːs̠
intubum	ɪn̪t̪ʊbʊ̃ˑ
invīsitātus	ɪnwiːs̠ɪt̪aːt̪ʊs̠
essent	ɛs̠s̠ɛn̪t̪
prope	pɾɔpɛ
erasmus	ɛɾas̠mʊs̠
saturat	s̠at̪ʊɾat̪
hamādryas	hamaːd̪ɾyas̠
artaxiās	art̪aks̠iaːs̠
duodēcentēsimus	d̪ʊɔd̪eːkɛn̪t̪eːs̠ɪmʊs̠
attēnē	at̪t̪eːneː
papāver	papaːwɛr
cāius	ɡaːiʊs̠
audeō	au̯d̪eoː
tribūnāle	t̪ɾɪbuːnaːɫ̪ɛ
comprehēnsibilis	kɔmpɾɛhẽːs̠ɪbɪl̪ɪs̠
cōnsolidās	kõːs̠ɔl̪ɪd̪aːs̠
cūriosolītēs	kuːɾiɔs̠ɔl̪iːt̪eːs̠
condēnsō	kɔn̪d̪ẽːs̠oː
ulixēs	ʊl̪ɪks̠eːs̠
permodestus	pɛrmɔd̪ɛs̠t̪ʊs̠
sēmicōnfectus	s̠eːmɪkõːfɛkt̪ʊs̠
torpidus	t̪ɔrpɪd̪ʊs̠
logarithmicus	ɫ̪ɔɡaɾɪt̪ʰmɪkʊs̠
lucripeta	ɫ̪ʊkɾɪpɛt̪a
dulcinervis	d̪ʊɫ̪kɪnɛrwɪs̠
salmōna	s̠aɫ̪moːna
murius	mʊɾiʊs̠
aliēnissimōrum	al̪iɛnɪs̠s̠ɪmɔɾʊ̃ˑ
lindus	l̪ɪn̪d̪ʊs̠
disceptātum	d̪ɪs̠kɛpt̪aːt̪ʊ̃ˑ
deitūrus	d̪eɪt̪uːɾʊs̠
officiōsus	ɔffɪkioːs̠ʊs̠
sacrōsānctus	s̠akɾoːs̠aːŋkt̪ʊs̠
prāvicordius	pɾaːwɪkɔrd̪iʊs̠
omnia	ɔmnia
ampliō	ampl̪ioː
laudāvistis	ɫ̪au̯d̪aːwɪs̠t̪ɪs̠
dēdicāssēs	d̪eːd̪ɪkaːs̠s̠eːs̠
rēctangulus	reːkt̪aŋɡʊɫ̪ʊs̠
bulla	bʊl̠l̠a
bibliothēcē	bɪbl̪iɔt̪ʰeːkeː
sapōrus	s̠apoːɾʊs̠
listeriānus	l̪ɪs̠t̪ɛɾiaːnʊs̠
interulus	ɪn̪t̪ɛɾʊɫ̪ʊs̠
tūtrīx	t̪uːt̪ɾiːks̠
mangō	maŋɡoː
ēnāscor	eːnaːs̠kɔr
lagunēnsis	ɫ̪aɡʊnẽːs̠ɪs̠
carmināveritis	karmɪnaːwɛɾiːt̪ɪs̠
byltae	bʏɫ̪t̪ae̯
tentātī	t̪ɛn̪t̪aːt̪iː
restipulor	rɛs̠t̪ɪpʊɫ̪ɔr
ēnumerāte	eːnʊmɛɾaːt̪ɛ
annōnor	annoːnɔr
abnūtō	abnuːt̪oː
pandō	pan̪d̪oː
dēstrūctīvus	d̪eːs̠t̪ɾuːkt̪iːwʊs̠
intellēctuālis	ɪn̪t̪ɛl̠l̠eːkt̪ʊaːl̪ɪs̠
stīpes	s̠t̪iːpɛs̠
sellius	s̠ɛl̠l̠iʊs̠
foedifragōs	foe̯d̪ɪfɾaɡoːs̠
gubernātīs	ɡʊbɛrnaːt̪iːs̠
adriānīs	ad̪riaːniːs̠
locārī	ɫ̪ɔkaːɾiː
quīnquāgēnārius	kᶣiːŋkʷaːɡeːnaːɾiʊs̠
palear	paɫ̪ear
ulmus	ʊɫ̪mʊs̠
iūgerum	juːɡɛɾʊ̃ˑ
incurvāverimus	ɪŋkʊrwaːwɛɾiːmʊs̠
catulaster	kat̪ʊɫ̪as̠t̪ɛr
dēbacchātiō	d̪eːbakkʰaːt̪ioː
būprasium	buːpɾas̠iʊ̃ˑ
prōstitūtiō	pɾoːs̠t̪ɪt̪uːt̪ioː
intybus	ɪn̪t̪ʏbʊs̠
obumbrō	ɔbʊmbɾoː
ablūtūrus	abɫ̪uːt̪uːɾʊs̠
occīsō	ɔkkiːs̠oː
candēlābrus	kan̪d̪eːɫ̪aːbɾʊs̠
oescus	oe̯s̠kʊs̠
hiemāveris	hiɛmaːwɛɾiːs̠
opprobrō	ɔppɾɔbɾoː
substitūtō	s̠ʊps̠t̪ɪt̪uːt̪oː
crucifixor	kɾʊkɪfɪks̠ɔr
toga	t̪ɔɡa
tergēste	t̪ɛrɡeːs̠t̪ɛ
cytae	kʏt̪ae̯
sēmiustulō	s̠eːmiʊs̠t̪ʊɫ̪oː
sōlī	s̠oːl̪iː
mattus	mat̪t̪ʊs̠
texēnsis	t̪ɛks̠ẽːs̠ɪs̠
cāseārius	kaːs̠eaːɾiʊs̠
harēnōsus	haɾeːnoːs̠ʊs̠
adspectābilis	at̪s̠pɛkt̪aːbɪl̪ɪs̠
octingentī	ɔkt̪ɪŋɡɛn̪t̪iː
antepaenultimus	an̪t̪ɛpae̯nʊɫ̪t̪ɪmʊs̠
rōborō	roːbɔɾoː
abiūdicandus	abjuːd̪ɪkan̪d̪ʊs̠
pergāvīsūrus	pɛrɡaːwiːs̠uːɾʊs̠
hūmidās	huːmɪd̪aːs̠
rēx	reːks̠
iamphorina	jampʰɔɾɪna
cujusmodī	kʊjjʊs̠mɔd̪iː
cutucuēnsis	kʊt̪ʊkʊẽːs̠ɪs̠
echenēis	ɛkʰɛneːɪs̠
laticollis	ɫ̪at̪ɪkɔl̠l̠ɪs̠
obscūrātus	ɔps̠kuːɾaːt̪ʊs̠
ciliātus	kɪl̪iaːt̪ʊs̠
parōpus	paɾoːpʊs̠
anōmala	anoːmaɫ̪aː
inōrnātus	ɪnoːrnaːt̪ʊs̠
cantium	kan̪t̪iʊ̃ˑ
pērula	peːɾʊɫ̪a
avipēs	awɪpeːs̠
occupāveritis	ɔkkʊpaːwɛɾɪt̪ɪs̠
fermium	fɛrmiʊ̃ˑ
āctuō	aːkt̪ʊoː
viātrīx	wiaːt̪ɾiːks̠
īnsipientēs	ĩːs̠ɪpiɛn̪t̪eːs̠
habuerimus	habʊɛɾɪmʊs̠
dīluviīs	d̪iːɫ̪ʊwiiːs̠
cottonara	kɔt̪t̪ɔnaɾa
thaginēs	t̪ʰaɡɪneːs̠
fīdūciārius	fiːd̪uːkiaːɾiʊs̠
crēbriter	kɾeːbɾɪt̪ɛr
āreolātus	aːɾeɔɫ̪aːt̪ʊs̠
tornātilis	t̪ɔrnaːt̪ɪl̪ɪs̠
feminō	fɛmɪnoː
ōeroē	oːɛɾɔeː
lūcānia	ɫ̪uːkaːnia
zēlātor	zeːɫ̪aːt̪ɔr
simplus	s̠ɪmpɫ̪ʊs̠
āctuārēs	aːkt̪ʊaːɾeːs̠
marathicus	maɾat̪ʰɪkʊs̠
volnerō	wɔɫ̪nɛɾoː
onysia	ɔnʏs̠ia
triumphus	t̪ɾiʊmpʰʊs̠
olle	ɔl̠l̠ɛ
remordeō	rɛmɔrd̪eoː
congius	kɔŋɡiʊs̠
salisātor	s̠al̪ɪs̠aːt̪ɔr
dulcisonōrus	d̪ʊɫ̪kɪs̠ɔnoːɾʊs̠
implantō	ɪmpɫ̪an̪t̪oː
cōnspicor	kõːs̠pɪkɔr
enīxiō	ɛniːks̠ioː
rēctor	reːkt̪ɔr
lēvāveris	ɫ̪eːwaːwɛɾiːs̠
innoxius	ɪnnɔks̠iʊs̠
hettheicus	hɛt̪t̪ʰeɪkʊs̠
sōpīveritis	s̠oːpiːwɛɾiːt̪ɪs̠
cōnsulārius	kõːs̠ʊɫ̪aːɾiʊs̠
sapphīrus	s̠appʰiːɾʊs̠
corēānās	kɔɾeːaːnaːs̠
follis	fɔl̠l̠ɪs̠
oncō	ɔŋkoː
circumspector	kɪrkũːs̠pɛkt̪ɔr
focāceus	fɔkaːkeʊs̠
strī̆ga	s̠t̪ɾiːɡa
velīs	wɛl̪iːs̠
chēruscī	kʰeːɾʊs̠kiː
prognōsis	pɾɔŋnoːs̠ɪs̠
scirtus	s̠kɪrt̪ʊs̠
inlīdō	ɪnl̪iːd̪oː
mēta	meːt̪a
coenobī	koe̯nɔbiː
pidossus	pɪd̪ɔs̠s̠ʊs̠
citās	kɪt̪aːs̠
tuscāna	t̪ʊs̠kaːna
adriānōs	ad̪riaːnoːs̠
capitālis	kapɪt̪aːl̪ɪs̠
nonnus	nɔnnʊs̠
abaestuātum	abae̯s̠t̪ʊaːt̪ʊ̃ˑ
grossus	ɡrɔs̠s̠ʊs̠
cholerāicus	kʰɔɫ̪ɛɾaːɪkʊs̠
cervārius	kɛrwaːɾiʊs̠
latris	ɫ̪at̪ɾɪs̠
sacrārius	s̠akɾaːɾiʊs̠
abdicātōria	abd̪ɪkaːt̪oːɾiaː
pavīmentārius	pawiːmɛn̪t̪aːɾiʊs̠
dīdūcō	d̪iːd̪uːkoː
capellus	kapɛl̠l̠ʊs̠
īnfāmāverimus	ĩːfaːmaːwɛɾiːmʊs̠
fasciger	fas̠kɪɡɛr
dēfīgō	d̪eːfiːɡoː
corōllārium	kɔɾoːl̠l̠aːɾiʊ̃ˑ
