vitamiene	vitɐminə
Hemelvaart	hiəməlfɑːrt
verskoning	fərskʊənəŋ
utopiese	ytʊəpisə
uitgeskuif	øytxəskøyf
bewerige	biəvərəxə
hofbeslissing	hɔfbəsləsəŋ
Eersterust	iərstərœst
opskudding	ɔpskœdəŋ
Magog	mɑːxɔx
skending	skɛndəŋ
Oorsese	ʊərsiəsə
Geweldige	xəvældəxə
dwaalleringe	dwɑːlərəŋə
sagtebal	sɐxtəbɐl
Vrydag	frɛɪdɐx
begeerlikheid	bəxiərləkhɛɪt
Msimanga	msimɐŋɑː
BCVO	bkfʊə
plase	plɑːsə
motortjies	mʊətərkis
skinderstorie	skəndərstʊəri
populasies	pɔpylɑːsis
opgenoem	ɔpxənum
diëte	diəiəətə
allerlei	ɐlərlɛɪ
KYK	kɛɪk
vryheidsvegter	frɛɪhɛɪtsfæxtər
ongeduldige	ɔnxədœldəxə
Huishouding	høyshəʊdəŋ
Kanadees	kɐnɐdiəs
Nigeria	nəxiəriɐ
lugaanvalle	lœxʔɑːnfɐlə
kostuum	kɔstym
knap	knɐp
Nederlanden	niədərlɐndən
Horne	hɔrnə
eensaamheid	iənsɑːmhɛɪt
Franke	frɐŋkə
navorsingswerk	nɑːfɔrsəŋsværk
gekarteer	xəkɐrtiər
onweerswolke	ɔnviərsvɔlkə
powered	pʊəvərɛt
pat	pɐt
Witwatersrand	vətvɑːtərsrɐnt
gemoedelike	xəmudələkə
lokprent	lɔkprɛnt
Agribank	ɐxribɐŋk
choose	xʊəsə
Tokai	tukaɪ
humoristies	hymʊərəstis
kuier	køyər
gebruike	xəbrøykə
vlietend	flitənt
mummie	mœmi
teatergangers	tiɑːtərxɐŋərs
dip	dəp
Older	ɔldər
RCA	rkɑː
samehorigheid	sɑːməhʊərəxɛɪt
ouma	əʊmɐ
Dryland	drɛɪlɐnt
guitar	xøytɐr
twist	twəst
Fellowship	fælɔvshəp
leemte	liəmtə
Cora	kʊərɐ
banjo	bɐnju
musiekwinkels	mœsikvəŋkəls
Groete	xrutə
Altans	ɐltɐns
elkgeval	ælkxəfɐl
mediaverklarings	miːdiːjɐfərklɑːrəŋs
busse	bœsə
uitermatig	øytərmɑːtəx
vasgeskop	fɐsxəskɔp
Formele	fɔrmiələ
tereg	təræx
Bulgaarse	bulxɑːrsə
naderende	nɑːdərəndə
kortfilms	kɔrtfələms
Republieke	rəpœblikə
bevind	bəfənt
Organiseerder	ɔrxɐnisiərdər
Deere	diərə
karakter	kɐrɐktər
sanitasie	sɐnitɑːsi
Hoekie	huki
Nikkei	nəkɛɪ
teoretikus	tiʊəriətikœs
vroomheid	frʊəmhɛɪt
Mervyn	mærfɛɪn
woongebiede	vʊənxəbidə
Wilhelmus	vəlhælmœs
Jos	jɔs
ontset	ɔntsɛt
vermoei	fərmuɪ
Suur	syr
Vervolgingsgesag	fərfɔlxəŋsxəsɐx
energy	iənærxɛɪ
deurmaak	døərmɑːk
bindweefsel	bəntviəfsəl
hofverrigtinge	hɔffərrəxtəŋə
Leanne	liəɐnə
leerprogramme	liərpruxrɐmə
klawers	klɑːvərs
kolonies	kulʊənis
Kief	kif
sintuiglike	səntøyxləkə
besigheids	biəsəxhɛɪts
Toelating	tulɑːtəŋ
kanon	kɐnɔn
teleskope	tæləskʊəpə
vete	fiətə
hoeke	hukə
vreeslik	friəslək
Gordimer	xɔrdimər
La	lɑː
lot	lɔt
regulerende	rɛxyliərəndə
Elri	ælri
betoog	bətʊəx
logstate	lɔxstɑːtə
Verbeel	fərbiəl
KGB	kɑːxiəbiə
apie	ɑːpi
waterstroom	vɑːtərstrʊəm
bemoedig	bəmudəx
nutsman	nœtsmɐn
Bulgarye	bulxɐrɛɪə
Hebron	hɛbrɔn
geopenbaarde	xəʊəpənbɑːrdə
byhou	bɛɪhəʊ
Gevoel	xəful
kultuurgroepe	kœltyrxrupə
tegnies	tæxnis
rate	rɑːtə
Stadsraad	stɐtsrɑːt
dierbaarste	diːrbɑːrstə
uitgeblink	øytxəbləŋk
apteek	ɐptiək
truie	trøyə
billike	bələkə
beeldjies	biəlcis
gruwel	xryvəl
proef	pruf
puntestelsel	pœntəstælsəl
Hermanus	hærmɑːnœs
Ohio	ʊəhiʊə
seelewe	siəliəvə
Berlyn	bærlɛɪn
poese	pusə
gebabbel	xəbɐbəl
Afrikanerdom	ɐfrikɑːnərdɔm
Navorsingsinstituut	nɑːfɔrsəŋsənstətyt
Rodriguez	rɔdrəxyɛz
Virgin	fərxən
Krige	krixə
DRC	diəærsiə
hanteerbare	hɐntiərbɑːrə
insetkostes	ənsɛtkɔstəs
arbeiders	ɐrbɛɪdərs
Weskaap	vɛskɑːp
waan	vɑːn
kampioenspan	kɐmpiunspɐn
sandbanke	sɐntbɐŋkə
adjudant	ɐtjydɐnt
wegspringplek	væxsprəŋplæk
sultanas	sœltɑːnɐs
Biko	biku
onderrigmetodes	ɔnərrəxmətʊədəs
lippetaal	ləpətɑːl
oortjies	ʊərcis
offisiere	ɔfəsiːrə
tydsgewrig	tɛɪtsxəvrəx
laestrek	lɑːstræk
pottebakker	pɔtəbɐkər
kamp	kɐmp
Warskou	vɐrskəʊ
Breyten	brɛɪtən
Bemiddeling	bəmədələŋ
oorgeplant	ʊərxəplɐnt
mondfluitjie	mɔntfløyci
nageslagte	nɑːxəslɐxtə
bergfietsryers	bærxfitsrɛɪərs
tegnieke	tæxnikə
ondernemende	ɔnərniəməndə
roetines	rutinəs
wou	vəʊ
proes	prus
studiejaar	stydijɑːr
ARM	ɐrəm
Davies	dɑːfis
trillings	trələŋs
loskakel	lɔskɑːkəl
gedane	xədɑːnə
rassediskriminasie	rɐsədəskrəmənɑːsi
verwelkomend	fərvælkʊəmənt
kompliseer	kɔmplisiər
Rolspelers	rɔlspiələrs
anale	ɐnɑːlə
Ciskei	səskɛɪ
snoesig	snusəx
vindingryke	fəndəŋrɛɪkə
gevind	xəfənt
geïdealiseerde	xəidiɐlisiərdə
subtiele	sœptilə
vermoedelike	fərmudələkə
Chamonix	xɑːmʊənəks
verklarende	fərklɑːrəndə
kassies	kɐsis
Brit	brət
Jakobus	jɐkʊəbœs
bossies	bɔsis
aanspreeklikheid	ɑːnspriəkləkhɛɪt
angstige	ɐŋstəxə
gevee	xəfiə
Wêreld	væːrəlt
Overberg	ʊəfərbærx
eienaardige	ɛɪənɑːrdəxə
sloot	slʊət
Christoph	xrəstɔf
Engela	ɛŋəlɐ
Bonteheuwel	bɔntəhøəvəl
ingemeng	ənxəmɛŋ
vestiging	fɛstəxəŋ
voorbereidende	fʊərbərɛɪdəndə
knel	knæl
deposito	dəpʊəsitu
bout	bəʊt
Bonhoeffer	bɔnhufər
wond	vɔnt
teendeel	tiəndiəl
Amper	ɐmpər
beskaam	bəskɑːm
duistere	døystərə
Daarom	dɑːrɔm
Fielies	filis
submissions	sœbməʃiɔns
Hofmeyer	hɔfmɛɪər
Pandor	pɐndɔr
brandseisoen	brɐntsɛɪsun
Bone	bʊənə
argitekte	ɐrxitɛktə
ridder	rədər
sosialisering	sʊəʃiɐlisiərəŋ
vae	fɑː
Manfred	mɐnfrɛt
Ansie	ɐnsi
Verwysings	fərvɛɪsəŋs
destruktiewe	diəstrœktivə
Swartkop	swɐrtkɔp
eerbare	iərbɑːrə
geberg	xəbærx
bewegende	bəviəxəndə
sterrekunde	stærəkœndə
opblaas	ɔpblɑːs
nagwaak	nɐxvɑːk
kapasiteit	kɐpɐsitɛɪt
Cessna	sɛsnɐ
baanbrekerswerk	bɑːnbriəkərsværk
tuberkulose	tybərkylʊəsə
hasies	hɑːsis
transkripsies	trɐnskrəpsis
NUUT	nyt
ophef	ɔphɛf
gemaakte	xəmɑːktə
Landsberg	lɐntsbærx
dor	dɔr
uitgetrek	øytxətræk
versekeraars	fərsiəkərɑːrs
wedding	vɛdəŋ
Naäman	nɑːɑːmɐn
duister	døystər
VLR	fiəælær
toeristebestemmings	turəstəbəstɛməŋs
Naand	nɑːnt
raadsale	rɑːtsɑːlə
Fe	fiə
Regie	rəʒiː
Altesame	ɐltəsɑːmə
Superspar	sypərspɐr
poorte	pʊərtə
verkul	fərkœl
Cornelia	kɔrniəliɐ
uitgegroei	øytxəxruɪ
Aangenaam	ɑːnxənɑːm
daguitstappie	dɐxøytstɐpi
kroek	kruk
minderhede	məndərhiədə
driee	driə
Louwrens	ləʊrəns
leerstelling	liərstæləŋ
Marlon	mɐrlɔn
Bybelkennis	bɛɪbəlkɛnəs
Mauritius	mɔriʃjœs
Martin	mɑːrtən
linker	ləŋkər
Balans	bɐlɑ̃ns
Gate	xɑːtə
operate	ʊəpərɐtə
voorouer	fʊərəʊər
inboet	ənbut
turf	tœrf
ongegronde	ɔnxəxrɔːndə
wederhelf	viədərhælf
eregas	iərəxɐs
onus	ʊənœs
Menseregtekommissie	mẽnsəræxtəkumisi
bevredigende	bəfriədəxəndə
teelwaarde	tiəlvɑːrdə
SKU	sky
wip	vəp
rekeninge	riəkənəŋə
kuiermense	køyərmẽnsə
geskiedenis	xəskidənəs
wildbewaarder	vəltbəvɑːrdər
drank	drɐŋk
Chalet	ʃɐlɛɪ
rewolusies	rɛvœlysis
bestuursvaardighede	bəstyːrsfɑːrdəxhiədə
w	viə
kerels	kiərəls
maerder	mɑːrdər
modifikasie	mʊədifikɑːsi
Redder	rɛdər
radikaal	rɐdikɑːl
Judea	jydiəɑː
slingervel	sləŋərfæl
Saint	sənt
Polisiediens	pulisidins
spek	spæk
toegewy	tuxəvɛɪ
Tramonto	trɑːmɔntu
gekonkel	xəkɔŋkəl
Welgevonden	vælxəfɔndən
polisieteenwoordigheid	pulisitiənvʊərdəxɛɪt
vadoeke	fɐdukə
selfwaarde	sælfvɑːrdə
Estie	ɛsti
meteore	mitiʊərə
konsessies	kɔnsɛsis
fenomenaal	fənɔmənɑːl
genadedood	xənɑːdədʊət
dwase	dwɑːsə
kampe	kɐmpə
gevatte	xəfɐtə
Korrektiewe	kɔrɛktivə
Afdeling	ɐfdiələŋ
regstelling	ræxstæləŋ
swendelaars	swɛndəlɑːrs
Getalle	xətɐlə
linkerbeen	ləŋkərbiən
Mathilde	mɐthəldə
Lyttelton	lɛɪtəltɔn
Keimoes	kɛɪmus
Faber	fɑːbər
ondergekry	ɔnərxəkrɛɪ
Stasiebevelvoerder	stɑːsibəfælfuːrdər
hoogte	hʊəxtə
generies	xəniəris
Leuen	løəən
genaamd	xənɑːmt
aanstootlike	ɑːnstʊətləkə
genomiese	xənʊəmisə
Misty	məstɛɪ
Netta	nɛtɐ
finaliste	finɐləstə
skietery	skitərɛɪ
geskaar	xəskɑːr
lewensgeluk	liəvənsxəlœk
eikeboom	ɛɪkəbʊəm
donderwolke	dɔnərvɔlkə
sterflike	stærfləkə
haelstorm	hɑːlstɔrəm
Carreras	kɐrərɐs
Pollsmoor	pɔlsmʊər
knolle	knɔlə
twintigs	twəntəxs
out	əʊt
part	pɐrt
distels	dəstəls
sterke	stærkə
Alberton	ɐlbərtɔn
Erediens	iərədins
Colombia	kʊəlɔmbiɐ
Athene	ɐtiənə
mynwater	mɛɪnvɑːtər
Se	ɛsə
sussie	sœsi
Lions	liɔns
Gog	xɔx
vooronderstellings	fʊərɔnərstæləŋs
Uitbreiding	øytbrɛɪdəŋ
Aloha	ɐlʊəhɐ
appels	ɐpəls
ontkoppel	ɔntkɔpəl
kommunikasiemiddel	kɔmynikɑːsimədəl
kolk	kɔlk
Middelpos	mədəlpɔs
huwelike	hyvələkə
Matthéüs	mɐtiːœs
verdunde	fərdœndə
ongeletterdheid	ɔnxəlɛtərthɛɪt
ringe	rəŋə
proefnemings	prufniəməŋs
span	spɐn
filosofeer	filusufiər
wanbegrip	vɐnbəxrəp
uitblaas	øytblɑːs
padblokkade	pɐtblɔkɑːdə
verdediger	fərdiədəxər
verkoopsbestuurder	fərkʊəpsbəstyːrdər
Swakopmund	swɑːkɔpmœnt
druip	drøyp
musiekstyl	mœsikstɛɪl
skarrel	skɐrəl
stickers	stəkərs
magnete	mɐxniətə
Toni	tʊəni
Brahms	brɑːms
chicks	xəks
konfyt	kɔnfɛɪt
wegsit	væxsət
ya	ɛɪɑː
voedsel	futsəl
reel	riəl
bekentenis	bəkɛntənəs
potlode	pɔtlʊədə
Kapel	kɐpæl
rys	rɛɪs
Kerkfamilie	kærkfɐmili
wildspesies	vəltspiəsis
bros	brɔs
metabolisme	mɛtɐbʊələsmə
diereliefhebber	diːrəlifhɛbər
produsentelewerings	prudysəntəliəvərəŋs
Platina	plɑːtinɐ
koffietafel	kɔfitɑːfəl
rondreisende	rɔntrɛɪsəndə
ordentlik	ɔrdɛntlək
gewilliglik	xəvələxlək
Lizanne	lizɐnə
Samuels	sɑːmyəls
Malles	mɐləs
heet	hiət
afstammelinge	ɐfstɐmələŋə
vertroebel	fərtrubəl
natmaak	nɐtmɑːk
buigsame	bøyxsɑːmə
dapperheid	dɐpərhɛɪt
Tonder	tɔnər
noordwestelike	nʊərtvɛstələkə
kategismus	kɐtəxəsmœs
donderende	dɔnərəndə
g	xiə
Sky	skɛɪ
rubriekskrywers	rœbrikskrɛɪvərs
reukwerk	røəkværk
doringbome	dʊərəŋbʊəmə
Dáár	dɑːr
Trust	trœst
vistenk	fəstæŋk
tweeduisend	twiədøysənt
kortbroek	kɔrtbruk
rooiwater	rʊɪvɑːtər
onderskat	ɔnərskɐt
selfstandigheid	sælfstɐndəxɛɪt
waardigheid	vɑːrdəxɛɪt
platform	plɐtfɔrəm
Tanakh	tɑːnɐkh
aantal	ɑːntɐl
Mbeki	mbɛːki
Nujoma	nyjʊəmɐ
Salomé	sɑːlʊəmə
onakkurate	ɔnɐkyrɑːtə
agterwiele	ɐxtərvilə
Korinthe	kurənthə
fynbos	fɛɪnbɔs
jolig	jʊələx
got	xɔt
versvorm	færsfɔrəm
verbaster	fərbɐstər
sesse	sɛsə
Veenemans	fiənəmɐns
KHS	kɑːhɑːɛs
Levubu	ləfyby
takvoorsitter	tɐkfʊərsətər
vlakker	flɐkər
bron	brɔn
asems	ɑːsəms
daarnatoe	dɑːrnɐtu
skanse	skɑ̃nsə
Rukoro	rykʊəru
Gibbs	xəbs
verborgenheid	fərbɔrxənhɛɪt
Respekteer	rəspɛktiər
vryspring	frɛɪsprəŋ
veeldoelige	fiəlduləxə
Tsjad	tʃɐt
Bethulie	bətyli
visevoorsitter	fisifʊərsətər
aldan	ɐldɐn
Koster	kɔstər
Gemeentelede	xəmiəntəliədə
strepie	striəpi
allesbehalwe	ɐləsbəhɐlvə
KVBA	kfbɑː
Bergrede	bærxriədə
Vie	fi
Middag	mədɐx
fariseër	fɐrisiər
antiek	ɐntik
eksamens	ɛksɑːməns
kassiere	kɐsiːrə
kragteloos	krɐxtəlʊəs
Skrifkritiek	skrəfkrətik
Netwerk	nɛtværk
reservaat	rəsərfɑːt
Tot	tɔt
fondament	fɔndɐmɛnt
kospryse	kɔsprɛɪsə
HP	hɑːpiə
grensbeheer	xrẽnsbəhiər
Fisiese	fisisə
wroegings	vruxəŋs
bone	bʊənə
uitwerkings	øytværkəŋs
diktatorskap	dəktɑːtɔrskɐp
omwentelinge	ɔmvɛntələŋə
SU	sy
TSA	tsɑː
Wenner	vɛnər
Taakspan	tɑːkspɐn
restourasie	rɛstəʊrɑːsi
Schumann	ʃumɐn
verantwoorde	fərɐntvʊərdə
Skooltassieprojek	skʊəltɐsiprujɛk
Momberg	mɔmbærx
Inskrywingsvorms	ənskrɛɪvəŋsfɔrəms
Westfalia	vɛstfɑːliɐ
Puerto	pyærtu
skryfwyse	skrɛɪfvɛɪsə
metamorfose	mɛtɐmɔrfʊəsə
luier	løyər
Bettiesbaai	bɛtisbɑɪ
Malie	mɑːli
toemaak	tumɑːk
Werda	værdɐ
el	æl
teleurstel	təløərstæl
giet	xit
Xolani	ksʊəlɑːni
Eerskomende	iərskʊəməndə
Esta	ɛstɐ
wanner	vɐnər
evolueer	iəfulyiər
Kersversierings	kærsfərsiːrəŋs
entrepreneurskap	ɑ̃ntrəprənøərskɐp
slapgat	slɐpxɐt
agter	ɐxtər
oumagrootjie	əʊmɐxrʊɪci
moedswillige	mutsvələxə
warmste	vɐrəmstə
wipplank	vəplɐŋk
leierloos	lɛɪərlʊəs
DF	diəɛf
Ozrovech	ɔzrʊəfəx
gefladder	xəflɐdər
Vereiste	fərɛɪstə
Brixton	brəkstɔn
Uber	ybər
FC	ɛfsiə
herformulering	hærfɔrmyliərəŋ
selfsorgeenhede	sælfsɔrxiənhiədə
Langstraat	lɐŋstrɑːt
rukke	rœkə
Klassieke	klɐsikə
hemelsbreed	hiəməlsbriət
SETA	siətɐ
Daarbenewens	dɑːrbəniəvəns
Denner	dɛnər
Hannelie	hɐnəli
Gesoek	xəsuk
Punte	pœntə
afgemat	ɐfxəmɐt
ES	iəs
Kommentaar	kɔməntɑːr
Grande	xrɐndə
histeries	histiəris
hoofskap	hʊəfskɐp
Beveel	bəfiəl
spoedige	spudəxə
opeet	ɔpiət
Stolz	stɔlz
opgevat	ɔpxəfɐt
wapen	vɑːpən
afgewater	ɐfxəvɑːtər
verteer	fərtiər
pensioen	pɛnʃiun
klousule	kləʊsylə
kragsentrale	krɐxsɛntrɑːlə
eierproduksie	ɛɪərprudœksi
Koöperatiewe	kuʊəpərɐtivə
Lückhoff	lœkhɔf
meters	miətərs
verdoemend	fərdumənt
nors	nɔrs
Jongeling	jɔŋələŋ
staatsgreep	stɑːtsxriəp
musiekblyspele	mœsikblɛɪspiələ
hars	hɐrs
choreografie	kɔriuxrɐfi
pofadders	pɔfɐdərs
ontroer	ɔntruːr
skitterend	skətərənt
negentigste	niəxəntəxstə
MEER	miər
stuk	stœk
Toerien	turin
termyn	tærmɛɪn
besparing	bəspɑːrəŋ
kapers	kɑːpərs
liturgiese	lətœrxisə
Moedig	mudəx
kodering	kʊədiərəŋ
oorstelp	ʊərstælp
plug	plœx
kneusplekke	knøəsplækə
redaksielede	rədɐksiliədə
onbaatsugtige	ɔnbɑːtsœxtəxə
dierbares	diːrbɑːrəs
Jouself	jəʊsælf
Volkome	fɔlkʊəmə
Irvin	ərfən
Verster	fərstær
wêreldbekend	væːrəltbəkɛnt
oefeninge	ufənəŋə
oorwegende	ʊərviəxəndə
bestaansrede	bəstɑːnsriədə
genoeë	xənuːə
Anne	ɐnə
golflengte	xɔlflɛŋtə
uitgelig	øytxələx
Galiléa	xɐliliəɑː
sprei	sprɛɪ
poep	pup
perske	pærskə
geïnstalleer	xəənstɐliər
vakverbond	fɐkfərbɔnt
Môreson	mɔːrəsɔn
vervolgverhaal	fərfɔlxfərhɑːl
Raubenheimer	rəʊbənhɛɪmər
voetnota	futnʊətɐ
Verklaar	fərklɑːr
looks	lʊəks
aansukkel	ɑːnsœkəl
Zaan	zɑːn
Jenni	jɛni
onverhoeds	ɔnfərhuts
Inspirasie	ənspirɑːsi
stimulasie	stəmylɑːsi
ewig	iəvəx
bekleedsel	bəkliətsəl
aaklig	ɑːkləx
yskassie	ɛɪskɐsi
onpersoonlik	ɔnpərsʊənlək
kruisondervraging	krøysɔnərfrɑːxəŋ
Helene	hiːliːn
settings	sɛtəŋs
Norma	nɔrmɐ
verkiesingsdag	fərkisəŋsdɐx
sinodesittings	sənʊədəsətəŋs
MRK	ɛmærkɑː
ewekniebeoordeling	iəvəknibəʊərdiələŋ
joernaal	jurnɑːl
poslys	pɔslɛɪs
March	mɐrx
Wes	vɛs
minnaar	mənɑːr
Nogtans	nɔxtɐns
inhou	ənhəʊ
Wynland	vɛɪnlɐnt
tydrowende	tɛɪtrʊəvəndə
opjaag	ɔpjɑːx
dae	dɑː
Gaborone	xɑːbʊərʊənə
Konservatorium	kɔnsərvɑːtʊəriœm
Erica	iərikɐ
volstruisbedryf	fɔlstrøysbədrɛɪf
paadjie	pɑɪci
koolstofvoetspoor	kʊəlstɔffutspʊər
Malaria	mɐlɑːriɐ
sensuur	sɛnsyr
Grape	xrɑːpə
Mees	miəs
wreld	vrælt
Volksstem	fɔlkstɛm
Loslitdag	lɔslətdɐx
Batavia	bɑːtɑːfiɐ
gediagnoseer	xədiɐxnusiər
voorlesing	fʊərliəsəŋ
Buthelezi	bœthæliəzi
verpleegster	fərpliəxstər
Mediaveertjie	miːdiːjɐfiərci
gerapporteerde	xərɐpɔrtiərdə
verdienstelik	fərdinstələk
Leisure	lɛɪsyrə
sadistiese	sɑːdəstisə
dop	dɔp
rosyntjies	rusɛɪŋcis
Duisend	døysənt
gereedgemaak	xəriətxəmɑːk
Geraldine	xərɐldinə
JOHANNES	juhɐnəs
Baptiste	bɐptəstə
volharding	fɔlhɐrdəŋ
beertjie	biərci
Kelders	kældərs
konsekwentheid	kɔnsəkwɛnthɛɪt
Weiss	vɛɪs
Colorado	kʊəlʊərɑːdu
Vloed	flut
teikenmark	tɛɪkənmɐrk
hoofredakteur	hʊəfrədɐktøər
eersteklas	iərstəklɐs
uitbraak	øytbrɑːk
repe	riəpə
notaboek	nʊətɐbuk
geheet	xəhiət
korpus	kɔrpœs
ALMAL	ɐlmɐl
senders	sɛndərs
uitputtend	øytpœtənt
voerbakke	fuːrbɐkə
eenvoudiger	iənfəʊdəxər
busvervoer	bœsfərfuːr
Netbal	nɛtbɐl
Skandinawië	skɐndənɑːviəiəə
driftig	drəftəx
Op	ɔp
apokriewe	ɐpukrivə
sprokiesagtige	sprʊəkisɐxtəxə
moderamen	mʊədərɑːmən
fassinasie	fɐsinɑːsi
Rugbyman	rœɡbimɐn
neerpen	niərpɛn
Arktiese	ɐrktisə
Vytjie	fɛɪci
mieliemeel	milimiəl
handhaaf	hɐnthɑːf
speengewig	spiənxəvəx
hartstog	hɐrtstɔx
Mann	mɐn
veldslag	fæltslɐx
Weskus	vɛskœs
deurbraak	døərbrɑːk
Aardes	ɑːrdəs
voortreflike	fʊərtrɛfləkə
Wars	vɐrs
sportmanskap	spɔrtmɐnskɐp
steeks	stiəks
geleë	xəliə
Sielkundige	silkœndəxə
Werkgewer	værkxiəvər
gekos	xəkɔs
vrystellings	frɛɪstæləŋs
Desondanks	dɛsʔɔndɐŋks
weggegee	væxəxiə
gletser	xlɛtsər
spons	spɔns
Dene	diənə
Stanton	stɐntɔn
trofee	trufiə
saamry	sɑːmrɛɪ
saamneem	sɑːmniəm
oupa	əʊpɐ
toergids	tuːrxəts
raaisels	rɑɪsəls
Vlam	flɐm
Geveg	xəfæx
staatsgetuies	stɑːtsxətøyəs
aanneming	ɑːniəməŋ
ingedeel	ənxədiəl
Wereld	viərəlt
Voet	fut
Chevy	xəfɛɪ
toetsrit	tutsrət
nagte	nɐxtə
leisels	lɛɪsəls
Junior	jyniɔr
knaend	knɑːnt
burgeroorlog	bœrɡərʊərlɔx
Anderson	ɐndərsɔn
waterdamp	vɑːtərdɐmp
wrokke	vrɔkə
verkorting	fərkɔrtəŋ
rentmeesterskap	rɛntmiəstərskɐp
verskoon	fərskʊən
kopkussing	kɔpkœsəŋ
engeltjie	ɛŋəlci
sedeloosheid	siədəlʊəshɛɪt
Pollard	pɔlɐrt
myner	mɛɪnər
kussings	kœsəŋs
siektetoestande	siktətustɐndə
verskuldigde	fərskœldəxdə
Beurse	bøərsə
uitgange	øytxɐŋə
pluralisme	plyrɐləsmə
Volg	fɔlx
Belgiese	bælxisə
kophou	kɔphəʊ
vloeibare	fluɪbɑːrə
SARIE	sɑːri
leerstellings	liərstæləŋs
Saterdae	sɑːtərdɑː
Skuilkrans	skøylkrɑ̃ns
Dora	dʊərɐ
Sergei	særxɛɪ
Gistermiddag	xəstərmədɐx
uitbeeld	øytbiəlt
Andriëtte	ɐndriəiəətə
Beskerm	bəskærəm
keper	kiəpər
gepaard	xəpɑːrt
majestieuse	mɑːjəstiøəsə
belewenis	bəliəvənəs
waardeloosheid	vɑːrdəlʊəshɛɪt
epidemies	ɛpidiəmis
dode	dʊədə
Flippie	fləpi
salige	sɑːləxə
neerkom	niərkɔm
Magaliesberg	mɐxɐlisbærx
wese	viəsə
Neo	niəʊə
tin	tən
genoemde	xənumdə
wegdryf	væxdrɛɪf
aard	ɑːrt
sportbyeenkoms	spɔrtbɛɪiəŋkɔms
stresvol	strɛsfɔl
Ciska	səskɐ
polisieondersoek	pulisiɔnərsuk
navorsingsmetodes	nɑːfɔrsəŋsmətʊədəs
redigeerder	rɛdixiərdər
belowendste	bəlʊəvəntstə
beddings	bɛdəŋs
gedenkwaardighede	xədɛŋkvɑːrdəxhiədə
hopeloos	hʊəpəlʊəs
versorg	fərsɔrx
Wyatt	vɛɪɐt
worsies	vɔːrsis
sentra	sɛntrɐ
Janina	jɑːninɐ
wek	væk
sakekamers	sɑːkəkɑːmərs
Liedboek	litbuk
melodie	mɛludi
onuitspreeklike	ɔnøytspriəkləkə
Verenigende	fəriənəxəndə
Lissabon	ləsɑːbɔn
mislukking	məslœkəŋ
absoluut	ɐpsulyt
Tia	ʃjɐ
familie	fɐmili
generaal	xənərɑːl
Pastel	pɐstæl
landings	lɐndəŋs
Mandrax	mɐndrɐks
dáárom	dɑːrɔm
vermeng	fərmɛŋ
tertjies	tærcis
Steynsburg	stɛɪnsbœrx
hello	hællu
aanhits	ɑːnhəts
weird	vɛɪrt
Stutterheim	stœtərhɛɪm
vryemark	frɛɪəmɐrk
hakkel	hɐkəl
puik	pøyk
Dolphin	dɔlphən
oeroue	urəʊə
ribbebeen	rəbəbiən
vent	fɛnt
loodreg	lʊətræx
Kakkerlak	kɐkərlɐk
bestekopname	bəstækɔpnɑːmə
vlammende	flɐməndə
konyne	kunɛɪnə
banting	bɐntəŋ
kleingoed	klɛɪnxut
Oesterbaai	ustərbɑɪ
verruklike	fərrœkləkə
Campbell	kɐmpbæl
oordonder	ʊərdɔnər
Irma	ərmɐ
Annelien	ɐnəlin
sneltrajekte	snæltrɐjɛktə
gelykvormigheid	xəlɛɪkfɔrəməxɛɪt
stomende	stʊəməndə
Opsommend	ɔpsɔmənt
OFM	ɔfm
Norme	nɔrmə
sentrums	sɛntrœms
landbougrond	lɐntbəʊxrɔːnt
gery	xərɛɪ
geklink	xəkləŋk
ruk	rœk
Sasolburg	sɑːsɔlbœrx
gekontroleer	xəkɔntruliər
oorlewings	ʊərliəvəŋs
Currie	kœri
McMillan	ɛmsiəməlɐn
Petros	pɛtrɔs
Clicks	kləks
Snare	snɑːrə
nadeel	nɑːdiəl
Steak	stiəɐk
seiltjie	sɛɪlci
kultuurlewe	kœltyrliəvə
Lemmer	lɛmər
deurgebreek	døərxəbriək
Marokko	mɐrɔku
voortploeter	fʊərtplutər
vraestel	frɑːstæl
vasteland	fɐstəlɐnt
chirurg	ʃərœrx
MET	mɛt
kilo	kilu
Daarteenoor	dɑːrtiənʊər
Synde	sɛɪndə
winkeleienaar	vəŋkəlɛɪənɑːr
geskep	xəskɛp
Evergreen	iəfərxriən
knapie	knɑːpi
sterwe	stærvə
Onderdele	ɔnərdiələ
MBOMBELA	mbɔmbəlɐ
tango	tɐŋxu
bespreekte	bəspriəktə
muesli	myɛsli
aanhangers	ɑːnhɐŋərs
rotsvas	rɔtsfɐs
uitspoeg	øytspux
grondvat	xrɔːntfɐt
sondoffer	sɔndɔfər
Ockie	ɔki
aktiwiteit	ɐktivitɛɪt
kapitaalwinsbelasting	kɐpitɑːlvənsbəlɐstəŋ
Respondente	rəspɔndɛntə
voorloper	fʊərlʊəpər
Valtra	fɐltrɐ
gekam	xəkɐm
burgerlikes	bœrɡərləkəs
aangetoon	ɑːnxətʊən
PJ	piəjiə
Dienssentrum	dinsɛntrœm
Wildsfees	vəltsfiəs
volstrekte	fɔlstræktə
Joost	jʊəst
ruggraat	rœxrɑːt
voortydige	fʊərtɛɪdəxə
bekwaamhede	bəkwɑːmhiədə
geswoeg	xəswux
ok	ɔk
