Зенги	zˈɛŋɡɪ
Невидљива	nˈɛvɪdʎˌɪvɐ
превазилази	prˈɛvɐzˌɪlɐzɪ
Лукијан	lˈukɪjɐn
едукативни	ˈɛdʊkˌɐtɪvnɪ
ближем	blˈiʒɛm
пређашње	prˈɛd͡ʑɐʃɲe
Паган	pˈaɡɐn
израдило	ˈizrɐdˌɪlo
Савезна	sˈavɛznɐ
фосила	fˈosɪlɐ
тракама	trˈakɐmɐ
Јелицу	jˈelɪt͡sʊ
Председавајући	prˈɛtsɛdˌɐvɑjˌʊt͡ɕɪ
Григсон	ɡrˈikson
бруталне	brˈutɐlnɛ
Зечевић	zˈɛt͡ʃɛvɪt͡ɕ
ратификовала	rˈatɪfˌɪkovˌɐlɐ
with	vˈith
извесна	ˈizvɛsnɐ
понуђен	pˈonʊd͡ʑɛn
режирала	rˈɛʒɪrˌɐlɐ
Сасвим	sˈasvɪm
комшије	kˈomʃɪje
уласку	ˈulɐskʊ
терцијарном	tˈɛrt͡sɪjˌɑrnom
историјску	ˈistorˌɪjskʊ
специјализованим	spˈɛt͡sɪjˌɐlɪzˌovɐnɪm
Зринског	zrˈinskoɡ
црвенкасто	t͡srvˈɛŋkɐsto
клада	klˈadɐ
Лаза	lˈazɐ
небодера	nˈɛbodˌɛrɐ
присталицама	prˈistɐlˌɪt͡sɐmɐ
решен	rˈɛʃɛn
Норич	nˈorɪt͡ʃ
симболичких	sˈimbolˌɪt͡ʃkɪh
столовима	stˈolovˌɪmɐ
хвата	xvˈatɐ
Ратко	rˈatko
тестенина	tˈɛstɛnˌɪnɐ
загреје	zˈaɡreje
милионима	mˈilɪˌonɪmɐ
Касно	kˈasno
улога	ˈuloɡɐ
цивилизацијом	t͡sˈivɪlˌɪzɐt͡sˌɪjom
бајта	bˈɑjtɐ
односом	ˈodnosom
Шестој	ʃˈɛstoj
Хуана	xˈuɐnɐ
стручно	strˈut͡ʃno
ДС	dˈəsˌə
Капа	kˈapɐ
смирења	smˈirɛɲɐ
трошења	trˈoʃɛɲɐ
Реци	rˈɛt͡sɪ
дубљег	dˈubʎeɡ
вређања	vrˈɛd͡ʑɐɲɐ
Тринаесте	trˈinɐˌɛstɛ
придобијање	prˈidobˌɪjɐɲe
демона	dˈɛmonɐ
субјектима	sˈubjektˌɪmɐ
товарни	tˈovɑrnɪ
УС	ˈus
леву	lˈɛvʊ
изабрали	ˈizɐbrˌɐlɪ
поруком	pˈorʊkom
Хроника	xrˈonɪkɐ
Игора	ˈiɡorɐ
суме	sˈumɛ
састава	sˈastɐvɐ
колонијална	kˈolonˌɪjɐlnɐ
попусте	pˈopʊstɛ
дијалектика	dˈijɐlˌɛktɪkɐ
ефекта	ˈɛfɛktɐ
престижни	prˈɛstɪʒnɪ
завод	zˈavod
концентрациони	kˈont͡sɛntrˌɐt͡sɪˌonɪ
Вучетић	vˈut͡ʃɛtɪt͡ɕ
Уругвају	ˈurʊɡvˌɑjʊ
Спарти	spˈɑrtɪ
Шекспировом	ʃˈɛkspɪrˌovom
морске	mˈorskɛ
Реализација	rˈɛɐlˌɪzɐt͡sˌɪjɐ
хитови	xˈitovɪ
разнолика	rˈaznolˌɪkɐ
Ресник	rˈɛsnɪk
АГ	ˈaɡ
полен	pˈolɛn
испоснице	ˈisposnˌɪt͡sɛ
потрошње	pˈotroʃɲe
здрављем	zdrˈavljem
писању	pˈisɐɲʊ
Покришкин	pˈokrɪʃkɪn
изборног	ˈizbornoɡ
вече	vˈɛt͡ʃɛ
заповеди	zˈapovˌɛdɪ
угасе	ˈuɡɐsɛ
датирање	dˈatɪrˌɐɲe
Дајк	dˈɑjk
нежељена	nˈɛʒɛʎˌenɐ
Грађанске	ɡrˈad͡ʑɐnskɛ
опале	ˈopɐlɛ
јесењем	jˈesɛɲem
хладноће	xlˈadnot͡ɕɛ
судару	sˈudɑrʊ
феудалних	fˈɛʊdˌɐlnɪh
уртикарије	ˈurtɪkˌɑrɪje
Меги	mˈɛɡɪ
Гета	ɡˈɛtɐ
забележио	zˈabɛlˌɛʒɪo
енглески	ˈɛŋɡlɛskɪ
Шерил	ʃˈɛrɪl
фенотипа	fˈɛnotˌɪpɐ
бог	bˈoɡ
Малог	mˈaloɡ
Исту	ˈistʊ
Клобук	klˈobʊk
репне	rˈɛpnɛ
Леонора	lˈɛonˌorɐ
Брно	brnˈo
својствену	svˈojstvɛnʊ
кључне	kʎˈut͡ʃnɛ
екранизована	ˈɛkrɐnˌɪzovˌɐnɐ
левичари	lˈɛvɪt͡ʃˌɑrɪ
чуда	t͡ʃˈudɐ
помоћницима	pˈomot͡ɕnˌɪt͡sɪmɐ
венске	vˈɛnskɛ
Оглас	ˈoɡlɐs
смирености	smˈirɛnˌostɪ
добрима	dˈobrɪmɐ
примењиван	prˈimɛɲˌɪvɐn
комбинацију	kˈombɪnˌɐt͡sɪjʊ
проучавали	prˈo͡ʊt͡ʃɐvˌɐlɪ
Сад	sˈad
шпанским	ʃpˈanskɪm
нико	nˈiko
очитавају	ˈot͡ʃɪtˌɐvɑjʊ
поуздану	pˈo͡ʊzdɐnʊ
благо	blˈaɡo
урачунати	ˈurɐt͡ʃˌʊnɐtɪ
упорно	ˈuporno
искључиво	ˈiskʎʊt͡ʃˌɪvo
Комисију	kˈomɪsˌɪjʊ
урушавање	ˈurʊʃˌɐvɐɲe
азот	ˈazot
Миран	mˈirɐn
del	dˈɛl
Светитељ	svˈɛtɪtɛʎ
сечом	sˈɛt͡ʃom
Илустровани	ˈilʊstrˌovɐnɪ
ласерским	lˈasɛrskɪm
онемогућавају	ˈonɛmˌoɡʊt͡ɕˌɐvɑjʊ
обновљиве	ˈobnovljˌɪvɛ
емитован	ˈɛmɪtˌovɐn
Терет	tˈɛrɛt
Нирване	nˈirvɐnɛ
додељену	dˈodɛʎˌenʊ
споменуо	spˈomɛnˌʊo
Крушевац	krˈuʃɛvɐt͡s
сажета	sˈaʒɛtɐ
глоба	ɡlˈobɐ
експоната	ˈɛksponˌɐtɐ
металног	mˈɛtɐlnoɡ
Бајке	bˈɑjkɛ
Бриџет	brˈid͡ʒɛt
Ћирила	t͡ɕˈirɪlɐ
ЗОО	zˈəˌoˌo
бензинска	bˈɛnzɪnskɐ
подвлачи	pˈodvlɐt͡ʃɪ
почиње	pˈot͡ʃɪɲe
Стриц	strˈit͡s
експлицитна	ˈɛksplɪt͡sˌɪtnɐ
Маје	mˈɑje
подносиоца	pˈodnosˌɪot͡sɐ
кабине	kˈabɪnɛ
Охрид	ˈohrɪd
скакачи	skˈakɐt͡ʃɪ
занатска	zˈanɐtskɐ
стерилитета	stˈɛrɪlˌɪtɛtɐ
сахрани	sˈahrɐnɪ
дистрибуције	dˈistrɪbˌʊt͡sɪje
контраиндикације	kˈontrɐˌɪndɪkˌɐt͡sɪje
умерену	ˈumɛrˌɛnʊ
Исланд	ˈislɐnd
зимску	zˈimskʊ
савременицима	sˈavrɛmˌɛnɪt͡sˌɪmɐ
цјелине	t͡sjˈelɪnɛ
Драчу	drˈat͡ʃʊ
порту	pˈortʊ
кодификације	kˈodɪfˌɪkɐt͡sˌɪje
ложа	lˈoʒɐ
семе	sˈɛmɛ
укусне	ˈukʊsnɛ
кнезу	knˈɛzʊ
растварање	rˈastvɑrˌɐɲe
тврда	tvrdˈa
свеопшти	svˈɛopʃtɪ
Михаела	mˈihɐˌɛlɐ
Лувру	lˈuvrʊ
Мрежу	mrˈɛʒʊ
плаћене	plˈat͡ɕɛnɛ
огорчених	ˈoɡort͡ʃˌɛnɪh
јату	jˈatʊ
банкари	bˈaŋkɑrɪ
практиканти	prˈaktɪkˌɐntɪ
окруживали	ˈokrʊʒˌɪvɐlɪ
тајмса	tˈɑjmsɐ
усредсређена	ˈusrɛtsrˌɛd͡ʑɛnɐ
кварц	kvˈɑrt͡s
селидбе	sˈɛlɪdbɛ
понирање	pˈonɪrˌɐɲe
Изграђени	ˈizɡrɐd͡ʑˌɛnɪ
мајчински	mˈɑjt͡ʃɪnskɪ
израђивале	ˈizrɐd͡ʑˌɪvɐlɛ
Убиства	ˈubɪstvɐ
ноћних	nˈot͡ɕnɪh
комплетна	kˈomplɛtnɐ
средњем	srˈɛdɲem
Франци	frˈant͡sɪ
Немачку	nˈɛmɐt͡ʃkʊ
Орашје	ˈorɐʃje
Hell	xˈɛll̩
Даном	dˈanom
неактивни	nˈɛɐktˌɪvnɪ
продужеци	prˈodʊʒˌɛt͡sɪ
лакшом	lˈakʃom
живели	ʒˈivɛlɪ
Срђан	srd͡ʑˈan
равно	rˈavno
заточен	zˈatot͡ʃɛn
континенталне	kˈontɪnˌɛntɐlnɛ
резолуција	rˈɛzolˌʊt͡sɪjɐ
Шелдон	ʃˈɛldon
промовисана	prˈomovˌɪsɐnɐ
очувала	ˈot͡ʃʊvˌɐlɐ
Чарапића	t͡ʃˈɑrɐpˌɪt͡ɕɐ
скорашње	skˈorɐʃɲe
немоћно	nˈɛmot͡ɕno
отворености	ˈotvorˌɛnostɪ
Мислим	mˈislɪm
Јасмина	jˈasmɪnɐ
Кортни	kˈortnɪ
благостања	blˈaɡostˌɐɲɐ
прогласио	prˈoɡlɐsˌɪo
атлетске	ˈatlɛtskɛ
монашке	mˈonɐʃkɛ
земљиштима	zˈɛmʎɪʃtˌɪmɐ
дисања	dˈisɐɲɐ
његује	ɲˈeɡʊje
тврђавама	tvrd͡ʑˈavɐmɐ
Наставили	nˈastɐvˌɪlɪ
ствара	stvˈɑrɐ
просветљење	prˈosvɛtʎˌeɲe
Психологија	psˈiholˌoɡɪjɐ
сретне	srˈɛtnɛ
блискост	blˈiskost
жељели	ʒˈɛʎelɪ
дизајнери	dˈizɑjnˌɛrɪ
Наставио	nˈastɐvˌɪo
маскираних	mˈaskɪrˌɐnɪh
повољним	pˈovoʎnɪm
декоративном	dˈɛkorˌɐtɪvnom
омели	ˈomɛlɪ
сатрапије	sˈatrɐpˌɪje
Велер	vˈɛlɛr
жутог	ʒˈutoɡ
напори	nˈaporɪ
разумела	rˈazʊmˌɛlɐ
Абстерго	ˈapstɛrɡo
Парка	pˈɑrkɐ
педагогији	pˈɛdɐɡˌoɡɪjɪ
побуда	pˈobʊdɐ
добитници	dˈobɪtnˌɪt͡sɪ
такође	tˈakod͡ʑɛ
гардиста	ɡˈɑrdɪstɐ
Стамбол	stˈambol
Бошњака	bˈoʃɲɐkɐ
Бронте	brˈontɛ
универзитетска	ˈunɪvˌɛrzɪtˌɛtskɐ
сумњивих	sˈumɲɪvɪh
трбуху	trbˈuhʊ
оболелог	ˈobolˌɛloɡ
врхунцем	vrhˈunt͡sɛm
похађао	pˈohɐd͡ʑˌɐo
дукс	dˈuks
Сиринићке	sˈirɪnˌɪt͡ɕkɛ
оптици	ˈoptɪt͡sɪ
далекосежне	dˈalɛkˌosɛʒnɛ
вунени	vˈunɛnɪ
покварени	pˈokvɑrˌɛnɪ
приношење	prˈinoʃˌɛɲe
стекла	stˈɛklɐ
указујући	ˈukɐzˌʊjʊt͡ɕɪ
Преласком	prˈɛlɐskom
Пантелић	pˈantɛlɪt͡ɕ
усмерено	ˈusmɛrˌɛno
обавезама	ˈobɐvˌɛzɐmɐ
најугроженије	nˈɑjʊɡrˌoʒɛnˌɪje
УСД	ˈusˌədˌə
разјаснио	rˈazjɐsnˌɪo
Департман	dˈɛpɑrtmɐn
банди	bˈandɪ
диоксид	dˈioksɪd
секире	sˈɛkɪrɛ
наслиједио	nˈaslɪjˌedɪo
суровог	sˈurovoɡ
несвест	nˈɛsvɛst
путовати	pˈutovˌɐtɪ
Наследници	nˈaslɛdnˌɪt͡sɪ
Центар	t͡sˈɛntɑr
копију	kˈopɪjʊ
физика	fˈizɪkɐ
узроковали	ˈuzrokˌovɐlɪ
вербални	vˈɛrbɐlnɪ
аспекте	ˈaspɛktɛ
коначне	kˈonɐt͡ʃnɛ
свраба	svrˈabɐ
реактаната	rˈɛɐktˌɐnɐtɐ
буква	bˈukvɐ
ротирајућим	rˈotɪrˌɑjʊt͡ɕɪm
опекотине	ˈopɛkˌotɪnɛ
облачењу	ˈoblɐt͡ʃˌɛɲʊ
Њутнов	ɲˈutnov
нумерички	nˈumɛrˌɪt͡ʃkɪ
испадају	ˈispɐdˌɑjʊ
лукови	lˈukovɪ
охрабрен	ˈohrɐbrɛn
труд	trˈud
смоле	smˈolɛ
противи	prˈotɪvɪ
Хески	xˈɛskɪ
црквеним	t͡srkvˈɛnɪm
Енрикеа	ˈɛnrɪkˌɛɐ
Твин	tvˈin
Тора	tˈorɐ
сном	snˈom
штампарства	ʃtˈampɑrstvɐ
Насељавају	nˈasɛʎˌɐvɑjʊ
одбојку	ˈodbojkʊ
помоћника	pˈomot͡ɕnˌɪkɐ
одвоје	ˈodvoje
вртлогу	vrtlˈoɡʊ
киднапована	kˈidnɐpˌovɐnɐ
Ралф	rˈalf
колеџу	kˈolɛd͡ʒʊ
упознаје	ˈupoznˌɑje
скицу	skˈit͡sʊ
субјективна	sˈubjektˌɪvnɐ
сугласник	sˈuɡlɐsnɪk
четворица	t͡ʃˈɛtvorˌɪt͡sɐ
унели	ˈunɛlɪ
аутомобилом	ˈaʊtˌomobˌɪlom
ђаволи	d͡ʑˈavolɪ
антибиотици	ˈantɪbˌɪotˌɪt͡sɪ
малој	mˈaloj
канцеларију	kˈant͡sɛlˌɑrɪjʊ
Мако	mˈako
суми	sˈumɪ
скровиште	skrˈovɪʃtɛ
словеначкој	slˈovɛnˌɐt͡ʃkoj
гувернера	ɡˈuvɛrnˌɛrɐ
Гор	ɡˈor
контракције	kˈontrɐkt͡sˌɪje
каравани	kˈɑrɐvˌɐnɪ
етнографска	ˈɛtnoɡrˌɐfskɐ
настањена	nˈastɐɲˌenɐ
разраду	rˈazrɐdʊ
сандуцима	sˈandʊt͡sˌɪmɐ
Тоби	tˈobɪ
кесице	kˈɛsɪt͡sɛ
суверене	sˈuvɛrˌɛnɛ
затвориле	zˈatvorˌɪlɛ
спољашњих	spˈoʎɐʃɲɪh
превођења	prˈɛvod͡ʑˌɛɲɐ
Јосип	jˈosɪp
Горњем	ɡˈorɲem
граниче	ɡrˈanɪt͡ʃɛ
алтернативне	ˈaltɛrnˌɐtɪvnɛ
Напад	nˈapɐd
Алекса	ˈalɛksɐ
Висенте	vˈisɛntɛ
Шејх	ʃˈejh
Констанс	kˈonstɐns
провлачи	prˈovlɐt͡ʃɪ
апарату	ˈapɑrˌɐtʊ
Дијагноза	dˈijɐɡnˌozɐ
издаци	ˈizdɐt͡sɪ
Мартенс	mˈɑrtɛns
Кокан	kˈokɐn
Крима	krˈimɐ
слонови	slˈonovɪ
Хејген	xˈejɡɛn
чајна	t͡ʃˈɑjnɐ
светога	svˈɛtoɡɐ
Брзи	brzˈi
усек	ˈusɛk
Пајсија	pˈɑjsɪjɐ
викарни	vˈikɑrnɪ
France	frˈant͡sɛ
отежана	ˈotɛʒˌɐnɐ
Катедрала	kˈatɛdrˌɐlɐ
претварати	prˈɛtvɑrˌɐtɪ
купца	kˈupt͡sɐ
кубни	kˈubnɪ
потисли	pˈotɪslɪ
Дизајнери	dˈizɑjnˌɛrɪ
немара	nˈɛmɑrɐ
оконча	ˈokont͡ʃɐ
Носећи	nˈosɛt͡ɕɪ
јабуком	jˈabʊkom
Молдер	mˈoldɛr
престижним	prˈɛstɪʒnɪm
предвиђање	prˈɛdvɪd͡ʑˌɐɲe
Мезграја	mˈɛzɡrɑjɐ
сујету	sˈujetʊ
засићене	zˈasɪt͡ɕˌɛnɛ
вештачка	vˈɛʃtɐt͡ʃkɐ
полимера	pˈolɪmˌɛrɐ
Џулс	d͡ʒˈuls
стваралаца	stvˈɑrɐlˌɐt͡sɐ
учествовања	ˈut͡ʃɛstvˌovɐɲɐ
ослањале	ˈoslɐɲˌɐlɛ
мотивације	mˈotɪvˌɐt͡sɪje
Научно	nˈaʊt͡ʃno
агрегација	ˈaɡrɛɡˌɐt͡sɪjɐ
јефтинија	jˈeftɪnˌɪjɐ
алатке	ˈalɐtkɛ
Клиничког	klˈinɪt͡ʃkoɡ
уједињену	ˈujedˌɪɲenʊ
Тампа	tˈampɐ
обухваћени	ˈobʊhvˌɐt͡ɕɛnɪ
Невероватно	nˈɛvɛrˌovɐtno
неприкосновена	nˈɛprɪkˌosnovˌɛnɐ
сланих	slˈanɪh
сишла	sˈiʃlɐ
окупљени	ˈokʊpʎˌenɪ
Нео	nˈɛo
опадања	ˈopɐdˌɐɲɐ
карактери	kˈɑrɐktˌɛrɪ
радњом	rˈadɲom
спаљивали	spˈaʎɪvˌɐlɪ
предложила	prˈɛdloʒˌɪlɐ
Куљани	kˈuʎɐnɪ
ценити	t͡sˈɛnɪtɪ
Internet	ˈintɛrnɛt
тестирала	tˈɛstɪrˌɐlɐ
постајемо	pˈostɑjˌemo
стандарде	stˈandɑrdɛ
оклузије	ˈoklʊzˌɪje
Просвета	prˈosvɛtɐ
објеката	ˈobjekˌɐtɐ
Чехова	t͡ʃˈɛhovɐ
фрегате	frˈɛɡɐtɛ
Предао	prˈɛdɐo
Месна	mˈɛsnɐ
Раул	rˈaʊl
инфективне	ˈinfɛktˌɪvnɛ
Узводно	ˈuzvodno
металним	mˈɛtɐlnɪm
кулминирали	kˈulmɪnˌɪrɐlɪ
ивица	ˈivɪt͡sɐ
атлетском	ˈatlɛtskom
прилазу	prˈilɐzʊ
математичке	mˈatɛmˌɐtɪt͡ʃkɛ
Томаш	tˈomɐʃ
шоље	ʃˈoʎe
федерација	fˈɛdɛrˌɐt͡sɪjɐ
властитих	vlˈastɪtɪh
Кинеског	kˈinɛskoɡ
Иронично	ˈironˌɪt͡ʃno
категоризацији	kˈatɛɡˌorɪzˌɐt͡sɪjɪ
Градови	ɡrˈadovɪ
положај	pˈoloʒɑj
формацији	fˈormɐt͡sˌɪjɪ
хрватскога	xrvˈaːtskoɡɐ
риболовци	rˈibolˌoft͡sɪ
Лун	lˈun
шум	ʃˈum
Освојена	ˈosvojˌenɐ
креирала	krˈɛɪrˌɐlɐ
белгијског	bˈɛlɡɪjskoɡ
Тежиште	tˈɛʒɪʃtɛ
тридесете	trˈidɛsˌɛtɛ
Данске	dˈanskɛ
банова	bˈanovɐ
задесиле	zˈadɛsˌɪlɛ
Review	rˈɛvɪɛv
херојство	xˈɛrojstvo
робној	rˈobnoj
избијања	ˈizbɪjˌɐɲɐ
специјализовани	spˈɛt͡sɪjˌɐlɪzˌovɐnɪ
Туниса	tˈunɪsɐ
залив	zˈalɪv
медиј	mˈɛdɪj
платформама	plˈatformˌɐmɐ
земуница	zˈɛmʊnˌɪt͡sɐ
комуникацијама	kˈomʊnˌɪkɐt͡sˌɪjɐmɐ
Ујутро	ˈujʊtro
безбједност	bˈɛzbjednost
Граничи	ɡrˈanɪt͡ʃɪ
отмене	ˈotmɛnɛ
пробне	prˈobnɛ
просечног	prˈosɛt͡ʃnoɡ
анектирала	ˈanɛktˌɪrɐlɐ
известан	ˈizvɛstɐn
статутима	stˈatʊtˌɪmɐ
Антрополошки	ˈantropˌoloʃkɪ
пространији	prˈostrɐnˌɪjɪ
лествица	lˈɛstvɪt͡sɐ
испуњења	ˈispʊɲˌeɲɐ
бек	bˈɛk
стекну	stˈɛknʊ
романтичар	rˈomɐntˌɪt͡ʃɑr
Колашину	kˈolɐʃˌɪnʊ
процвата	prˈot͡svɐtɐ
Соња	sˈoɲɐ
корупцији	kˈorʊpt͡sˌɪjɪ
наметне	nˈamɛtnɛ
неуролошких	nˈɛʊrˌoloʃkɪh
излагана	ˈizlɐɡˌɐnɐ
инспекција	ˈinspɛkt͡sˌɪjɐ
Топоним	tˈoponɪm
етничког	ˈɛtnɪt͡ʃkoɡ
старија	stˈɑrɪjɐ
Арапским	ˈɑrɐpskɪm
богословски	bˈoɡoslˌofskɪ
научница	nˈaʊt͡ʃnˌɪt͡sɐ
имамо	ˈimɐmo
Грујић	ɡrˈujɪt͡ɕ
динамичне	dˈinɐmˌɪt͡ʃnɛ
Цариграду	t͡sˈɑrɪɡrˌɐdʊ
Ларс	lˈɑrs
Аустријанаца	ˈaʊstrˌɪjɐnˌɐt͡sɐ
статистику	stˈatɪstˌɪkʊ
разликовању	rˈazlɪkˌovɐɲʊ
претходне	prˈɛthodnɛ
убиство	ˈubɪstvo
поштовао	pˈoʃtovˌɐo
богатијим	bˈoɡɐtˌɪjɪm
прекривену	prˈɛkrɪvˌɛnʊ
торпедима	tˈorpɛdˌɪmɐ
полувреме	pˈolʊvrˌɛmɛ
стратешка	strˈatɛʃkɐ
Цервикална	t͡sˈɛrvɪkˌɐlnɐ
Post	pˈost
Албуму	ˈalbʊmʊ
скромније	skrˈomnɪje
инфраструктурних	ˈinfrɐstrˌʊktʊrnɪh
ролни	rˈolnɪ
паралела	pˈɑrɐlˌɛlɐ
цевчице	t͡sˈɛft͡ʃɪt͡sɛ
беличасто	bˈɛlɪt͡ʃˌɐsto
дозвољени	dˈozvoʎˌenɪ
факултет	fˈakʊltɛt
рјешење	rjˈeʃɛɲe
Најближа	nˈɑjblɪʒɐ
јакобинаца	jˈakobˌɪnɐt͡sɐ
депортованих	dˈɛportˌovɐnɪh
осећајима	ˈosɛt͡ɕˌɑjɪmɐ
Гарфилд	ɡˈɑrfɪld
неверника	nˈɛvɛrnˌɪkɐ
укључио	ˈukʎʊt͡ʃˌɪo
Конзули	kˈonzʊlɪ
Пристао	prˈistɐo
суђењу	sˈud͡ʑɛɲʊ
Сенте	sˈɛntɛ
одређују	ˈodrɛd͡ʑˌʊjʊ
фотографијом	fˈotoɡrˌɐfɪjom
метка	mˈɛtkɐ
катализује	kˈatɐlˌɪzʊje
Бајазита	bˈɑjɐzˌɪtɐ
Флоре	flˈorɛ
завршног	zˈavrʃnoɡ
узгајана	ˈuzɡɑjˌɐnɐ
доселили	dˈosɛlˌɪlɪ
модова	mˈodovɐ
поднијети	pˈodnɪjˌetɪ
излучи	ˈizlʊt͡ʃɪ
терористичких	tˈɛrorˌɪstɪt͡ʃkɪh
превожени	prˈɛvoʒˌɛnɪ
Компани	kˈompɐnɪ
Mac	mˈat͡s
фосилних	fˈosɪlnɪh
ротонде	rˈotondɛ
специјалног	spˈɛt͡sɪjˌɐlnoɡ
Андреа	ˈandrɛɐ
компанију	kˈompɐnˌɪjʊ
концерта	kˈont͡sɛrtɐ
Привременог	prˈivrɛmˌɛnoɡ
специјалистички	spˈɛt͡sɪjˌɐlɪstˌɪt͡ʃkɪ
херцег	xˈɛrt͡sɛɡ
звучни	zvˈut͡ʃnɪ
окупирани	ˈokʊpˌɪrɐnɪ
уринарног	ˈurɪnˌɑrnoɡ
чувеној	t͡ʃˈuvɛnoj
идентификован	ˈidɛntˌɪfɪkˌovɐn
психијатријским	psˈihɪjˌɐtrɪjskɪm
Јудеја	jˈudejɐ
житу	ʒˈitʊ
развијању	rˈazvɪjˌɐɲʊ
Пећке	pˈɛt͡ɕkɛ
компресора	kˈomprɛsˌorɐ
Демонстрације	dˈɛmonstrˌɐt͡sɪje
хришћане	xrˈiʃt͡ɕɐnɛ
Александрију	ˈalɛksˌɐndrɪjʊ
Драгу	drˈaɡʊ
налепница	nˈalɛpnˌɪt͡sɐ
одазива	ˈodɐzˌɪvɐ
помоћном	pˈomot͡ɕnom
руководством	rˈukovˌotstvom
југу	jˈuɡʊ
пловног	plˈovnoɡ
чуварима	t͡ʃˈuvɑrˌɪmɐ
славе	slˈavɛ
Налази	nˈalɐzɪ
Улцињ	ˈult͡sɪɲ
превенцију	prˈɛvɛnt͡sˌɪjʊ
придржавају	prˈidrʒɐvˌɑjʊ
Кингс	kˈiŋks
војводства	vˈojvotstvɐ
ЗБОР	zbˈor
ограниченим	ˈoɡrɐnˌɪt͡ʃɛnɪm
железници	ʒˈɛlɛznˌɪt͡sɪ
бијелог	bˈijeloɡ
Сматран	smˈatrɐn
доделиле	dˈodɛlˌɪlɛ
употребу	ˈupotrˌɛbʊ
примали	prˈimɐlɪ
Дрвара	drvˈɑrɐ
сликарски	slˈikɑrskɪ
Аљаску	ˈaʎɐskʊ
ривале	rˈivɐlɛ
елиминисали	ˈɛlɪmˌɪnɪsˌɐlɪ
честог	t͡ʃˈɛstoɡ
грузијског	ɡrˈuzɪjskoɡ
краћег	krˈat͡ɕɛɡ
огорчена	ˈoɡort͡ʃˌɛnɐ
аутобиографску	ˈaʊtˌobɪˌoɡrɐfskʊ
пронађе	prˈonɐd͡ʑɛ
испресецан	ˈisprɛsˌɛt͡sɐn
финансирани	fˈinɐnsˌɪrɐnɪ
окружене	ˈokrʊʒˌɛnɛ
импровизација	ˈimprovˌɪzɐt͡sˌɪjɐ
Валенса	vˈalɛnsɐ
такмичи	tˈakmɪt͡ʃɪ
инвалида	ˈinvɐlˌɪdɐ
мајчиног	mˈɑjt͡ʃɪnoɡ
додељивани	dˈodɛʎˌɪvɐnɪ
забављали	zˈabɐvljˌɐlɪ
чију	t͡ʃˈijʊ
издалека	ˈizdɐlˌɛkɐ
Теолошки	tˈɛolˌoʃkɪ
разликом	rˈazlɪkom
неизвесне	nˈɛɪzvˌɛsnɛ
млаз	mlˈaz
Слично	slˈit͡ʃno
Мреже	mrˈɛʒɛ
градоначелником	ɡrˈadonˌɐt͡ʃɛlnˌɪkom
публици	pˈublɪt͡sɪ
нападачке	nˈapɐdˌɐt͡ʃkɛ
Кривично	krˈivɪt͡ʃno
Султана	sˈultɐnɐ
пронађеним	prˈonɐd͡ʑˌɛnɪm
написала	nˈapɪsˌɐlɐ
Крајњи	krˈɑjɲɪ
популарисао	pˈopʊlˌɑrɪsˌɐo
обрасла	ˈobrɐslɐ
Босфора	bˈosforɐ
Иберију	ˈibɛrˌɪjʊ
једана	jˈedɐnɐ
старини	stˈɑrɪnɪ
Правног	prˈavnoɡ
сараднике	sˈɑrɐdnˌɪkɛ
сигурносног	sˈiɡʊrnˌosnoɡ
изузев	ˈizʊzɛv
маневрима	mˈanɛvrˌɪmɐ
ракету	rˈakɛtʊ
облигације	ˈoblɪɡˌɐt͡sɪje
болестима	bˈolɛstˌɪmɐ
Лењинграду	lˈɛɲɪŋɡrˌɐdʊ
деци	dˈɛt͡sɪ
отрови	ˈotrovɪ
арбитара	ˈɑrbɪtˌɑrɐ
авијатичара	ˈavɪjˌɐtɪt͡ʃˌɑrɐ
Цивилно	t͡sˈivɪlno
Историчар	ˈistorˌɪt͡ʃɑr
Хејз	xˈejz
Хиос	xˈios
компактно	kˈompɐktno
кампови	kˈampovɪ
северозападу	sˈɛvɛrˌozɐpˌɐdʊ
шпил	ʃpˈil
Општинској	ˈopʃtɪnskoj
највишим	nˈɑjvɪʃɪm
проузроковано	prˈo͡ʊzrokˌovɐno
зоном	zˈonom
Морам	mˈorɐm
наследног	nˈaslɛdnoɡ
спријатељили	sprˈijɐtˌɛʎɪlɪ
осцилује	ˈost͡sɪlˌʊje
барјак	bˈɑrjɐk
Стевана	stˈɛvɐnɐ
Прат	prˈat
склапање	sklˈapɐɲe
поморци	pˈomort͡sɪ
пријатељско	prˈijɐtˌɛʎsko
атлетичарка	ˈatlɛtˌɪt͡ʃɑrkɐ
сперматозоиди	spˈɛrmɐtˌozoˌɪdɪ
фебруар	fˈɛbrʊɑr
покушаће	pˈokʊʃˌɐt͡ɕɛ
Сену	sˈɛnʊ
телевизијом	tˈɛlɛvˌɪzɪjom
Говорећи	ɡˈovorˌɛt͡ɕɪ
зимског	zˈimskoɡ
