گاڏڙ	ɡaːɖˈʌr.
سموادي	səmʋˈaːdi
وڌيڪ	ʋədʰˈiːk
پراڻي	pərˈaːɳi
وڪڻي	ʋəkˈʌɳi
نقشن	nˌəqəʃˈʌn
پتل	pət̪ˈʌl
مصالحن	mˌəʂaːləhˈʌn
قائم	qaːˈɪm
ڳولي	ɡˈoːli
پوني	pˈoːni
هاڻوڪي	haːɳˈoːki
بيڪٽيريا	bˈeːkʈˌiːrjaː
ٻاروتڻ	bˌaːroːt̪ˈʌɳ
طرفان	tˌərfˈaːn
ڪنڊا	kˈʌnɖaː
سفارش	sˌəfaːrˈʌʃ
اٿي	ˈatʰi
ڳئون	ɡəˈoːn
لالو	lˈaːloː
مردن	mərdˈʌn
پئسو	pˈʌsoː
ھيليم	heːlˈiːm
جدت	ɟədˈʌt̪
ميڊيا	mˈeːɖjaː
اڱڻ	ˌaŋ̩ˈʌɳ
نوبت	noːbˈʌt̪
ڳڙهه	ɡˌər.əhˈʌh
رھائش	rˌəhaːˈɪʃ
باشعور	bˈaːʃaːˌoːr
آفاقي	aːfˈaːqi
هاڻوڪو	haːɳˈoːkoː
پرايو	pərˈaːjoː
ٿلهيون	ʈˌəlhjˈoːn
ڪلهوڙن	kˌəlhuːr.ˈʌn
چچ	cˈʌc
پاور	paːˈoːr
ڌرمداس	dʰˌərəmdˈaːs
تبديلي	t̪ˌəbdˈiːli
قافلن	qˌaːfəlˈʌn
لقبن	lˌəqəbˈʌn
آڏي	ˈaːɖi
ھزارين	hˌəzaːrˈiːn
قراقرم	qˌəraːqərˈʌm
جيلن	ɟeːlˈʌn
مصوري	məʂˈoːri
اخبارن	ˌaxbˈaːrən
ٽائيم	ʈaːˈiːm
منسوخ	mənsˈuːx
خدائن	xˌədaːˈɪn
ايجوڪيشن	ˌeːɟoːkiʃˈʌn
لباس	ləbˈaːs
ڪروڙين	kˌəroːr.ˈiːn
منتخب	mˌənət̪əxˈʌb
تڪ	t̪ˈʌk
ڏھ	ɖˈʌh
نقطي	nəqˈʌti
لسٻيلي	lˌəsbˈiːli
شاهجهاني	ʃˌaːhəɟhˈaːni
ھيڊوجن	hˌeːɖoːɟˈʌn
پنهور	pˌənhˈuːr
همدرد	hˌəmədˈʌrd
خطري	xətˈʌri
ڪيمسٽري	kˌeːməsəʈˈʌri
فورم	foːrˈʌm
شفيع	ʃˈʌfi
سوچيو	sˈoːcjoː
صديق	ʂədˈiːq
روڪي	rˈoːki
قادن	qaːdˈʌn
اونھو	ˈuːnhoː
ایک	ˈeːkʰ
بندرگاھ	bˌəndərɡˈaːh
ٽنڊوآدم	ʈˌənɖʋaːdˈʌm
فوج	fˈoːɟ
وزيراعظم	ʋˌəzirˌaːaːʐˈʌm
فلابرٽ	fˌəlaːbərˈʌʈ
ڪيرالا	keːrˈaːlaː
ٻجن	bəɟˈʌn
کنڊ	kʰˈʌnɖ
ريپبلڪن	rˌeːpəbˌələkˈʌn
ايڪشن	ˌeːkəʃˈʌn
نوبيل	noːbjˈal
رکڻو	rəkʰˈʌɳoː
باقي	bˈaːqi
سٽي	sˈʌʈi
خانہ	xaːnˈʌh
پورهيتن	pˌoːrhit̪ˈʌn
هيس	hˈeːs
ڍڪي	ɖʰˈʌki
قيدخاني	qˌeːdxˈaːni
ڪوٽا	kˈoːʈaː
مصرعن	mˌəʂrˈaːn
هي	hˈiː
اميه	amˈiːh
شيء	ʃˈeː
مراڪش	mˌəraːkˈʌʃ
پاليسيون	pˌaːlisjˈoːn
فيصل	feːʂˈʌl
ڪريم	kərˈiːm
اپت	apˈʌt̪
تهه	t̪əhˈʌh
صورتن	ʂˌoːrət̪ˈʌn
دريائي	dərjˈaːi
ڇوتہ	cʰoːt̪ˈʌh
هندومت	hˌɪnduːmˈʌt̪
رائي	rˈaːi
ليکي	lˈeːkʰi
ڀورو	bʰˈoːroː
دلير	dəlˈiːr
اونھي	ˈuːnhi
نيپيئر	nˌeːpiˈɪr
انت	anˈʌt̪
ڏيکاريو	ɖeːkʰˈaːrjoː
ملير	məlˈiːr
بزرگوار	bˈʊzʊɾɡʋˌaːr
گهڻا	ɡəhˈʌɳaː
طبقات	tˌəbəqˈaːt
کپي	kʰˈʌpi
شامل	ʃˈaːmɪl
انقلاب	ˌɪnqɪlˈaːb
مفتي	məfˈʌt̪i
ناچ	nˈaːc
سما	sˈʌmaː
مددگار	mˌədədɡˈaːr
گلوڪار	ɡˌəloːkˈaːr
ڪوٺين	koːʈʰˈiːn
ڪشميري	kˌəʃmˈiːri
نائٽروجن	nˌaːʈroːɟˈʌn
انگور	anɡˈoːr
ٻيئي	bˈeːi
پنن	pənˈʌn
لکڻي	ləkʰˈʌɳi
پکيڙي	pəkʰˈiːr.i
مشروب	mˌəʃrˈuːb
ڊسمبر	ɖˌəsəmbˈʌr
انقلابن	ˌɪnqɪlaːbˈʌn
وارث	ʋaːrˈʌs
برهمڻن	bˌərəhˌəməɳˈʌn
موٽيو	mˈoːʈjoː
سليم	səlˈiːm
ندي	nˈʌdi
پائيندا	paːˈiːndaː
ڦٽا	pʰˈʌʈaː
آندا	ˈaːndaː
اسلام	ˌɪslˈaːm
سطح	sˌətˈah
سرمايي	sˌərmˈaːji
ڇڏجي	cʰəɖˈʌɟi
هليا	hˈʌljaː
احوال	ahʋˈaːl
پڪا	pˈʌkaː
ڏجن	ɖəɟˈʌn
ڦھلجي	pʰˌəhəlˈʌɟi
هاجره	hˌaːɟərˈʌh
اسلم	ˌasəlˈʌm
ڊيٽا	ɖˈeːʈaː
وڏا	ʋˈʌɖaː
تلوار	t̪əlʋˈaːr
رهن	rəhˈʌn
خوشي	xˈʊʃi
ق	qˈaːf
حميد	həmˈiːd
ٻيڙين	beːr.ˈiːn
گوئي	ɡˈoːi
مرثيا	mərˈʌsjaː
ياسر	jaːsˈʌr
شيعن	ʃˈiːn
ٺهندڙ	ʈʰˌəhəndˈʌr.
ڪليڪٽر	kˌəlikəʈˈʌr
نصاب	nəʂˈaːb
اسٽيڊيم	ˌasʈiɖˈiːm
لاچار	laːcˈaːr
علائقائي	ˌalaːɪqˈaːi
ڏاهري	ɖaːhˈʌri
خاصيتن	xˌaːʂit̪ˈʌn
حملو	həmˈʌloː
قلب	qəlˈʌb
وحشي	ʋəhˈʌʃi
ڦرين	pʰərˈiːn
خوراڪ	xoːrˈaːk
هڙاپا	hər.ˈaːpaː
اک	ˈakʰ
فيضياب	feːzjˈaːb
ڪارخانو	kˌaːrxˈaːnoː
نڪاح	nˈʌkaːh
پورهيت	pˌoːrhˈiːt̪
پيرا	pˈeːraː
پيشوا	pˈeːʃʋaː
عبد	abˈʌd
جان	ɟˈaːn
گهاٽن	ɡˌəhaːʈˈʌn
اوڀارين	ˌuːbʰaːrˈiːn
فقدان	fˌəqdˈaːn
سيارو	sjˈaːroː
پرائيمري	pˌəraːimˈʌri
وجهندو	ʋˌəɟəhˈʌndoː
نان	nˈaːn
قدس	qədˈʌs
ڪجھ	kəɟˈʌh
تھھ	t̪əhˈʌh
فلڪياتي	fˌəlkjˈaːt̪i
پرڳڻن	pˌərəɡəɳˈʌn
مصيبت	mˌəʂibˈʌt̪
آهوجا	aːhˈoːɟaː
بدن	bədˈʌn
اسرار	ˌasrˈaːr
ٻوليون	boːljˈoːn
قريب	qərˈiːb
نالن	naːlˈʌn
ڇڻي	cʰˈʌɳi
عه	ˈah
سا	sˈaː
سڏبو	sˌəɖbˈoː
ترقياتي	t̪ˌərqjˈaːt̪i
يونانين	jˌoːnaːnˈiːn
عثمان	ˌasmˈaːn
هڙتال	hˌər.t̪ˈaːl
سنڀال	sˌənbʰˈaːl
بيعت	bˈiːt̪
شرعي	ʃərˈaːi
چاليهن	cˌaːlihˈʌn
هئس	hˈʌs
معاون	maːˈoːn
ڊڪشنري	ɖˌəkəʃənˈʌri
جوڳين	ɟoːɡˈiːn
فارغ	faːrˈʌɣ
رانديگرن	rˌaːndiɡərˈʌn
رومال	roːmˈaːl
جاڳندي	ɟaːɡˈʌndi
ٻنيون	bənjˈoːn
اڇا	ˈacʰaː
قادر	qaːdˈʌr
نقصانن	nˌəqʂaːnˈʌn
ھميشه	hˌəmiʃˈʌh
گهرايل	ɡˌəhərˈaːjal
سورتن	sˌoːrət̪ˈʌn
بڊو	bˈʌɖoː
چهچ	cəhˈʌc
سيلرا	seːlˈʌraː
جوڙو	ɟˈoːr.oː
تضاد	t̪əzˈaːd
دادا	dˈaːdaː
مونو	mˈoːnoː
کڻندو	kʰəɳˈʌndoː
طويل	tʋˈeːl
ذڪريا	zəkˈʌrjaː
رهبر	rˌəhəbˈʌr
فرمايو	fˌərmˈaːjoː
کڙي	kʰˈʌr.i
پرڳڻو	pˌərəɡˈʌɳoː
تقسيم	t̪ˌəqsˈiːm
پوري	pˈoːri
سڏجي	səɖˈʌɟi
ڍڪجي	ɖʰəkˈʌɟi
وڄائي	ʋəɟˈaːi
چاند	cˈaːnd
پرامن	pˌəraːmˈʌn
مصنف	mˌəʂənˈʌf
نڪتي	nəkˈʌt̪i
ننڍا	nənˈʌɖʰaː
مالڪ	maːlˈʌk
قبض	qəbˈʌz
شاهديون	ʃˌaːhədjˈoːn
پناهگير	pˌənaːhəɡˈiːr
زڪام	zəkˈaːm
رياستن	rjaːst̪ˈʌn
کانئن	kʰaːnˈʌn
آئس	aːˈɪs
برادري	bˌəraːdˈʌri
آڻيندڙ	ˌaːɳindˈʌr.
ورهيه	ʋˌərhˈiːh
چون	cˈoːn
سمجهندي	sˌəməɟəhˈʌndi
پدم	pədˈʌm
ڪپڙن	kˌəpər.ˈʌn
واڌارو	ʋaːdʰˈaːroː
ٻچو	bˈʌcoː
ڪٿائون	kˌətʰaːˈoːn
لئمبرڪ	lˌəmbərˈʌk
ڀاڪر	bʰaːkˈʌr
کوليائين	kʰˌoːljaːˈiːn
دالان	daːlˈaːn
پراڪرت	pˌəraːkərˈʌt̪
فيشن	feːʃˈʌn
ابوالقاسم	abʋˈaːlqˌaːsəm
لڪسمبرگ	lˌəkəsˌəmbərˈʌɡ
فردوس	fərdˈuːs
پاڪستاني	pˌaːkɪstˈaːni
مڪاني	məkˈaːni
بناوت	bˌənaːˈoːt̪
حرڪتون	hˌərəkt̪ˈoːn
پيشنگوئي	pˌeːʃnɡˈoːi
ماسڪو	maːsˈʌkoː
منجهه	mˌənəɟəhˈʌh
ڀارتي	bʰaːrˈʌt̪i
ڪولمبيا	kˌoːlmbjˈaː
عقيدت	ˌaqidˈʌt̪
روين	rʋˈeːn
جوڙائي	ɟoːr.ˈaːi
پردن	pərdˈʌn
مورخ	moːrˈʌx
ڪاسٽر	kˌaːsəʈˈʌr
علاوه	ˌalaːˈoːh
آڪسائيڊ	ˌaːksaːˈiːɖ
سيل	sˈeːl
ڊهي	ɖˈʌhi
شعاع	ʃˈaːaː
نا	nˈaː
ساڳي	sˈaːɡi
ڏائڻ	ɖaːˈɪɳ
ميسر	meːsˈʌr
ٺهڻ	ʈʰəhˈʌɳ
محال	məhˈaːl
اٿم	aʈˈʌm
خاصيتون	xˌaːʂit̪ˈoːn
آور	aːˈoːr
مشورو	məʃˈoːroː
رهاڪو	rəhˈaːkoː
لوڪ	lˈoːk
جنڊ	ɟˈʌnɖ
بلور	bəlˈoːr
ٺاهيندي	ʈʰaːhˈiːndi
دبئي	dəbˈʌi
پادري	paːdˈʌri
ڪيلشم	kˌeːləʃˈʌm
ڪيلي	kˈeːli
صفرا	ʂəfˈʌraː
ضم	zˈʌm
تاثر	t̪aːsˈʌr
سفيد	səfˈiːd
اهنسا	ahˈʌnsaː
تعليم	t̪aːlˈiːm
پٺي	pˈʌʈʰi
برگ	bərˈʌɡ
اونداهي	uːndˈaːhi
عروض	arˈoːz
الا	ˈalaː
نظر	naʐˈar
ماحول	maːhˈoːl
پهتا	pəhˈʌt̪aː
وهنوار	ʋˌəhənʋˈaːr
اعجاز	aːɟˈaːz
ھلندو	həlˈʌndoː
برنارڊشا	bˌərnˌaːrəɖˈʌʃaː
ساهه	saːhˈʌh
ترڪمانستان	t̪ˌərəkmaːnˈɪstaːn
پوٽي	pˈoːʈi
سج	sˈʌɟ
ڪوريا	kˈoːrjaː
مقرري	mˌəqərˈʌri
وزني	ʋəzˈʌni
پليٽ	pəlˈiːʈ
اربع	ˌarbˈaː
ٻارنهن	bˌaːrənəhˈʌn
محقق	mʊhˈaqɪq
گهرائي	ɡˌəhərˈaːi
جھاز	ɟəhˈaːz
ڀٽي	bʰˈʌʈi
ولادت	ʋˌəlaːdˈʌt̪
سهارو	səhˈaːroː
ڇڏڻ	cʰaɖˈɪɳʊ
خريف	xərˈiːf
درگاهن	dˌərɡaːhˈʌn
علييف	aljˈiːf
قاتل	qaːt̪ˈʌl
جوڳ	ɟˈoːɡ
پرايائين	pˌəraːjaːˈiːn
لامحدود	lˌaːməhdˈoːd
سرندي	sərˈʌndi
بجا	bˈʌɟaː
ٽيم	ʈˈeːm
مقبوليت	mˌəqbˈuːlit̪
تر	t̪ˈʌr
ملا	mˈʌlaː
وجهن	ʋˌəɟəhˈʌn
سراسري	sˌəraːsˈʌri
ھلائڻ	hˌəlaːˈɪɳ
ڪڙڇ	kər.ˈʌcʰ
پيلا	pˈeːlaː
محلو	məhˈʌloː
آڳاٽا	aːɡˈaːʈaː
تارا	t̪ˈaːraː
گهوڙي	ɡəhˈoːr.i
البيروني	ˌalbˈiːroːnˌiː
مصنفن	mˌəʂənəfˈʌn
کاٻي	kʰˈaːbi
ڪورونا	koːrˈoːnaː
جوڙيندڙ	ɟˌoːr.indˈʌr.
شور	ʃˈoːr
تري	t̪ˈʌri
عالم	aːlˈʌm
گپ	ɡˈʌp
هوا	hʋˈaː
مهاراجا	mˌəhaːrˈaːɟaː
القرآن	ˌaləqrˈaːn
سرد	sˈʌrd
حاضر	haːzˈʌr
گول	ɡˈoːl
واقعا	ʋˈaːqaː
ڦڪي	pʰˈʌki
ٻار	bˈaːr
فريم	fərˈiːm
روزمره	rˌoːzəmərˈʌh
لڪياري	ləkjˈaːri
چانهه	cˌaːnəhˈʌh
ڪشور	kəʃˈoːr
پهچائي	pˌəhəcˈaːi
سنڌو	sˈɪndhoː
حيواني	hjʋˈaːni
پنهنجي	pˈʌ̃hnɟi
ڀائٽيو	bʰˈaːʈjoː
ديوناگري	djˌoːnaːɡˈʌri
رچاء	rˈʌcaː
آرڪيالاجي	ˌaːrkjaːlˈaːɟi
موجودگي	moːɟˈuːdɡi
ٿلھو	ʈəlˈʌhoː
ڪوسٽ	koːsˈʌʈ
پائيپ	paːˈiːp
ذريعي	zərˈiːi
ديول	djˈoːl
ماڻيو	mˈaːɳjoː
هنگلاج	hˌənɡəlˈaːɟ
هلت	həlˈʌt̪
پاڙا	pˈaːr.aː
پورائي	poːrˈaːi
ماني	mˈaːni
ايشيا	ˈeːʃjaː
برائي	bərˈaːi
سھڻي	səhˈʌɳi
مئگزين	mˌəɡzˈiːn
ڪلهوڙا	kˌəlhˈuːr.aː
ارڙھن	ˌarər.hˈʌn
ڳڻپ	ɡəɳˈʌp
اداڪاره	ˌadaːkaːrˈʌh
آڱريون	ˌaːŋ̩rjˈoːn
ٺڪراٺو	ʈʰˌəkrˈaːʈʰoː
ڪوڙ	kˈoːr.
سوارن	sʋaːrˈʌn
ترار	t̪ərˈaːr
اسٽريٽ	ˌasəʈrˈiːʈ
پهتو	pəhˈʌt̪oː
انگلينڊ	ˌanɡəlˈiːnɖ
پختونخوا	pˌəxt̪uːnˈʌxʋaː
خفيه	xəfˈiːh
واسي	ʋˈaːsi
علوي	ˈalʋi
وڌندي	ʋədʰˈʌndi
بلڙي	bəlˈʌr.i
ڦر	pʰˈʌr
ڪانگو	kˈaːnɡoː
مضمون	mˌəzmˈuːn
ناھي	nˈaːhi
العين	ˌalaːˈiːn
رستا	rˈʌst̪aː
شق	ʃˈʌq
ھيٺئين	hˌeːʈʰˈiːn
همعصر	hˌəmaːʂˈʌr
انجام	ˌanɟˈaːm
عربن	ˌarəbˈʌn
آپ	ˈaːp
ماروي	mˈaːrʋi
ساڳيو	sˈaːɡjoː
قدامت	qˌədaːmˈʌt̪
موسمي	moːsˈʌmi
بلند	bəlˈʌnd
راجپوتن	rˌaːɟpoːt̪ˈʌn
ڪ	kˈaːf
زيورن	zjoːrˈʌn
مٿئين	mˌəʈˈiːn
ڊگريون	ɖˌəɡrjˈoːn
خوش	xˈʊʃ
شھرت	ʃˌəhərˈʌt̪
اسڪردو	ˌasəkˈʌrdoː
خميسو	xəmˈiːsoː
پوي	pʋˈeː
اشارو	aʃˈaːroː
خنساء	xˈʌnsaː
وائرس	ʋˌaːɪrˈʌs
پرتي	pərˈʌt̪i
لائڻ	laːˈɪɳ
محلات	mˌəhəlˈaːt
خطبو	xˌətbˈoː
پٿريلي	pˌəʈrˈiːli
ملٽري	mˌələʈˈʌri
ميربحر	mˌeːrəbəhˈʌr
ڄاڻايا	ɟaːɳˈaːjaː
لاهي	lˈaːhi
اولھندي	ˌuːləhˈʌndi
وفد	ʋəfˈʌd
ثنا	sˈʌnaː
ٺاھي	ʈʰˈaːhi
ثانوي	sˈaːnʋi
ڇتين	cʰət̪ˈiːn
ڪجھه	kˌəɟəhˈʌh
مٿا	mˈʌtʰaː
ايتريقدر	ˌeːt̪rˌiːqədˈʌr
درآمد	dˌəraːmˈʌd
ذهن	zəhˈʌn
چاهي	cˈaːhi
فيئر	feːˈɪr
مائٽ	mˈaːʈ
ڪئپٽن	kˌəpəʈˈʌn
مدرسو	mˌədərˈʌsoː
معاملي	maːmˈʌli
چئنل	cənˈʌl
سرواڻ	sərʋˈaːɳ
م	mˈiːm
ڳاتو	ɡˈaːt̪oː
سنگهار	sˌənɡəhˈaːr
معاشري	maːʃˈʌri
اصحابن	ˌaʂhaːbˈʌn
ممتاز	mˌəmt̪ˈaːz
تڙ	t̪ˈʌr.
سگھجي	səɡʰˈʌɟi
شخصيتون	ʃˈaxʂit̪ˌoːn
عيوض	ajˈoːz
جماعتن	ɟˌəmaːaːt̪ˈʌn
انگي	ˈanɡi
سالياني	saːljˈaːni
علماء	alˈʌmaː
پيئي	pˈeːi
تنھنڪري	t̪ˌənhnəkˈʌri
لکيائين	lˌəkʰjaːˈiːn
ڦيري	pʰˈeːri
چونڊون	coːnɖˈoːn
سائنسدان	sˌaːɪnsədˈaːn
واڪ	ʋˈaːk
ڊرامي	ɖərˈaːmi
نڙ	nˈʌr.
رسيو	rˈʌsjoː
جذبي	ɟˌəzbˈiː
يھودي	jəhˈoːdi
گيٽ	ɡˈeːʈ
رھيون	rəhjˈoːn
مڪانن	mˌəkaːnˈʌn
شل	ʃˈʌl
جھڙي	ɟəhˈʌr.i
تمدن	t̪ˌəmədˈʌn
غزلن	ɣˌəzəlˈʌn
اياز	eːˈaːz
پڌرنامي	pˌədʰərnˈaːmi
ويس	ʋˈeːs
گمان	ɡəmˈaːn
فائلم	fˌaːɪlˈʌm
روزانه	rˌoːzaːnˈʌh
ڏوڪري	ɖoːkˈʌri
تحفا	t̪əhˈʌfaː
چمڪندڙ	cˌəməkəndˈʌr.
ڀيري	bʰˈeːri
فهرست	fˌəhərˈʌst̪
گچ	ɡˈʌc
وٺرائي	ʋˌəʈʰrˈaːi
تيرهين	t̪ˌeːrhˈiːn
بالغ	bˈaːləɣ
پاڙ	pˈaːr.
نقوي	nˈʌqʋi
هٿ	hˈʌʈ
نڪرنديون	nɪkrndjˈoːn
روانا	rʋˈaːnaː
قمر	qəmˈʌr
ڳڻ	ɡˈʌɳ
مڌيا	mˈʌdʰjaː
دري	dˈʌri
ابوذر	abˈoːzər
سمپورن	sˌəmpuːrˈʌn
مايا	mˈaːjaː
ريزڪي	reːzˈʌki
ڪورٽ	koːrˈʌʈ
فلڪي	fəlˈʌki
سدا	sˈʌdaː
پانڌي	pˈaːndʰi
ويهي	ʋˈeːhi
عصر	aʂˈʌr
ذميواريون	zˌəmjʋaːrjˈoːn
آوازن	ˌaːʋaːzˈʌn
قرباني	qˌərbˈaːni
محبوب	mˌəhbˈuːb
قصور	qəʂˈoːr
ھيڊ	hˈeːɖ
ڪاٺي	kˈaːʈʰi
هنر	hənˈʌr
سمجهي	sˌəməɟˈʌhi
ڪمند	kəmˈʌnd
سندين	səndˈiːn
اڪيلو	akˈiːloː
ڳائيندڙ	ɡˌaːindˈʌr.
ئي	ˈiː
ي	jˈeː
سرچشمو	sˌərcəʃˈʌmoː
کوليا	kʰˈoːljaː
بناوٽ	bˌənaːˈoːʈ
نقشو	nəqˈʌʃoː
پريا	pˈʌrjaː
مهينو	məhˈiːnoː
وجھڻ	ʋˌəɟəhˈʌɳ
ججهو	ɟəɟˈʌhoː
مارشل	mˌaːrəʃˈʌl
فاطمه	fˌaːtəmˈʌh
برو	bˈʌroː
ڀيٽ	bʰˈeːʈ
ٽربيونل	ʈˌərbjˈoːnəl
پياري	pjˈaːri
تحفظ	t̪ˌəhəfˈʌʐ
بانو	bˈaːnoː
پڙھندا	pər.hˈʌndaː
اپٻيٽ	ˌapbˈiːʈ
حاڪمن	hˌaːkəmˈʌn
رهي	rˈʌhi
مفاد	məfˈaːd
انسان	ɪnsˈaːn
چلم	cəlˈʌm
شمر	ʃəmˈʌr
ٿڌيون	ʈədʰjˈoːn
عذاب	azˈaːb
هموار	həmʋˈaːr
سڏڻ	səɖˈʌɳ
پليجو	pəlˈiːɟoː
اعزاز	eːzˈaːz
ڏنا	ɖˈʌnaː
يادگيرين	jˌaːdɡirˈiːn
اليڪٽران	ˌalikˌəʈrˈaːn
مولابخش	mˌoːlaːbəxˈʌʃ
فطرتي	fˌətərˈʌt̪i
واهپو	ʋaːhˈʌpoː
نتيجن	nˌət̪iɟˈʌn
جدا	ɟˈʊdaː
پاسي	pˈaːsi
هاري	hˈaːri
ڇنڊڇاڻ	cʰˌənɖəcʰˈaːɳ
اسڪولن	ˌaskoːlˈʌn
وهندي	ʋəhˈʌndi
شايد	ʃaːˈiːd
ڪهاڻيون	kˌəhaːɳjˈoːn
معشوق	maːʃˈoːq
آڪسيجن	ˌaːksiɟˈʌn
يافتہ	jˌaːfət̪ˈʌh
ضابطو	zaːbˈʌtoː
عبدالقيوم	ˌabdˌaːlqjˈoːm
هڪجهڙا	hˌəkəɟəhˈʌr.aː
ابڙو	abˈʌr.oː
ـ	lˈetəcʰˈahacˈaːrbˈʊr.i
سنڌن	sˈɪndhn
سامونڊي	saːmˈoːnɖi
ياداشت	jaːdˈaːʃt̪
مقابلي	mˌəqaːbˈʌli
پگهر	pˌəɡəhˈʌr
چوندو	cˈoːndoː
تحريڪ	t̪ˌəhrˈiːk
ڪيٽي	kˈeːʈi
لنڪيش	lˌənkˈiːʃ
کڏون	kʰəɖˈoːn
گرڊرن	ɡˌərəɖərˈʌn
وڌائڻ	ʋˌədʰaːˈɪɳ
جاء	ɟˈaː
جعفري	ɟaːfˈʌri
وجد	ʋəɟˈʌd
چاندي	cˈaːndi
خودمختيار	xˈʊdməxt̪jˌaːr
ڏندن	ɖəndˈʌn
هيلن	heːlˈʌn
دربار	dˌərbˈaːr
ڪنهن	kˈʌ̃hɪ̃
رسا	rˈʌsaː
ڇپايا	cʰəpˈaːjaː
نظرياتي	naʐˈarjaːt̪ˌiː
ڪنن	kənˈʌn
کوسا	kʰˈoːsaː
زلزلو	zˌalzˈaloː
ڦل	pʰˈʌl
ڪچرو	kəcˈʌroː
ڍنگ	ɖʰˈʌnɡ
ڄاڻو	ɟˈaːɳoː
مرد	mˈʌrd
گهٽين	ɡˌəhəʈˈiːn
وجھي	ʋəɟˈʌhi
مسٽر	mˌəsəʈˈʌr
مظهر	mˌəʐəhˈʌr
فڪري	fəkˈʌri
ڌوڪي	dʰˈoːki
ٺھيو	ʈʰˈʌhjoː
راتين	raːt̪ˈiːn
چوڻيون	coːɳjˈoːn
آندي	ˈaːndi
نٿي	nˈʌtʰi
مون	mˈũː
وسيلو	ʋəsˈiːloː
ساهتيه	sˌaːhət̪ˈiːh
اڪثريت	ˌakəsrˈiːt̪
نظامي	nɪʐˈaːmi
اشاري	aʃˈaːri
رٿون	rətʰˈoːn
رند	rˈʌnd
اينڊ	ˈeːnɖ
چوڏھين	cˌoːɖhˈiːn
تنهنجي	t̪ˌənəhənˈʌɟi
مملڪت	mˌəmələkˈʌt̪
رضوان	rəzʋˈaːn
گائڪ	ɡaːˈɪk
روڪ	rˈoːk
سنگيت	sənɡˈiːt̪
ويجهن	ʋˌeːɟəhˈʌn
شرطن	ʃˌərətˈʌn
برباد	bˌərbˈaːd
سگهندا	sˌəɡəhˈʌndaː
ڪينيا	kˈeːnjaː
گرد	ɡˈʌrd
ايماندار	ˌeːmaːndˈaːr
ڪٿا	kˈʌtʰaː
موڪليائين	mˌoːkljaːˈiːn
راما	rˈaːmaː
کهڙو	kʰəhˈʌr.oː
انجنيئرنگ	ˌanəɟniˈɪrənɡ
سمورا	səmˈoːraː
ڌيئرن	dʰeːˈɪrən
ڏاڍو	ɖˈaːɖʰoː
مينھن	mˈeːnhn
انيڪ	anˈiːk
قسمت	qˌəsəmˈʌt̪
رھن	rəhˈʌn
سڪرنڊ	sˌəkərˈʌnɖ
پورچوگال	pˌoːrcoːɡˈaːl
رکيا	rˈʌkʰjaː
فراهم	fˌəraːhˈʌm
ڏکيو	ɖˈʌkʰjoː
وٺندا	ʋəʈʰˈʌndaː
پيء	pˈeː
مٿاهين	mˌətʰaːhˈiːn
شجاع	ʃˈʌɟaː
پنڊت	pənɖˈʌt̪
والده	ʋˌaːlədˈʌh
ملن	məlˈʌn
تعلقا	t̪aːlˈʌqaː
پيرس	peːrˈʌs
ڳري	ɡˈʌri
مٽائڻ	mˌəʈaːˈɪɳ
سانت	saːnˈʌt̪
سدن	sədˈʌn
گردش	ɡərdˈʌʃ
عادل	aːdˈʌl
تا	t̪ˈaː
چراگاھون	cˌəraːɡaːhˈoːn
خطرناڪ	xˌətərnˈaːk
سارين	saːrˈiːn
ڇپيا	cʰˈʌpjaː
حرن	hərˈʌn
مرهٽن	mˌərəhəʈˈʌn
پرنٽنگ	pˌərənəʈˈʌnɡ
گهرايو	ɡˌəhərˈaːjoː
پريم	pərˈiːm
ٺاهيندو	ʈʰaːhˈiːndoː
سري	sˈʌri
ڪيٿولڪ	kˌeːtʰoːlˈʌk
مليس	məlˈiːs
ادريس	ˌadrˈiːs
ريل	rˈeːl
ڪشش	kəʃˈʌʃ
منھنجي	mənhnˈʌɟi
کڏن	kʰəɖˈʌn
تجزيي	t̪əɟˈʌzji
عرفان	ˌarfˈaːn
آذربائيجان	ˌaːzərbˈaːiɟˌaːn
جس	ɟˈʌs
تڪڙو	t̪əkˈʌr.oː
داري	dˈaːri
شرما	ʃərˈʌmaː
آڊيشن	ˌaːɖiʃˈʌn
بنان	bənˈaːn
معلومات	mˌaːloːmˈaːt
ماسٽرس	mˌaːsəʈərˈʌs
فالج	faːlˈʌɟ
اٽي	ˈaʈi
اول	ˈuːl
چاھ	cˈaːh
وڌو	ʋˈʌdʰoː
ڪرنسي	kərˈʌnsi
پرلوڪ	pˌərlˈuːk
صنفون	ʂˌənfˈuːn
اها	ˈɪhaː
نارٿ	naːrˈʌʈ
آري	ˈaːri
خواجہ	xʋaːɟˈʌh
آرائين	ˌaːraːˈiːn
هئائين	hˌəaːˈiːn
ساڍا	sˈaːɖʰaː
پٿري	pəʈˈʌri
خاڪ	xˈaːk
هڏن	həɖˈʌn
بانڊ	bˈaːnɖ
وليد	ʋəlˈiːd
گنبذ	ɡənbˈʌz
عورتن	ˌaoːrət̪ˈʌn
سوکڙي	soːkʰˈʌr.i
ناتا	nˈaːt̪aː
ميران	meːrˈaːn
هئڻ	hˈʌɳ
آرسي	aːrˈʌsi
آفيس	aːfˈiːs
