呼呼	xu˥˥xu˥˥
䀐	san˨˩˦
雕琢	tjɑʊ˥˥ʈʂuɔ˧˥
饂	yn˧˥
槆	ɕyn˧˥
胊	tɕʰy˧˥
摩肩而過	mɔ˧˥tɕjɛn˥˥aɻ˧˥kuɔ˥˩
許可證	ɕy˨˩˦kʰɤ˨˩˦ʈʂɤŋ˥˩
油菜梗	joʊ˧˥tsʰaɪ˥˩kɤŋ˨˩˦
劶	kʰoʊ˨˩˦
微笑	weɪ˧˥ɕjɑʊ˥˩,weɪ˥˥ɕjɑʊ˥˩
滿目瘡痍	man˨˩˦mu˥˩ʈʂʰwɑŋ˥˥i˧˥
寛	kʰwan˥˥
蝼	loʊ˧˥
穿梭	ʈʂʰwan˥˥suɔ˥˥
三足鼎立	san˥˥tsu˧˥tɪŋ˨˩˦li˥˩
琧	ɤ˥˩
互聯網	xu˥˩ljɛn˧˥wɑŋ˨˩˦
觥	kʊŋ˥˥
炫耀	ɕɥœn˥˩jɑʊ˥˩
刻薄	kʰɤ˥˥pɔ˧˥,kʰɤ˥˩pɔ˧˥
幢隊	ʈʂʰwɑŋ˧˥tweɪ˥˩
千赫	tɕʰjɛn˥˥xɤ˥˩
䬵	aɪ˥˩
煐	ɪŋ˥˥
䋜	tɕʰɪŋ˥˩
草稿	tsʰɑʊ˨˩˦kɑʊ˨˩˦
鍎	tʰu˧˥
中的	ʈʂʊŋ˥˩ti˥˩
熛	pjɑʊ˥˥
郃	kɤ˧˥,xɤ˧˥,ɕja˧˥
䏁	tsaɪ˨˩˦
無理取鬧	u˧˥li˨˩˦tɕʰy˨˩˦nɑʊ˥˩
基	tɕi˥˥
遮陽板	ʈʂɤ˥˥jɑŋ˧˥pan˨˩˦
倇	wan˨˩˦
不遺餘力	pu˥˩i˧˥y˧˥li˥˩
吹笛	ʈʂʰweɪ˥˥ti˧˥
璽	ɕi˨˩˦
林木	lɪn˧˥mu˥˩
吶	nɤ˥˩,nɤ˧,na˥˩
損壞	suən˨˩˦xuaɪ˥˩
昧良心	meɪ˥˩ljɑŋ˧˥ɕɪn˥˥
䵐	ʈʂʰan˨˩˦,ʈʂʰan˥˩
䖡	ny˥˩
煮	ʈʂu˨˩˦
自主	tsɯ˥˩ʈʂu˨˩˦
活力四射	xuɔ˧˥li˥˩sɯ˥˩ʂɤ˥˩
樎	suɔ˥˥
滫	soʊ˨˩˦,ɕjoʊ˥˥,ɕjoʊ˨˩˦
學識淵博	ɕɥœ˧˥ʂɚ˧˥ɥœn˥˥pɔ˧˥,ɕɥœ˧˥ʂɚ˥˩ɥœn˥˥pɔ˧˥
龤	ɕjɛ˧˥
㜙	lu˥˩
協議	ɕjɛ˧˥i˥˩
疪	pi˥˩
䨢	tʰan˧˥,kɑʊ˥˩,ti˧˥,tan˥˩
籽	tsɯ˨˩˦
鼏	mi˥˩
㠐	tɕjɑʊ˥˩
賽艇	saɪ˥˩tʰɪŋ˨˩˦
神魂不定	ʂən˧˥xuən˧˥pu˧˥tɪŋ˥˩
走道	tsoʊ˨˩˦tɑʊ˥˩
㭏	weɪ˨˩˦
旅遊	ly˨˩˦joʊ˧˥
霸鶲	pa˥˩ʊŋ˥˥
椊	tsuɔ˧˥
瓦盆	wa˨˩˦pʰən˧˥
縫被子	fɤŋ˧˥peɪ˥˩tsɯ˧
侅	kaɪ˥˥
鼿	u˥˥
面子	mjɛn˥˩tsɯ˧
谸	tɕʰjɛn˥˥
㮑	tɕʰi˥˩
加勁工作	tɕja˥˥tɕɪn˥˩kʊŋ˥˥tsuɔ˥˩
鰯	ʐuɔ˥˩
暆	i˧˥
㣚	tʰʊŋ˨˩˦,tʰʊŋ˧˥
簃	i˧˥
鮋	joʊ˧˥
彌補損失	mi˨˩˦pu˨˩˦suən˨˩˦ʂɚ˥˥
㺵	tɕjoʊ˧˥
含量	xan˧˥ljɑŋ˥˩
褐	xɤ˧˥,xɤ˥˩
㬧	pɔ˧˥
垙	kwɑŋ˥˥
京片子	tɕɪŋ˥˥pʰjɛn˥˩tsɯ˧
家僮	tɕja˥˥tʰʊŋ˧˥
淆	ɕjɑʊ˧˥,jɑʊ˧˥
㖠	pa˥˩,nuɔ˥˩
烘影	xʊŋ˥˥ɪŋ˨˩˦
騸馬	ʂan˥˩ma˨˩˦
虃	tɕjɛn˥˥
䁵	pjɛn˨˩˦
圖書	tʰu˧˥ʂu˥˥
㰘	i˧˥
刨白薯	pʰɑʊ˧˥paɪ˧˥ʂu˨˩˦
遴	lɪn˥˩,lɪn˧˥
荰	tu˥˩
贗	jɛn˥˩
虞美人	y˧˥meɪ˨˩˦ʐən˧˥
榨油	ʈʂa˥˩joʊ˧˥
誑	kʰwɑŋ˥˩,kʰwɑŋ˧˥
處理失當	ʈʂʰu˨˩˦li˨˩˦ʂɚ˥˥tɑŋ˥˩
膺堂	ɪŋ˥˥tʰɑŋ˧˥
刾	tsʰɯ˥˩,tɕʰi˥˩
鄲	tan˥˥,tuɔ˥˥
打撲克	ta˨˩˦pʰu˥˥kʰɤ˥˩
敩	ɕjɑʊ˥˩
含	xan˧˥
累計	leɪ˨˩˦tɕi˥˩
糈	ɕy˨˩˦
生還者	ʂɤŋ˥˥xwan˧˥ʈʂɤ˨˩˦
脫身	tʰuɔ˥˥ʂən˥˥
下降	ɕja˥˩tɕjɑŋ˥˩
粑粑	pa˥˥pa˥˥
險境	ɕjɛn˨˩˦tɕɪŋ˥˩
蘇軾	su˥˥ʂɚ˥˩
䖏	ʈʂʰu˨˩˦
喪命	sɑŋ˥˩mɪŋ˥˩
朝政	ʈʂʰɑʊ˧˥ʈʂɤŋ˥˩
唏噓	ɕi˥˥ɕy˥˥
錭	tjɑʊ˥˥,tʰɑʊ˧˥
絚	kɤŋ˥˥,kɤŋ˥˩
殗	jɛ˥˩
䙣	sa˥˩
得悉	tɤ˧˥ɕi˥˥
渲	ɕɥœn˥˩
昌	ʈʂʰɑŋ˥˥
蜾	luɔ˨˩˦,kuɔ˨˩˦
㮶	ʂɚ˥˩,ʂuɔ˥˩
噝	sɯ˥˥
鄭重	ʈʂɤŋ˥˩ʈʂʊŋ˥˩
肊	i˥˩
廣告牌	kwɑŋ˨˩˦kɑʊ˥˩pʰaɪ˧˥
碑	peɪ˥˥
沾光	ʈʂan˥˥kwɑŋ˥˥
失魂落魄	ʂɚ˥˥xuən˧˥luɔ˥˩tʰuɔ˥˩,ʂɚ˥˥xuən˧˥luɔ˥˩pʰɔ˥˩
專訪	ʈʂwan˥˥fɑŋ˨˩˦
辦喪事	pan˥˩sɑŋ˥˥ʂɚ˥˩
殭	tɕjɑŋ˥˥
僦	tɕjoʊ˥˩
人非聖賢，誰能無過	ʐən˧˥feɪ˥˥ʂɤŋ˥˩ɕjɛn˧˥ʂeɪ˧˥nɤŋ˧˥u˧˥kuɔ˥˩
盈餘	ɪŋ˧˥y˧˥
空首	kʰʊŋ˥˥ʂoʊ˨˩˦
虷	kan˥˥,xan˧˥
總	tsʊŋ˨˩˦,tsʊŋ˥˥
鬸	ljoʊ˥˩
校慶	ɕjɑʊ˥˩tɕʰɪŋ˥˩
箋札	tɕjɛn˥˥ʈʂa˧˥
黑呼呼	xeɪ˥˥xu˥˥xu˥˥
清	tɕʰɪŋ˥˩,tɕʰɪŋ˥˥
篆刻	ʈʂwan˥˩kʰɤ˥˩
瘬	ʈʂɑŋ˥˩
誅	ʈʂu˥˥
呎	ʈʂʰɚ˨˩˦
恩物	ən˥˥u˥˩
察覺	ʈʂʰa˧˥tɕɥœ˧˥
鐵砧	tʰjɛ˨˩˦ʈʂən˥˥
杬	ɥœn˧˥,wan˧˥
官銜	kwan˥˥ɕjɛn˧˥
罝	tɕy˥˥,tɕjɛ˥˥
召來開會	ʈʂɑʊ˥˩laɪ˧˥kʰaɪ˥˥xweɪ˥˩
娠	ʂən˥˥
丁亥	tɪŋ˥˥xaɪ˥˩
電阻	tjɛn˥˩tsu˨˩˦
遇刺身亡	y˥˩tsʰɯ˥˩ʂən˥˥wɑŋ˧˥
煘	ʈʂʰan˧˥
調配	tjɑʊ˥˩pʰeɪ˥˩
幾何學	tɕi˨˩˦xɤ˧˥ɕɥœ˧˥
歸納	kweɪ˥˥na˥˩
廣闊	kwɑŋ˨˩˦kʰuɔ˥˩
泛指	fan˥˩ʈʂɚ˨˩˦
胯	kʰwa˨˩˦,kʰwa˥˩
鉺	aɻ˨˩˦,aɻ˥˩,kʰɤŋ˥˥
氣溫下降	tɕʰi˥˩uən˥˥ɕja˥˩tɕjɑŋ˥˩
傮	tsɑʊ˥˥,tsʰɑʊ˧˥
量血壓	ljɑŋ˧˥ɕɥœ˥˩ja˥˥
鳻	fən˥˥
兵	pɪŋ˥˥
以天下為己任	i˨˩˦tʰjɛn˥˥ɕja˥˩weɪ˧˥tɕi˨˩˦ʐən˥˩
打三折	ta˨˩˦san˥˥ʈʂɤ˧˥
洗衣	ɕi˨˩˦i˥˥
渾球兒	xuən˧˥tɕʰjoʊ˧˥aɻ˧
麒麟	tɕʰi˧˥lɪn˧˥
從姑	tsʊŋ˥˩ku˥˥,tsʰʊŋ˧˥ku˥˥
唕	tsɑʊ˥˩
蹼趾	pʰu˨˩˦ʈʂɚ˨˩˦,pʰu˧˥ʈʂɚ˨˩˦
著落停當	ʈʂuɔ˧˥luɔ˥˩tʰɪŋ˧˥tɑŋ˥˩
諪	tʰɪŋ˧˥
要	jɑʊ˥˥,jɑʊ˨˩˦,jɑʊ˥˩
沾臆	ʈʂan˥˥i˥˩
關係	kwan˥˥ɕi˥˩,kwan˥˥ɕi˧
歇宿	ɕjɛ˥˥su˥˩
䭡	ən˥˩
衛	weɪ˥˩
蠻橫	man˧˥xɤŋ˥˩
命運多舛	mɪŋ˥˩yn˥˩tuɔ˥˥ʈʂʰwan˨˩˦
合乎	xɤ˧˥xu˥˥
悊	ʈʂɤ˧˥
原始	ɥœn˧˥ʂɚ˨˩˦
原子團	ɥœn˧˥tsɯ˨˩˦tʰwan˧˥
毛布	mɑʊ˧˥pu˥˩
蒐	soʊ˥˥
分類法	fən˥˥leɪ˥˩fa˨˩˦
稲	tɑʊ˥˩
䌅	tʰɑŋ˧˥
杮	feɪ˥˩,peɪ˥˩
淺說	tɕʰjɛn˨˩˦ʂuɔ˥˥
璂	tɕʰi˧˥
讚	tsan˥˩
十拿九穩	ʂɚ˧˥na˧˥tɕjoʊ˨˩˦uən˨˩˦
晭	ʈʂoʊ˨˩˦
再三囑咐	tsaɪ˥˩san˥˥ʈʂu˨˩˦fu˥˩
滓	tsɯ˨˩˦
所得稅	suɔ˨˩˦tɤ˧˥ʂweɪ˥˩
愘	kʰɤ˥˩
鉤子	koʊ˥˥tsɯ˧
韝	koʊ˥˥
一蹴而就	i˧˥tsʰu˥˩aɻ˧˥tɕjoʊ˥˩
椲	weɪ˨˩˦
富	fu˥˩
䳫	kʰweɪ˧˥
鍬	tɕʰjɑʊ˥˥
鍊鋼	ljɛn˥˩kɑŋ˥˥
磘	tɕʰɪŋ˥˩
炸炮樓	ʈʂa˥˩pʰɑʊ˥˩loʊ˧˥
㑥	i˥˩
搭飛機	ta˥˥feɪ˥˥tɕi˥˥
議	i˥˩
貴族	kweɪ˥˩tsu˧˥
搦	nuɔ˥˩
舞	u˨˩˦
表示式	pjɑʊ˨˩˦ʂɚ˥˩ʂɚ˥˩
輪胎	luən˧˥tʰaɪ˥˥
匡計	kʰwɑŋ˥˥tɕi˥˩
弒君	ʂɚ˥˩tɕyn˥˥
岙	ɑʊ˥˩
做親	tsuɔ˥˩tɕʰɪn˥˥
縱肌	tsʊŋ˥˩tɕi˥˥,tsʊŋ˥˥tɕi˥˥
寵壞	ʈʂʰʊŋ˨˩˦xuaɪ˥˩
䏻	nɤŋ˧˥
趶	kʰu˥˩
叱吒	ʈʂʰɚ˥˩ʈʂa˥˥
指揮	ʈʂɚ˨˩˦xweɪ˥˥
樠	man˧˥,mən˧˥
茄克	tɕja˧˥kʰɤ˥˩,tɕja˥˥kʰɤ˥˩
交通梗塞	tɕjɑʊ˥˥tʰʊŋ˥˥kɤŋ˨˩˦sɤ˥˩
婬	ɪn˧˥
眧	ʈʂʰɑʊ˨˩˦
打岔	ta˨˩˦ʈʂʰa˥˩
膳食	ʂan˥˩ʂɚ˧˥
㢗	tɕʰjɑʊ˥˩
顊	i˧˥
血沈澱素	ɕɥœ˥˩ʈʂʰən˧˥tjɛn˥˩su˥˩
橫豎	xɤŋ˧˥ʂu˥˩
因為	ɪn˥˥weɪ˥˩
軍醫	tɕyn˥˥i˥˥
切切私語	tɕʰjɛ˥˩tɕʰjɛ˥˩sɯ˥˥y˨˩˦
䑔	feɪ˥˩
手槍	ʂoʊ˨˩˦tɕʰjɑŋ˥˥
嗲聲嗲氣	tja˨˩˦ʂɤŋ˥˥tja˨˩˦tɕʰi˥˩
蟾宮	ʈʂʰan˧˥kʊŋ˥˥
肯定	kʰən˨˩˦tɪŋ˥˩
神州	ʂən˧˥ʈʂoʊ˥˥
蜩蟬	tʰjɑʊ˧˥ʈʂʰan˧˥
顫	ʂan˥˥,ʈʂan˥˩,ʈʂʰan˥˩
蒸籠	ʈʂɤŋ˥˥lʊŋ˧˥
㘩	pi˥˩
冎	kwa˨˩˦
山水字畫	ʂan˥˥ʂweɪ˨˩˦tsɯ˥˩xwa˥˩
骨髓	ku˨˩˦sweɪ˨˩˦
䳱	u˥˩
打手槍	ta˨˩˦ʂoʊ˨˩˦tɕʰjɑŋ˥˥
嵬峨	weɪ˧˥ɤ˧˥
得人心者得天下	tɤ˧˥ʐən˧˥ɕɪn˥˥ʈʂɤ˨˩˦tɤ˧˥tʰjɛn˥˥ɕja˥˩
章節	ʈʂɑŋ˥˥tɕjɛ˧˥
刿	kweɪ˥˩
碇	tɪŋ˥˩
慬	tɕʰɪn˧˥,tɕɪn˥˩,tɕɪn˨˩˦
銾	kʊŋ˨˩˦
沓	tʰa˥˩,ta˧˥
威赫一時	weɪ˥˥xɤ˥˩i˥˩ʂɚ˧˥
註銷	ʈʂu˥˩ɕjɑʊ˥˥
佈陣	pu˥˩ʈʂən˥˩
熾	ʈʂʰɚ˥˩
䗖	ʈʂʰɚ˥˩,ti˥˩,ʈʂɤ˥˩,tʰi˧˥
有利可圖	joʊ˨˩˦li˥˩kʰɤ˨˩˦tʰu˧˥
䃒	xɤ˧˥
離異	li˧˥i˥˩
花天酒地	xwa˥˥tʰjɛn˥˥tɕjoʊ˨˩˦ti˥˩
解除婚約	tɕjɛ˨˩˦ʈʂʰu˧˥xuən˥˥ɥœ˥˥
㠇	tɕjoʊ˥˩
車輪	ʈʂʰɤ˥˥luən˧˥
䬱	pən˥˩
瘇	ʈʂʊŋ˨˩˦
璺	uən˥˩
心平氣和	ɕɪn˥˥pʰɪŋ˧˥tɕʰi˥˩xɤ˧˥
䈻	pʰu˧˥
鞛	pɤŋ˨˩˦
觀音土	kwan˥˥ɪn˥˥tʰu˨˩˦
當地	tɑŋ˥˥ti˥˩
羅曼史	luɔ˧˥man˥˩ʂɚ˨˩˦
和約	xɤ˧˥ɥœ˥˥
據悉	tɕy˥˩ɕi˥˥
垢污	koʊ˥˩u˥˥
扎耳朵	ʈʂa˥˥aɻ˨˩˦tuɔ˧
睡眼惺忪	ʂweɪ˥˩jɛn˨˩˦ɕɪŋ˥˥sʊŋ˥˥
扎眼	ʈʂa˥˥jɛn˨˩˦
紮	ʈʂa˥˥,ʈʂa˧˥,tsa˥˥
堂倌	tʰɑŋ˧˥kwan˥˥
煗	nwan˨˩˦
盍	kʰɤ˨˩˦,xɤ˧˥
劰	mjɑʊ˨˩˦
軟炸魚	ʐwan˨˩˦ʈʂa˧˥y˧˥
哪怕	na˨˩˦pʰa˥˩
監獄	tɕjɛn˥˥y˥˩
㚭	joʊ˧˥
露酒	lu˥˩tɕjoʊ˨˩˦
濯	ʂuɔ˥˩,ʈʂuɔ˧˥,ʈʂɑʊ˥˩
鬶	kweɪ˥˥
家庭醫生	tɕja˥˥tʰɪŋ˧˥i˥˥ʂɤŋ˥˥
葴	ʈʂən˥˥,ɕjɛn˧˥,tɕʰjɛn˧˥
乖張	kuaɪ˥˥ʈʂɑŋ˥˥
鸆	y˧˥
溫差	uən˥˥ʈʂʰa˥˥
侫	nɪŋ˥˩
哪兒	na˨˩˦aɻ˧
痷	an˥˥
一朝天子一朝臣	i˥˩ʈʂʰɑʊ˧˥tʰjɛn˥˥tsɯ˨˩˦i˥˩ʈʂʰɑʊ˧˥ʈʂʰən˧˥
殦	tjɑʊ˥˥
凞	ɕi˥˥
鑣	pjɑʊ˥˥
俟候	sɯ˥˩xoʊ˥˩
㳙	ɕɥœn˥˩
軬	pən˥˩,fan˥˩
女工	ny˨˩˦kʊŋ˥˥
竪	ʂu˥˩
濘溺	nɪŋ˥˩ni˥˩
居然	tɕy˥˥ʐan˧˥
埲	pɑŋ˥˩,pɤŋ˨˩˦
滏	fu˨˩˦
瀳	tɕjɛn˥˩
忍	ʐən˨˩˦
飛簷走壁	feɪ˥˥jɛn˧˥tsoʊ˨˩˦pi˥˩
永恆	jʊŋ˨˩˦xɤŋ˧˥
茅廬	mɑʊ˧˥lu˧˥
嚯	xuɔ˥˩
須臾	ɕy˥˥y˧˥
塪	kʰan˨˩˦,ɕjɛn˥˩
餺	pɔ˧˥
鱌	ɕjɑŋ˥˩
苃	joʊ˨˩˦
陱	tɕy˥˥
傱	sʊŋ˨˩˦
看守	kʰan˥˥ʂoʊ˨˩˦
背包	peɪ˥˩pɑʊ˥˥
兦	wɑŋ˧˥
級任老師	tɕi˧˥ʐən˥˩lɑʊ˨˩˦ʂɚ˥˥
蹮	ɕjɛn˥˥
㩋	su˥˩
䯘	xwan˥˩
多姿多彩	tuɔ˥˥tsɯ˥˥tuɔ˥˥tsʰaɪ˨˩˦
䪝	xu˥˩
費用	feɪ˥˩jʊŋ˥˩
鳦	i˥˩,i˨˩˦
纊服	kʰwɑŋ˥˩fu˧˥
䰈	tsʰuɔ˧˥,ʈʂʰa˨˩˦
伺機	sɯ˥˩tɕi˥˥
淍	ʈʂoʊ˥˥
刨花生	pʰɑʊ˧˥xwa˥˥ʂɤŋ˥˥
䪳	yn˨˩˦
扒開	pʰa˧˥kʰaɪ˥˥
梟騎	ɕjɑʊ˥˥tɕi˥˩,ɕjɑʊ˥˥tɕʰi˧˥
腸梗阻	ʈʂʰɑŋ˧˥kɤŋ˨˩˦tsu˨˩˦
徆	ɕi˥˥
咖	kʰa˥˥,ka˥˥
駒	tɕy˥˩,tɕy˥˥
䁙	jɛn˥˩,jɛn˨˩˦
𫋐	kʊŋ˨˩˦
瀄	tɕjɛ˧˥
爖	lʊŋ˧˥
感嘆	kan˨˩˦tʰan˥˩
糊裡糊塗	xu˧˥li˨˩˦xu˧˥tʰu˧˥
悲憤填膺	peɪ˥˥fən˥˩tʰjɛn˧˥ɪŋ˥˥
謽	tɕjɑŋ˥˩
切身體驗	tɕʰjɛ˥˩ʂən˥˥tʰi˨˩˦jɛn˥˩
㧂	tʰjɛn˧˥
帾	tu˨˩˦
魚刺	y˧˥tsʰɯ˥˩
黃疸	xwɑŋ˧˥tan˨˩˦
䝳	tsʰan˧˥
吸管	ɕi˥˥kwan˨˩˦
㺎	ʐʊŋ˧˥
崀	lɑŋ˥˩
聒耳	kuɔ˥˥aɻ˨˩˦,kwa˥˥aɻ˨˩˦
破舊	pʰɔ˥˩tɕjoʊ˥˩
憷場	ʈʂʰu˥˩ʈʂʰɑŋ˨˩˦
替換	tʰi˥˩xwan˥˩
妶	ɕɥœn˧˥
盜賣公物	tɑʊ˥˩maɪ˥˩kʊŋ˥˥u˥˩
擮	tɕi˧˥
鞋匠	ɕjɛ˧˥tɕjɑŋ˧,ɕjɛ˧˥tɕjɑŋ˥˩
支援	ʈʂɚ˥˥ɥœn˧˥
政治嗅覺	ʈʂɤŋ˥˩ʈʂɚ˥˩ɕjoʊ˥˩tɕɥœ˧˥
開張	kʰaɪ˥˥ʈʂɑŋ˥˥
庎	tɕjɛ˥˩
靶	pa˥˩,pa˨˩˦
銿	jʊŋ˥˥,ʈʂʊŋ˥˥
希望	ɕi˥˥wɑŋ˥˩
雦	tɕi˧˥
偕	ɕjɛ˧˥,tɕjɛ˥˥
嚇傻	ɕja˥˩ʂa˨˩˦
傐	xɑʊ˥˩
鐭	y˥˩
得空	tɤ˧˥kʰʊŋ˥˩
冨	fu˥˩
浫	xan˨˩˦
昃	tsɤ˥˩
餐廳	tsʰan˥˥tʰɪŋ˥˥
誕	tan˥˩
英雄事蹟	ɪŋ˥˥ɕjʊŋ˧˥ʂɚ˥˩tɕi˥˩,ɪŋ˥˥ɕjʊŋ˧˥ʂɚ˥˩tɕi˥˥
流利	ljoʊ˧˥li˥˩
接受挑戰	tɕjɛ˥˥ʂoʊ˥˩tʰjɑʊ˨˩˦ʈʂan˥˩
蒙	mɑŋ˧˥,mɤŋ˨˩˦,mɤŋ˥˥,mɤŋ˧˥
和睦	xɤ˧˥mu˥˩
搣	mjɛ˥˩
煁	ʈʂʰən˧˥,ʂən˧˥
姬	tɕi˥˥
垘	fu˧˥
超群	ʈʂʰɑʊ˥˥tɕʰyn˧˥
憪	ɕjɛn˧˥
綁紮	pɑŋ˨˩˦tsa˥˥
鑇	tɕi˥˥
大蔥	ta˥˩tsʰʊŋ˥˥
灴	xʊŋ˧˥
飛禽走獸	feɪ˥˥tɕʰɪn˧˥tsoʊ˨˩˦ʂoʊ˥˩
歷史學家	li˥˩ʂɚ˨˩˦ɕɥœ˧˥tɕja˥˥
彥	jɛn˥˩
齢	lɪŋ˧˥
䒠	ɕja˧˥,fan˨˩˦
任憑	ʐən˥˩pʰɪŋ˧˥
鳵	pɑʊ˨˩˦
火冒三丈	xuɔ˨˩˦mɑʊ˥˩san˥˥ʈʂɑŋ˥˩
拺	tsʰɤ˥˩
鐗	tɕjɛn˨˩˦
綨	tɕʰi˧˥
釐	ɕi˥˥,li˧˥
睏	kʰuən˥˩
例子	li˥˩tsɯ˧
吹風機	ʈʂʰweɪ˥˥fɤŋ˥˥tɕi˥˥
蠗	ʈʂuɔ˧˥
摹肖	mɔ˧˥ɕjɑʊ˥˩
歸功	kweɪ˥˥kʊŋ˥˥
隠	ɪn˨˩˦
淿	mi˥˩
顄	xan˥˩
撕裂	sɯ˥˥ljɛ˥˩
甲	tɕja˨˩˦
上天堂	ʂɑŋ˥˩tʰjɛn˥˥tʰɑŋ˧˥
孨	ʈʂwan˨˩˦
脫險	tʰuɔ˥˥ɕjɛn˨˩˦
雪恥	ɕɥœ˥˩ʈʂʰɚ˨˩˦
擔子	tan˥˩tsɯ˧
耐看	naɪ˥˩kʰan˥˩
襛	nʊŋ˧˥
颱風	tʰaɪ˧˥fɤŋ˥˥
篚	feɪ˨˩˦
算作	swan˥˩tsuɔ˥˩
諲	ɪn˥˥
坾	ʈʂu˥˩
級任	tɕi˧˥ʐən˥˩
基因改造	tɕi˥˥ɪn˥˥kaɪ˨˩˦tsɑʊ˥˩
海底撈針	xaɪ˨˩˦ti˨˩˦lɑʊ˥˥ʈʂən˥˥
㴉	tɕi˨˩˦
瘁	tsʰweɪ˥˩
攥	tswan˥˩
知識分子	ʈʂɚ˥˥ʂɚ˥˩fən˥˩tsɯ˨˩˦,ʈʂɚ˥˥ʂɚ˧fən˥˩tsɯ˧
英雄好漢	ɪŋ˥˥ɕjʊŋ˧˥xɑʊ˨˩˦xan˥˩
鬎	la˥˩
漕運	tsʰɑʊ˧˥yn˥˩
忥	ɕi˥˩
減息	tɕjɛn˨˩˦ɕi˧˥,tɕjɛn˨˩˦ɕi˥˥
唖	ja˨˩˦
䪏	nɤŋ˧˥,na˥˩
銞	tɕyn˥˥
高爾夫	kɑʊ˥˥aɻ˨˩˦fu˥˥
裏應外合	li˨˩˦ɪŋ˥˩uaɪ˥˩xɤ˧˥
隹	ʈʂweɪ˥˥,tsʰweɪ˥˥,weɪ˧˥
鬆勁	sʊŋ˥˥tɕɪn˥˩
紗窗	ʂa˥˥ʈʂʰwɑŋ˥˥
洪	xʊŋ˧˥
威風	weɪ˥˥fɤŋ˥˥
饢	nɑŋ˧˥,nɑŋ˨˩˦
鮮	ɕjɛn˥˥,ɕjɛn˨˩˦,ɕjɛn˥˩
䟑	la˨˩˦,ɥœ˥˩
番茄醬	fan˥˥tɕʰjɛ˧˥tɕjɑŋ˥˩
頑皮	wan˧˥pʰi˧˥
旋轉自如	ɕɥœn˧˥ʈʂwan˨˩˦tsɯ˥˩ʐu˧˥
麂	tɕi˨˩˦
樶	tsweɪ˥˥
羈	tɕi˥˥
祄	ɕjɛ˥˩
箱子	ɕjɑŋ˥˥tsɯ˧
對不對	tweɪ˥˩pu˧tweɪ˥˩
起名字	tɕʰi˨˩˦mɪŋ˧˥tsɯ˧
鐮刀	ljɛn˧˥tɑʊ˥˥
同謀	tʰʊŋ˧˥moʊ˧˥
翞	tɕjɑŋ˥˥
汕	ʂwan˥˩,ʂan˥˩
漰	pʰɤŋ˥˥
啵	pɔ˧
漠視	mɔ˥˩ʂɚ˥˩
家業倒灶	tɕja˥˥jɛ˥˩tɑʊ˨˩˦tsɑʊ˥˩
汐	ɕi˥˥,ɕi˥˩
圄	y˨˩˦
混帳	xuən˥˩ʈʂɑŋ˥˩
高麗蔘	kɑʊ˥˥li˥˩ʂən˥˥
崂	lɑʊ˧˥
鞣	ʐoʊ˧˥
豱	uən˥˥
綾	lɪŋ˧˥
狻	ɕyn˥˩,swan˥˥,tɕyn˥˩
姪子	ʈʂɚ˧˥tsɯ˧
薹	tʰaɪ˧˥
想不出	ɕjɑŋ˨˩˦pu˧ʈʂʰu˥˥
無奈	u˧˥naɪ˥˩
獗	tɕɥœ˧˥
劁	tɕʰjɑʊ˥˥
沒有出路	meɪ˧˥joʊ˨˩˦ʈʂʰu˥˥lu˥˩
恍	xwɑŋ˨˩˦
顟	ljɑʊ˧˥
清貴	tɕʰɪŋ˥˥kweɪ˥˩
嘾	tʰan˧˥
䰏	tɕi˥˩
璦	aɪ˥˩
嵬	weɪ˧˥
曪	luɔ˨˩˦
安排	an˥˥pʰaɪ˧˥
訟	ʐʊŋ˧˥,sʊŋ˥˩
鴏	tʰɤ˥˩
㯜	tsʰweɪ˥˩
拉扯	la˥˥ʈʂʰɤ˨˩˦
長大	ʈʂɑŋ˨˩˦ta˥˩
撫	fu˨˩˦,xu˥˥
備忘	peɪ˥˩wɑŋ˥˩
僴	ɕjɛn˥˩
昭雪	ʈʂɑʊ˥˥ɕɥœ˨˩˦
從寬	tsʰʊŋ˧˥kʰwan˥˥
尵	tʰweɪ˧˥
人言可畏	ʐən˧˥jɛn˧˥kʰɤ˨˩˦weɪ˥˩
傳紙條	ʈʂʰwan˧˥ʈʂʰɚ˨˩˦tʰjɑʊ˧˥
㭩	leɪ˥˩,lɪŋ˧˥
付給	fu˥˩keɪ˨˩˦
棗圪針	tsɑʊ˨˩˦kɤ˥˥ʈʂən˧
嚲避	tuɔ˨˩˦pi˥˩
警犬	tɕɪŋ˨˩˦tɕʰɥœn˨˩˦
垂手可得	ʈʂʰweɪ˧˥ʂoʊ˨˩˦kʰɤ˨˩˦tɤ˧˥
鑰	jɑʊ˥˩,ɥœ˥˩
徵稿啟事	ʈʂɤŋ˥˥kɑʊ˨˩˦tɕʰi˨˩˦ʂɚ˥˩
菀	wan˨˩˦,yn˥˩,y˥˩,ɥœn˥˩
橎	fan˧˥
攝影師	ʂɤ˥˩ɪŋ˨˩˦ʂɚ˥˥
下鋪	ɕja˥˩pʰu˥˩
高不成低不就	kɑʊ˥˥pu˥˩ʈʂʰɤŋ˧˥ti˥˥pu˧˥tɕjoʊ˥˩
懭	kʰwɑŋ˥˩
按鈕	an˥˩njoʊ˨˩˦
