ܚܠܘܠܐ	ħəlulɑʔ
ܨܡܘܪܬܐ	sˤɑmorɑθɑʔ
ܒܪܩܐ	bɑrqɑ
ܪܛܒܐ	ratˤəvɑʔ
ܐܪܢܒܐ	ʔarnəvɑ
ܚܒܨܐ	ħɛvsˤeʔ
ܢܩܘܬܐ	nəqawwɑθɑʔ
ܓܠܦܢܐ	ɡɛlpɑneʔ
ܩܪܕܐ	qərɑðɑ
ܙܢܩܐ	zɑnqeʔ
ܬܪܡܝܬܐ	tarmiθɑʔ
ܐܘܪܕܥܐ	ʔurdəʕeʔ
ܫܘܪܡܐ	ʃurmɑʔ
ܪܡܙܐ	rammɑzeʔ
ܫܠܝܚܘܬܐ	ʃəliħuθɑʔ
ܫܘܪܡܐ	ʃurmeʔ
ܫܟܪܐ	ʃaxrɑʔ
ܙܘܪܬܐ	zəwɑrɑθɑʔ
ܟܠܬܐ	kɛlləθɑ
ܣܘܣܝܬܐ	susjɑθɑʔ
ܩܦܝܐ	qɑfjɑʔ
ܣܘܟܬܐ	sawkəθɑ
ܗܡܢܝܟܐ	hamnixeʔ
ܩܪܢܐ	qərɑnɑʔ
ܢܡܪܬܐ	nəmartɑ
ܟܘܪܣܝܐ	kursəjɑʔ
ܛܪܘܢܐ	tˤəronɑʔ
ܢܓܪܘܬܐ	naɡɡɑruθɑʔ
ܫܠܡܐ	ʃlomo
ܠܓܡܪ	laɣəmɑr
ܕ	ð
ܛܠܝܘܬܐ	tˤaljuθɑʔ
ܒܒܓܐ	babbəɡɑʔ
ܢܣܘܒܐ	nɑsovɑʔ
ܣܟܐ	sɛkkɑ
ܪܚܡܐ	raħmɑʔ
ܥܝܘܬܐ	ʕəjuθɑʔ
ܐܣܩܦܬܐ	ʔɛsqafwɑθɑʔ
ܐܟܕܢܐ	ʔɑxɛðne
ܕܓܢܐ	dɛɣne
ܪܡܬܐ	rɛmmɑθɑ
ܣܝܒܬܐ	sajbɑθɑ
ܣܦܣܠܐ	safsɛllɑʔ
ܚܕܒܫܒܐ	ħaðbəʃabbe
ܚܬܐ	ħɛttɑʔ
ܥܪܩܘܒܐ	ʕarqubbɑʔ
ܩܦܠܐ	qɑflɑʔ
ܦܨܝܕܐ	pəsˤiðɑʔ
ܕܘܢܒܐ	dunbɑʔ
ܥܘܒܐ	ʕubbɑʔ
ܒܣܕܝܐ	bɪsdɑjɑ
ܛܘܫܝܐ	tˤuʃjeʔ
ܣܦܝܢܬܐ	səfinɑθɑ
ܕܝܪܐ	dajrawwɑθɑʔ
ܪܘܙܐ	rəwɑze
ܓܪܓܫܬܐ	ɡarɡəʃɑθɑ
ܒܙܪܐ	bazrɑʔ
ܛܝܙܬܐ	tˤiztɑʔ
ܫܒܪܐ	ʃabbɑreʔ
ܣܪܛܐ	sɑrtˤɑʔ
ܩܘܫܪܐ	quʃreʔ
ܦܪܘܓܐ	parruɣɑʔ
ܒܥܘܛܐ	bɑʕotˤeʔ
ܢܩܡܬܐ	nəqaməθɑ
ܚܙܘܪܐ	ħəzure
ܓܘܡܐ	ɡumɑ
ܬܘܢܝܐ	tunnɑjɑʔ
ܡܪܕܐ	mərɑðeʔ
ܛܘܪܐ	tˤawreʔ
ܩܨܪܐ	qɛsˤrɑʔ
ܙܪܬܐ	zartɑʔ
ܟܝܡܝܐ	kimijɑʔ
ܒܘܟܢܐ	buxnɑ
ܡܣܐܬܐ	massɑʔθɑʔ
ܟܦܬܐ	kappəθɑʔ
ܫܗܕܢܓ	ʃahdɑnɑɣ
ܨܨܠܐ	sˤesˤəlɑʔ
ܥܘܪܒܢܐ	ʕurəvɑne
ܫܘܒܚܐ	ʃuvħɑʔ
ܦܫܟܐ	pɛʃkɑʔ
ܝܒܡܐ	javmɑʔ
ܠܝܩܐ	le̝qɑ
ܪܟܫܬܐ	raxʃɑθɑʔ
ܡܠܟܘܬܐ	malkəwɑθɑʔ
ܟܪܒܐ	kərabbeʔ
ܓܘܕܐ	ɡuddɑneʔ
ܓܘܕܦܐ	ɡuddɑfeʔ
ܕܪܕܐ	dardeʔ
ܓܢܣܐ	ɡɛnseʔ
ܝܕܢܐ	jaðnɑʔ
ܐܣܛܪܛܝܐ	ʔɛstˤəratˤtˤijɑʔ
ܙܓܘܐ	zaɣwɑ
ܚܐܦܝ	ħefaj
ܩܝܢܝܐ	qajnɑjeʔ
ܗܘ	hu
ܡܬܠܐ	mattəleʔ
ܫܐܪܐ	ʃeʔrɑ
ܟܝܪܐ	kəjɑre
ܦܘܬܩܐ	puttəqɑ
ܕܩܢܐ	daqnɑʔ
ܕܫܢܐ	daʃnɑʔ
ܬܓܪܐ	tɛɣreʔ
ܒܬܘܠܐ	bəθulɑʔ
ܩܪܩܣܐ	qərɑqseʔ
ܛܝܙܐ	tˤizɑθɑʔ
ܡܕܝܪܐ	mɛðjɑreʔ
ܙܠܐ	zɑlɑʔ
ܨܨܪܐ	sˤesˤreʔ
ܚܘܪܐ	ħɑwro
ܛܟܣܐ	tˤɛkseʔ
ܢܘܛܐ	nawtˤɑ
ܦܢܩܝܕܬܐ	pɛnqiðtɑʔ
ܬܘܪܘܕܐ	turwɑðeʔ
ܥܩܒܬܐ	ʕɛqbəθɑʔ
ܥܛܪܐ	ʕɛtˤreʔ
ܣܗܕܐ	sɑhəðɑʔ
ܟܫܛܐ	kəʃɑtˤeʔ
ܟܦܬܐ	kəfɑθeʔ
ܢܘܫܩܬܐ	nuʃʃaqtɑʔ
ܚܙܘܢܐ	ħɛzwɑneʔ
ܟܘܬܢܝܬܐ	kuttənɑjɑθɑʔ
ܥܡܐ	ʕammɑʔ
ܐܡܢܬ	ʔamnaθ
ܓܪܒܐ	ɡɑrbo
ܪܘܥܢܐ	ruʕɑneʔ
ܬܡܪܐ	tɛmrɑʔ
ܚܘܩܐ	ħuqɑʔ
ܐܝܠܢܐ	ʔilɑneʔ
ܥܘܩܣܐ	ʕuqqɑsɑʔ
ܡܫܪܝܬܐ	maʃriθɑʔ
ܬܘܗܬܐ	tawhəθɑʔ
ܡܣܬܐ	mastɑʔ
ܓܢܒܐ	ɡannɑvɑ
ܢܘܢܐ	nuneʔ
ܥܪܣܬܐ	ʕarsɑθɑʔ
ܟܘܝܠܐ	kɛwwejleʔ
ܒܙܝܩܐ	bɑziqɑʔ
ܐܘܦܢܐ	ʔufɑneʔ
ܢܪܣܝ	narsaj
ܢܓܪܐ	nɑɣarrɑ
ܣܝܢܐ	səjɑnɑʔ
ܟܘܕܐ	kuðeʔ
ܩܘܪܨܠܐ	qursˤɑleʔ
ܡܬܩܠܐ	maθqɑlɑʔ
ܝܩܪܐ	jaqrɑʔ
ܩܪܣܝܐ	qɛɾasijɑ
ܩܢܝܐ	qɛnjɑ
ܫܟܪ	ʃɛkkar
ܫܘܚܕܐ	ʃuħdɑʔ
ܬܪܘܨܐ	tɑrosˤɑʔ
ܥܐܕܐ	ʕeʔðɑʔ
ܐܣܛܘܡܟܐ	ʔɛstˤomxɑʔ
ܒܕܘܠ	bðul
ܩܒܝܬܐ	qɛvjɑθɑ
ܝܬܒ	ʔiθɛv
ܣܘܟܠܐ	sukkɑleʔ
ܡܘܗܒܬܐ	mawhavtɑ
ܚܘܒܝܐ	ħuvjeʔ
ܢܓܪܐ	nɑɣarre
ܝܪܝܥܬܘܢܝܬܐ	jɑriʕtonjɑθɑʔ
ܥܩܐ	ʕɛqqeʔ
ܫܪܩܪܩܐ	ʃəraqrɑqeʔ
ܓܙܐ	ɡɑzɑ
ܚܠܬܐ	ħɑlɑθɑ
ܟܒܕܬܐ	kɛvdɑθɑʔ
ܢܫܒܐ	nɛʃbɑʔ
ܐܣܩܐ	ʔasɑqɑʔ
ܥܣܒܐ	ʕɛsbɑʔ
ܚܡܬܐ	ħɛmməθɑ
ܢܨܒܬܐ	nɛsˤbəθɑ
ܫܠܝܬܐ	ʃaljɑθɑʔ
ܠܗܓܐ	lahɡɑʔ
ܥܘܡܩܐ	ʕummɑqɑʔ
ܬܘܠܬܐ	tulləθɑʔ
ܟܝܠܝܪܟܐ	kilijarəxeʔ
ܚܡܪܐ	ħɛmre
ܕ	dɑlaθ
ܛܠܦܘܢܐ	tˤalponeʔ
ܚܢܘܬܐ	ħɑnwɑθɑ
ܟܘܕܢܬܐ	koðantɑ
ܥܓܠܬܐ	ʕɑɣlɑθɑ
ܩܬܐ	qattɑʔ
ܠܘܛܬܐ	lawtˤəθɑ
ܟܝܦܐ	kifɑʔ
ܚܪܩܛܐ	ħarqətˤeʔ
ܟܢܘܫܝܐ	kənuʃjeʔ
ܥܘܫܢܐ	ʕuʃneʔ
ܬܥܠܐ	taʕlɑʔ
ܫܓܡܐ	ʃɛɣme
ܝܗܘܕܝܬܐ	jəhuðɑjɑθɑ
ܣܪܛܐ	sɛrtˤɑʔ
ܨܝܪܐ	sˤajjɑreʔ
ܒܣܡܐ	bassɑmeʔ
ܦܝܠܐ	fijɑle
ܒܨܠܐ	bɛsˤleʔ
ܫܥܬܐ	ʃɑʕeʔ
ܟܒܠܐ	kɛvlɑʔ
ܡܬܩܘܠܬܐ	maθqultɑʔ
ܚܡܐ	ħəmɑ
ܒܘܢܟܐ	bunəxe
ܕܕܐ	dɑðɑne
ܓܕܫܐ	ɡɛðʃeʔ
ܐܒܠܐ	ʔɛvle
ܡܠܐܟܐ	malʔăxeʔ
ܢܚܬܐ	nəħɑθeʔ
ܚܪܘܪܐ	xɑrorɑ
ܩܝܢܝܘܬܐ	qajnɑjuθɑʔ
ܓܝܕܐ	ɡəjɑðe
ܒܒܐ	bɑvɑ
ܩܒܐ	qəveʔ
ܡܛܪܩܐ	matˤrəqeʔ
ܒܙܪܐ	bɛzzɑreʔ
ܒܓܠܐ	bəɣɑleʔ
ܬܪܥܐ	tərɑʕɑʔ
ܛܪܦܢܣܐ	tˤarpɑnsɑ
ܛܘܠܫܐ	tˤulʃɑʔ
ܟܥܟܐ	kaʕkeʔ
ܪܒܨܐ	rəvɑsˤɑʔ
ܐܣܛܪܘܢܘܡܝܐ	ʔastˤəronomɑjeʔ
ܡܬܘܪܐ	mɑθorɑʔ
ܛܢܢܐ	tˤənɑnɑʔ
ܩܘܪܒܐ	qurrɑvɑʔ
ܩܘܪܠܐ	qorlɑʔ
ܡܣܦܪܐ	maspəreʔ
ܐܘܦܥܐ	ʔufʕɑʔ
ܫܩܐ	ʃɑqɑ
ܛܥܡܬܐ	tˤəʕɑmtɑ
ܛܘܫܝܐ	tˤuʃjɑʔ
ܝܪܕܐ	jardeʔ
ܚܡܗܐ	ħəmɑhe
ܟܘܕܢܝܐ	koðɑnwɑθɑ
ܦܠܓܐ	pɛlɡeʔ
ܥܒܐ	ʕabbɑ
ܩܐܪܣܐ	qeʔrseʔ
ܢܦܠܐ	nɑflɑʔ
ܒܗܡܘܬ	behmoθ
ܟܠܝܦܬܐ	xalliftɑʔ
ܡܓܢ	məɣen
ܙܪܥܐ	zarʕɑθɑʔ
ܬܕܐ	təðɑ
ܕܪܕܐ	dardɑʔ
ܗܠܟܐ	hallɑxeʔ
ܩܪܩܣܐ	qarqɑsɑʔ
ܥܪܐ	ʕɑrɑʔ
ܐܟܪܐ	ʔakkɑrɑ
ܡܪܙܒܢܐ	marzəbɑnɑ
ܩܥܬܐ	qəʕɑθeʔ
ܝܗܒܐ	ʔihɑvɑʔ
ܨܬܪܐ	sˤɑθre
ܪܝܫܢܘܬܐ	rejʃɑnuθɑʔ
ܚܐܘܬܐ	ħeʔwtɑʔ
ܐܓܪܬܐ	ʔɛɡɡərɑθɑ
ܓܘܚܟܐ	ɡuħkɑʔ
ܙܪܙܘܪܐ	zarzurɑ
ܡܪܙܐ	mɑrzɑʔ
ܟܪܦܣܐ	kɛrpəsɑ
ܬ	θ
ܚܙܝܐ	ħɛzjɑʔ
ܛܘܦܐܙܝܘܢ	tˤoppɑzijon
ܐܙܒܪܟܐ	ʔɛzbɑrkɑʔ
ܩܘܦܕܐ	qoppəðeʔ
ܓܒܝܢܐ	ɡəvine
ܩܝܡܬܐ	qjomto
ܢܪܩܝܣ	narqis
ܒܙܥܐ	bɛzʕeʔ
ܦܛܝܪܐ	patˤtˤireʔ
ܟܝܪܐ	kəjɑrɑ
ܚܠܬܐ	ħɑlləθɑ
ܒܒܐ	bobo
ܣܡܟܐ	sɑmkɑʔ
ܐܝܕܐ	ʔejðɑʔ
ܐܘܝܘܬܐ	ʔawjuθɑʔ
ܐܘܦܥܐ	ʔufʕeʔ
ܒܟܝܪܝܐ	bəxirɑjɑ
ܕܒܝܚܘܬܐ	dəviħuθɑ
ܩܘܫܝܐ	quʃʃɑjɑʔ
ܡܫܬܘܬܐ	mɛʃtuθɑʔ
ܚܘܡܠܐ	ħummɑlɑ
ܛܝܪܐ	tˤajrɑʔ
ܙܝܙܢܐ	zizɑnɑʔ
ܒܪܐ	barrɑʔ
ܡܫܠܡܢܐ	maʃləmɑneʔ
ܓܒܝܘܬܐ	ɡavjuθɑ
ܓܘܡܐ	ɡume
ܒܘܝܐܐ	bujjɑʔeʔ
ܩܩܐ	qɑqeʔ
ܓܘܠܦܢܐ	ɡulpɑneʔ
ܓܪܦܐ	ɡarpɑ
ܫܪܛܐ	ʃɛrtˤɑʔ
ܥܡܘܪܘܬܐ	ʕɑmoruθɑʔ
ܒܝܬܘܢܐ	bajtonɑʔ
ܕܒܩܐ	dəvɑqeʔ
ܡܒܘܥܐ	mabbuʕɑʔ
ܬܘܚܡܐ	tuħħɑmeʔ
ܡܢܪܬܐ	mənɑrtɑʔ
ܒܢܝܐ	bannɑjɑʔ
ܚܠܣܐ	ħɛlsɑʔ
ܣܦܠܘܛܐ	saflutˤeʔ
ܠܓܡܪ	laɣmɑr
ܦܬܩܐ	pɛθqeʔ
ܪܒܝܥܐ	rəviʕɑʔ
ܛܒܠܐ	tˤavleʔ
ܣܘܦܢܐ	sawpɑneʔ
ܚܒܠܐ	ħəvɑlɑ
ܚܠܕܘܕܐ	ħalduðɑʔ
ܚܘܛܪܐ	ħutˤrɑʔ
ܫܐܕܢܐ	ʃeðɑne
ܚܢܐ	ħanneʔ
ܐܪܫܟܝܬܐ	ʔarrɛʃəxɑjɑθɑʔ
ܦܘܣܩܢܐ	pusqɑnɑʔ
ܦܘܚܐ	puħħɑʔ
ܓܪܣܐ	ɡɑrsɑʔ
ܬܓܪܐ	taɡɡɑrɑʔ
ܕܒܒܐ	dabbɑvɑ
ܕܡܟܐ	dammɑxɑʔ
ܓܘܪܢܐ	ɡurne
ܪܕܘܦܝܐ	rəðufjeʔ
ܒܢܝܐ	bənɑjeʔ
ܣܘܣܘܬܐ	susawwɑθɑʔ
ܕܘܚܢܐ	duħnɑ
ܢܘܠܐ	nawleʔ
ܟܘܪܐ	kawwɑreʔ
ܐ	ʔɑlaf
ܥܡܪܬܐ	ʕɑmarəθɑʔ
ܠܣܛܝܐ	lɛstˤɑjɑʔ
ܠܘܣܛܐ	lustˤeʔ
ܡܩܠܥܐ	maqlɑʕɑʔ
ܦܘܚܪܐ	puħħɑrɑʔ
ܫܪܘܪܐ	ʃɛrrorɑʔ
ܓܢܘܢܐ	ɡənonɑʔ
ܕܘܢܒܐ	dunbeʔ
ܫܢܬܐ	ʃɛnəθɑ
ܙܩܬܐ	zəqɑθɑʔ
ܥܪܫܐ	ʕarʃɑʔ
ܚܡܘܪܬܐ	ħumrəjɑθɑʔ
ܡܨܥܬܐ	məsˤaʕtɑʔ
ܡܘܪܐ	murrɑʔ
ܝܡܡܐ	jamməmeʔ
ܡܪܝܡ	marjam
ܪܨܦܐ	rəsˤɑfɑʔ
ܣܕܢܐ	saddɑneʔ
ܥܘܡܪܐ	ʕummɑrɑʔ
ܦܪܐ	parrɑʔ
ܚܡܬܐ	ħamməθɑ
ܟܝܢܐ	kjono
ܣܟܠܐ	saxlɑʔ
ܣܥܪܐ	saʕrɑʔ
ܩܠܥܐ	qəlɑʕeʔ
ܐܪܙܐ	ʔarzɑ
ܡܪܓܐ	marɡɑ
ܫܝܘܠ	ʃjoːl
ܚܛܘܦܝܐ	ħətˤufjɑʔ
ܥܙܐ	ʕɛzzɑʔ
ܡܝܕܐܢ	majdɑn
ܐܫܬܩܕܝ	ʔɛʃtəqað
ܓܘܦܐ	ɡawpe
ܕܪܓܘܫܬܐ	darɡuʃjɑθɑ
ܚܠܒܐ	ħɛlbɑ
ܢܘܟܪܝܐ	nuxrɑjɑ
ܥܪܕܐ	ʕəraddɑ
ܕܢܬܐ	dannɑθɑʔ
ܚܣܝܪܘܬܐ	ħassiruθɑʔ
ܐܒܪܬܐ	ʔɑvartɑʔ
ܒܙܪܐ	bazreʔ
ܐܣܪܐ	ʔăsɑre
ܥܘܪܒܐ	ʕurrɑvɑ
ܪܥܡܐ	raʕmɑ
ܕܘܪܟܬܐ	durkɑθɑʔ
ܚܢܦܬܐ	ħanpɑθɑʔ
ܝܗܘܕܝܐ	ʔihuðɑjɑ
ܡܪܓܢܝܬܐ	marɡɑniθɑ
ܠܘܚܐ	luħɑ
ܡܪܒܥܐ	marbəʕeʔ
ܥܓܠܐ	ʕɛɣleʔ
ܣܘܓܐܐ	soɣʔɑʔ
ܚܒܐ	ħabbɑʔ
ܙܪܙܝܪܐ	zarzire
ܫܘܒܚܐ	ʃuvħeʔ
ܫܒܒܘܬܐ	ʃəvɑvuθɑʔ
ܣܢܕܠܐ	sandəlɑʔ
ܛܝܪܐ	tˤajreʔ
ܝܩܕܐ	jɑqdɑʔ
ܝܩܕܬܐ	jɑqɛðtɑʔ
ܝܘܪܬܘܬܐ	jurtuθɑʔ
ܢܪܓܐ	nɑrɡe
ܡܐܟܠܐ	meʔxleʔ
ܐܦܝܣܩܘܦܐ	ʔappisqoppɑʔ
ܟܘܪܟܝܐ	kurkəjɑ
ܙܠܡܐ	zɛlmeʔ
ܐܕܡܬܐ	ʔaðməθɑʔ
ܫܡܪܐ	ʃɛmrɑ
ܟܪܡܐ	karmɑʔ
ܟܘܪܬܐ	kurɑθɑ
ܚܒܘܫܐ	ħabbuʃɑ
ܫܬܐ	ʃətɑ
ܚܫܐ	ħaʃʃɑ
ܪܚܡܬܐ	rɛħmɑθɑ
ܟܘܕܢܝܐ	koðanje
ܕܐܒܐ	deʔveʔ
ܦܘܚܐ	puħħeʔ
ܢܘܩܙܐ	nuqzɑʔ
ܡܫܡܫܢܝܬܐ	məʃamməʃɑnjɑθɑʔ
ܐܪܚܐ	ʔɑrħeʔ
ܬܠܝܦܐ	tallifɑʔ
ܛܒܝܐ	tˤəvajjɑʔ
ܦܠܦܠܐ	pɛlpəleʔ
ܐܠܡܐ	ʔalmɑ
ܪܝܫܢܘܬܐ	rejʃɑnawwɑθɑʔ
ܕܪܓܘܫܬܐ	darɡuʃɑθɑ
ܓܠܕܐ	ɡɛldeʔ
ܦܛܩܐ	pɛtˤqɑʔ
ܓܘܕܐ	ɡawdeʔ
ܛܘܣܐ	tˤawseʔ
ܠܘܥܛܐ	luʕʕɑtˤɑʔ
ܩܘܡܐ	qomːɑ
ܝܘܠܦܢܐ	julpɑnɑʔ
ܛܦ	tˤɑf
ܡܬܠܐ	maθleʔ
ܣܡܘܪܐ	sammurɑʔ
ܫܒܪܐ	ʃavrɑʔ
ܒܟܝܪܝܐ	bxirɑjɑ
ܛܘܠܫܐ	tˤullɑʃeʔ
ܐܝܠܬܐ	ʔiltɑʔ
ܓܢܘܢܐ	ɡənoneʔ
ܕܝܘܬܐ	dəjuθɑ
ܠܘܥܛܐ	luʕtˤɑʔ
ܥܩܪܘܩܐ	ʕaqruqeʔ
ܫܒܒܬܐ	ʃəvɑvtɑʔ
ܩܘܡܬܐ	qawməθɑʔ
ܪܟܫܐ	raxʃɑʔ
ܥܛܫܐ	ʕətˤɑʃɑʔ
ܫܒܠܬܐ	ʃabbɑlɑθɑ
ܒܪܩܐ	barqɑ
ܓܦܐ	ɡappɑʔ
ܡܕܒܪܢܐ	məðabbərɑneʔ
ܦܘܪܩܢܐ	purqɑne
ܐܬܪܘܬܐ	ʔaθrawwɑθɑʔ
ܐܘܪܫܠܡ	ʔurɪʃlem
ܦܪܨܘܦܐ	parsˤopɑ
ܡܪܬܐ	mɑrɑθɑ
ܚܪܫܐ	ħarʃɑ
ܐܒܠܐ	ʔabbɑlɑ
ܡܠܟܐ	malkɑʔ
ܒܗܪܐ	bahrɑʔ
ܟܪܥܐ	kərɑʕɑʔ
ܟܘܪܐ	kəwɑreʔ
ܐܩܠܢܐ	ʔaqlɑnɑ
ܨܦܪܐ	sˤappɑrɑʔ
ܫܘܦܐ	ʃofɑʔ
ܬܥܠܬܐ	taʕlɑθɑʔ
ܦܩܪܐ	paqqɑrɑʔ
ܬܓܪܘܡܬܐ	taɣrumtɑʔ
ܫܠܦܘܚܬܐ	ʃalpuħtɑʔ
ܥܠܬܐ	ʕɛlləθɑ
ܓܡܘܫܐ	ɡɑmoʃe
ܢܒܝܕܐ	nəviðɑʔ
ܪܒܝܐ	rabbɑjeʔ
ܠܒܘܫܐ	ləvuʃeʔ
ܬܘܚܪܬܐ	tawħartɑʔ
ܫܩܝܦܐ	ʃəqifeʔ
ܝܬܪܐ	jaθrɑʔ
ܥܪܩܬܐ	ʕəraqtɑ
ܦܠܓܐ	pɛlɡɑʔ
ܡܟܘܬܐ	mɑxuθɑʔ
ܓܙܐ	ɡazzɑ
ܥܓܠܬܐ	ʕəɣɛltɑ
ܥܘܪܠܘܬܐ	ʕurlawwɑθɑ
ܢܩܫܬܐ	nəqɑʃɑθɑʔ
ܠܘܬ	ləwɑθ
ܟܘܒܐ	kubbɑ
ܩܢܝܐ	qannɑjɑ
ܓܙܘܪܬܐ	ɡəzurɑθɑʔ
ܐܪܕܘܦܝܐ	ʔardufjɑʔ
ܫܘܢܪܐ	ʃunnɑre
ܐܝܠܐ	ʔəjɑlɑ
ܫܟܪ	ʃəxar
ܟܒܕܐ	kavdɑʔ
ܡܕܒܪܐ	maðbərɑʔ
ܡܨܝܕܬܐ	məsˤiðtɑ
ܩܠܥܐ	qallɑʕɑʔ
ܓܪܒܐ	ɡarwɑ
ܨܚܘܐ	sˤaħwɑʔ
ܓܪܣܐ	ɡɑrseʔ
ܫ	ʃin
ܒܛܠܬܐ	batˤtˤɑltɑʔ
ܕܒܒܐ	dɛbbɑvɑ
ܐܕܡܬܐ	ʔaddaməθɑʔ
ܦܕܢܐ	paddɑnɑ
ܕܕܐ	dɑðe
ܚܠܘܠܐ	ħəluleʔ
ܩܛܝܪܐ	qətˤireʔ
ܟܪܒܐ	kərɑvɑʔ
ܐܢܦܐ	ʔanpɑʔ
ܟܣܦܐ	kɛspe
ܣܝܥܬܐ	siʕɑθɑʔ
ܒܣܪܐ	bɛsrɑ
ܚܪܝܐ	ħɛrjɑ
ܩܛܪܩܐ	qətˤerqeʔ
ܢܘܚܐ	nawħɑʔ
ܪܦܫܐ	rafʃeʔ
ܫܒܠܬܐ	ʃɛvləθɑ
ܟܘܫܪܐ	kuʃrɑʔ
ܙܡܪ	zəmɑr
ܫܒܝܫܬܐ	ʃəvejʃtɑʔ
ܐܦܩܪܣܐ	ʔɑfqərɑsɑ
ܨܝܕܬܐ	sˤəjɑðɑθɑʔ
ܚܒܠܐ	ħəvɑle
ܫܛܝܦܬܐ	ʃɑtˤifjɑθɑʔ
ܢܦܫܬܐ	nafʃɑθɑʔ
ܢܪܓܐ	nɑrɡɑ
ܚܙܘܐ	ħɛzweʔ
ܐܦܘܕܐ	ʔăfuðɑ
ܡܕܒܚܐ	maðbəħe
ܐܡܩܬܐ	ʔɑmaqəθɑʔ
ܦܣܬܐ	pɛsseʔ
ܢܦܛܝܪܐ	naftˤejrɑʔ
ܗܪܗܪܐ	harhɑrɑʔ
ܡܟܘܬܐ	mɑxwɑθɑʔ
ܣܢܘܪܬܐ	sanwərɑθɑ
ܒܟܝܪܝܐ	bxirojo
ܥܘܗܕܢܐ	ʕuhdɑnɑʔ
ܥܘܪܒܐ	ʕurəvɑneʔ
ܠܩܢܐ	laqnɑʔ
ܥܕܬܐ	ʕɛðtɑ
ܩܪܛܠܐ	qartˤɑlɑʔ
ܫܘܢܝܐ	ʃunnɑjɑ
ܐܡܠܐ	ʔɑmɛlleʔ
ܓܛܐ	ɡatˤtˤɑ
ܪܘܓܙܐ	ruɣzɑ
ܩܘܪܨܠܐ	qursˤɑlɑʔ
ܚܘܝܚܐ	ħəwiħɑʔ
ܘܝܩܝܦܕܝܐ	wiqifɛðjɑʔ
ܨܘܪܬܐ	sˤɑwartɑʔ
ܣܪܓܐ	sarrɑːɣeʔ
ܐܘܪܩܥܬܐ	ruqʕe
ܕܘܠܒܐ	dulbeʔ
ܘܝܩܝܦܕܝܐ	wiqipɛdjɑʔ
ܚܘܪܪܐ	ħuroro
ܥܝܡܐ	ʕajmɑ
ܦܚܐ	paħħɑ
ܦܘܪܣܐ	purseʔ
ܝܠܘܕܘܬܐ	jɑloðwɑθɑʔ
ܬܝܢܐ	tineʔ
ܝܚܡܘܪܐ	jaħmurɑʔ
ܐܝܩܐ	ʔiqeʔ
ܫܢܐ	ʃɛnneʔ
ܗܠܟܬܐ	həlaxəθɑʔ
ܪܘܥܬܐ	ruʕəθe
ܣܪܐ	sarrɑʔ
ܘܝܠܐ	wejleʔ
ܘܣܐ	wasse
ܫܠܡܐ	ʃɑlmɑ
ܝܣܡܐ	jasmeʔ
ܫܥܘܬܐ	ʃɑʕoθɑʔ
ܐܦܢ	ʔɑfɛn
ܐܘܫܥܢܐ	ʔoʃaʕne
ܣܗܪܐ	sahrɑʔ
ܒܙܚܐ	bazzɑħe
ܐܟܠ	ʔɛ̆xal
ܣܦܝܠܐ	sappileʔ
ܩܘܫܪܐ	quʃrɑʔ
ܫܘܘܕܥܐ	ʃuwdɑʕe
ܟܘܬܠܐ	kuθlo
ܬܘܡܐ	tumeʔ
ܝܕܥ	ʔiðaʕ
ܟܟܐ	kakkeʔ
ܬܢܝܢܐ	tannine
ܙܝܬܐ	zajteʔ
ܟܘܡܪܐ	kumrɑʔ
ܣܠܘܦܝܬܐ	sallofiθɑʔ
ܩܛܥܐ	qɛtˤʕɑʔ
ܠܡܐܢܐ	ləmeʔnɑʔ
ܦܣܣܐ	pəsɑseʔ
ܐܡܢܐ	ʔamneʔ
ܛܒܐ	tˤɑve
ܣܦܝܠܐ	sappilɑʔ
ܦܠܓܘܬܐ	pɛlɡuθɑʔ
ܬܛܪܐ	tɛtˤreʔ
ܚܙܝܐ	ħɛzjeʔ
ܦܠܝܛܐ	pallejtˤeʔ
ܐܪܒܥܒܫܒܐ	ʔarbaʕbəʃabbeʔ
ܒܘܪܟܐ	burrɑxeʔ
ܟܠܬܐ	kalləθɑ
ܬܪܘܢܘܣ	təronos
ܥܘܠܐ	ʕawleʔ
ܡܘܪܐ	murɑʔ
ܬܘܠܥܐ	tawləʕeʔ
ܣܘܛܦܐ	sutˤtˤɑfeʔ
ܩܠܝܬܐ	qaljɑθɑʔ
ܥܢܘܝܬܐ	ʕannɑwjɑθɑ
ܫܬ	ʃɛθ
ܐܘܡܘܬܐ	ʔumwɑθɑʔ
ܡܪܕܐ	mɛrdeʔ
ܬܟܘܘܪ	takkɑwor
ܪܟܢܐ	rɛxneʔ
ܩܪܕܐ	qarde
ܡܬܐ	mɑθwɑθɑʔ
ܢܢܚܐ	nɑnħɑʔ
ܗܓܡܘܢܐ	heɣmoneʔ
ܡܗܪܐ	mahrɑʔ
ܐܟܕܝܐ	ʔɛkkəðɑjɑʔ
ܡܪܐ	mɑrɑ
ܦܩܪܐ	paqqɑreʔ
ܥܘܕܐ	ʕoðɑʔ
ܝܚܒܘܪܐ	jaħburɑʔ
ܐܕܢܐ	ʔɛðno
ܥܘܪܒܐ	ʕurəvɑ
ܓܘܢܝܐ	ɡunnɑjɑʔ
