portbagaj	portbaɡaʒ
rezecat	rezekat
cățeluș	kətseluʃ
contumacie	kontumatʃije
hipermenoree	hipermenoree
moroșancă	moroʃankə
camelie	kamelije
carâtă	karɨtə
tălpaș	təlpaʃ
ursulină	ursulinə
leucopenie	leukopenije
cloral	kloral
trecem	tretʃem
asudare	asudare
hibrid	hibrid
caloriza	kaloriza
demilitarizat	demilitarizat
peșchegiu	peʃkʲ̩edʒiw
postmeridian	postmeridijan
dediță	deditsə
elidare	elidare
guatemalez	ɡuwatemalez
mitologizant	mitolodʒizant
șervet	ʃervet
performer	performer
sătuleț	sətulets
ridicător	ridikətor
publicitate	publitʃitate
haraba	haraba
sinergism	sinerdʒism
histeroragie	histeroradʒije
conmesean	konmesĕan
nelalocul	nelalokul
landenian	landenian
cruduț	kruduts
întrolocat	ɨntrolokat
buicire	bujtʃire
chelfănit	kʲ̩elfənit
plugărit	pluɡərit
reedificare	reedifikare
geotermal	dʒeotermal
birman	birman
obștesc	obʃtesk
creștin	kreʃtin
proferare	proferare
pufulete	pufulete
agrar	aɡrar
pumnișor	pumniʃor
cumbara	kumbara
altimetrie	altimetrije
persoanei	persŏanej
consolidat	konsolidat
amânate	amɨnate
confiență	konfijentsə
salopetă	salopetə
galanterie	ɡalanterije
deciziune	detʃiziune
fumător	fumətor
tălmaci	təlmatʃʲ
răzvrătitor	rəzvrətitor
anaconda	anakonda
avivai	avivaj
descărnare	deskərnare
promiscuu	promiskuu
estimată	jestimatə
interesul	interesul
bineânțeles	bineɨntseles
prenota	prenota
șugubăț	ʃuɡubəts
contenit	kontenit
ferestuică	ferestujkə
chilometru	kʲ̩ilometru
hămesire	həmesire
mărețe	məretse
arghirescu	argʲ̩iresku
antipiretic	antipiretik
bont	bont
ocneancă	oknĕankə
pasiunile	pasiunile
maz	maz
funar	funar
leptomeninge	leptomenindʒe
conciliant	kontʃilijant
scrotal	skrotal
lire	lire
câțiva	kɨtsʲva
inclemență	inklementsə
probator	probator
dunăreancă	dunərĕankə
nas	nas
domnișoară	domniʃŏarə
somnoroasă	somnorŏasə
admirabil	admirabil
anișori	aniʃorʲ
spulberare	spulberare
ostrovel	ostrovel
ricșă	rikʃə
porumbescu	porumbesku
secularizat	sekularizat
arap	arap
intumescență	intumestʃentsə
spirea	spirĕa
rămuros	rəmuros
ghițescu	gʲ̩itsesku
pănușiță	pənuʃitsə
palmitic	palmitik
înnăclăit	ɨnnəkləit
hăbăuc	həbəuk
glicozidă	ɡlikozidə
estimă	estimə
hașura	haʃura
felinitate	felinitate
destins	destins
somnul	somnul
găzdoaie	ɡəzdŏaje
fagacee	faɡatʃee
tocmăgel	tokmədʒel
țâțucă	tsɨtsukə
heterotaxie	heterotaksije
parageuzie	paradʒeuzije
expansiune	ekspansiune
cefalic	tʃefalik
sinusoidal	sinusoidal
răszicere	rəszitʃere
gripare	ɡripare
rezemare	rezemare
crohmălire	krohməlire
meteorosensibil	meteorosensibil
băieșime	bəjeʃime
tonalitate	tonalitate
gliga	ɡliɡa
vasodilatație	vasodilatatsije
boțog	botsoɡ
cervin	tʃervin
lorand	lorand
rodeo	rodeo
argăseală	arɡəsĕalə
ninsuriu	ninsuriw
sparchetă	sparkʲ̩etə
bibliotecar	bibliotekar
chirpici	kʲ̩irpitʃʲ
estic	jestik
mucezi	mutʃezi
cistă	tʃistə
peripeții	peripetsij
botez	botez
calificație	kalifikatsije
pocâltit	pokɨltit
termofil	termofil
smuncire	smuntʃire
cazarmament	kazarmament
editare	editare
motobal	motobal
bușel	buʃel
decapat	dekapat
interpreta	interpreta
împăciuitor	ɨmpətʃ̩uitor
scălâmb	skəlɨmb
pangolin	panɡolin
buhușeancă	buhuʃĕankə
măiestrire	məjestrire
radicelă	raditʃelə
exhibat	ekshibat
folio	folio
hinduist	hinduist
consolare	konsolare
mijire	miʒire
fixism	figzism
paleontologie	paleontolodʒije
dârmox	dɨrmoks
tonus	tonus
paremiologie	paremiolodʒije
excursie	ekskursije
seninețe	seninetse
jicnit	ʒiknit
volontir	volontir
halo	halo
paietă	pajetə
pulpișoară	pulpiʃŏarə
celostat	tʃelostat
înmugurit	ɨnmuɡurit
boieresc	bojeresk
slavist	slavist
dumnezeie	dumnezeje
deconcertare	dekontʃertare
albinar	albinar
alcoolemie	alkoolemije
atomism	atomism
ciorănescu	tʃ̩orənesku
alene	alene
dumneata	dumnĕata
melancolic	melankolik
husitism	husitism
portretizat	portretizat
fanatism	fanatism
hiperdens	hiperdens
pupilometru	pupilometru
înfrâna	ɨnfrɨna
stosișor	stosiʃor
melancoliza	melankoliza
anabatic	anabatik
agențiile	adʒentsijile
justificabil	ʒustifikabil
namilă	namilə
evaporat	evaporat
real	real
iubirea	jubirĕa
fele	fele
cinefilie	tʃinefilije
ofidism	ofidism
tinerește	tinereʃte
radiotelevizat	radiotelevizat
umflare	umflare
gleizare	ɡleizare
deportat	deportat
caransebeșean	karansebeʃĕan
structuralist	strukturalist
soamne	sŏamne
leucină	leutʃinə
călăreț	kələrets
pâră	pɨrə
balauroaică	balaurŏajkə
imobilizat	imobilizat
sădit	sədit
codaj	kodaʒ
unisonanță	unisonantsə
scârnă	skɨrnə
petrecuse	petrekuse
nauran	nauran
blănar	blənar
fișcă	fiʃkə
goruniș	ɡoruniʃ
proeresis	proeresis
parotidă	parotidə
zorire	zorire
nichelaj	nikʲ̩elaʒ
urmărite	urmərite
învăța	ɨnvətsa
neizbândă	neizbɨndə
idiosincrasie	idiosinkrasije
tucerie	tutʃerije
penale	penale
holdup	holdup
sulimeneală	sulimenĕalə
explozimetru	eksplozimetru
coree	koree
campionatului	kampionatuluj
staționare	statsionare
motomitralieră	motomitralijerə
avivare	avivare
ravinare	ravinare
vesel	vesel
păstrăviță	pəstrəvitsə
stanos	stanos
spinterometru	spinterometru
prolaps	prolaps
curelar	kurelar
suferind	suferind
străinism	strəinism
destinului	destinuluj
îmbăloșare	ɨmbəloʃare
intervină	intervinə
betelie	betelije
divinitate	divinitate
bidulescu	bidulesku
ștemuitor	ʃtemuitor
curbetă	kurbetə
planisit	planisit
ambiguizare	ambiɡuizare
pocâltire	pokɨltire
infim	infim
mătăluță	mətəlutsə
vâlcezi	vɨltʃezi
lucruri	lukrurʲ
detriment	detriment
concludent	konkludent
bătrâna	bətrɨna
făceați	fətʃ̩atsʲ
roșcov	roʃkov
găsești	ɡəseʃtʲ
ciprinid	tʃiprinid
rămășiță	rəməʃitsə
paragel	paradʒel
zăgrăit	zəɡrəit
tândălire	tɨndəlire
disponibilitate	disponibilitate
molete	molete
cranial	kranijal
intrai	intraj
cinema	tʃinema
constitutiv	konstitutiv
mușluire	muʃluire
jertfă	ʒertfə
neeluctabil	neeluktabil
varoră	varorə
desfășurătoare	desfəʃurətŏare
praxă	praksə
neregulile	nereɡulile
leziuni	leziunʲ
ceaușescu	tʃ̩auʃesku
vineriță	vineritsə
tundere	tundere
udubașa	udubaʃa
vrun	vrun
intoxicare	intoksikare
conversațiune	konversatsiune
stăvar	stəvar
chirilă	kʲ̩irilə
talent	talent
colapsoterapie	kolapsoterapije
abordabil	abordabil
epruvetă	epruvetə
hormism	hormism
îndatoritor	ɨndatoritor
despintecare	despintekare
resemna	resemna
scamator	skamator
urm	urm
băiță	bəitsə
apostu	apostu
neparticipare	nepartitʃipare
cârlan	kɨrlan
zdrobău	zdrobəw
micromoleculă	mikromolekulə
deconsolidat	dekonsolidat
sexagenar	seksadʒenar
catihisit	katihisit
zurăit	zurəit
ozonifica	ozonifika
petroșeneancă	petroʃenĕankə
introdusă	introdusə
municipiu	munitʃipju
solomonie	solomonije
fora	fora
supradevelopa	supradevelopa
nulipară	nuliparə
porcesc	portʃesk
tălâmb	təlɨmb
hurducăit	hurdukəit
disproteinemie	disproteinemije
alinare	alinare
ogoiat	oɡojat
mântuială	mɨntujalə
banalitate	banalitate
rapiditate	rapiditate
tărăboanță	tərəbŏantsə
paroxistic	paroksistik
curativ	kurativ
subminare	subminare
potasic	potasik
vibronetezire	vibronetezire
reflectant	reflektant
cabazlâc	kabazlɨk
șoselat	ʃoselat
latorfian	latorfijan
garantare	ɡarantare
dușmanul	duʃmanul
intabulament	intabulament
pareză	parezə
modeliza	modeliza
clămpușor	kləmpuʃor
farda	farda
histrionic	histrionik
propulsie	propulsije
eclamptic	eklamptik
imunosupresie	imunosupresije
semianalfabet	semianalfabet
pozat	pozat
tonetă	tonetə
donchișotism	donkʲ̩iʃotism
tubare	tubare
percea	pertʃ̩a
șarg	ʃarɡ
alsacian	alsatʃijan
epicarp	epikarp
dasie	dasije
străfulgerare	strəfuldʒerare
andosa	andosa
oranj	oranʒ
machism	makʲ̩ism
jurnalism	ʒurnalism
severineancă	severinĕankə
deați	dĕatsʲ
ușura	uʃura
pulpită	pulpitə
stimulator	stimulator
ovalizare	ovalizare
paramedical	paramedikal
leam	lĕam
cambulă	kambulə
mau	maw
afundat	afundat
mătușă	mətuʃə
mutat	mutat
zgornit	zɡornit
agresivitate	aɡresivitate
supranumerar	supranumerar
tirănesc	tirənesk
mitraliat	mitraliat
uzurpat	uzurpat
coborâș	koborɨʃ
septenal	septenal
mușama	muʃama
etape	etape
cvadripartit	kvadripartit
parcan	parkan
valul	valul
scurticel	skurtitʃel
ghemuiți	gʲ̩emuitsʲ
acvarii	akvarij
armaș	armaʃ
parte	parte
acvilidă	akvilidə
cănăriță	kənəritsə
cistopatie	tʃistopatije
alotropie	alotropije
găzduit	ɡəzduit
antimonit	antimonit
samcă	samkə
embriolog	embrioloɡ
clătina	klətina
șezlong	ʃezlonɡ
ambutisat	ambutisat
gândăcărie	ɡɨndəkərije
craca	kraka
osteoză	osteozə
jure	ʒure
legătoare	leɡətŏare
teptil	teptil
tetraedric	tetraedrik
panduru	panduru
imergere	imerdʒere
asasinare	asasinare
punea	punĕa
opina	opina
strujitură	struʒiturə
gazonare	ɡazonare
consolațiune	konsolatsiune
cititorii	tʃititorij
revendicare	revendikare
dezvinuire	dezvinuire
sandarac	sandarak
firesc	firesk
păru	pəru
preserie	preserije
accizare	aktʃizare
nutriție	nutritsije
hemoroidal	hemoroidal
mușinare	muʃinare
viitorologie	viitorolodʒije
sorboză	sorbozə
mareș	mareʃ
devastare	devastare
sensibile	sensibile
cultivator	kultivator
uncheș	unkʲ̩eʃ
polivalență	polivalentsə
recea	retʃ̩a
glioxal	ɡlioksal
provențal	proventsal
redarea	redarĕa
marmoraj	marmoraʒ
americanism	amerikanism
grus	ɡrus
demascare	demaskare
inic	inik
canelare	kanelare
învăluită	ɨnvəluitə
prezbiestezie	prezbijestezije
căpitănaș	kəpitənaʃ
nitrare	nitrare
caboșon	kaboʃon
interregional	interredʒional
avancronică	avankronikə
poliporacee	poliporatʃee
răsfățat	rəsfətsat
cros	kros
distom	distom
dezmiriștitor	dezmiriʃtitor
exhibitoriu	ekshibitorju
țigănaș	tsiɡənaʃ
umbla	umbla
solist	solist
neliniștea	neliniʃtĕa
rapieră	rapijerə
înstreinat	ɨnstreinat
probat	probat
propagator	propaɡator
adormițele	adormitsele
adiere	adijere
reconfirmare	rekonfirmare
simetrie	simetrije
oficinal	ofitʃinal
vindem	vindem
fiziolog	fizioloɡ
diavol	diavol
eroină	eroinə
văleat	vəlĕat
codălbit	kodəlbit
neflă	neflə
acutizare	akutizare
rânduit	rɨnduit
țambalist	tsambalist
protoiodură	protoiodurə
principii	printʃipij
mașinizare	maʃinizare
orbiș	orbiʃ
bufnă	bufnə
nicidecum	nitʃidekum
nerămziu	nerəmzju
scrupulos	skrupulos
câlți	kɨltsʲ
picol	pikol
deschis	deskʲ̩is
instituire	instituire
sedimentat	sedimentat
sărăturat	sərəturat
locuiască	lokujaskə
cuminte	kuminte
ghiborțaș	gʲ̩ibortsaʃ
zăbranic	zəbranik
izogeoterm	izodʒeoterm
mentorii	mentorij
uncescu	untʃesku
xenofil	ksenofil
sădire	sədire
provizorat	provizorat
stingherit	stingʲ̩erit
cârstoiu	kɨrstoju
psihotonic	psihotonik
devitaminizare	devitaminizare
intolerant	intolerant
minimotoretă	minimotoretə
evoluție	evolutsie,evolutsije
încăpuit	ɨnkəpuit
vălău	vələw
amanetat	amanetat
lumeț	lumets
litanie	litanije
zdrumica	zdrumika
ostreicultor	ostreikultor
orzar	orzar
rămas	rəmas
preocupate	preokupate
scăriță	skəritsə
decozină	dekozinə
lanceolat	lantʃeolat
tragicomedie	tradʒikomedije
armăsăraș	arməsəraʃ
lunație	lunatsije
scociorî	skotʃ̩orɨ
soli	solʲ
sintetizat	sintetizat
lupoaia	lupŏaja
cinemar	tʃinemar
sciziparitate	stʃiziparitate
bufnițe	bufnitse
cocsare	kokiare
paleoarheologie	paleoarheolodʒije
presare	presare
curajoasă	kuraʒŏasə
ștuț	ʃtuts
discordie	diskordije
reconstituire	rekonstituire
ritualic	rituwalik
puterea	puterĕa
poclon	poklon
gips	dʒips
neobservat	neobservat
bangăt	banɡət
sericicol	seritʃikol
domniei	domnijej
trăgănat	trəɡənat
ciolănel	tʃ̩olənel
costandache	kostandakʲ̩e
colonlinie	kolonlinije
câmp	kɨmp
îndepărtat	ɨndepərtat
decofraj	dekofraʒ
colargol	kolarɡol
apăreau	apərĕaw
imaterial	imaterial
imineu	iminew
pogribanie	poɡribanije
karling	karlinɡ
salubrizat	salubrizat
persiflat	persiflat
amendabil	amendabil
jazband	ʒazband
dragat	draɡat
rafinat	rafinat
seriator	serijator
încartirui	ɨnkartirui
moderațiune	moderatsiune
mitolog	mitoloɡ
scâncitor	skɨntʃitor
crâmpeiat	krɨmpejat
lăutură	ləuturə
minimizare	minimizare
radiobaliza	radiobaliza
glumi	ɡlumi
curelărie	kurelərije
pudrieră	pudrijerə
înzdrăvenit	ɨnzdrəvenit
imunochimie	imunokʲ̩imije
potențial	potentsijal
proferat	proferat
sațiu	satsju
descurajant	deskuraʒant
deranjament	deranʒament
leac	lĕak
barboni	barboni
speolog	speoloɡ
hârtopanu	hɨrtopanu
sobă	sobə
andezin	andezin
amielinic	amijelinik
piastru	pijastru
dezosat	dezosat
pruniș	pruniʃ
caloricitate	kaloritʃitate
precovârșit	prekovɨrʃit
deco	deko
acantocefal	akantotʃefal
marinică	marinikə
orbăcăire	orbəkəire
imobilism	imobilism
întregit	ɨntredʒit
egaliza	eɡaliza
spadasin	spadasin
carota	karota
energetică	enerdʒetikə
antilogie	antilodʒije
lignoză	liɡnozə
hormonoterapie	hormonoterapije
hemoroid	hemoroid
baragladină	baraɡladinə
tofus	tofus
sonoriza	sonoriza
diformitate	diformitate
apar	apar
șofrăniu	ʃofrəniu
pungălitură	punɡəliturə
asfixiat	asfiksijat
mirific	mirifik
portic	portik
trenare	trenare
potrivesc	potrivesk
indemonstrabil	indemonstrabil
naos	naos
cocie	kotʃije
trișerie	triʃerije
rulantă	rulantə
cercetășie	tʃertʃetəʃije
fitecine	fitetʃine
ceh	tʃeh
sten	sten
nobeliu	nobelju
subdimensiona	subdimensiona
hainlâc	hajnlɨk
hematopoietic	hematopojetik
exstrofie	eksstrofije
mamaie	mamaje
nalbar	nalbar
impună	impunə
oligomenoree	oliɡomenoree
circumscrie	tʃirkumskrije
hrebenciuc	hrebentʃ̩uk
periec	periek
reânfășurare	reɨnfəʃurare
rapanghel	rapangʲ̩el
bestialitate	bestijalitate
ghirlantă	gʲ̩irlantə
indelicat	indelikat
recepție	retʃeptsije
porților	portsilor
azvârlitură	azvɨrliturə
buzoian	buzojan
desprins	desprins
intarsie	intarsije
deasta	dĕasta
pretențios	pretentsios
născând	nəskɨnd
nitrura	nitrura
termodispersie	termodispersije
interminabilă	interminabilə
limoniu	limonju
convinsese	konvinsese
volițiune	volitsiune
mulsură	mulsurə
sabotare	sabotare
adulație	adulatsije
somptuar	somptuwar
alicuantă	alikwantə
alcătuite	alkətuite
gravimex	ɡravimeks
martinescu	martinesku
alungulese	alunɡulese
migăire	miɡəire
satrap	satrap
instruit	instruit
venesecție	venesektsije
mine	mine
logistician	lodʒistitʃijan
potcovărie	potkovərije
cupaj	kupaʒ
gazetar	ɡazetar
cataral	kataral
cornățar	kornətsar
izopren	izopren
pistonaj	pistonaʒ
piedecă	pjedekə
neidentificabil	neidentifikabil
precis	pretʃis
zenit	zenit
psihopatic	psihopatik
hram	hram
atenian	atenijan
eunuc	eunuk
direct	direkt
conjectural	konʒektural
eclator	eklator
asimilat	asimilat
eluviune	eluviune
acuplaj	akuplaʒ
mucea	mutʃ̩a
dozare	dozare
intitula	intitula
șuieratul	ʃujeratul
semimetal	semimetal
secundele	sekundele
balanță	balantsə
obliterație	obliteratsije
convenit	konvenit
smead	smĕad
târșiitură	tɨrʃijiturə
decora	dekora
militărie	militərije
macrame	makrame
fitochimie	fitokʲ̩imije
serpent	serpent
descompunere	deskompunere
androsteronă	androsteronə
adumbrit	adumbrit
dumnevoastră	dumnevŏastrə
cererile	tʃererile
filmologic	filmolodʒik
sichițiu	sikʲ̩itsiu
intoxica	intoksika
murătură	murəturə
bosuioc	bosujok
violaceu	violatʃew
pulverulență	pulverulentsə
tarifare	tarifare
emițător	emitsətor
otoragie	otoradʒije
hidroftalmic	hidroftalmik
știrilor	ʃtirilor
dezgărdina	dezɡərdina
adăpostit	adəpostit
deboșare	deboʃare
neobrăzat	neobrəzat
ataxic	ataksik
usucă	usukə
fagocit	faɡotʃit
inventiv	inventiv
țigănatic	tsiɡənatik
cisnădie	tʃisnədije
aromeală	aromĕalə
portocaliu	portokaliw
chipăruș	kʲ̩ipəruʃ
vinograd	vinoɡrad
echilateral	ekʲ̩ilateral
tunelist	tunelist
negustoros	neɡustoros
plocon	plokon
subzonă	subzonə
potrivire	potrivire
caraftă	karaftə
înțeleagă	ɨntselĕaɡə
necăsătorit	nekəsətorit
chiproviceni	kʲ̩iprovitʃenʲ
pană	panə
paradire	paradire
frigana	friɡana
turul	turul
viscoleală	viskolĕalə
ideile	ideile
transept	transept
tetanic	tetanik
cocotă	kokotə
epodă	epodə
papară	paparə
merse	merse
antricot	antrikot
cognat	koɡnat
carbonado	karbonado
similaritate	similaritate
colontitlu	kolontitlu
simplu	simplu
sălbăticit	səlbətitʃit
chiriacescu	kʲ̩irijatʃesku
mim	mim
întredeschisă	ɨntredeskʲ̩isə
simultaneu	simultanew
frigurică	friɡurikə
palium	palium
ondulație	ondulatsije
recrudescență	rekrudestʃentsə
rană	ranə
ciclomorfoză	tʃiklomorfozə
jăpcan	ʒəpkan
nistor	nistor
nițișor	nitsiʃor
analogie	analodʒije
formați	formatsʲ
pantoptoză	pantoptozə
poftire	poftire
octoih	oktoih
încreț	ɨnkrets
terpentină	terpentinə
redeșteptat	redeʃteptat
areometrie	areometrije
gherase	gʲ̩erase
miaducea	mjadutʃ̩a
asmațuchi	asmatsukʲ̩ʲ
moldovan	moldovan
declarațiune	deklaratsiune
prăznuit	prəznuit
pigulit	piɡulit
foaie	fŏaje
retrage	retradʒe
alde	alde
considerent	konsiderent
obeadă	obĕadə
sanidinit	sanidinit
domolire	domolire
groase	ɡrŏase
duodecimă	duodetʃimə
foșnire	foʃnire
obrăznicit	obrəznitʃit
neirigat	neiriɡat
microfonic	mikrofonik
văsărie	vəsərije
obținută	optsinutə
conceptacul	kontʃeptakul
aprobare	aprobare
unități	unitətsʲ
geograf	dʒeoɡraf
demixta	demiksta
exces	ekstʃes
listel	listel
purpură	purpurə
lusitanian	lusitanijan
minuni	minunʲ
plod	plod
interstelar	interstelar
reânființa	reɨnfijintsa
yterit	iterit
finisaj	finisaʒ
reflecție	reflektsije
deget	dedʒet
exoftalmie	egzoftalmije
capitulant	kapitulant
panaceu	panatʃew
pirolatrie	pirolatrije
nimfomană	nimfomanə
brânzaru	brɨnzaru
târâre	tɨrɨre
aqualux	akwaluks
extorcat	ekstorkat
reprezintă	reprezintə
repaos	repaos
insultător	insultətor
colegii	koledʒij
apropiată	apropijatə
pătăranie	pətəranije
hispanofil	hispanofil
grohăire	ɡrohəire
psitacoză	psitakozə
aliman	aliman
plumânărea	plumɨnərĕa
imola	imola
vulturesc	vulturesk
martirologiu	martirolodʒiw
batardou	batardow
dominanță	dominantsə
vecine	vetʃine
biută	biutə
puerilism	puerilism
dilatator	dilatator
urduban	urduban
cătănime	kətənime
buștean	buʃtĕan
invocator	invokator
molibden	molibden
sporofilă	sporofilə
avarii	avarij
veselia	veselija
meschiniza	meskʲ̩iniza
hidroxilamină	hidroksilaminə
canafas	kanafas
coșcodan	koʃkodan
romanist	romanist
pierit	pjerit
tătărescu	tətəresku
feminizat	feminizat
fonolog	fonoloɡ
soteriologie	soteriolodʒije
frunzele	frunzele
coidum	kojdum
stejerel	steʒerel
încălțare	ɨnkəltsare
eta	eta
măr	mər
piamater	piamater
muzicoman	muzikoman
despletire	despletire
soia	soja
decadentism	dekadentism
proțes	protses
delapidator	delapidator
longeron	londʒeron
intervieva	intervieva
ușchire	uʃkʲ̩ire
fizician	fizitʃijan
bioplasmă	bioplasmə
homomorf	homomorf
ibâncă	ibɨnkə
beneficiar	benefitʃijar
devlă	devlə
hanță	hantsə
învârstare	ɨnvɨrstare
giratar	dʒiratar
sinonimitate	sinonimitate
di	di
produselor	produselor
sinalgie	sinaldʒije
obiecție	objektsije
porumbel	porumbel
reânflorire	reɨnflorire
derivațiune	derivatsiune
subfebrilitate	subfebrilitate
budincă	budinkə
mioritic	mioritik
administrare	administrare
ilustrație	ilustratsije
dialectalism	dialektalism
abraziune	abraziune
timișoreancă	timiʃorĕankə
înfurcitură	ɨnfurtʃiturə
antranol	antranol
bermudă	bermudə
areologie	areolodʒije
gârbovit	ɡɨrbovit
supraâncărcare	supraɨnkərkare
polipetal	polipetal
felurime	felurime
scontabil	skontabil
benzoilare	benzoilare
optsprece	optspretʃe
abținere	aptsinere
descărcător	deskərkətor
folosiți	folositsʲ
sostenuto	sostenuto
cercuitor	tʃerkuitor
indiscrețiune	indiskretsiune
crizele	krizele
cârâială	kɨrɨjalə
stelă	stelə
mgv	mɡv
oftica	oftika
totemic	totemik
nenorociri	nenorotʃirʲ
spițerie	spitserije
cănăraș	kənəraʃ
mulțumiri	multsumirʲ
demoralizant	demoralizant
homeotermie	homeotermije
seca	seka
pilotină	pilotinə
hepatomegalie	hepatomeɡalije
vecin	vetʃin
proctoplastie	proktoplastije
inițierea	initsijerĕa
gălbinicios	ɡəlbinitʃ̩os
dizenterie	dizenterije
ghipsul	gʲ̩ipsul
cofeturi	kofeturʲ
soios	sojos
sfoară	sfŏarə
aseptizare	aseptizare
cărăruie	kərəruje
anabioză	anabiozə
prosilogistic	prosilodʒistik
popește	popeʃte
obadă	obadə
calici	kalitʃʲ
caduc	kaduk
termocompresor	termokompresor
dezdăuna	dezdəuna
pluricavitar	plurikavitar
gușatu	ɡuʃatu
ferește	fereʃte
alaltăieri	alaltəjerʲ
sărmăluță	sərməlutsə
săgeta	sədʒeta
picături	pikəturʲ
vicecampion	vitʃekampion
calozitate	kalozitate
clar	klar
programele	proɡramele
găvozdit	ɡəvozdit
colportare	kolportare
hoțiș	hotsiʃ
recalculare	rekalkulare
reproșuri	reproʃurʲ
ovariopatie	ovariopatije
cucurigi	kukuridʒʲ
lărgire	lərdʒire
insectivor	insektivor
înfiorătoare	ɨnfiorətŏare
clap	klap
încălcare	ɨnkəlkare
bebe	bebe
parmazan	parmazan
duzină	duzinə
