ометяхте	o̝mɛtʲaxt̪ɛ
озаглавявахме	o̝zəɡɫɐvʲavəxmɛ
произтичащи	pro̝ist̪itʃəʃt̪i
обезглавяванията	o̝bɛzɡɫɐvʲavənijət̪ə
наследявалият	nəslɛdʲavəlijət̪
пометената	pomɛt̪ɛnət̪ə
принуждаваща	prinoʒd̪avəʃt̪ə
въоръжаван	vəo̝ɾɐʒavən
надебелееш	nəd̪ɛbɛlɛɛʃ
внасянета	vnasʲənɛt̪ə
доказвалият	d̪okazvəlijət̪
спасеното	spɐsɛno̝t̪o̝
потичането	pot̪itʃənɛt̪o̝
сякох	sʲako̝x
паднахте	pɐd̪naxt̪ɛ
будещото	bud̪ɛʃt̪o̝t̪o̝
припрени	priprɛni
спиралата	spiɾəɫət̪ə
корящи	korʲaʃt̪i
произнасяното	pro̝iznasʲəno̝t̪o̝
подобрения	po̝d̪obrɛnijə
изричалото	izritʃəɫo̝t̪o̝
цупеха	t͡supɛxə
опасването	opasvənɛt̪o̝
изнасян	iznasʲən
абитуриентските	abit̪uɾiɛnskʲit̪ɛ
превъзнесете	prɛvəznɛsɛt̪ɛ
одобряха	o̝d̪obrʲaxə
наизлизало	nəizlizəɫo̝
изминавал	izminavəɫ
окрадвам	okrad̪vəm
оцветило	o̝t͡svɛt̪iɫo̝
повярвалите	povʲarvəlit̪ɛ
произтекохте	pro̝ist̪ɛko̝xt̪ɛ
отнесяла	o̝t̪nɛsʲaɫə
протеклият	prot̪ɛklijət̪
погребван	poɡrɛbvən
наводнено	nəvod̪nɛno̝
отвличащ	ot̪vlitʃəʃt̪
извеждащите	izvɛʒd̪əʃt̪it̪ɛ
интересуваше	int̪ɛɾɛsuvəʃɛ
четене	tʃɛt̪ɛnɛ
домете	d̪o̝mɛt̪ɛ
болият	bɔlijət̪
прочетохме	protʃɛt̪o̝xmɛ
подкупел	pot̪kupɛɫ
създаваше	sɐzd̪avəʃɛ
абитуриента	abit̪uɾiɛnt̪ə
телевизори	t̪ɛlɛvizoɾi
опасва	opasvə
надвнесъл	nɐd̪vnɛsəɫ
злоупотребяващи	zɫo̝o̝po̝t̪rɛbʲavəʃt̪i
отварян	ot̪varʲən
счупвахме	stʃupvəxmɛ
изкупуванета	iskopuvənɛt̪ə
пратил	prat̪iɫ
пихте	pixt̪ɛ
бойлер	bɔjlɛr
почитаща	potʃit̪əʃt̪ə
опридате	oprid̪ət̪ɛ
премрялата	prɛmrʲaɫət̪ə
желаещата	ʒɛɫaɛʃt̪ət̪ə
студентстваше	st̪od̪ɛnt̪st̪vəʃɛ
осинови	o̝sinovi
навиращ	nɐviɾəʃt̪
охранявай	o̝xrɐnʲavəj
избрала	izbraɫə
заповядва	zəpovʲad̪və
близалият	blizalijət̪
подклаждаха	pot̪kɫaʒd̪əxə
отнасялото	ot̪nasʲəɫo̝t̪o̝
полуделите	po̝ɫod̪ɛlit̪ɛ
подклаждалото	pot̪kɫaʒd̪əɫo̝t̪o̝
спестеше	spɛst̪ɛʃɛ
спестявано	spɛstʲavəno̝
съветвана	sɐvɛt̪vənə
купихме	kupixmɛ
наследяват	nəslɛdʲavət̪
ползван	pɔɫzvən
предплатете	prɛt̪pɫɐt̪ɛt̪ɛ
дебнел	d̪ɛbnɛɫ
помогнете	po̝moɡnɛt̪ɛ
тръгвате	t̪rɤɡvət̪ɛ
предсказания	prɛt̪skazənijə
бомбардиранията	bombərd̪iɾənijət̪ə
презирания	prɛziɾənijə
изнудят	iznudʲət̪
доведяло	d̪o̝vɛdʲaɫo̝
надебелее	nəd̪ɛbɛlɛɛ
възпроизведяло	vəspro̝izvɛdʲaɫo̝
нареченото	nɐrɛtʃɛno̝t̪o̝
очакваше	otʃakvəʃɛ
злоупотребявала	zɫo̝o̝po̝t̪rɛbʲavəɫə
траяните	t̪rajənit̪ɛ
спекат	spɛkɤt̪
препичала	prɛpitʃəɫə
падалото	pad̪əɫo̝t̪o̝
отричащия	ot̪ritʃəʃt̪ijə
злоупотребяващите	zɫo̝o̝po̝t̪rɛbʲavəʃt̪it̪ɛ
несериозен	nɛsɛriɔzɛn
бесиха	bɛsixə
поспрелите	posprɛlit̪ɛ
бомбардиралият	bombərd̪iɾəlijət̪
кървящия	kɐrvʲaʃt̪ijə
отвела	ot̪vɛɫə
протичало	prot̪itʃəɫo̝
поспирайки	pospiɾəjkʲi
предупреждаващото	prɛd̪o̝prɛʒd̪avəʃt̪o̝t̪o̝
избожданията	izbɔʒd̪ənijət̪ə
изпяващи	ispʲavəʃt̪i
ушивалото	oʃivəɫo̝t̪o̝
наказвано	nɐkazvəno̝
побеждаваните	po̝bɛʒd̪avənit̪ɛ
шибалото	ʃibəɫo̝t̪o̝
изпиха	ispixə
паднех	pad̪nɛx
избождащият	izbɔʒd̪əʃt̪ijət̪
седнехте	sɛd̪nɛxt̪ɛ
въоръжат	vəo̝ɾɐʒɤt̪
обковах	o̝pkovax
зебра	zɛbrə
препрочетоха	prɛprotʃɛt̪o̝xə
сприятеляваме	sprijət̪ɛlʲavəmɛ
господарстването	ɡo̝spod̪arst̪vənɛt̪o̝
опичанета	opitʃənɛt̪ə
желаехме	ʒɛɫaɛxmɛ
анатемосай	anət̪ɛmɔsəj
лижещото	liʒɛʃt̪o̝t̪o̝
прехапващото	prɛxapvəʃt̪o̝t̪o̝
заревяло	zəɾɛvʲaɫo̝
заспиващо	zɐspivəʃt̪o̝
изминаващо	izminavəʃt̪o̝
заречал	zəɾɛtʃaɫ
абхазкия	apxaskʲijə
забравих	zɐbravix
подобрих	po̝d̪obrix
млъкванетата	mɫɤkvənɛt̪ət̪ə
траяло	t̪rɐjaɫo̝
навеждайте	nɐvɛʒd̪əjt̪ɛ
поизмитаща	po̝izmit̪əʃt̪ə
помогнахте	po̝moɡnaxt̪ɛ
уволняват	o̝voɫnʲavət̪
писания	pisənijə
изчезнах	istʃɛznəx
потичаха	pot̪itʃəxə
боядисвахме	bo̝jɐd̪isvəxmɛ
наизлизащото	nəizlizəʃt̪o̝t̪o̝
препрочетат	prɛpro̝tʃɛt̪ɤt̪
плачел	pɫatʃɛɫ
сушах	soʃax
поопечена	po̝opɛtʃɛnə
оцветения	o̝t͡svɛt̪ɛnijə
изнеслото	iznɛsɫo̝t̪o̝
подслушали	pot̪sɫuʃəli
съветваме	sɐvɛt̪vəmɛ
присъстваха	prisɤst̪vəxə
присъстване	prisɤst̪vənɛ
анулирания	anuliɾənijə
авторитетната	aft̪oɾit̪ɛt̪nət̪ə
надявай	nɐdʲavəj
ковал	kovaɫ
запичаните	zɐpitʃənit̪ɛ
сравняла	srɐvnʲaɫə
възпряхме	vɐsprʲaxmɛ
пиенетата	piɛnɛt̪ət̪ə
обречените	obrɛtʃɛnit̪ɛ
пристигате	prist̪iɡət̪ɛ
подпират	pot̪piɾət̪
телефонира	t̪ɛlɛfoniɾə
доказани	d̪okazəni
назовавана	nəzovavənə
говореното	ɡovɔɾɛnot̪o
изчезванията	istʃɛzvənijət̪ə
раняваме	rɐnʲavəmɛ
отечали	o̝t̪ɛtʃali
злословец	zloslovɛt͡s
анатемосващата	anət̪ɛmɔsvəʃt̪ət̪ə
дебна	d̪ɛbna
предупреждаванетата	prɛd̪o̝prɛʒd̪avənɛt̪ət̪ə
отсъствайте	ot̪sɤst̪vəjt̪ɛ
уволняваха	o̝voɫnʲavəxə
намекващото	nɐmɛkvəʃt̪o̝t̪o̝
заоравалото	zəoravəɫo̝t̪o̝
избрания	izbranijə
помогнали	pomɔɡnəli
произнасящия	pro̝iznasʲəʃt̪ijə
предричаната	prɛd̪ritʃənət̪ə
счупеният	stʃupɛnijət̪
заревавайте	zəɾɛvavəjt̪ɛ
разплаквайки	rɐspɫakvəjkʲi
опечени	opɛtʃɛni
питах	pit̪ax
изпиваше	ispivəʃɛ
получаващото	po̝ɫotʃavəʃt̪o̝t̪o̝
принасялата	prinasʲəɫət̪ə
наричалия	nɐritʃəlijə
избра	izbra
убие	obiɛ
шихме	ʃixmɛ
нагребвахме	nɐɡrɛbvəxmɛ
въвлякъл	vəvlʲakəɫ
възнесените	vəznɛsɛnit̪ɛ
създадохме	sɐzd̪ad̪o̝xmɛ
понавлизания	po̝nɐvlizənijə
опасена	opasɛnə
събуждана	sɐbuʒd̪ənə
бомбардиращ	bombərd̪iɾəʃt̪
виждащия	viʒd̪əʃt̪ijə
изорало	izoraɫo̝
танцувахте	t̪ənt͡sovaxt̪ɛ
подмитаната	pod̪mit̪ənət̪ə
наелите	nɐɛlit̪ɛ
захапех	zɐxapɛx
обличахме	oblitʃəxmɛ
треслия	t̪rɛslijə
изпялото	ispʲaɫo̝t̪o̝
аплодираме	apɫod̪iɾəmɛ
примираха	primiɾəxə
инвестирайте	iɱvɛst̪iɾəjt̪ɛ
уволнихме	o̝voɫnixmɛ
допринасяте	d̪o̝prinasʲət̪ɛ
нуждания	noʒd̪anijə
обречала	o̝brɛtʃaɫə
снасянето	snasʲənɛt̪o̝
принасящия	prinasʲəʃt̪ijə
искаха	iskəxə
избодоха	izbɔd̪o̝xə
продължаваха	pro̝d̪ɐɫʒavəxə
строящо	st̪rojaʃt̪o̝
танцуваха	t̪ɐnt͡suvəxə
плашел	pɫaʃɛɫ
препоръчващ	prɛporɤtʃvəʃt̪
накълваванията	nəkɐɫvavənijət̪ə
обречах	o̝brɛtʃax
вечеряхте	vɛtʃɛrʲaxt̪ɛ
повлечали	po̝vlɛtʃali
вковала	fkovaɫə
лягайте	lʲaɡəjt̪ɛ
зоването	zovanɛt̪o̝
изговорите	izɡovɔɾit̪ɛ
подобрят	po̝d̪obrʲɤt̪
уплашехте	opɫaʃɛxt̪ɛ
превеждаме	prɛvɛʒd̪əmɛ
уплашеното	opɫaʃɛno̝t̪o̝
състезаванета	səst̪ɛzavənɛt̪ə
вплетох	fplɛt̪ox
чакащите	tʃakəʃt̪it̪ɛ
аплодирайте	apɫod̪iɾəjt̪ɛ
уволняваният	o̝voɫnʲavənijət̪
привнесели	privnɛsɛli
озаглавеше	o̝zəɡɫɐvɛʃɛ
отровен	ot̪rɔvɛn
лектор	lɛktor
виждат	viʒd̪ət̪
понавлизащ	po̝nɐvlizəʃt̪
унесена	onɛsɛnə
вечеряли	vɛtʃɛrʲali
допичане	d̪opitʃənɛ
накълвана	nəkɐɫvanə
изковахме	iskovaxmɛ
летен	lɛtɛn
благославяно	bɫəɡosɫavʲəno
разболеели	rəzbolɛɛli
замиращия	zɐmiɾəʃt̪ijə
закупувало	zəkopuvəɫo̝
затече	zɐt̪ɛtʃɛ
напреднеха	nɐprɛd̪nɛxə
заметеш	zəmɛt̪ɛʃ
отвличал	ot̪vlitʃəɫ
будени	bud̪ɛni
поглеждащи	poɡlɛʒd̪əʃt̪i
нагризеше	nəɡrizɛʃɛ
лижещият	liʒɛʃt̪ijət̪
зачитани	zɐtʃit̪əni
вечерян	vɛtʃɛrʲən
създаваните	sɐzd̪avənit̪ɛ
изорала	izoraɫə
изпекла	ispɛkɫə
анатемосвала	anət̪ɛmɔsvəɫə
запряха	zɐprʲaxə
забременеят	zəbrɛmɛnɛjət̪
привнасящата	privnasʲəʃt̪ət̪ə
анатемосах	anət̪ɛmɔsəx
донасян	d̪onasʲən
наобляклото	nəoblʲakɫo̝t̪o̝
изнудените	iznud̪ɛnit̪ɛ
навеждахме	nɐvɛʒd̪əxmɛ
допекоха	d̪opɛko̝xə
раняваният	rɐnʲavənijət̪
наричаният	nɐritʃənijət̪
смазванията	smazvənijət̪ə
надонасяха	nəd̪onasʲəxə
обещаел	o̝bɛʃt̪aɛɫ
отмреш	ot̪mrɛʃ
допрените	d̪oprɛnit̪ɛ
озадачаващият	o̝zəd̪ɐtʃavəʃt̪ijət̪
поопече	po̝opɛtʃɛ
наплетат	nəplɛt̪ɤt̪
провирам	proviɾəm
дъвканото	d̪ɤfkəno̝t̪o̝
обучаванията	o̝botʃavənijət̪ə
зачевалото	zɐtʃɛvəɫo̝t̪o̝
плетеш	plɛt̪ɛʃ
измиралите	izmiɾəlit̪ɛ
тичалото	t̪itʃaɫo̝t̪o̝
разбирали	rɐzbiɾəli
подвежданите	pod̪vɛʒd̪ənit̪ɛ
плашещият	pɫaʃɛʃt̪ijət̪
крадохме	krad̪oxmɛ
заредилата	zəɾɛd̪iɫət̪ə
срещане	srɛʃt̪ənɛ
изричах	izritʃəx
подклажданата	pot̪kɫaʒd̪ənət̪ə
напеклото	nɐpɛkɫo̝t̪o̝
млъквали	mɫɤkvəli
прозираме	proziɾəmɛ
избираме	izbiɾəmɛ
омета	o̝mɛt̪ɤ
изричащото	izritʃəʃt̪o̝t̪o̝
грабех	ɡrabɛx
отчитания	ot̪tʃit̪ənijə
въврения	vəvrɛnijə
купуват	kopuvət̪
отсичай	ot̪sitʃəj
простили	prost̪ili
запичали	zɐpitʃəli
спестяващия	spɛstʲavəʃt̪ijə
напечехме	nəpɛtʃɛxmɛ
бомбардирано	bombərd̪iɾəno
спрял	sprʲaɫ
почнало	potʃnaɫo̝
забравящите	zɐbravʲəʃt̪it̪ɛ
препоръчваш	prɛporɤtʃvəʃ
изплитащо	isplit̪əʃt̪o̝
спичанета	spitʃənɛt̪ə
обесваха	obɛsvəxə
побеждавалият	po̝bɛʒd̪avəlijət̪
опечената	opɛtʃɛnət̪ə
оцветилата	o̝t͡svɛt̪iɫət̪ə
изведяха	izvɛdʲaxə
отнесете	o̝t̪nɛsɛt̪ɛ
можех	mɔʒɛx
лъга	ɫɐɡa
обичахте	obitʃəxt̪ɛ
повличано	povlitʃəno̝
бесила	bɛsiɫə
допрелите	d̪oprɛlit̪ɛ
търсещата	t̪ɤrsɛʃt̪ət̪ə
нанесях	nənɛsʲax
произнасянетата	pro̝iznasʲənɛt̪ət̪ə
отбодох	od̪bɔd̪o̝x
допринасяш	d̪o̝prinasʲəʃ
глоби	ɡɫobi
биеше	biɛʃɛ
танцуването	t̪ɐnt͡suvənɛt̪o̝
възпираше	vɐspiɾəʃɛ
глобява	ɡɫobʲavə
внеслият	vnɛslijət̪
абажуре	abəʒuɾɛ
пестеше	pɛst̪ɛʃɛ
чупейки	tʃupɛjkʲi
изчезвайте	istʃɛzvəjt̪ɛ
прегръщано	prɛɡrɤʃt̪əno̝
кориха	korixə
занасяйки	zɐnasʲəjkʲi
извеждане	izvɛʒd̪ənɛ
наклажда	nɐkɫaʒd̪ə
плашила	pɫaʃiɫə
продължавахте	pro̝d̪ɐɫʒavəxt̪ɛ
подобриха	po̝d̪obrixə
скуба	skoba
съветван	sɐvɛt̪vən
шибалата	ʃibəɫət̪ə
сушех	soʃɛx
захапва	zɐxapvə
търсещо	t̪ɤrsɛʃt̪o
мълчела	mɐɫtʃɛɫə
моженията	mɔʒɛnijət̪ə
изплашилото	ispɫaʃiɫo̝t̪o̝
напечем	nəpɛtʃɛm
навестявали	nəvɛstʲavəli
коронясвайте	ko̝ɾonʲasvəjt̪ɛ
доказвалата	d̪okazvəɫət̪ə
занасялия	zɐnasʲəlijə
обвинявахте	o̝bvinʲavəxt̪ɛ
доказвал	d̪okazvəɫ
излязла	izlʲazɫə
изричалия	izritʃəlijə
отвлякохте	ot̪vlʲako̝xt̪ɛ
препрочетеш	prɛpro̝tʃɛt̪ɛʃ
плачех	pɫatʃɛx
сънуващият	sɐnuvəʃt̪ijət̪
изчетях	istʃɛtʲax
създай	sɐzd̪aj
изплитащи	isplit̪əʃt̪i
подклалото	pot̪kɫaɫo̝t̪o̝
изчитаме	istʃit̪əmɛ
адмирал	ədmiral
обковавалото	o̝pkovavəɫo̝t̪o̝
близалата	blizəɫət̪ə
избереше	izbɛrɛʃɛ
повярваше	povʲarvəʃɛ
гризаното	ɡrizano̝t̪o̝
безстрашен	bɛstraʃɛn
обичаше	obitʃəʃɛ
смазвайте	smazvəjt̪ɛ
водоравност	vodoravnost
чупих	tʃopix
внесъл	vnɛsəɫ
взимате	vzimət̪ɛ
избоде	izbɔd̪ɛ
наказващата	nɐkazvəʃt̪ət̪ə
загубванията	zɐɡubvənijət̪ə
шийте	ʃijt̪ɛ
пекох	pɛko̝x
подслушваните	pot̪sɫuʃvənit̪ɛ
уплашените	opɫaʃɛnit̪ɛ
обосновяхме	o̝bo̝snovʲaxmɛ
наковяхте	nəkovʲaxt̪ɛ
заспивалата	zɐspivəɫət̪ə
подкладохме	pot̪kɫad̪o̝xmɛ
сравняхме	srɐvnʲaxmɛ
навлизаш	nɐvlizəʃ
подпряхте	pot̪prʲaxt̪ɛ
захапваща	zɐxapvəʃt̪ə
чупещото	tʃupɛʃt̪o̝t̪o̝
напичанията	nɐpitʃənijət̪ə
прочитате	protʃit̪ət̪ɛ
танцувано	t̪ɐnt͡suvəno̝
глобявалият	ɡɫobʲavəlijət̪
кървилата	kɐrviɫət̪ə
важен	vaʒɛn
потушавам	po̝t̪oʃavəm
ранявах	rɐnʲavəx
рекъл	rɛkəɫ
авансова	avansovə
потекъл	pot̪ɛkəɫ
закусвания	zɐkusvənijə
мелият	mɛlijət̪
прочетената	protʃɛt̪ɛnət̪ə
заслужавахме	zəsɫoʒavəxmɛ
сушащите	soʃaʃt̪it̪ɛ
сънувалите	sɐnuvəlit̪ɛ
опреди	o̝prɛd̪i
потичанета	pot̪itʃənɛt̪ə
дъвчеше	d̪ɤftʃɛʃɛ
навестяваше	nəvɛstʲavəʃɛ
абдикациите	abd̪ikatsiit̪ɛ
завличащ	zɐvlitʃəʃt̪
опеклият	opɛklijət̪
въвличаш	vəvlitʃəʃ
влюбваш	vlʲubvəʃ
занасянето	zɐnasʲənɛt̪o̝
скубете	skubɛt̪ɛ
предат	prɛd̪ɤt̪
потичаше	pot̪itʃəʃɛ
злоупотреби	zɫo̝o̝po̝t̪rɛbi
плащалата	pɫaʃt̪əɫət̪ə
амнистия	əmnistijə
убива	obivə
побеждавалата	po̝bɛʒd̪avəɫət̪ə
ухапвали	oxapvəli
опасвал	opasvəɫ
втечнилия	ft̪ɛtʃnilijə
арестувате	aɾɛst̪uvət̪ɛ
вплетеш	fplɛt̪ɛʃ
произнасялото	pro̝iznasʲəɫo̝t̪o̝
загиват	zɐɡʲivət̪
обсъжданата	opsɤʒd̪ənət̪ə
заподозрем	zəpo̝d̪ozrɛm
цупим	t͡supim
поизмитаното	po̝izmit̪əno̝t̪o̝
ушивахте	oʃivəxt̪ɛ
винената	vinɛnət̪ə
принудели	prinud̪ɛli
въврелите	vəvrɛlit̪ɛ
унасяне	onasʲənɛ
замиралото	zɐmiɾəɫo̝t̪o̝
възнесете	vəznɛsɛt̪ɛ
възпроизвеждането	vəspro̝izvɛʒd̪ənɛt̪o̝
снесох	snɛso̝x
закупихте	zɐkupixt̪ɛ
избирайки	izbiɾəjkʲi
подклалите	pot̪kɫalit̪ɛ
протечал	pro̝t̪ɛtʃaɫ
навирайки	nɐviɾəjkʲi
забременеело	zəbrɛmɛnɛɛɫo̝
съчета	sətʃɛt̪a
продавахте	prod̪avəxt̪ɛ
навлеченият	nɐvlɛtʃɛnijət̪
предречело	prɛd̪rɛtʃɛɫo̝
седелият	sɛd̪ɛlijət̪
поотечете	po̝o̝t̪ɛtʃɛt̪ɛ
казващия	kazvəʃt̪ijə
помагали	pomaɡəli
абдукции	abd̪uktsii
вземания	vzɛmənijə
съществувалата	səʃt̪ɛst̪vuvəɫət̪ə
обличащият	oblitʃəʃt̪ijət̪
казващите	kazvəʃt̪it̪ɛ
разлюбените	rɐzlʲubɛnit̪ɛ
обезсмъртим	o̝bɛsmɐrt̪im
млъквах	mɫɤkvəx
гордеело	ɡord̪ɛɛɫo̝
почитане	potʃit̪ənɛ
плащащо	pɫaʃt̪əʃt̪o̝
препоръчване	prɛporɤtʃvənɛ
доплиташ	d̪oplit̪əʃ
принудените	prinud̪ɛnit̪ɛ
припадах	pripad̪əx
умираше	omiɾəʃɛ
поведохте	povɛd̪o̝xt̪ɛ
изчезнеш	istʃɛznɛʃ
злоупотребели	zɫo̝o̝po̝t̪rɛbɛli
анулираното	anuliɾənot̪o
губещата	ɡubɛʃt̪ət̪ə
изговорена	izɡovɔɾɛnə
помагате	pomaɡət̪ɛ
подобрилите	po̝d̪obrilit̪ɛ
лизаха	lizaxə
продължаване	pro̝d̪ɐɫʒavənɛ
агресорка	əɡrɛsorkə
прегърнете	prɛɡɤrnɛt̪ɛ
наоблече	nəoblɛtʃɛ
тресящи	t̪rɛsʲaʃt̪i
донеслият	d̪onɛslijət̪
обесвалото	obɛsvəɫo̝t̪o̝
затичай	zɐt̪itʃəj
озаглавявалия	o̝zəɡɫɐvʲavəlijə
затечела	zət̪ɛtʃɛɫə
нахапалия	nɐxapəlijə
домелият	d̪omɛlijət̪
избодяло	izbodʲaɫo̝
поопечеха	po̝o̝pɛtʃɛxə
събуждащо	sɐbuʒd̪əʃt̪o̝
обвинявайки	o̝bvinʲavəjkʲi
поспиралия	pospiɾəlijə
наоблякоха	nəoblʲako̝xə
създало	sɐzd̪aɫo̝
започналият	zɐpɔtʃnəlijət̪
започвайки	zɐpɔtʃvəjkʲi
провирал	proviɾəɫ
купуващи	kopuvəʃt̪i
засичащото	zɐsitʃəʃt̪o̝t̪o̝
падала	pad̪əɫə
презрем	prɛzrɛm
влезел	vlɛzɛɫ
почетен	potʃɛt̪ɛn
строял	st̪rojaɫ
изминава	izminavə
произлязлата	pro̝izlʲazɫət̪ə
