берлегендәге	bˌerleɣendˈæɣe
тикшерделәр	tˌikʃerdˈelær
төрки	tˈœrki
язучылары	jˌɑzuɕɯɫˈɑrɯ
азчылыкларның	ˌɒzɕɯɫɯqɫˈɑrnɯŋ
ычкындырды	ˌɯɕqɯndˈɯrdɯ
гөнаһсыз	ɣœnˈɑhsɯz
Үтәшев	ytˈæʃew
җырчыны	ʑɯrɕˈɯnɯ
уздыруның	ˌuzdɯrˈunɯŋ
Хакимияттә	xˌɒqimijˈættæ
эшләүдән	ˌeʃlæˈydæn
клублар	qɫˈubɫɑr
ия	ˈijæ
Реалии	rˌeɑɫˈii
табыну	tɒbˈɯnu
хастаханәсе	xˌɒstɒxɑnˈæse
Экспертлар	ekspˈertɫɑr
бәйләнеп	bˌæɪlˈænep
Гафуровның	ʁˌɒfurˈownɯŋ
Сарбаевка	sˌɒrbɒˈewqɑ
дозор	dˈozor
Белградта	beɫʁrˈɑdtɑ
Алсуның	ɒɫsˈunɯŋ
Шикаять	ʃiqˈɑjɑtʔ
ахмаклык	ɒxmˈɒqɫɯq
цензура	tsenzˈurɑ
кичерергә	kˌiɕerˈerɣæ
тәэсирле	tˌæesˈirle
тыңлар	tˈɯŋɫɑr
Мәрьям	mˈærʔjæm
редакциясенең	rˌedɑqtsˌijæsˈeneŋ
җырчы	ʑˈɯrɕɯ
алучыларның	ˌɒɫuɕɯɫˈɑrnɯŋ
алуы	ɒɫˈuɯ
динле	dˈinle
хыянәт	xɯjˈænæt
Швейцария	ʃwˌeɪtsɑrˈijæ
ачылдыкырымтатарча	ˌɒɕɯɫdˌɯqɯrˌɯmtɑtˈɑrɕɑ
Үзбәкстанның	ˌyzbæqstˈɑnnɯŋ
киемнәргә	kˌiemnˈærɣæ
нәрсә	nˈærsæ
педагог	pedˈɑʁoʁ
хөкүмәттән	xˌœkymˈættæn
Спектакльдә	speqtˈɑqɫʔdæ
куе	qˈue
корылтае	qˌorɯɫtˈɑe
уйгыр	uˈɪʁɯr
иткәндер	itkˈænder
очсыз	ˈoɕsɯz
кыскартылган	qˌɯsqɑrtˈɯɫʁɑn
кушсаң	qˈuʃsɑŋ
Чехословакия	ɕˌexosɫˌowɑqˈijæ
шартларга	ʃɒrtɫˈɒrʁɑ
әзерләр	æzˈerlær
кайтаваз	qˌɒɪtˈɑwɑz
Проектның	proˈeqtnɯŋ
Күренеп	kyrˈenep
чабабыз	ɕɒbˈɒbɯz
курсларга	qursɫˈɑrʁɑ
киметкән	kimˈetkæn
төстәге	tœstˈæɣe
кырыйда	qɯrˈɯjdɑ
үтерүнең	ˌyterˈyneŋ
аягын	ɒjˈɑʁɯn
кушканны	quʃqˈɑnnɯ
Демократлар	dˌemoqrˈɑtɫɑr
атна	ˈɒtnɒ
тулганчы	tuɫʁˈɑnɕɯ
ачылырга	ˌɒɕɯɫˈɯrʁɑ
хилафлыклар	xˌiɫɑfɫˈɯqɫɑr
Җитәкчеләр	ʑˌitækɕˈelær
бәйли	bæˈɪli
монголлар	moŋʁˈoɫɫɑr
җәмгыятьтә	ʑˌæmʁɯjˈætʔtæ
мөселман	mœsˈeɫmɑn
Франц	frˈɒnts
хуплыйбыз	xupɫˈɯjbɯz
корылмалар	qˌorɯɫmˈɑɫɑr
дәүләти	dˌæylˈæti
яхшыртырга	jˌɑxʃɯrtˈɯrʁɑ
дискриминация	dˌiskrimˌinɑtsˈijæ
джаз	dʒˈɒz
диңгезе	diŋɣˈeze
Латин	ɫˈɒtin
Томас	tˈomɑs
Рига	rˈiʁɑ
өнди	ˈœndi
Думада	dumˈɑdɑ
мәхкәмәсендә	mˌæxkæmæsˈendæ
очраштылар	ˌoɕrɑʃtˈɯɫɑr
куйганда	qˌuɪʁˈɑndɑ
Фаҗига	fɒʑˈiʁɑ
өмет	ˈœmet
урыслаша	ˌurɯsɫˈɑʃɑ
террорны	terrˈornɯ
әверелгән	ˌæwerˈelɣæn
тыелып	tɯˈeɫɯp
башкаларга	bˌɒʃqɒɫˈɑrʁɑ
конференцияләрдә	qˌonferˌentsijælˈærdæ
Алты	ˈɒɫtɯ
этап	ˈetɑp
башлыгының	bˌɒʃɫɯʁˈɯnɯŋ
илләрендә	ˌillærˈendæ
янауларга	jˌɑnɑuɫˈɑrʁɑ
Тимерҗанова	tˌimerʑɑnˈowɑ
тартылуы	tˌɒrtɯɫˈuɯ
журналистикасы	ʒˌurnɑɫˌistiqˈɑsɯ
Дусларым	dusɫˈɑrɯm
Төп	tˈœp
тәмамлануга	tˌæmɑmɫɑnˈuʁɑ
тарафдары	tˌɒrɒfdˈɑrɯ
аерыла	ˌɒerˈɯɫɑ
бизнесны	biznˈesnɯ
фикердә	fikˈerdæ
БТИҮнең	btˈiˈyneŋ
үзгәртүгә	ˌyzɣærtˈyɣæ
почмакларында	pˌoɕmɑqɫɑrˈɯndɑ
әһелләреннән	ˌæhellærˈennæn
ныгытылган	nˌɯʁɯtˈɯɫʁɑn
чарасын	ɕɒrˈɒsɯn
уңаеннан	ˌuŋɑˈennɑn
конференция	qˌonferentsˈijæ
заводларда	zˌɑwodɫˈɑrdɑ
ашыгып	ɒʃˈɯʁɯp
имзаларын	ˌimzɑɫˈɑrɯn
хәвефле	xæwˈefle
Дан	dˈɒn
карыйлар	qɒrˈɯjɫɑr
килмәячәк	kˌilmæjˈæɕæk
конференциясенә	qˌonferˌentsijæsˈenæ
Даун	dˈɒun
Эшмәкәр	eʃmˈækær
Леонид	leˈonid
аңлата	ɒŋɫˈɒtɑ
сугышчысы	sˌuʁɯʃɕˈɯsɯ
Очрашуда	ˌoɕrɑʃˈudɑ
компанияләр	qˌompɑnijˈælær
Англия	ɒŋʁɫˈijæ
ватандашларның	wˌɒtɒndɑʃɫˈɑrnɯŋ
каласын	qɒɫˈɒsɯn
Прага	prˈɒʁɒ
керми	kˈermi
мәдхия	mædxˈijæ
уздырачак	ˌuzdɯrˈɑɕɑq
тауарны	tˌɒuˈɑrnɯ
әсәрләреннән	ˌæsærlærˈennæn
Җәйге	ʑæˈɪɣe
оныкларым	ˌonɯqɫˈɑrɯm
кайгырту	qˌɒɪʁˈɯrtu
көчәйтү	kˌœɕæˈɪty
Мәккә	mˈækkæ
Дөньякүләм	dˌœnʔjækˈylæm
уйлыйсызмы	ˌuɪɫɯjsˈɯzmɯ
осталар	ostˈɑɫɑr
структураларында	strˌuqturˌɑɫɑrˈɯndɑ
дәүләтнеке	dˌæylætnˈeke
полициягә	pˌoɫitsijˈæɣæ
Әхмәдиев	ˌæxmædˈiew
алмаслар	ɒɫmˈɒsɫɑr
каза	qˈɒzɒ
Түбән	tˈybæn
барган	bˈɒrʁɒn
ярышы	jɑrˈɯʃɯ
командир	qomˈɑndir
журналын	ʒurnˈɑɫɯn
Конституцион	qˌonstitutsˈion
алынуына	ˌɒɫɯnuˈɯnɑ
Әхмәдуллин	ˌæxmædˈuɫɫin
эчкә	ˈeɕkæ
Чечняга	ɕeɕnjˈæʁɑ
яхшы	jˈɑxʃɯ
хәзрәт	xˈæzræt
киңәшчесе	kˌiŋæʃɕˈese
түбәтәй	tˌybætˈæɪ
яктырту	jɑqtˈɯrtu
сыйфатта	sɯjfˈɑttɑ
киресен	kirˈesen
рәхәтләнеп	rˌæxætlˈænep
мөнәсәбәтен	mˌœnæsæbˈæten
бүлектән	bylˈektæn
Габдрахман	ʁɒbdrˈɒxmɑn
вәгъдәләрен	wˌæɣʔdælˈæren
түбәсендә	tˌybæsˈendæ
әйт	ˈæɪt
яклады	jɑqɫˈɑdɯ
торганнан	torʁˈɑnnɑn
эзләнүләр	ˌezlænˈylær
биюен	bijˈyen
җимерделәр	ʑˌimerdˈelær
Известия	ˌizwestˈijæ
стадионга	stˌɒdiˈoŋʁɑ
уйлаучылар	ˌuɪɫˌɑuɕˈɯɫɑr
елыннан	jɯɫˈɯnnɑn
җаваплы	ʑɑwˈɑpɫɯ
нык	nˈɯq
рәвәштә	ræwˈæʃtæ
оныта	onˈɯtɑ
аралашып	ˌɒrɒɫˈɑʃɯp
финанслый	finˈɑnsɫɯj
партиясен	pˌɒrtijˈæsen
якыннарына	jˌɑqɯnnɑrˈɯnɑ
куелмады	qˌueɫmˈɑdɯ
психологик	psˌixoɫˈoʁik
Батыр	bˈɒtɯr
салыначак	sˌɒɫɯnˈɑɕɑq
грамм	ʁrˈɒmm
укуны	uqˈunɯ
торган	tˈorʁɑn
үкенечле	ˌykenˈeɕle
янгын	jˈɑŋʁɯn
сукмыйча	suqmˈɯjɕɑ
дәрәҗәсен	dˌæræʑˈæsen
Нәфис	nˈæfis
очрашуларын	ˌoɕrɑʃuɫˈɑrɯn
очрашуында	ˌoɕrɑʃuˈɯndɑ
багышланачак	bˌɒʁɯʃɫɑnˈɑɕɑq
йөрәккә	ˌɪœrˈækkæ
ашарга	ɒʃˈɒrʁɑ
депутат	depˈutɑt
экраннарда	ˌeqrɑnnˈɑrdɑ
телебезгә	tˌelebˈezɣæ
Хатны	xˈɒtnɯ
блогерлар	bɫoʁˈerɫɑr
чыбык	ɕˈɯbɯq
хастаханә	xˌɒstɒxˈɑnæ
Финляндиядәге	fˌinljændˌijædˈæɣe
Беренче	berˈenɕe
булһа	bˈuɫhɑ
кәгазьләрне	kˌæʁɑzʔɫˈærne
Газет	ʁˈɒzet
таркалып	tɒrqˈɒɫɯp
өлкәсе	œlkˈæse
җиргә	ʑˈirɣæ
яза	jˈɑzɑ
югалтмаска	jˌuʁɑɫtmˈɑsqɑ
Президентлыкка	prˌezidentɫˈɯqqɑ
кимчелекләре	kˌimɕeleklˈære
хисабында	xˌisɑbˈɯndɑ
сепаратистлары	sˌepɑrˌɑtistɫˈɑrɯ
дирижеры	dˌiriʒˈerɯ
үстерер	ystˈerer
сувенирлар	sˌuwenˈirɫɑr
әйләндерелгән	ˌæɪlˌænderˈelɣæn
догаларны	dˌoʁɑɫˈɑrnɯ
хатынының	xˌɒtɯnˈɯnɯŋ
мәдрәсәгә	mˌædræsˈæɣæ
яратмыйлар	jˌɑrɑtmˈɯjɫɑr
җиңүе	ʑiŋˈye
хезмәтне	xezmˈætne
янындагы	jˌɑnɯndˈɑʁɯ
Әмирлекләре	ˌæmirleklˈære
багышлый	bɒʁˈɯʃɫɯj
атмосфера	ˌɒtmosfˈerɑ
укылачак	ˌuqɯɫˈɑɕɑq
ипләп	ˈiplæp
Дәрдмәнднең	dærdmˈændneŋ
татарлыкны	tˌɒtɒrɫˈɯqnɯ
бераз	bˈerɑz
анда	ˈɒndɒ
кыяфәт	qɯjˈæfæt
төрмәсе	tœrmˈæse
тигез	tˈiɣez
очрашуларның	ˌoɕrɑʃuɫˈɑrnɯŋ
зыялыларының	zˌɯjɑɫˌɯɫɑrˈɯnɯŋ
астыртын	ɒstˈɯrtɯn
милләтемә	mˌillætˈemæ
күкрәк	kˈykræk
Даутов	dɒˈutow
мәктәпләренең	mˌæktæplærˈeneŋ
ханымны	xɒnˈɯmnɯ
һәлакәтен	hˌæɫɑqˈæten
йөрми	ɪˈœrmi
Илназ	ˈiɫnɑz
атырга	ɒtˈɯrʁɑ
татарларының	tˌɒtɒrɫɑrˈɯnɯŋ
сәркатибе	sˌærqɑtˈibe
сепаратистларны	sˌepɑrˌɑtistɫˈɑrnɯ
аспирантурага	ˌɒspirˌɑnturˈɑʁɑ
офшор	ˈofʃor
сезнең	sˈezneŋ
Профессор	profˈessor
итәсез	itˈæsez
күңеле	kyŋˈele
төшердем	tœʃˈerdem
үткәннән	ytkˈænnæn
Министрлыкның	mˌinistrɫˈɯqnɯŋ
интеграция	ˌinteʁrɑtsˈijæ
Чараның	ɕɒrˈɒnɯŋ
хәбәрләр	xæbˈærlær
дәресләр	dærˈeslær
җитештергән	ʑˌiteʃtˈerɣæn
елап	jˈɯɫɑp
Касьянов	qɒsʔjˈɑnow
архитекторлар	ˌɒrxiteqtˈorɫɑr
Солтанны	soɫtˈɑnnɯ
юньле	jˈynʔle
кимесә	kimˈesæ
мизгелләрне	mˌizɣellˈærne
олимпиадада	ˌoɫimpˌiɑdˈɑdɑ
саклыйбыз	sɒqɫˈɯjbɯz
Всеволод	wsewˈoɫod
карашларына	qˌɒrɒʃɫɑrˈɯnɑ
ине	ˈine
декабрьдәге	dˌeqɑbrʔdˈæɣe
фаҗигаләр	fˌɒʑiʁˈɑɫær
торабыз	torˈɑbɯz
идегезме	ˌideɣˈezme
тотылып	totˈɯɫɯp
азчылыклар	ˌɒzɕɯɫˈɯqɫɑr
сыйныфларында	sˌɯjnɯfɫɑrˈɯndɑ
Димәк	dˈimæk
дигәнен	diɣˈænen
гөрләп	ɣˈœrlæp
хастаханәләр	xˌɒstɒxɑnˈælær
үрнәкләр	yrnˈæklær
ватандашын	wˌɒtɒndˈɑʃɯn
белдерәбез	bˌelderˈæbez
боларны	boɫˈɑrnɯ
тапмаганнар	tˌɒpmɒʁˈɑnnɑr
таркалган	tɒrqˈɒɫʁɑn
мөнәсәбәтләргә	mˌœnæsˌæbætlˈærɣæ
БМО	bmˈo
фактны	fˈɒqtnɯ
үзгәрсә	yzɣˈærsæ
Хөснуллин	xœsnˈuɫɫin
такта	tˈɒqtɒ
тикшерүләрне	tˌikʃerylˈærne
Калининградта	qˌɒɫiniŋʁrˈɑdtɑ
кунаклары	qˌunɑqɫˈɑrɯ
китсә	kˈitsæ
сөйләшегез	sˌœɪlæʃˈeɣez
итмәдек	itmˈædek
мөселманга	mˌœseɫmˈɑŋʁɑ
өйрәтә	ˌœɪrˈætæ
колагына	qˌoɫɑʁˈɯnɑ
тәҗрибә	tæʑrˈibæ
милләтенең	mˌillætˈeneŋ
юлындагы	jˌuɫɯndˈɑʁɯ
Югыйсә	juʁˈɯjsæ
Байкал	bɒˈɪqɑɫ
Хәмитовка	xˌæmitˈowqɑ
кичәсен	kiɕˈæsen
Дарулар	dɒrˈuɫɑr
мөселманнар	mˌœseɫmˈɑnnɑr
Китапны	kitˈɑpnɯ
белдерүенә	bˌelderyˈenæ
эшләгәннән	ˌeʃlæɣˈænnæn
азая	ɒzˈɒjɑ
булганбыз	buɫʁˈɑnbɯz
еллыкта	jɯɫɫˈɯqtɑ
паркында	pɒrqˈɯndɑ
алты	ˈɒɫtɯ
Таллинн	tˈɒɫɫinn
сөрә	sˈœræ
Дөнья	dˈœnʔjæ
ясауда	jˌɑsɑˈudɑ
никахтан	niqˈɑxtɑn
газның	ʁˈɒznɯŋ
очраштык	oɕrˈɑʃtɯq
мөслимәләрнең	mˌœslimælˈærneŋ
теркәлде	terkˈælde
кагылмый	qɒʁˈɯɫmɯj
гыйбадәтханәләр	ʁˌɯjbɑdˌætxɑnˈælær
Эдуард	edˈuɑrd
яраланды	jˌɑrɑɫˈɑndɯ
Лилия	lilˈijæ
Сарбаевның	sˌɒrbɒˈewnɯŋ
Романия	rˌomɑnˈijæ
аянычлы	ˌɒjɑnˈɯɕɫɯ
эшчәнлегенең	ˌeʃɕænleɣˈeneŋ
вакыйгаларга	wˌɒqɯjʁɑɫˈɑrʁɑ
мираска	mirˈɑsqɑ
иттифагы	ˌittifˈɑʁɯ
Сабантуйга	sˌɒbɒntuˈɪʁɑ
Альфред	ˈɒɫʔfred
әһеле	æhˈele
җиңүчеләргә	ʑˌiŋyɕelˈærɣæ
ширкәтләрдән	ʃˌirkætlˈærdæn
Гыйрактан	ʁɯjrˈɑqtɑn
былтыргы	bɯɫtˈɯrʁɯ
укытылмый	ˌuqɯtˈɯɫmɯj
даирәләр	dˌɒirˈælær
караса	qɒrˈɒsɑ
Разия	rɒzˈijæ
кәеф	kˈæef
концерт	qˈontsert
башкарылуын	bˌɒʃqɒrɯɫˈuɯn
теология	tˌeoɫoʁˈijæ
танылуын	tˌɒnɯɫˈuɯn
чыгарганда	ɕˌɯʁɑrʁˈɑndɑ
оештыруга	ˌoeʃtɯrˈuʁɑ
чиновник	ɕinˈownik
юнәлештән	jˌynælˈeʃtæn
традицияләре	trˌɒditsˌijælˈære
Көнчыгыштан	kˌœnɕɯʁˈɯʃtɑn
референдумын	rˌeferendˈumɯn
чиктән	ɕˈiktæn
Волга	wˈoɫʁɑ
җылылык	ʑɯɫˈɯɫɯq
бозуга	bozˈuʁɑ
тирәсе	tirˈæse
бәхетле	bæxˈetle
әлифбасы	ˌælifbˈɑsɯ
башкалардан	bˌɒʃqɒɫˈɑrdɑn
Ник	nˈik
майоры	mˌɒɪˈorɯ
җырчыларын	ʑˌɯrɕɯɫˈɑrɯn
Халкы	xˈɒɫqɯ
Омскиның	omsqˈinɯŋ
җитәкчесен	ʑˌitækɕˈesen
әбигә	æbˈiɣæ
митингларга	mˌitiŋʁɫˈɑrʁɑ
Һелсинки	helsˈinki
гыйбрәт	ʁˈɯjbræt
тәрбияләүдә	tˌærbijˌælæˈydæ
эләкте	elˈækte
ниятеннән	nˌijætˈennæn
булдым	bˈuɫdɯm
шәригатькә	ʃˌæriʁˈɑtʔqæ
теория	tˌeorˈijæ
миллиардлаган	mˌilliɑrdɫˈɑʁɑn
полициясенә	pˌoɫitsˌijæsˈenæ
стипендия	stˌipendˈijæ
спектакльдә	speqtˈɑqɫʔdæ
төзелә	tœzˈelæ
Мәҗит	mˈæʑit
дәррәү	dærrˈæy
Евровидениегә	jˌɯwrowˌideniˈeɣæ
оешмаларда	ˌoeʃmɑɫˈɑrdɑ
еллыгына	jˌɯɫɫɯʁˈɯnɑ
төшерделәр	tˌœʃerdˈelær
җибәрдек	ʑibˈærdek
мөселманнарны	mˌœseɫmɑnnˈɑrnɯ
ватандашларга	wˌɒtɒndɑʃɫˈɑrʁɑ
үтәлеше	ˌytælˈeʃe
Сабитов	sɒbˈitow
бүлешә	bylˈeʃæ
коллектив	qoɫɫˈektiw
сулышын	suɫˈɯʃɯn
Президентлар	prˌezidˈentɫɑr
саммит	sˈɒmmit
шомлы	ʃˈomɫɯ
башкарганда	bˌɒʃqɒrʁˈɑndɑ
башлагач	bɒʃɫˈɒʁɑɕ
экран	ˈeqrɑn
Шурасында	ʃˌurɑsˈɯndɑ
Сәхифә	sæxˈifæ
ак	ˈɒq
балыклар	bɒɫˈɯqɫɑr
һәйкәленең	hˌæɪkælˈeneŋ
дәвалану	dˌæwɑɫˈɑnu
долларны	doɫɫˈɑrnɯ
бушап	bˈuʃɑp
йөрүләре	ˌɪœrylˈære
тыңлагыз	tɯŋɫˈɑʁɯz
Дуслар	dˈusɫɑr
кертелмәде	kˌertelmˈæde
сәхифәләрне	sˌæxifælˈærne
китерәләр	kˌiterˈælær
итсәк	ˈitsæk
укучыларның	ˌuquɕɯɫˈɑrnɯŋ
Һәр	hˈær
җитәкчелегенә	ʑˌitækɕˌeleɣˈenæ
дәва	dˈæwɑ
Исламның	isɫˈɑmnɯŋ
районнарына	rˌɒɪˌonnɑrˈɯnɑ
Дагыстаннан	dˌɒʁɯstˈɑnnɑn
Европага	jˌɯwropˈɑʁɑ
көйләр	kœˈɪlær
бәйгенең	bˌæɪɣˈeneŋ
алынып	ɒɫˈɯnɯp
сөенәбез	sˌœenˈæbez
кайтты	qɒˈɪttɯ
димәк	dˈimæk
бернәрсәгә	bˌernærsˈæɣæ
солдатларны	sˌoɫdɑtɫˈɑrnɯ
Мифтахов	miftˈɑxow
куылды	quˈɯɫdɯ
ишектән	iʃˈektæn
үзгәрмәячәк	ˌyzɣærmæjˈæɕæk
аудару	ˌɒudˈɑru
санитар	sɒnˈitɑr
Ганиев	ʁɒnˈiew
театраль	teˈɑtrɑɫʔ
чыгаруда	ɕˌɯʁɑrˈudɑ
сүндерү	syndˈery
апага	ɒpˈɒʁɑ
тәүлек	tæˈylek
алмавы	ɒɫmˈɑwɯ
тугызы	tuʁˈɯzɯ
Әйтеп	æˈɪtep
Чечня	ɕˈeɕnjæ
күзәтергә	kˌyzætˈerɣæ
коммунист	qommˈunist
төшергәннәр	tˌœʃerɣˈænnær
күргәзмәсендә	kˌyrɣæzmæsˈendæ
биология	bˌioɫoʁˈijæ
үткәнен	ytkˈænen
Рәүфәл	ræˈyfæl
Ярминкә	jærmˈinkæ
думага	dumˈɑʁɑ
калмый	qˈɒɫmɯj
киңәю	kiŋˈæjy
биредә	birˈedæ
сөйләшүендә	sˌœɪlˌæʃyˈendæ
мәгърифәт	mæɣʔrˈifæt
экраннарга	ˌeqrɑnnˈɑrʁɑ
Сөйләшү	sˌœɪlˈæʃy
районнардагы	rˌɒɪˌonnɑrdˈɑʁɯ
проценттан	protsˈenttɑn
гаскәрләренә	ʁˌɒsqærlærˈenæ
тулуга	tuɫˈuʁɑ
күзләрендә	kˌyzlærˈendæ
бирәчәген	bˌiræɕˈæɣen
хатларны	xɒtɫˈɒrnɯ
өйрәнгәч	ˌœɪrˈæŋɣæɕ
аера	ɒˈerɑ
варислары	wˌɒrisɫˈɑrɯ
милләтара	mˌillætˈɑrɑ
китап	kˈitɑp
Максатым	mɒqsˈɒtɯm
ителәсе	ˌitelˈæse
үзләштерү	ˌyzlæʃtˈery
Чуашстанның	ɕˌuɑʃstˈɑnnɯŋ
Раиф	rˈɒif
төшке	tˈœʃke
йөзем	ɪˈœzem
Раил	rˈɒil
генераль	ɣenˈerɑɫʔ
Дим	dˈim
тугызда	tuʁˈɯzdɑ
алулар	ɒɫˈuɫɑr
Ниндидер	nindˈider
янәшә	jænˈæʃæ
аталар	ɒtˈɒɫɑr
Йөзләрчә	ˌɪœzlˈærɕæ
Твиттер	twˈitter
кытайлар	qˌɯtɑˈɪɫɑr
тупланган	tupɫˈɑŋʁɑn
бетерү	betˈery
салырга	sɒɫˈɯrʁɑ
көндәш	kˈœndæʃ
никтер	nˈikter
партнеры	pɒrtnˈerɯ
көлемсерәп	kˌœlemsˈeræp
сыйныфка	sɯjnˈɯfqɑ
яулыктан	jˌɑuɫˈɯqtɑn
килсәк	kˈilsæk
яраклаша	jˌɑrɑqɫˈɑʃɑ
булмаячагын	bˌuɫmɑjɑɕˈɑʁɯn
чуашларның	ɕˌuɑʃɫˈɑrnɯŋ
Дудаев	dudˈɑew
Райян	rɒˈɪjæn
атаклы	ɒtˈɒqɫɯ
кафе	qˈɒfe
ятимнәргә	jˌætimnˈærɣæ
министрының	mˌinistrˈɯnɯŋ
тирән	tˈiræn
бәйрәмнәрне	bˌæɪræmnˈærne
югалтуга	jˌuʁɑɫtˈuʁɑ
Реаль	rˈeɑɫʔ
архивлар	ɒrxˈiwɫɑr
маддәне	mɒddˈæne
Навальныйны	nˌɑwɑɫʔnˈɯjnɯ
ваһһабчылык	wˌɒhhɒbɕˈɯɫɯq
клубына	qɫubˈɯnɑ
кыйммәтләр	qɯjmmˈætlær
диелгән	diˈelɣæn
шалтырата	ʃˌɒɫtɯrˈɑtɑ
Горбачев	ʁorbˈɑɕew
Турхан	tˈurxɑn
гербы	ɣˈerbɯ
кабатланып	qˌɒbɒtɫˈɑnɯp
Рәхимовка	rˌæximˈowqɑ
Мәрҗәни	mærʑˈæni
сүзлекләр	syzlˈeklær
митрополит	mˌitropˈoɫit
туклану	tuqɫˈɑnu
Путиннан	putˈinnɑn
Ут	ˈut
шөгыльләнәләр	ʃˌœʁɯɫʔɫænˈælær
Берәүләр	bˌeræˈylær
Русиядәге	rˌusijædˈæɣe
конференциядә	qˌonferˌentsijˈædæ
ярлыгы	jɑrɫˈɯʁɯ
университетка	ˌuniwˌersitˈetqɑ
Константин	qonstˈɑntin
тәрбиясендә	tˌærbijæsˈendæ
Оештыручылар	ˌoeʃtˌɯruɕˈɯɫɑr
мохтариятенең	mˌoxtɑrˌijætˈeneŋ
өйрәнергә	ˌœɪrænˈerɣæ
Нариман	nɒrˈimɑn
җыенуда	ʑˌɯenˈudɑ
резолюцияне	rˌezoɫjˌytsijˈæne
Юлаев	juɫˈɑew
пропагандасына	prˌopɑʁˌɑndɑsˈɯnɑ
Рефат	rˈefɑt
яхшылап	jɑxʃˈɯɫɑp
азыгы	ɒzˈɯʁɯ
ысулларын	ˌɯsuɫɫˈɑrɯn
намзәтләрнең	nˌɒmzætlˈærneŋ
уларҙың	uɫˈɑrðɯŋ
алганын	ɒɫʁˈɒnɯn
тизлеген	tizlˈeɣen
икәнне	ikˈænne
Видео	widˈeo
һөҗүмнәрдә	hˌœʑymnˈærdæ
аятьләрен	ˌɒjætʔlˈæren
көнчыгышында	kˌœnɕɯʁɯʃˈɯndɑ
табыла	tɒbˈɯɫɑ
Болгарстанда	bˌoɫʁɑrstˈɑndɑ
торсаң	tˈorsɑŋ
маддәсен	mɒddˈæsen
тартыла	tɒrtˈɯɫɑ
киемнәрне	kˌiemnˈærne
яуларга	jˌɑuɫˈɑrʁɑ
диюе	dijˈye
эчтә	ˈeɕtæ
Думадагы	dˌumɑdˈɑʁɯ
Ел	jˈel
сүндереп	syndˈerep
сайтын	sɒˈɪtɯn
Мостафина	mˌostɑfˈinɑ
укытмый	uqˈɯtmɯj
идеологлары	ˌideˌoɫoʁɫˈɑrɯ
йөздән	ɪˈœzdæn
уйлаган	ˌuɪɫˈɑʁɑn
җирендәге	ʑˌirendˈæɣe
Нияз	nˈijæz
бәяләнергә	bˌæjælænˈerɣæ
Газпром	ʁˈɒzprom
булган	bˈuɫʁɑn
Фоат	fˈoɑt
Шәрипов	ʃærˈipow
эчеп	ˈeɕep
Чакмагыш	ɕɒqmˈɒʁɯʃ
Полициянең	pˌoɫitsijˈæneŋ
Зубов	zˈubow
тоткарлана	tˌotqɑrɫˈɑnɑ
кышын	qˈɯʃɯn
башлавын	bɒʃɫˈɑwɯn
Фазлыева	fˌɒzɫɯˈewɑ
утырышчылары	ˌutɯrˌɯʃɕɯɫˈɑrɯ
Сабантуйлары	sˌɒbɒntˌuɪɫˈɑrɯ
мәетләр	mæˈetlær
олыларга	ˌoɫɯɫˈɑrʁɑ
этнографик	ˌetnoʁrˈɑfik
оркестры	orqˈestrɯ
күмер	kˈymer
билгеләнүен	bˌilɣelænˈyen
республикага	rˌespubɫiqˈɑʁɑ
Низамов	nizˈɑmow
ноябрьгә	nojˈæbrʔɣæ
күрсәтүнең	kˌyrsætˈyneŋ
әверелеп	ˌæwerˈelep
йөртергә	ˌɪœrtˈerɣæ
Фильм	fˈilʔm
тарафыннан	tˌɒrɒfˈɯnnɑn
тотрыксыз	totrˈɯqsɯz
җырына	ʑɯrˈɯnɑ
һөҗүмнәрне	hˌœʑymnˈærne
хөкүмәтеннән	xˌœkymætˈennæn
сеңгән	sˈeŋɣæn
Күренекле	kˌyrenˈekle
фаразлады	fˌɒrɒzɫˈɑdɯ
киңәшергә	kˌiŋæʃˈerɣæ
күзәтүчеләре	kˌyzætˌyɕelˈære
тотрыклылык	tˌotrɯqɫˈɯɫɯq
Сүриядәге	sˌyrijædˈæɣe
куллана	quɫɫˈɑnɑ
үтәлә	ytˈælæ
атлы	ˈɒtɫɯ
йөзек	ɪˈœzek
сылтама	sɯɫtˈɑmɑ
Сәлам	sˈæɫɑm
күләм	kˈylæm
кемнәрдер	kemnˈærder
кибете	kibˈete
Концертта	qontsˈerttɑ
хәмер	xˈæmer
диск	dˈisk
җирдәге	ʑirdˈæɣe
өметләнәләр	ˌœmetlænˈælær
исламга	isɫˈɑmʁɑ
Андерс	ˈɒnders
кушылуга	qˌuʃɯɫˈuʁɑ
аркасына	ˌɒrqɒsˈɯnɑ
чиркәүләрне	ɕˌirkæylˈærne
кызымның	qɯzˈɯmnɯŋ
гаепләнүче	ʁˌɒeplænˈyɕe
киткәндә	kitkˈændæ
торганнар	torʁˈɑnnɑr
