bestridan	bestriːdɑn
leodmearc	le͜oːdmæ͜ɑrk
horhig	xorxij
sceolh	ʃe͜olx
nyd	nyːd
wrang	wrɑnɡ
scyldlæta	ʃyldlæːtɑ
wealhstod	wæ͜ɑlxstod
byrdling	byrdlinɡ
beþrawan	beθrɑːwɑn
acsian	ɑːksiɑn
ingan	inɡɑːn
guþmod	ɡuːθmoːd
liegloccod	li͜yːjlokkod
ærlice	æːrliːt͡ʃe
dædbot	dæːdboːt
stæfleahter	stæflæ͜ɑxter
namboc	nɑmboːk
andwirdan	ɑndwirdɑn
ancenned	ɑːnkenned
swote	swoːte
gewyscednes	jewyːʃʃednes
hiertan	xi͜yrtɑn
prica	prikɑ
gleo	ɡle͜oː
gecoronian	jekoroːniɑn
aliefan	ɑːli͜yːfɑn
bringan	brinɡɑn
onfon	onfoːn
æwlice	æːwliːt͡ʃe
betæcan	betæːt͡ʃɑn
togan	toːɡɑːn
godnes	ɡoːdnes
freadrihten	fræ͜ɑːdrixten
munt	munt
wange	wɑnɡe
sæbat	sæːbɑːt
gedon	jedoːn
þreat	θræ͜ɑːt
wiþercyrr	wiθert͡ʃyrr
bebbe	bebbe
oferfyllan	oferfyllɑn
medeme	medeme
morþslaga	morθslɑɡɑ
twifeald	twifæ͜ɑld
steam	stæ͜ɑːm
ræpan	ræːpɑn
wiþfon	wiθfoːn
gesettan	jesettɑn
tahton	tɑːxton
lendenu	lendenu
prim	priːm
geþeot	jeθe͜oːt
oferswiþan	oferswiːθɑn
geset	jeset
fæt	fæːt
cysel	t͡ʃysel
ætwesan	ætwesɑn
beginnan	bejinnɑn
hulian	xuːliɑn
riþ	riːθ
yfelcweþan	yfelkweθɑn
lufe	lufe
bewitan	bewitɑn
ungleawlice	unɡlæ͜ɑːwliːt͡ʃe
ymbhringan	ymbxrinjɑn
efenscyldig	efenʃyldij
sylf	sylf
weras	werɑs
dreamere	dræ͜ɑːmere
baðian	bɑθiɑn
hlæw	xlæːw
edstaþeliend	edstɑθeliend
hwamstan	xwɑmstɑːn
gelær	jelæːr
wlitebeorht	wlitebe͜orxt
snytan	snyːtɑn
gehende	jexende
sinwealt	sinwæ͜ɑlt
ciricboc	t͡ʃirit͡ʃboːk
neowel	ne͜owel
hnossian	xnossiɑn
magian	mɑɡiɑn
ymbeardian	ymbæ͜ɑrdiɑn
ofersprecolnes	ofersprekolnes
carcern	kɑrkern
earg	æ͜ɑrɡ
wundortacen	wundortɑːken
oferflowan	oferfloːwɑn
acwelaþ	ɑːkwelɑθ
licettan	liːt͡ʃettɑn
getaht	jetɑːxt
searo	sæ͜ɑro
oþþæt	oθθæt
æghwæþer	æːjxwæθer
gan	ɡɑːn
beacnian	bæ͜ɑːkniɑn
tealtrian	tæ͜ɑltriɑn
unwynsum	unwynsum
dufan	duːfɑn
tæcst	tæːkst
besmierwan	besmi͜yrwɑn
tynan	tyːnɑn
þyrelung	θyːrelunɡ
gaderian	ɡɑderiɑn
sinu	sinu
feþerbære	feθerbæːre
lufsum	lufsum
grund	ɡrund
bolle	bolle
hangian	xɑnɡiɑn
goldfah	ɡoldfɑːx
seomian	se͜omiɑn
milts	milts
fifel	fiːfel
scacan	ʃɑkɑn
sealt	sæ͜ɑlt
þyrre	θyrre
circul	t͡ʃirkul
sweartness	swæ͜ɑrtness
gylpword	jylpword
wudubære	wudubæːre
bræsen	bræsen
morþor	morθor
hwæs	xwæs
cicel	kit͡ʃel
cantware	kɑntwɑre
belædan	belæːdɑn
þeowan	θe͜oːwɑn
sigelhearwa	sijelxæ͜ɑrwɑ
aneged	ɑːneːjed
banleas	bɑːnlæ͜ɑːs
earendel	æ͜ɑːrendel
sandcorn	sɑndkorn
gewind	jewind
frofor	froːfor
ancleo	ɑnkle͜oː
innoþ	innoθ
iersian	i͜yrsiɑn
leassceawere	læ͜ɑːsʃæ͜ɑːwere
gehwædnys	jexwæːdnys
þiewen	θi͜ywen
læssa	læːssɑ
eadan	æ͜ɑːdɑn
gemet	jemet
toll	toll
gear	jæ͜ɑːr
great	ɡræ͜ɑːt
tyhtan	tyxtɑn
bercan	berkɑn
æled	æːled
swelgan	swelɡɑn
swinsian	swinsiɑn
godwebb	ɡodwebb
tumbere	tumbere
sæterndæg	sæterndæj
wudulæs	wudulæːs
þingian	θinɡiɑn
cocer	koker
geahl	jæ͜ɑxl
swiþ	swiːθ
borh	borx
framcynn	frɑmkynn
hwanon	xwɑnon
sceaphyrde	ʃæ͜ɑːpxyrde
wifhand	wiːfxɑnd
beorhthwil	be͜orxtxwiːl
oferwintran	oferwintrɑn
erian	erjɑn
corn	korn
unlust	unlust
horsminte	xorsminte
reoht	rixt
ciricþing	t͡ʃirit͡ʃθinɡ
firenum	firenum
hamcyme	xɑːmkyme
steorfan	ste͜orfɑn
smeortan	sme͜ortɑn
landfruma	lɑndfrumɑ
swan	swɑːn
unnan	unnɑn
ærs	ærs
edgeong	edjunɡ
forecweþan	forekweθɑn
lenctenlic	lenktenliːt͡ʃ
anfealdnys	ɑːnfæ͜ɑldnys
bræmbel	bræmbel
gecwician	jekwikiɑn
cac	kɑk
gewitan	jewitɑn
merian	merjɑn
wolde	wolde
untigan	untiːjɑn
fream	fræːɑ̯m
spildan	spildɑn
behegian	bexeɡiɑn
wicg	wijj
hæl	xæːl
cest	t͡ʃest
windscofl	windʃofl
trum	trum
gesweostor	jeswe͜ostor
hran	xrɑːn
rihtwisnes	rixtwiːsnes
eahtian	æ͜ɑxtiɑn
œfest	øfest
geweaxan	jewæ͜ɑksɑn
ofersprecan	ofersprekɑn
sluncon	slunkon
hwam	xwɑːm
wierrest	wi͜yrrest
bece	bet͡ʃe
feran	feːrɑn
wæscern	wæskern
ciricsangere	t͡ʃirit͡ʃsɑnɡere
abugan	ɑːbuːɡɑn
yfel	yfel
ænig	æːnij
ymb	ymb
hearding	xæ͜ɑrdinɡ
befleogan	befle͜oːɡɑn
bisgian	bisjiɑn
wohceapung	woːxt͡ʃæ͜ɑːpunɡ
fand	fɑnd
þryþ	θryːθ
geþencan	jeθent͡ʃɑn
geoluread	je͜oluræ͜ɑːd
wuldorhama	wuldorxɑmɑ
efel	efel
tolysan	toːlyːsɑn
gesceapennes	jeʃæ͜ɑpennes
scrimman	ʃrimmɑn
andweardian	ɑndwæ͜ɑrdiɑn
morþsliht	morθslixt
firenhycga	firenxyjjɑ
ban	bɑːn
gebidan	jebiːdɑn
orþian	orθiɑn
beflean	beflæ͜ɑːn
weder	weder
cent	kent
sceanca	ʃɑnkɑ
monaþ	monɑθ
underneoþan	underne͜oθɑn
psealm	psæ͜ɑlm
midwist	midwist
frician	frikiɑn
grafan	ɡrɑfɑn
forligerhus	forlijerxuːs
wudiht	wudixt
moder	moːder
forweorþan	forwe͜orθɑn
feondscipe	fe͜oːndʃipe
sweore	swe͜ore
neosian	ne͜oːsiɑn
ece	eːt͡ʃe
inlihtan	inliːxtɑn
hlysnan	xlysnɑn
heahflod	xæ͜ɑːxfloːd
efenbyrde	efenbyrde
ceapian	t͡ʃæ͜ɑːpiɑn
cinn	kinn
pryte	pryːte
hieg	xi͜yːj
brecan	brekɑn
egypte	eɡypte
gehebban	jexebbɑn
bord	bord
leodscipe	le͜oːdʃipe
healh	hæɑlx
þufbære	θuːfbæːre
earnian	æ͜ɑrniɑn
gewiht	jewixt
grimm	ɡrimm
gewyrcean	jewyrt͡ʃæ͜ɑn
endesæta	endesæːtɑ
wundrian	wundriɑn
gemœtan	jemøːtɑn
hælettung	xæːlettunɡ
tidlice	tiːdliːt͡ʃe
fulwiht	fulwixt
biterlice	biterliːt͡ʃe
onþracian	onθrɑkiɑn
ymbstandan	ymbstɑndɑn
monelic	moːneliːt͡ʃ
stenc	stent͡ʃ
eadweard	æ͜ɑːdwæ͜ɑrd
micel	mit͡ʃel
wælstow	wælstoːw
ymbcyrran	ymbt͡ʃyrrɑn
primsang	priːmsɑnɡ
raþe	rɑθe
tredan	tredɑn
anes	ɑːnes
sceaf	ʃæ͜ɑːf
gefredan	jefreːdɑn
hloþ	xloːθ
pullian	pulliɑn
frencisc	frent͡ʃiʃ
onettan	onettɑn
mylenhweol	mylenxwe͜oːl
geblowan	jebloːwɑn
læfan	læːfɑn
niwan	niːwɑn
onhyrdan	onxyrdɑn
treowsian	tre͜oːwsiɑn
cwomon	kwoːmon
weste	weːste
sinc	sink
plantsticca	plɑntstikkɑ
lifian	lifiɑn
fiell	fi͜yll
wunung	wununɡ
gylden	ɡylden
wiþercweþan	wiθerkweθɑn
blod	bloːd
swyftlice	swyftliːt͡ʃe
geliclic	jeliːkliːt͡ʃ
frec	frek
cwelende	kwelende
grindan	ɡrindɑn
godsibb	ɡodsibb
inweard	inwæ͜ɑrd
eftgemyndgian	eftjemyndjiɑn
restan	restɑn
gewat	jewɑːt
mægdencild	mæjdent͡ʃild
blissian	blissiɑn
feohern	fe͜oxern
cin	t͡ʃin
bryrdan	bryrdɑn
gemot	jemoːt
scrifan	ʃriːfɑn
hleapere	xlæ͜ɑːpere
edniewiend	edni͜yːwiend
firgen	firɡen
cildisc	t͡ʃildiʃ
manscyldig	mɑːnʃyldij
hlose	xloːse
oferdon	oferdoːn
senep	senep
giese	ji͜yːse
wæstmleas	wæstmlæ͜ɑːs
gea	jæ͜ɑː
stunian	stuniɑn
cuþlice	kuːθliːt͡ʃe
dugan	duɡɑn
stiele	sti͜yːle
ætsteall	ætstæ͜ɑll
bryce	bryːt͡ʃe
man	mɑn
genihtsumian	jenixtsumiɑn
styntan	styntɑn
anbyrdnes	ɑnbyrdnes
geswinc	jeswink
lodrung	lodrunɡ
smiþþe	smiθθe
wæpnedmann	wæːpnedmɑnn
nihtsumnes	nixtsumnes
unsyfre	unsyːfre
oferdrifan	oferdriːfɑn
dihtnian	dixtniɑn
hengen	xenjen
wong	wonɡ
cuppe	kuppe
drehtest	drehtest
nama	nɑmɑ
heoru	xe͜oru
ceorran	t͡ʃe͜orrɑn
alfæt	ɑːlfæt
biscop	biʃʃop
irnan	irnɑn
bletsian	bleːtsiɑn
gewemman	jewemmɑn
gyldan	jyldɑn
lagucræftig	lɑɡukræftij
herebeorgian	xerebe͜orɡiɑn
gedrefnes	jedreːfnes
wyrst	wyrst
famig	fɑːmij
gener	jener
geblissian	jeblissiɑn
wæstmbæru	wæstmbæːru
lindhæbbend	lindxæbbend
blawan	blɑːwɑn
gehiertan	jexi͜yrtɑn
wyda	wydɑ
gehyrsum	jexyːrsum
sicornes	sikornes
hine	hine
mildheortlic	mildxe͜ortliːt͡ʃ
drithen	dritxen
freols	fre͜oːls
ufeweard	ufewæ͜ɑrd
wyrp	wyrp
wuldorþrymm	wuldorθrymm
stig	stij
unlæd	unlæːd
wiglian	wiɡliɑn
hell	xell
onwoc	onwoːk
sealf	sæ͜ɑlf
hydan	xyːdɑn
godspel	ɡodspel
offestre	offeːstre
batweard	bɑːtwæ͜ɑrd
gebeor	jebe͜oːr
winterfylleþ	winterfylleθ
ymbsittan	ymbsittɑn
ungehiersumnes	unjexi͜yːrsumnes
abidan	ɑːbiːdɑn
cradol	krɑdol
gebicnian	jebiːkniɑn
hund	xund
inblawan	inblɑːwɑn
staþolian	stɑθoliɑn
geondfaran	je͜ondfɑrɑn
sygor	syɡor
macian	mɑkiɑn
lustfullice	lustfulliːt͡ʃe
runian	ruːniɑn
hatheortnes	xɑːtxe͜ortnes
ealdormann	æ͜ɑldormɑnn
unsyferlic	unsyːferliːt͡ʃ
hrieman	xri͜yːmɑn
ealuhus	æ͜ɑluxuːs
wiþheardian	wiθxæ͜ɑrdiɑn
motern	moːtern
ofersettan	ofersettɑn
ceallian	t͡ʃæ͜ɑlliɑn
þone	θone
genip	jenip
mennisclicnes	menniʃliːknes
wif	wiːf
forbærnan	forbærnɑn
twelfta	twelftɑ
gewritere	jewritere
heahstede	xæ͜ɑːxstede
fætels	fætels
sican	siːkɑn
wægnwyrhta	wæjnwyrxtɑ
swicol	swikol
nytwierþnes	nytwi͜yrθnes
ofslean	ofslæ͜ɑːn
unforesceawod	unforeʃæ͜ɑːwod
rasian	rɑːsiɑn
gebodian	jebodiɑn
geþuxian	jeθuksiɑn
grot	ɡrot
gæsthus	ɡæstxuːs
fægnian	fæjniɑn
ceorfan	t͡ʃe͜orfɑn
geþeon	jeθe͜oːn
wepan	weːpɑn
græses	ɡræses
dohtor	doxtor
spendan	spendɑn
aberendlic	ɑːberendliːt͡ʃ
mishieran	misxi͜yːrɑn
cliþa	kliːθɑ
leðer	leθer
sæcc	sætt͡ʃ
anige	ɑːniːje
seoc	se͜oːk
gelafian	jelɑfiɑn
bisignes	bisijnes
ofmunan	ofmunɑn
drefednes	dreːfednes
fnæst	fnæst
þancian	θɑnkiɑn
eorþ	e͜orθ
gefæstnian	jefæstniɑn
inburh	inburx
ærende	æːrende
deorling	de͜oːrlinɡ
sweorice	swe͜oːriːt͡ʃe
wendlas	wendlɑs
geþoht	jeθoːxt
oferdrincan	oferdrinkɑn
clysan	klyːsɑn
carian	kɑriɑn
ascufan	ɑːʃuːfɑn
geman	jemɑn
gemædan	jemæːdɑn
hætan	xæːtɑn
dægmæl	dæjmæːl
flodyþ	floːdyːθ
seoslig	se͜oːslij
ymbsellan	ymbsellɑn
hyrian	xyrjɑn
bleat	blæ͜ɑːt
annes	ɑːnnes
prician	prikiɑn
inlice	inliːt͡ʃe
hunden	xunden
fneosan	fne͜oːsɑn
þissum	θissum
þreotiene	θre͜oːti͜yːne
gærs	ɡærs
sceard	ʃæ͜ɑrd
oferlecgan	oferlejjɑn
grima	ɡriːmɑ
xerxis	kserksis
wohhæmere	woːxxæːmere
handweorc	xɑndwe͜ork
geþringan	jeθrinɡɑn
tyncen	tynt͡ʃen
hreþ	xreːθ
geteld	ɡeteld
cater	kɑter
eoforþring	e͜oforθrinɡ
eadwulf	æ͜ɑːdwulf
gedwimor	jedwimor
hus	xuːs
alan	ɑlɑn
forgeaf	forjæɑ̯f
leassagol	læ͜ɑːssɑɡol
tocyrran	toːt͡ʃyrrɑn
hæftling	xæftlinɡ
sniwan	sniːwɑn
hæman	xæːmɑn
healdsum	xæ͜ɑldsum
earmcearig	æ͜ɑrmt͡ʃæ͜ɑrij
wigweorþung	wiːjwe͜orθunɡ
anlec	ɑnleːt͡ʃ
hwælweg	xwælwej
wintergerim	winterjeriːm
spearca	spæ͜ɑrkɑ
eadburh	æ͜ɑdburx
geceosan	jet͡ʃe͜oːsɑn
florstan	floːrstɑːn
buton	buːton
dufenal	dufenɑl
þræd	θræːd
niewung	ni͜yːwunɡ
hyldu	xyldu
æþm	æːθm
fals	fɑls
geferræden	jefeːrræːden
foresteall	forestæ͜ɑll
mishyran	misxyːrɑn
sceara	ʃæːɑ̯rɑ
fiffeald	fiːffæ͜ɑld
wiþsacendlic	wiθsɑkendliːt͡ʃ
byrgenn	byrjenn
beorhtian	be͜orxtiɑn
dreosan	dre͜oːsɑn
cræftlic	kræftliːt͡ʃ
manslaga	mɑnslɑɡɑ
hwetstan	xwetstɑːn
bedreda	bedredɑ
sin	siːn
bryd	bryːd
ongitan	onjitɑn
slæpern	slæːpern
bodeg	bodej
unþanc	unθɑnk
hearpe	xæ͜ɑrpe
sincan	sinkɑn
wæd	wæːd
cyneþrym	kyneθrym
hundeahtatig	xundæ͜ɑxtɑtij
snegel	snejel
angsum	ɑnɡsum
is	iːs
weddian	weddiɑn
getæht	jetæːxt
babilonie	bɑbiloːnie
behindan	bexindɑn
æfwela	æfwelɑ
eglan	ejlɑn
gebigednes	jebiːjednes
uton	uton
hrisian	xrisiɑn
sweltan	sweltɑn
efnan	efnɑn
getwisa	jetwisɑ
bæc	bæt͡ʃ
wuduculfre	wudukulfre
cenþu	keːnθu
gelæte	jelæːte
nagan	nɑːɡɑn
geþeodnes	jeθe͜oːdnes
pearroc	pæ͜ɑrrok
risaþ	riːsɑθ
forhydan	forxyːdɑn
spyrian	spyrjɑn
cumliþe	kumliːθe
sceolu	ʃe͜olu
forslawian	forslɑːwiɑn
wearriht	wæ͜ɑrrixt
bita	bitɑ
leodgeþincþu	le͜oːdjeθinkθu
dustsceawung	duːstʃæ͜ɑːwunɡ
gelanda	jelɑndɑ
gefeohtan	jefe͜oxtɑn
gesundrian	jesundriɑn
modiglic	moːdijliːt͡ʃ
sciphere	ʃipxere
friþigend	friθijend
geferlæcan	jefeːrlæːt͡ʃɑn
frumsceaft	frumʃæ͜ɑft
bealo	bæ͜ɑlo
ægre	æːjre
fleo	fle͜oː
goshafoc	ɡoːsxɑfok
niwlice	niːwliːt͡ʃe
ciricæwe	t͡ʃirit͡ʃæːwe
trucian	trukiɑn
spurnan	spurnɑn
traht	trɑxt
gewinnan	jewinnɑn
bregdan	brejdɑn
bena	beːnɑ
dæge	dæje
raha	rɑːxɑ
oferwyrcan	oferwyrt͡ʃɑn
hadbot	xɑːdboːt
ceafl	t͡ʃæ͜ɑfl
unstaþolfæstnes	unstɑθolfæstnes
þurhclænsian	θurxklæːnsiɑn
gebygednys	jebyːjednys
nioðan	ni͜uθɑn
foreweard	forewæ͜ɑrd
blæwen	blæːwen
friþsumian	friθsumiɑn
lecgan	lejjɑn
agend	ɑːɡend
metgian	metɡiɑn
loga	loɡɑ
oþþe	oθθe
liccian	likkiɑn
sal	sɑːl
fealle	fæ͜ɑlle
forstandan	forstɑndɑn
ta	tɑː
sweard	swæ͜ɑrd
misfon	misfoːn
friþian	friθiɑn
þiestre	θi͜yːstre
inneweard	innewæ͜ɑrd
gecynd	jekynd
upeard	upæ͜ɑrd
burne	burne
clænan	klæːnɑn
guma	ɡumɑ
clud	kluːd
scipfæreld	ʃipfæreld
gecennan	ɡekennɑn
racente	rɑkente
dryge	dryːje
eftacenned	eftɑːkenned
ligetræsc	liːjetræʃ
denemearc	denemæ͜ɑrk
aldwine	ɑldwine
hragra	xrɑːɡrɑ
monaþblod	moːnɑθbloːd
flett	flett
segel	sejel
wer	wer
geondfeolan	je͜ondfe͜oːlɑn
adilegian	ɑːdileɡiɑn
hio	xi͜uː
fiftiene	fiːfti͜yːne
dust	duːst
dreoriglice	dre͜oːrijliːt͡ʃe
cornbære	kornbæːre
ofermod	ofermoːd
bedofen	bedofen
ofett	ofett
acwælon	ɑːkwæːlon
brand	brɑnd
cimban	t͡ʃimbɑn
mildelice	mildeliːt͡ʃe
wiffreond	wiːffre͜oːnd
hweg	xweːj
beclysan	beklyːsɑn
cunnan	kunnɑn
onbugan	onbuːɡɑn
cearu	t͡ʃæ͜ɑru
hyldræden	xyldræːden
forefon	forefoːn
hæring	xæːrinɡ
heahencgel	xæ͜ɑːxenjel
firenleahtor	firenlust
mearum	mæ͜ɑːrum
ule	uːle
bedecian	bedekiɑn
forbiernan	forbi͜yrnɑn
modcræftig	moːdkræftij
wrecan	wrekɑn
laþgeteona	lɑːθjete͜oːnɑ
sund	sund
genihtsumlice	jenixtsumliːt͡ʃe
weall	wæ͜ɑll
musfealle	muːsfæ͜ɑlle
tol	toːl
winterbiter	winterbiter
wuldorlic	wuldorliːt͡ʃ
tintregian	tintreɡiɑn
wæstmsceatt	wæstmʃæ͜ɑtt
ispania	ispɑːniɑ
wearn	wæ͜ɑrn
græg	ɡræːj
fearm	fæ͜ɑrm
mæsling	mæslinɡ
facentacen	fɑːkentɑːken
gesceawian	jeʃæ͜ɑːwiɑn
forbugennes	forbuːɡennes
drync	drynt͡ʃ
witodlice	witodliːt͡ʃe
gewuldorbeagian	jewuldorbæ͜ɑːɡiɑn
geræd	jeræːd
mawan	mɑːwɑn
hlafæta	xlɑːfæːtɑ
siexta	si͜ykstɑ
bedon	bedoːn
odissia	odissiɑ
denisc	deniʃ
fleon	fle͜oːn
beorg	be͜orɡ
lyften	lyften
ceowan	t͡ʃe͜oːwɑn
mishweorfan	misxwe͜orfɑn
cealdheort	t͡ʃæ͜ɑldxe͜ort
seolh	se͜olx
forswiþan	forswiːθɑn
forewritan	forewriːtɑn
timber	timber
scuwa	ʃuːwɑ
þerscweald	θerʃwæ͜ɑld
hefig	xefij
ahycgan	ɑːxyjjɑn
sweostor	swe͜ostor
waldhere	wɑldxere
friþ	friːθ
wæterflod	wæterfloːd
dracu	drɑku
gardena	ɡɑːrdenɑ
wogere	woːɡere
gemænelic	jemæːneliːt͡ʃ
dihtan	dixtɑn
stycce	stytt͡ʃe
witword	witword
hwerhwette	xwerxwette
scobl	ʃobl
ineardiend	inæ͜ɑrdiend
taht	tɑːxt
wrotan	wroːtɑn
fugol	fuɡol
soþe	soːθe
forsceadan	forʃæ͜ɑːdɑn
cyrlic	t͡ʃyrlik
oferheafod	oferxæ͜ɑːfod
foresettan	foresettɑn
hearmascinnen	xæ͜ɑrmɑʃinnen
aldor	ɑldor
west	west
stingan	stinɡɑn
unsur	unsuːr
winterlæcan	winterlæːt͡ʃɑn
racu	rɑku
bocstæf	boːkstæf
yfelwillende	yfelwillende
arleas	ɑːrlæ͜ɑːs
lustbære	lustbæːre
ehtan	eːxtɑn
heaþowæd	xæ͜ɑθowæːd
gyrstanniht	jyrstɑnnixt
hwær	xwæːr
unhlisa	unxliːsɑ
hweorfan	xwe͜orfɑn
oferlædan	oferlæːdɑn
hleotan	xle͜oːtɑn
becyrran	bet͡ʃyrrɑn
formest	formest
lieg	li͜yːj
fixen	fiksen
æwnian	æːwniɑn
norþ	norθ
inc	ink
þeoden	θe͜oːden
gamnian	ɡɑmniɑn
cnocian	knokiɑn
sealtnes	sæ͜ɑltnes
gecnyssan	jeknyssɑn
red	red
hlynsian	xlynsiɑn
libban	libbɑn
gewritræden	jewritræːden
sunbryne	sunbryne
weman	weːmɑn
þindan	θindɑn
hæþen	xæθen
misbeodan	misbe͜oːdɑn
geswican	jeswiːkɑn
larleast	lɑːrlæ͜ɑːst
brom	broːm
ciricgemana	t͡ʃirit͡ʃjemɑːnɑ
gecwidræden	jekwidræːden
scanca	ʃɑnkɑ
bestelan	bestelɑn
stridan	striːdɑn
hebban	xebbɑn
wesan	wesɑn
tusc	tuːsk
elene	elene
staþolfæstlic	stɑθolfæstliːt͡ʃ
forscyldigian	forʃyldiɡiɑn
behelmian	bexelmiɑn
bedælan	bedæːlɑn
picgbread	piɡɡbræ͜ɑːd
hyrde	xyrde
niewe	ni͜yːwe
hetting	xettinɡ
ele	ele
dæglanges	dæjlɑnɡes
fætt	fæːtt
ymbscriþan	ymbʃriːθɑn
scylding	ʃyldinɡ
geweorpan	jewe͜orpɑn
metan	meːtɑn
wyrnan	wyrnɑn
scriþan	ʃriːθɑn
forð	forθ
gesawan	jesɑːwɑn
þrag	θrɑːɡ
leoþian	le͜oːθiɑn
eotol	e͜otol
geniht	jenixt
beardleas	bæ͜ɑrdlæ͜ɑːs
mæssedæg	mæssedæj
gehwædnes	jexwæːdnes
meteleas	metelæ͜ɑːs
bon	boːn
ætberan	ætberɑn
horscamb	xorskɑmb
þeo	θe͜oː
onhweorfan	onxwe͜orfɑn
getacnung	jetɑːknunɡ
glædmann	ɡlædmɑnn
geþeode	jeθe͜oːde
deoplice	de͜oːpliːt͡ʃe
asceotan	ɑːʃe͜oːtɑn
naman	nɑmɑn
blacern	blɑːkern
scieppan	ʃi͜yppɑn
æfgælþ	æfɡælθ
belle	belle
gewiss	jewiss
unfrod	unfroːd
cene	keːne
biernan	bi͜yrnɑn
behweorfan	bexwe͜orfɑn
gehat	jexɑːt
hofor	xofor
lifgedal	liːfjedɑːl
cildhad	t͡ʃildxɑːd
dryht	dryxt
prætt	prætt
geondleccan	je͜ondlett͡ʃɑn
sinewealt	sinewæ͜ɑlt
elcor	elkor
ciriclic	t͡ʃirikliːt͡ʃ
heden	xeden
niþful	niːθful
onwadan	onwɑdɑn
geatwa	jæ͜ɑtwɑ
stiocian	sti͜ukiɑn
dag	dɑːɡ
dynt	dynt
loca	loːk
gemearcian	jemæ͜ɑrkiɑn
befreogan	befre͜oːjɑn
besincan	besinkɑn
meara	mæ͜ɑːrɑ
efenlice	efenliːt͡ʃe
forboden	forboden
glær	ɡlær
slitan	sliːtɑn
fina	finɑ
unsoþian	unsoːθiɑn
heahgast	xæ͜ɑːxɡɑːst
bescufan	beʃuːfɑn
sicerian	sikeriɑn
lus	luːs
gemærsung	jemæːrsunɡ
ælf	ælf
scucca	ʃukkɑ
beoceorl	be͜oːt͡ʃe͜orl
togang	toːɡɑnɡ
ure	uːre
giefan	ji͜yfɑn
selerædend	seleræːdend
gemære	jemæːre
utgang	uːtɡɑnɡ
ealh	æ͜ɑlx
swinc	swink
carr	kɑrr
unnytwierþe	unnytwi͜yrθe
birnan	birnɑn
wæpnian	wæːpniɑn
forsendan	forsendɑn
swinhierde	swiːnxi͜yrde
afol	ɑfol
giddung	jiddunɡ
earmhread	æ͜ɑrmxræ͜ɑːd
helma	xelmɑ
hron	xron
ungripendlic	unɡriːpendliːt͡ʃ
cunnian	kunniɑn
eorþberige	e͜orθberije
uu	w
beorsele	be͜oːrsele
myne	myne
andwlita	ɑndwlitɑ
onlysan	onlyːsɑn
eolh	e͜olx
ora	oːrɑ
heafdeht	xæ͜ɑːfdext
gisel	jiːsel
broþor	broːθor
gedreohlice	jedre͜oːxliːt͡ʃe
wæringwic	wæːrinɡwiːt͡ʃ
coc	kok
earsþyrel	æ͜ɑrsθyːrel
gerim	jeriːm
bacum	bɑkum
ord	ord
ribb	ribb
mægen	mæjen
copp	kopp
hierusalem	jerusɑlem
flyht	flyxt
eorþcræft	e͜orθkræft
wic	wiːt͡ʃ
wihtwara	wixtwɑrɑ
sæcgan	sæjjɑn
ostre	ostre
logian	loːɡiɑn
sceada	ʃæ͜ɑːdɑ
swilc	swilt͡ʃ
scene	ʃeːne
acyrran	ɑːt͡ʃyrrɑn
ielfsogoþa	i͜ylfsoɡoθɑ
oferlibban	oferlibbɑn
eardiendlic	æ͜ɑrdiendliːt͡ʃ
gecwide	jekwide
sencan	sent͡ʃɑn
stiepel	sti͜yːpel
bisigu	bisiju
siex	si͜yks
gesceaphwil	jeʃæ͜ɑpxwiːl
mencgan	menjɑn
yrnan	yrnɑn
hreaþemus	xræ͜ɑːθemuːs
dægsteorra	dæjste͜orrɑ
feld	feld
mynelic	myneliːt͡ʃ
for	for
ærendwreccan	æːrendwrett͡ʃɑn
linen	liːnen
geard	jæ͜ɑrd
nædl	næːdl
gesundful	jesundful
wiþþe	wiθθe
blodleas	bloːdlæ͜ɑːs
osle	oːsle
hierstan	xi͜yrstɑn
wærsagol	wærsɑɡol
wearte	wæ͜ɑrte
boclic	boːkliːt͡ʃ
gemunan	jemunɑn
leow	le͜oːw
dreorignys	dre͜oːrijnys
engel	enjel
teld	teld
ulan	uːlɑn
leodan	le͜oːdɑn
misscrydan	misʃryːdɑn
sceamu	ʃɑmu
gesnot	jesnot
godspellere	ɡodspellere
liegþracu	li͜yːjθrɑku
sawelþearf	sɑːwelθæ͜ɑrf
stapol	stɑpol
fenlic	fenliːt͡ʃ
scot	ʃot
deogol	de͜oːɡol
and	ɑnd
þærwiþ	θæːrwiθ
flicorian	flikoriɑn
ceorfdeor	t͡ʃe͜orfde͜oːr
sliefleas	sli͜yːflæ͜ɑːs
gesyndrian	jesyndriɑn
deaþlieg	dæ͜ɑːθli͜yːj
þunor	θunor
witodlic	witodliːt͡ʃ
strengþo	strenɡθo
þuma	θuːmɑ
forrædan	forræːdɑn
pis	piːs
fylan	fyːlɑn
fam	fɑːm
grundweall	ɡrundwæ͜ɑll
ing	inɡ
rof	roːf
genemnan	jenemnɑn
wisle	wiːsle
sciete	ʃi͜yːte
larbysen	lɑːrbyːsen
ute	uːte
beneoþan	bene͜oθɑn
cedrisc	kedriʃ
medumian	medumiɑn
sealtyþ	sæ͜ɑltyːθ
næglan	næjlɑn
scieppian	ʃi͜yppiɑn
hymele	xymele
becrafian	bekrɑfiɑn
