Певень	pʲˈɛvʲɛn
ідэнтыфікуе	ˌidɛntˌɨfikˈuʲɛ
упраўленне	ˌuprawɭʲˈɛnnʲɛ
вядзьмаркі	vʲɪdzmˈɑrki
пажадлівасці	pˌaʐadɭivˈɑst̻͡͡si
цывілізаванай	t̻͡͡sˌɨviɭˌizavˈɑnaj
курыў	kˈurɨw
французскімі	frˌant̻͡͡suzskˈimi
вучоба	vuʈ͡͡ʂˈoba
касцёле	kast̻͡͡sʲˈɔɭʲɛ
стан	stˈɑn
усміхаецца	ˌusmixaʲˈɛt̻͡͡st̻͡͡sa
кіслата	kisɭˈɑta
разбіраюцца	rˌazbiraʲˈut̻͡͡st̻͡͡sa
адважваюцца	ˌadvaʐvaʲˈut̻͡͡st̻͡͡sa
адмоўных	admˈownɨx
вампіраў	vampˈiraw
рысамі	rɨsˈɑmi
дэманструе	dˌɛmanstrˈuʲɛ
акрэслена	ˌakrɛsɭʲˈɛna
фінішнай	finˈiʂnaj
спрыяльнага	sprˌɨɪɭnˈɑɣa
прафесію	prˌafʲɛsˈiu
Паўночных	pawnˈoʈ͡͡ʂnɨx
Аптымізацыя	ˌaptɨmˌizat̻͡͡sˈɨa
ажыў	ˈɑʐɨw
аднаўляцца	ˌadnawɭʲˈj͡at̻͡͡st̻͡͡sa
скалечаных	skˌaɭʲɛʈ͡͡ʂˈɑnɨx
азбукі	azbˈuki
рэжысёру	rˌɛʐɨsʲˈɔru
Злоўжыванне	zɭˌʌwʐɨvˈɑnnʲɛ
адказаць	adkˈɑzat̻͡͡s
падпольнага	pˌadpʌɭnˈɑɣa
прасунуць	prasˈunut̻͡͡s
трамваяў	tramvˈɑʲɪw
каштоўна	kaʂtˈowna
багацьце	baɣˈɑt̻͡͡st̻͡͡sʲɛ
вучэннем	vuʈ͡͡ʂˈɛnnʲɛm
Распавядаў	rˌaspavʲˈj͡adaw
НХЛ	nxɭ
Найбольш	nˈɑjbʌɭʂ
паловы	paɭˈovɨ
надоенага	nˌadʌʲɛnˈɑɣa
снегападу	snʲˌɛɣapˈɑdu
вылучаных	vˌɨɭuʈ͡͡ʂˈɑnɨx
раздзел	rˈɑzdzʲɛɭ
утварыўся	ˌutvarˈɨwsʲa
праваслаўе	prˌavasɭˈɑwʲɛ
Лунінецкія	ɭˌuninʲɛt̻͡͡skˈia
цётцы	t̻͡͡sʲˈɔtt̻͡͡sɨ
рэках	rˈɛkax
круп	krˈup
спецыяльнага	spʲˌɛt̻͡͡sɨɪɭnˈɑɣa
апладысментаў	ˌapɭadɨsmʲˈɛntaw
страляла	straɭʲˈj͡aɭa
апыняецца	ˌapɨnʲɪˈɛt̻͡͡st̻͡͡sa
душпастыраў	dˌuʂpastˈɨraw
ВМФ	vmf
мітрапаліта	mˌitrapaɭˈita
раўнуючы	rˌawnuʲˈuʈ͡͡ʂɨ
Непасрэдны	nʲˌɛpasrˈɛdnɨ
гіпс	ɣˈips
радуючыся	rˌaduʲuʈ͡͡ʂˈɨsʲa
вясельным	vʲɪsʲˈɛɭnɨm
Гавары	ɣavˈɑrɨ
пільнае	piɭnˈɑʲɛ
цыганы	t̻͡͡sɨɣˈɑnɨ
перыметру	pʲˌɛrɨmʲˈɛtru
канцэпцыя	kˌant̻͡͡sɛpt̻͡͡sˈɨa
сапраўдным	saprˈɑwdnɨm
рэчкі	rˈɛʈ͡͡ʂki
трапіць	trˈɑpit̻͡͡s
гібель	ɣˈibʲɛɭ
адзінаццацікласнікаў	ˌadzinˌat̻͡͡st̻͡͡sat̻͡͡sˌikɭasnˈikaw
каштоўнасцямі	kˌaʂtʌwnast̻͡͡sʲˈj͡ami
пакрываюцца	pˌakrɨvaʲˈut̻͡͡st̻͡͡sa
схемы	sxʲˈɛmɨ
вывезлі	vɨvʲˈɛzɭi
Чытае	ʈ͡͡ʂɨtˈɑʲɛ
зьмянілі	zmʲɪnˈiɭi
аднаўленне	ˌadnawɭʲˈɛnnʲɛ
Сяльцы	sʲˈj͡aɭt̻͡͡sɨ
Поўныя	pʌwnˈɨa
парогі	parˈoɣi
выхоўвацца	vˌɨxʌwvˈɑt̻͡͡st̻͡͡sa
прадуктам	pradˈuktam
ваенкамат	vˌaʲɛnkˈɑmat
іхніх	ˈixnix
Нагадваючы	nˌaɣadvaʲˈuʈ͡͡ʂɨ
заводах	zavˈodax
Дадатковы	dˌadatkˈovɨ
папулярная	pˌapuɭʲɪrnˈɑʲa
ўважлівы	wvaʐɭˈivɨ
Асіповічы	ˌasipʌvˈiʈ͡͡ʂɨ
пераступіла	pʲˌɛrastupˈiɭa
Дзевятоўка	dzʲˌɛvʲɪtˈowka
застрахаваны	zˌastraxavˈɑnɨ
сціснулася	st̻͡͡sˌisnuɭˈɑsʲa
перавагу	pʲˌɛravˈɑɣu
Кастрычніцкім	kˌastrɨʈ͡͡ʂnˈit̻͡͡skim
ўласных	wɭˈɑsnɨx
апісвала	ˌapisvˈɑɭa
будут	bˈudut
выбрала	vɨbrˈɑɭa
фігурак	fiɣˈurak
Целяханы	t̻͡͡sʲˌɛɭʲɪxˈɑnɨ
фондавых	fʌndˈɑvɨx
перадазіроўкі	pʲˌɛradˌazirˈowki
дадатковага	dˌadatkʌvˈɑɣa
наймальнікам	nˌajmaɭnˈikam
пчаляра	pʈ͡͡ʂaɭʲˈj͡ara
копіі	kʌpˈii
змяняе	zmʲɪnʲˈj͡aʲɛ
сыходзіць	sɨxˈodzit̻͡͡s
вымушаны	vˌɨmuʂˈɑnɨ
даў	dˈɑw
сезонная	sʲˌɛzʌnnˈɑʲa
бачачы	baʈ͡͡ʂˈɑʈ͡͡ʂɨ
інструментальным	ˌinstrumʲɛntˈɑɭnɨm
Лукі	ɭˈuki
адмаўляліся	ˌadmawɭʲɪɭˈisʲa
Петрусевіч	pʲˌɛtrusʲˈɛviʈ͡͡ʂ
водазабеспячэннем	vˌʌdazˌabʲɛspʲɪʈ͡͡ʂˈɛnnʲɛm
пакідала	pˌakidˈɑɭa
кулявой	kuɭʲˈj͡avʌj
паказала	pˌakazˈɑɭa
заступніцы	zˌastupnˈit̻͡͡sɨ
путы	pˈutɨ
вачыма	vaʈ͡͡ʂˈɨma
дасягаюцца	dˌasʲɪɣaʲˈut̻͡͡st̻͡͡sa
Эпоха	ɛpˈoxa
утвораных	ˌutvʌrˈɑnɨx
цёплы	t̻͡͡sʲˈɔpɭɨ
наборам	nabˈoram
грым	ɣrˈɨm
спектрам	spʲˈɛktram
зімой	zˈimʌj
універсітэцкіх	ˌunivʲˌɛrsitˈɛt̻͡͡skix
Вакзальнай	vakzˈɑɭnaj
Вясновая	vʲˌɪsnʌvˈɑʲa
апрацаваных	ˌaprat̻͡͡savˈɑnɨx
беларусістаў	bʲˌɛɭarusˈistaw
ніці	nˈit̻͡͡si
Зімоўскі	zimˈowski
Лявонцій	ɭʲɪvˈont̻͡͡sij
узвядзення	ˌuzvʲɪdzʲˈɛnnʲa
хвалявання	xvˌaɭʲɪvˈɑnnʲa
найлепшым	najɭʲˈɛpʂɨm
Хапіла	xapˈiɭa
віды	vˈidɨ
мучанік	muʈ͡͡ʂˈɑnik
выпрацоўвацца	vˌɨprat̻͡͡sʌwvˈɑt̻͡͡st̻͡͡sa
прайграе	prajɣrˈɑʲɛ
прэтэнзій	prɛtˈɛnzij
асацыявалася	ˌasat̻͡͡sˌɨɪvaɭˈɑsʲa
пакідаем	pˌakidˈɑʲɛm
агульнапрынятай	ˌaɣuɭnˌaprɨnʲˈj͡ataj
наступленне	nˌastupɭʲˈɛnnʲɛ
горадабудаўніцтва	ɣˌʌradˌabudawnˈit̻͡͡stva
змалку	zmˈɑɭku
прыдзірліва	prˌɨdzirɭˈiva
прадпрыемства	prˌadprɨˈɛmstva
адбыў	ˈɑdbɨw
святамі	svʲɪtˈɑmi
крылатыя	krˌɨɭatˈɨa
пошукам	pʌʂˈukam
салаўі	saɭˈɑwi
параненыя	pˌaranʲɛnˈɨa
блішчалі	bɭiʂʈ͡͡ʂˈɑɭi
Фуко	fˈukʌ
кампенсаваны	kˌampʲɛnsavˈɑnɨ
мінуў	mˈinuw
спачувае	spˌaʈ͡͡ʂuvˈɑʲɛ
Такім	tˈɑkim
перамагаць	pʲˌɛramˈɑɣat̻͡͡s
пастарацца	pˌastarˈɑt̻͡͡st̻͡͡sa
Ліста	ɭˈista
лубок	ɭˈubʌk
аховы	axˈovɨ
імгненні	imɣnʲˈɛnni
пераносіў	pʲˌɛranˈosiw
папуляцыя	pˌapuɭʲɪt̻͡͡sˈɨa
Спадчыны	spadʈ͡͡ʂˈɨnɨ
тэлебачаньня	tˌɛɭʲɛbaʈ͡͡ʂˈɑnnʲa
асобым	asˈobɨm
Дапамогі	dˌapamˈoɣi
Абдзіраловіча	ˌabdzirˌaɭʌvˈiʈ͡͡ʂa
арганічную	ˌarɣaniʈ͡͡ʂnˈuʲu
турэцкія	tˌurɛt̻͡͡skˈia
аднавяскоўцам	ˌadnavʲɪskˈowt̻͡͡sam
аднавілі	ˌadnavˈiɭi
парушыць	parˈuʂɨt̻͡͡s
Чорны	ʈ͡͡ʂˈornɨ
прадметна	pradmʲˈɛtna
разабралі	rˌazabrˈɑɭi
артылерыі	ˌartɨɭʲɛrˈɨi
арганізуецца	ˌarɣanˌizuʲˈɛt̻͡͡st̻͡͡sa
васковай	vaskˈovaj
Яська	ʲˈj͡aska
зменлівым	zmʲɛnɭˈivɨm
лорд	ɭˈord
грашовымі	ɣrˌaʂʌvˈɨmi
арбіце	arbˈit̻͡͡sʲɛ
супермаркета	sˌupʲɛrmarkʲˈɛta
Прамова	pramˈova
павільёне	pˌaviɭʲˈɔnʲɛ
прафілактычную	prˌafiɭˌaktɨʈ͡͡ʂnˈuʲu
ветліва	vʲɛtɭˈiva
працэсуальныя	prˌat̻͡͡sɛsˌuaɭnˈɨa
Кальварыю	kˌaɭvarˈɨu
ўчарашні	wʈ͡͡ʂarˈɑʂni
Тэмпы	tˈɛmpɨ
ўстановай	wstanˈovaj
Мінгандлю	minɣˈɑndɭʲu
дараванне	dˌaravˈɑnnʲɛ
Спартыўныя	spˌartɨwnˈɨa
каменьчыкі	kˌamʲɛnʈ͡͡ʂˈɨki
археалогія	ˌarxʲɛˌaɭʌɣˈia
пасеяны	pˌasʲɛʲˈj͡anɨ
вечнасцю	vʲɛʈ͡͡ʂnˈɑst̻͡͡sʲu
глыбіняў	ɣɭɨbˈinʲɪw
прыярытэты	prˌɨɪrɨtˈɛtɨ
Удар	ˈudar
Целяханскай	t̻͡͡sʲˌɛɭʲɪxˈɑnskaj
цьвёрды	t̻͡͡svʲˈɔrdɨ
этнаграфічнае	ˌɛtnaɣrˌafiʈ͡͡ʂnˈɑʲɛ
ўзнагароджвае	wznˌaɣarʌdʐvˈɑʲɛ
Го	ɣˈo
адступае	ˌadstupˈɑʲɛ
выпрабаваннем	vˌɨprabavˈɑnnʲɛm
борзда	bˈorzda
бандыт	bˈɑndɨt
купца	kˈupt̻͡͡sa
бліскучымі	bɭˌiskuʈ͡͡ʂˈɨmi
вылучацца	vˌɨɭuʈ͡͡ʂˈɑt̻͡͡st̻͡͡sa
Белаграпрамбанка	bʲˌɛɭaɣrˌaprambˈɑnka
берагам	bʲɛrˈɑɣam
перамяніла	pʲˌɛramʲɪnˈiɭa
паведаміце	pˌavʲɛdamˈit̻͡͡sʲɛ
ўспаміналі	wspˌaminˈɑɭi
дарожнай	darˈoʐnaj
Наведаць	navʲˈɛdat̻͡͡s
пастаўленага	pˌastawɭʲɛnˈɑɣa
ігліцы	iɣɭˈit̻͡͡sɨ
цвёрдыя	t̻͡͡svʲɔrdˈɨa
Парка	pˈɑrka
клапатліва	kɭˌapatɭˈiva
алергію	ˌaɭʲɛrɣˈiu
празрыстая	prˌazrɨstˈɑʲa
імпэтна	impˈɛtna
Кох	kˈox
дырэкцыяй	dˌɨrɛkt̻͡͡sˈɨɪj
засцеражэ	zˌast̻͡͡sʲɛrˈɑʐɛ
інфарматыка	ˌinfarmatˈɨka
прынады	prɨnˈɑdɨ
адпраўной	adprˈɑwnʌj
Чачота	ʈ͡͡ʂaʈ͡͡ʂˈota
першакрыніцы	pʲˌɛrʂakrɨnˈit̻͡͡sɨ
зграшыў	zɣrˈɑʂɨw
прыбіралі	prˌɨbirˈɑɭi
вежах	vʲˈɛʐax
гадоу	ɣadˈou
сьпісы	spˈisɨ
заўвагах	zawvˈɑɣax
падзякаваць	pˌadzʲɪkˈɑvat̻͡͡s
зьнікненьне	zniknʲˈɛnnʲɛ
цэнзура	t̻͡͡sɛnzˈura
парку	pˈɑrku
кабеціна	kˌabʲɛt̻͡͡sˈina
Пятроўне	pʲɪtrˈownʲɛ
дагавораў	dˌaɣavˈoraw
непрыяцеля	nʲˌɛprɨɪt̻͡͡sʲˈɛɭʲa
ахвотна	axvˈotna
перасадкі	pʲˌɛrasˈɑdki
гарадзкіх	ɣarˈɑdzkix
колішніх	kʌɭˈiʂnix
слухала	sɭuxˈɑɭa
царкоўнае	t̻͡͡sˌarkʌwnˈɑʲɛ
грэшны	ɣrˈɛʂnɨ
пахмурна	paxmˈurna
жылая	ʐɨɭˈɑʲa
жар	ʐˈɑr
блізкасьць	bɭˈizkast̻͡͡s
дарэчы	darˈɛʈ͡͡ʂɨ
апусціліся	ˌapust̻͡͡siɭˈisʲa
пабыць	pˈɑbɨt̻͡͡s
лімона	ɭimˈona
парогу	parˈoɣu
настойлівасці	nˌastʌjɭivˈɑst̻͡͡si
кіпячонай	kˌipʲɪʈ͡͡ʂˈonaj
воду	vˈodu
Аляхновіч	ˌaɭʲɪxnˈoviʈ͡͡ʂ
Полымя	pʌɭˈɨmʲa
быць	bˈɨt̻͡͡s
Навума	navˈuma
цёзка	t̻͡͡sʲˈɔzka
чужым	ʈ͡͡ʂˈuʐɨm
трохвугольным	trˌʌxvuɣˈoɭnɨm
Кансультатыўнага	kˌansuɭtˌatɨwnˈɑɣa
усялякі	ˌusʲɪɭʲˈj͡aki
мытным	mˈɨtnɨm
прыбытковасці	prˌɨbɨtkʌvˈɑst̻͡͡si
Карпава	karpˈɑva
найбліжэйшага	nˌajbɭiʐɛjʂˈɑɣa
Арфей	ˈɑrfʲɛj
пераўтварыць	pʲˌɛrawtvˈɑrɨt̻͡͡s
неадэкватна	nʲˌɛadɛkvˈɑtna
трэндам	trˈɛndam
пагарды	paɣˈɑrdɨ
адарвацца	ˌadarvˈɑt̻͡͡st̻͡͡sa
выражэнні	vˌɨraʐˈɛnni
непахісны	nʲˌɛpaxˈisnɨ
Варапаева	vˌarapaʲˈɛva
яркага	ʲɪrkˈɑɣa
квадрата	kvadrˈɑta
двухразовае	dvˌuxrazʌvˈɑʲɛ
Слонімскай	sɭʌnˈimskaj
прымем	prˈɨmʲɛm
беларусізацыю	bʲˌɛɭarˌusizat̻͡͡sˈɨu
шчырасці	ʂʈ͡͡ʂɨrˈɑst̻͡͡si
прышлося	prɨʂɭˈosʲa
крануць	krˈɑnut̻͡͡s
старажытнасьці	stˌaraʐɨtnˈɑst̻͡͡si
серверах	sʲɛrvʲˈɛrax
брытанскіх	brɨtˈɑnskix
гасцёўню	ɣast̻͡͡sʲˈɔwnʲu
гулянняў	ɣuɭʲˈj͡annʲɪw
супольная	sˌupʌɭnˈɑʲa
паседжанне	pˌasʲɛdʐˈɑnnʲɛ
булачку	buɭˈɑʈ͡͡ʂku
архітэктарам	ˌarxitɛktˈɑram
Волю	vˈoɭʲu
імі	ˈimi
прафесійнай	prˌafʲɛsˈijnaj
пералічвалі	pʲˌɛraɭiʈ͡͡ʂvˈɑɭi
другіх	drˈuɣix
разуменьні	rˌazumʲˈɛnni
растэрміноўку	rˌastɛrminˈowku
Увесь	ˈuvʲɛs
пераасэнсаваць	pʲˌɛraˌasɛnsˈɑvat̻͡͡s
рэліквію	rˌɛɭikvˈiu
комплекснага	kˌʌmpɭʲɛksnˈɑɣa
Творчасці	tvʌrʈ͡͡ʂˈɑst̻͡͡si
ўвасабляе	wvˌasabɭʲˈj͡aʲɛ
прыбрана	prɨbrˈɑna
Жывёлы	ʐɨvʲˈɔɭɨ
пашпартныя	pˌaʂpartnˈɨa
ўмовам	wmˈovam
гардэроба	ɣˌardɛrˈoba
дыктату	dɨktˈɑtu
прадпрымальнік	prˌadprɨmˈɑɭnik
Леановіч	ɭʲˌɛanˈoviʈ͡͡ʂ
спяць	spʲˈj͡at̻͡͡s
растаптаць	rastˈɑptat̻͡͡s
ускладняе	ˌuskɭadnʲˈj͡aʲɛ
азначаных	ˌaznaʈ͡͡ʂˈɑnɨx
Тэлефон	tɛɭʲˈɛfʌn
тэрытарыяльным	tˌɛrɨtˌarɨˈj͡aɭnɨm
шэдэўраў	ʂɛdˈɛwraw
бяжыш	bʲˈj͡aʐɨʂ
неверагодныя	nʲˌɛvʲɛrˌaɣʌdnˈɨa
сплесці	spɭʲˈɛst̻͡͡si
магістрам	maɣˈistram
СБМ	sbm
пасеяць	pasʲˈɛʲɪt̻͡͡s
РУВП	rˈuvp
дакументу	dˌakumʲˈɛntu
ашаломлены	ˌaʂaɭʌmɭʲˈɛnɨ
страхоўка	straxˈowka
пратэзы	pratˈɛzɨ
ўпэўнены	wpɛwnʲˈɛnɨ
блішчаць	bɭˈiʂʈ͡͡ʂat̻͡͡s
дынамікаў	dˌɨnamˈikaw
прынесла	prɨnʲˈɛsɭa
паступалі	pˌastupˈɑɭi
аздобіў	azdˈobiw
спазнілася	spˌazniɭˈɑsʲa
згодзе	zɣˈodzʲɛ
прафесіянальны	prˌafʲɛsˌiɪnˈɑɭnɨ
Працягнецца	prˌat̻͡͡sʲɪɣnʲˈɛt̻͡͡st̻͡͡sa
водар	vˈodar
адпомсціць	adpˈomst̻͡͡sit̻͡͡s
сутыкнуўшыся	sˌutɨknuwʂˈɨsʲa
фалькларыстаў	fˌaɭkɭarˈɨstaw
мовазнавец	mˌʌvaznˈɑvʲɛt̻͡͡s
цяжарнасці	t̻͡͡sʲˌɪʐarnˈɑst̻͡͡si
грамадзкай	ɣramˈɑdzkaj
Стужка	stˈuʐka
човен	ʈ͡͡ʂˈovʲɛn
ткацкія	tkat̻͡͡skˈia
намер	nˈɑmʲɛr
замалёвак	zˌamaɭʲˈɔvak
загаварыла	zˌaɣavarˈɨɭa
гепатыту	ɣʲˌɛpatˈɨtu
шчырае	ʂʈ͡͡ʂɨrˈɑʲɛ
наркам	nˈɑrkam
Жарнасек	ʐarnˈɑsʲɛk
прапануюцца	prˌapanuʲˈut̻͡͡st̻͡͡sa
масавасць	masˈɑvast̻͡͡s
немагчымым	nʲˌɛmaɣʈ͡͡ʂˈɨmɨm
вывучыўшы	vˌɨvuʈ͡͡ʂˈɨwʂɨ
дамах	dˈɑmax
падзяляецца	pˌadzʲɪɭʲɪˈɛt̻͡͡st̻͡͡sa
праязныя	prˌaʲɪznˈɨa
займальныя	zˌajmaɭnˈɨa
рабіна	rabˈina
цікавіліся	t̻͡͡sˌikaviɭˈisʲa
скарыстацца	skˌarɨstˈɑt̻͡͡st̻͡͡sa
паслядоўнікі	pˌasɭʲɪdʌwnˈiki
лабараторыях	ɭˌabarˌatʌrˈɨɪx
скіравалі	skˌiravˈɑɭi
Пашчасціла	pˌaʂʈ͡͡ʂast̻͡͡sˈiɭa
спартыўны	spartˈɨwnɨ
дзіды	dzˈidɨ
стойкі	stˈojki
груды	ɣrˈudɨ
палала	paɭˈɑɭa
прозвішчам	prʌzvˈiʂʈ͡͡ʂam
даражэйшы	dˌaraʐˈɛjʂɨ
калізіі	kˌaɭizˈii
Дняпроўскія	dnʲˌɪprʌwskˈia
ўваскрашэнне	wvˌaskraʂˈɛnnʲɛ
Ведаў	vʲˈɛdaw
балетныя	bˌaɭʲɛtnˈɨa
элементу	ˌɛɭʲɛmʲˈɛntu
Садовай	sadˈovaj
падпольля	padpˈoɭɭʲa
пачаліся	pˌaʈ͡͡ʂaɭˈisʲa
дэпазіту	dˌɛpazˈitu
спыталася	spˌɨtaɭˈɑsʲa
берагоў	bʲɛrˈɑɣʌw
Кашырын	kaʂˈɨrɨn
Дрынеўскі	drɨnʲˈɛwski
Растоўскай	rastˈowskaj
акупіраванай	ˌakupˌiravˈɑnaj
Беларуская	bʲˌɛɭaruskˈɑʲa
малітваю	mˌaɭitvˈɑʲu
літаратурах	ɭˌitaratˈurax
бляшанку	bɭʲɪʂˈɑnku
Федаровіч	fʲˌɛdarˈoviʈ͡͡ʂ
тлумачальная	tɭˌumaʈ͡͡ʂaɭnˈɑʲa
кантактаваць	kˌantaktˈɑvat̻͡͡s
Душы	dˈuʂɨ
сэкс	sˈɛks
маме	mˈɑmʲɛ
генерацыя	ɣʲˌɛnʲɛrat̻͡͡sˈɨa
Пачнецца	paʈ͡͡ʂnʲˈɛt̻͡͡st̻͡͡sa
смеху	smʲˈɛxu
гаспадарчы	ɣˌaspadˈɑrʈ͡͡ʂɨ
знакавай	znakˈɑvaj
Міколы	mikˈoɭɨ
пасце	pˈɑst̻͡͡sʲɛ
асабліва	ˌasabɭˈiva
устаў	ˈustaw
Вокны	vˈoknɨ
бязлітасныя	bʲˌɪzɭitasnˈɨa
высвятляюцца	vˌɨsvʲɪtɭʲɪˈut̻͡͡st̻͡͡sa
закупцы	zakˈupt̻͡͡sɨ
бытавая	bˌɨtavˈɑʲa
ўздумаецца	wzdˌumaʲˈɛt̻͡͡st̻͡͡sa
сумленнымі	sˌumɭʲɛnnˈɨmi
запрашала	zˌapraʂˈɑɭa
падтрымання	pˌadtrɨmˈɑnnʲa
паштальёны	pˌaʂtaɭʲˈɔnɨ
згасае	zɣasˈɑʲɛ
Леанідавіч	ɭʲˌɛanidˈɑviʈ͡͡ʂ
ўпускаць	wpˈuskat̻͡͡s
Літаратары	ɭˌitaratˈɑrɨ
Яўгенам	ʲɪwɣʲˈɛnam
псіханеўралагічны	psˌixanʲˌɛwraɭaɣˈiʈ͡͡ʂnɨ
зацікавіцца	zˌat̻͡͡sikavˈit̻͡͡st̻͡͡sa
братамі	bratˈɑmi
электроннае	ˌɛɭʲɛktrʌnnˈɑʲɛ
ўладкавана	wɭˌadkavˈɑna
аголеныя	ˌaɣʌɭʲɛnˈɨa
раённае	rˌaʲɔnnˈɑʲɛ
прымусовай	prˌɨmusˈovaj
прыехалі	prˌɨɛxˈɑɭi
ноты	nˈotɨ
некаторая	nʲˌɛkatʌrˈɑʲa
кантралюе	kˌantraɭʲˈuʲɛ
Сходу	sxˈodu
пячнік	pʲˈj͡aʈ͡͡ʂnik
істотным	istˈotnɨm
Зэльвенскай	zɛɭvʲˈɛnskaj
змястоўнага	zmʲˌɪstʌwnˈɑɣa
Кулінарны	kˌuɭinˈɑrnɨ
стварэння	stvarˈɛnnʲa
праславіў	prasɭˈɑviw
пераконваешся	pʲˌɛrakˌʌnvaʲˈɛʂsʲa
Запрашаем	zˌapraʂˈɑʲɛm
хвіліну	xviɭˈinu
канфірмацыі	kˌanfirmat̻͡͡sˈɨi
затрымкі	zatrˈɨmki
газонах	ɣazˈonax
Трэцяя	trɛt̻͡͡sʲˈj͡aʲa
Конкурсы	kʌnkˈursɨ
фестывальнай	fʲˌɛstɨvˈɑɭnaj
выпраўляцца	vˌɨprawɭʲˈj͡at̻͡͡st̻͡͡sa
Фашысты	faʂˈɨstɨ
перыядычныя	pʲˌɛrɨˌɪdɨʈ͡͡ʂnˈɨa
старадаўнім	stˌaradˈɑwnim
заканчваюць	zˌakanʈ͡͡ʂvˈɑʲut̻͡͡s
АГП	ˈɑɣp
Максімільяна	mˌaksimiɭʲˈj͡ana
назапашвальнікаў	nˌazapˌaʂvaɭnˈikaw
левы	ɭʲˈɛvɨ
комфортно	kʌmfˈortnʌ
глухім	ɣɭˈuxim
чапляліся	ʈ͡͡ʂˌapɭʲɪɭˈisʲa
кракаўскай	krakˈɑwskaj
пошукавая	pˌʌʂukavˈɑʲa
Піянерскай	pˌiɪnʲˈɛrskaj
Ноччу	nˈoʈ͡͡ʂʈ͡͡ʂu
старасьці	starˈɑst̻͡͡si
Ліга	ɭˈiɣa
дадатковая	dˌadatkʌvˈɑʲa
сумесна	sumʲˈɛsna
праграміста	prˌaɣramˈista
выпівалі	vˌɨpivˈɑɭi
ушчыльную	ˌuʂʈ͡͡ʂɨɭnˈuʲu
месцічаў	mʲɛst̻͡͡sˈiʈ͡͡ʂaw
гандляроў	ɣandɭʲˈj͡arʌw
званых	zvˈɑnɨx
касавых	kasˈɑvɨx
здзівіць	zdzˈivit̻͡͡s
чужыя	ʈ͡͡ʂuʐˈɨa
арыентавана	ˌarɨˌɛntavˈɑna
Літаратурнага	ɭˌitarˌaturnˈɑɣa
гандляваць	ɣandɭʲˈj͡avat̻͡͡s
разлічаных	rˌazɭiʈ͡͡ʂˈɑnɨx
вымаўляць	vɨmˈɑwɭʲɪt̻͡͡s
Бірыла	birˈɨɭa
Мінулы	minˈuɭɨ
вечнай	vʲˈɛʈ͡͡ʂnaj
праглядаў	praɣɭʲˈj͡adaw
структурнага	strˌukturnˈɑɣa
канфігурацыю	kˌanfiɣˌurat̻͡͡sˈɨu
Віталём	vitˈɑɭʲɔm
ўзнімалася	wznˌimaɭˈɑsʲa
забруджванне	zˌabrudʐvˈɑnnʲɛ
Кафарнаум	kˌafarnˈɑum
Звернемся	zvʲɛrnʲˈɛmsʲa
хованкі	xʌvˈɑnki
немца	nʲˈɛmt̻͡͡sa
Магілёўскай	mˌaɣiɭʲˈɔwskaj
бум	bˈum
тома	tˈoma
Пскове	pskˈovʲɛ
адчуваньня	ˌadʈ͡͡ʂuvˈɑnnʲa
пакора	pakˈora
благаслаўлёнага	bɭˌaɣasɭˌawɭʲɔnˈɑɣa
Прачытаўшы	prˌaʈ͡͡ʂɨtˈɑwʂɨ
распавядалі	rˌaspavʲɪdˈɑɭi
паранены	pˌaranʲˈɛnɨ
збройнага	zbrʌjnˈɑɣa
Школу	ʂkˈoɭu
Аддаўшы	addˈɑwʂɨ
спартсменаў	spartsmʲˈɛnaw
спеваку	spʲɛvˈɑku
калдуны	kaɭdˈunɨ
адкрывае	ˌadkrɨvˈɑʲɛ
здаралася	zdˌaraɭˈɑsʲa
інструментальная	ˌinstrumʲˌɛntaɭnˈɑʲa
душпастырскай	dˌuʂpastˈɨrskaj
стварэньнем	stvarˈɛnnʲɛm
абмене	abmʲˈɛnʲɛ
сумняваюся	sˌumnʲɪvaʲˈusʲa
узяло	uzʲˈj͡aɭʌ
кропляй	krˈopɭʲɪj
натхніла	natxnˈiɭa
высакародства	vˌɨsakarˈodstva
разглядаць	razɣɭʲˈj͡adat̻͡͡s
знішчыць	znˈiʂʈ͡͡ʂɨt̻͡͡s
дэкаратыўнымі	dˌɛkarˌatɨwnˈɨmi
памятаеш	pˌamʲɪtˈɑʲɛʂ
рэзэрваў	rɛzˈɛrvaw
Воранаўскі	vˌʌranˈɑwski
ўтульны	wtˈuɭnɨ
корм	kˈorm
шаноўнага	ʂˌanʌwnˈɑɣa
Максім	mˈɑksim
Варонежа	vˌarʌnʲˈɛʐa
здолею	zdʌɭʲˈɛʲu
шалікі	ʂaɭˈiki
агульным	aɣˈuɭnɨm
Ета	ʲˈɛta
нарошчванні	nˌarʌʂʈ͡͡ʂvˈɑnni
сьцьвярджаюць	st̻͡͡svʲɪrdʐˈɑʲut̻͡͡s
душэўнае	dˌuʂɛwnˈɑʲɛ
дзесяцігодзьдзі	dzʲˌɛsʲɪt̻͡͡siɣˈodzdzi
вілы	vˈiɭɨ
ўзводзіць	wzvˈodzit̻͡͡s
пазалочаны	pˌazaɭʌʈ͡͡ʂˈɑnɨ
мелодый	mʲɛɭˈodɨj
аказаўся	ˌakazˈɑwsʲa
Выканкам	vɨkˈɑnkam
Iснуе	snˈuʲɛ
