pozitif	pozitˈɪf
Komünizmin	komynɪzmˈɪn
helikopterle	helikɔptˈɛrlɛ
direncine	diɾænd͡ʒinˈɛ
Babe	babˈɛ
Makedon	makedˈɔn
operatörlerin	opeɾatœrleɾˈɪn
orbitalleri	ɔrbitaɫleɾˈɪ
sekreteriydi	sɛkreteɾɪjdˈɪ
dolaşımı	doɫˈaʃɯmɯ
Romantik	romantˈɪk
Pelleas	pælleˈas
Interpol	ɯntɛrpˈɔɫ
bahçeler	bˈaht͡ʃɛlɛr
parçalanması	part͡ʃaɫanmasˈɯ
tekniklerden	tɛknɪklɛrdˈæn
tanesinden	tanesɪndˈæn
geçilmesi	ɟet͡ʃɪlmesˈɪ
Çavuşlu	t͡ʃavʊʃɫˈʊ
Caterina	d͡ʒateɾinˈa
rüzgârı	røzɟaɾˈɯ
platformlar	pɫatfɔrmɫˈar
bilmek	bɪlmˈɛk
sayılırdı	sajɯɫɯrdˈɯ
ibadetin	ibadetˈɪn
start	stˈart
platformuna	pɫatfɔrmunˈa
dikkat	dikːˈat
açılıyor	at͡ʃɯɫˈɯjɔr
girmişlerdi	ɟɪrmɪʃlɛrdˈɪ
Daniel	daniˈæl
evredir	ˈɛvredɪr
farklı	farkɫˈɯ
beklenildiği	bɛklenɪldijˈɪ
RKO	rkˈɔ
Ebru	ɛbrˈʊ
komünizmin	komynɪzmˈɪn
sülale	sˈyɫalɛ
uzmanlaşmıştır	ʊzmanɫaʃmˈɯʃtɯr
izlerler	ɪzlɛrlˈɛr
uygulamakta	ʊjɡuɫamaktˈa
Şiiler	ʃiilˈɛr
hükmünde	høkmøndˈɛ
uzanmaktaydı	uzanmaktajdˈɯ
durmaz	dʊrmˈaz
Bernhard	bɛrnhˈard
kilitler	kilɪtlˈɛr
Guerrero	ɡuɛrreɾˈɔ
başlatılmıştır	baʃɫatɯɫmˈɯʃtɯr
nöroloji	nœɾoɫoʒˈɪ
başarılarda	baʃaɾɯɫardˈa
FM	fˌɛmˈɛ
geçmesine	ɟɛt͡ʃmesinˈɛ
kültürlere	køltørleɾˈɛ
gastrik	ɡastrˈɪk
uzaklaştırılarak	uzakɫaʃtɯɾɯɫaɾˈak
Holloway	hɔɫɫowˈaj
çevresinde	t͡ʃɛvresɪndˈɛ
Hayatın	hajatˈɯn
NWA	nwˈa
kaçış	kat͡ʃˈɯʃ
kuruması	kuɾumasˈɯ
Şehriyar	ʃɛhrijˈar
bozkırları	bɔzkɯrɫaɾˈɯ
sözleşmeler	sœzlˈɛʃmelɛr
gelenlerden	ɟelænlɛrdˈæn
namazı	namazˈɯ
ikramiye	ɪkramijˈɛ
Prut	prˈʊt
gözetir	ɟœzetˈɪr
Harbor	harbˈɔr
Mach	mˈad͡ʒh
Björk	bʒˈœrk
Charlie	d͡ʒharliˈɛ
aydınlatmak	ajdɯnɫatmˈak
bastırılmasından	bastɯɾɯɫmasɯndˈan
saflığı	safɫɯɯˈɯ
canlanan	d͡ʒanɫanˈan
daireler	daˈiɾelɛr
Havalimanının	havalimanɯnˈɯn
edilenler	edilænlˈɛr
iktidarının	ɪktidaɾɯnˈɯn
yerdir	jˈɛrdɪr
halka	haɫkˈa
satıştan	satɯʃtˈan
indirilen	ɪndiɾilˈæn
semtlerde	sæmtlɛrdˈɛ
deposu	deposˈʊ
belki	bælkˈɪ
görüntüye	ɟœɾøntyjˈɛ
ateşini	ateʃinˈɪ
ICAO	ɯd͡ʒaˈɔ
prosedürleri	prosedørleɾˈɪ
beklemeyen	bɛklemejˈæn
Ariadne	aɾiadnˈɛ
taksiye	taksijˈɛ
liberaller	libeɾaɫlˈɛr
MYO	mjˈɔ
radon	radˈɔn
Mezarlığına	mezarɫɯɯɯnˈa
AKPM	ˈakpm
kurma	kˈʊrma
repliği	rɛplijˈɪ
çıkarların	t͡ʃɯkarɫaɾˈɯn
Kürt	kˈørt
kullanılamazlar	kʊɫɫanɯɫamazɫˈar
yetişkinlik	jetɪʃkɪnlˈɪk
aroması	aɾomasˈɯ
tarikatı	taɾikatˈɯ
kesilmez	kesɪlmˈɛz
açıklıkla	at͡ʃɯkɫˈɯkɫa
kendiliğinden	kændilijɪndˈæn
Kadir	kˈadɪr
sporcuyu	spɔrd͡ʒujˈʊ
yedisi	jedisˈɪ
Lama	ɫˈama
denklemleri	dænklæmleɾˈɪ
Gerçekleşen	ɟɛrt͡ʃɛkleʃˈæn
mümkündür	mømkˈøndør
formlarına	fɔrmɫaɾɯnˈa
nesilden	nesɪldˈæn
kızgınlıkla	kɯzɡɯnɫˈɯkɫa
çıkmamıştır	t͡ʃɯkmamˈɯʃtɯr
Şanlıurfa	ʃanɫɯʊrfˈa
Takeda	takedˈa
banknotları	banknɔtɫaɾˈɯ
puanlama	puˈanɫama
tüketilir	tyketilˈɪr
una	unˈa
tepedeki	tepedekˈɪ
sent	sˈænt
apartmanına	apartmanɯnˈa
Kalça	kaɫt͡ʃˈa
Rich	rˈɪd͡ʒh
enerjideki	enɛrʒidekˈɪ
takı	takˈɯ
ROM	rˈɔm
Garrison	ɡarrisˈɔn
yıllık	jɯɫɫˈɯk
Üzüm	ˈyzøm
gizlenir	ɟɪzlenˈɪr
paylaşıyordu	pajɫaʃˈɯjɔrdʊ
gelişmeyle	ɟelˈɪʃmɛjlɛ
ipekten	ipɛktˈæn
Miroslav	miɾɔsɫˈav
başarısına	baʃaɾɯsɯnˈa
maddelerine	madːeleɾinˈɛ
ölüleri	œlyleɾˈɪ
muhalifleri	muhalɪfleɾˈɪ
desteklendiği	dɛstɛklændijˈɪ
hizmetleri	hɪzmɛtleɾˈɪ
Falkland	faɫkɫˈand
maddelik	madːelˈɪk
Illustrated	ɯɫɫʊstratˈɛd
kayıtlarıyla	kajɯtɫaɾˈɯjɫa
vie	viˈɛ
Randy	rˈandj
mera	meɾˈa
yedeği	jedejˈɪ
desteklemez	dɛstɛklemˈɛz
hasarlara	hasarɫaɾˈa
Rusça	rʊst͡ʃˈa
başarısızlık	baʃaɾˈɯsɯzɫɯk
şifreli	ʃˈɪfrelɪ
Torul	toɾˈʊɫ
Eldiven	ældivˈæn
mesih	mesˈɪh
vefatı	vefatˈɯ
Wellington	wællɪnɡtˈɔn
ofislerinde	ofɪsleɾɪndˈɛ
gelenlerinin	ɟelænleɾinˈɪn
onlardan	ɔnɫˈardan
vektörün	vɛktœɾˈøn
versiyonundan	vɛrsijonʊndˈan
hanedanlığı	hanedanɫɯɯˈɯ
edemeyen	edemejˈæn
sözleşmede	sœzlˈɛʃmedɛ
Müşavir	myʃavˈɪr
Salvador	saɫvadˈɔr
dinozor	dinozˈɔr
kışında	kɯʃɯndˈa
galibiyette	ɡalibijetːˈɛ
köylü	kœjlˈø
Yönetmeni	jœnɛtmenˈɪ
mahsuller	mahsʊɫlˈɛr
Link	lˈɪnk
cazibesi	d͡ʒazibesˈɪ
Alfabe	aɫfabˈɛ
Seohyun	seɔhjˈʊn
eriyen	eɾijˈæn
tekneyle	tɛknˈɛjlɛ
düşünülmeyen	dyʃynølmejˈæn
yaptırdığı	japtɯrdɯɯˈɯ
endüstriler	ændøstrilˈɛr
bulunduysa	buɫʊndˈʊjsa
Musical	musid͡ʒˈaɫ
çiftleşirler	t͡ʃɪftleʃɪrlˈɛr
grafiğine	ɡrafijinˈɛ
cepheleri	d͡ʒɛpheleɾˈɪ
boynundaki	bɔjnʊndakˈɪ
tanıştılar	tanɯʃtɯɫˈar
Witch	wˈɪtd͡ʒh
akınlara	akɯnɫaɾˈa
saatlerce	saatlˈɛrd͡ʒɛ
kahverengi	kahveɾænɡˈɪ
tarihiyle	taɾihˈɪjlɛ
suçlandı	sʊt͡ʃɫandˈɯ
yumrukla	jʊmrˈʊkɫa
başlangıçtaki	baʃɫanɡɯt͡ʃtakˈɪ
kalırlar	kaɫɯrɫˈar
kurbanların	kʊrbanɫaɾˈɯn
dumandan	dumandˈan
Sihir	sihˈɪr
Mitchell	mɪtd͡ʒhˈæll
Daima	daˈima
Miki	mikˈɪ
yemini	jeminˈɪ
Gambino	ɡambinˈɔ
ortağıydı	ɔrtaːɯjdˈɯ
mobilyalar	mobɪljaɫˈar
Egzotik	ɛɟzotˈɪk
dışavurumcu	dɯʃavuɾʊmd͡ʒˈʊ
Michelle	mɪd͡ʒhˈællɛ
şakalar	ʃakaɫˈar
Perseus	pɛrseˈʊs
yasayla	jˈasajɫa
özlem	œzlˈæm
yine	jinˈɛ
görüşmeler	ɟœɾˈøʃmelɛr
sayfalara	sajfaɫaɾˈa
yetkiyi	jɛtkijˈɪ
LFTR	lˌɛfˌɛtˌɛɾˈɛ
Bekar	bekˈar
İyice	ijˈid͡ʒɛ
bölgeyle	bœlɟˈɛjlɛ
hususunda	hususʊndˈa
reggae	rɛɟɡaˈɛ
Chedjou	d͡ʒhɛdʒoˈʊ
döller	dœllˈɛr
solda	sɔɫdˈa
öğretmiş	œːɾɛtmˈɪʃ
Ertaş	ɛrtˈaʃ
kasırgası	kasɯrɡasˈɯ
Kükürt	kykˈørt
eklenmelidir	ɛklænmelˈidɪr
fatura	fatuɾˈa
Astra	astrˈa
kavrayarak	kavrajaɾˈak
tetiklenen	tetɪklenˈæn
dolaşmaktadır	doɫaʃmaktˈadɯr
kaldırdığı	kaɫdɯrdɯɯˈɯ
atamalar	atˈamaɫar
dağılımlı	daːˈɯɫɯmɫɯ
Bolivya	bolɪvjˈa
evreyi	ˈɛvrejɪ
galaktik	ɡaɫaktˈɪk
serilir	seɾilˈɪr
boyutlarının	bojʊtɫaɾɯnˈɯn
karesine	kaɾesinˈɛ
soğutulur	soːutuɫˈʊr
uçuşun	ut͡ʃuʃˈʊn
başının	baʃɯnˈɯn
düşüşle	dyʃˈøʃlɛ
canlandırır	d͡ʒanɫandɯɾˈɯr
gerektiği	ɟeɾɛktijˈɪ
yönlendirilir	jœnlændiɾilˈɪr
Türbede	tørbedˈɛ
Makro	makrˈɔ
olamaz	oɫamˈaz
tescil	tɛsd͡ʒˈɪl
genlerin	ɟænleɾˈɪn
aylaklardan	ajɫakɫardˈan
komplo	kɔmpɫˈɔ
Tanrısı	tanrɯsˈɯ
medeniyetler	medenijɛtlˈɛr
yayılıyor	jajɯɫˈɯjɔr
belgeler	bælɟelˈɛr
koleksiyoncu	kolɛksijɔnd͡ʒˈʊ
sürdürdükleri	sørdørdøkleɾˈɪ
gelişmesinden	ɟelɪʃmesɪndˈæn
isteriz	ɪstˈeɾɪz
yeridir	jeɾˈidɪr
Kireç	kiɾˈɛt͡ʃ
ciltleri	d͡ʒɪltleɾˈɪ
Navigator	naviɡatˈɔr
çantası	t͡ʃantasˈɯ
sapları	sapɫaɾˈɯ
nükleotid	nøkleotˈɪd
küçüklüğünden	kyt͡ʃøkløːndˈæn
karşılaştırır	karʃɯɫaʃtɯɾˈɯr
dışına	dɯʃɯnˈa
ICC	ˈɯd͡ʒː
kraliyet	kralijˈɛt
kapasitans	kapasitˈans
imalat	imaɫˈat
hapiste	hapɪstˈɛ
Yeremya	jeɾæmjˈa
Şen	ʃˈæn
ödemesine	œdemesinˈɛ
Başkomutan	baʃkomutˈan
Dine	dinˈɛ
kabilesini	kabilesinˈɪ
salınan	saɫɯnˈan
Gemide	ɟemidˈɛ
işlenmektedir	ɪʃlænmɛktˈedɪr
ekolokasyon	ekoɫokasjˈɔn
Piyasa	pijˈasa
Kaypakkaya	kajpakːajˈa
jüriler	ʒyɾilˈɛr
Kızı	kɯzˈɯ
çukurlar	t͡ʃukʊrɫˈar
korkudan	kɔrkudˈan
BET	bˈɛt
uygulanmamış	ʊjɡuɫanmamˈɯʃ
arkeolojisi	arkeoɫoʒisˈɪ
dikkatin	dikːatˈɪn
Mister	mɪstˈɛr
jest	ʒˈɛst
bomba	bɔmbˈa
Marius	maɾiˈʊs
muhafazakârlar	muhafazakarɫˈar
çözümdür	t͡ʃˈœzømdør
davranışlarının	davranɯʃɫaɾɯnˈɯn
Anima	anˈima
keşfe	kɛʃfˈɛ
oyunundaki	ojunʊndakˈɪ
geçmişler	ɟɛt͡ʃmɪʃlˈɛr
özetle	œzˈɛtlɛ
demoyu	demojˈʊ
Birleştirme	bɪrlˈɛʃtɪrmɛ
Altair	aɫtaˈɪr
kutbunun	kʊtbunˈʊn
getirirler	ɟetiɾɪrlˈɛr
Erzincan	ɛrzɪnd͡ʒˈan
yükseltmeye	jøksˈæltmejɛ
gitmediğini	ɟɪtmedijinˈɪ
sırları	sɯrɫaɾˈɯ
emektar	emɛktˈar
yıllarını	jɯɫɫaɾɯnˈɯ
cinslerinin	d͡ʒɪnsleɾinˈɪn
azletti	azletːˈɪ
ikona	ikonˈa
Perl	pˈɛrl
şiirinin	ʃiiɾinˈɪn
Tori	toɾˈɪ
Interstate	ɯntɛrstatˈɛ
anlamak	anɫamˈak
Yaprakların	japrakɫaɾˈɯn
miktarlar	mɪktarɫˈar
düşünülemez	dyʃynylemˈɛz
Yaprakları	japrakɫaɾˈɯ
tüketiciye	tyketid͡ʒijˈɛ
kuvvetinde	kʊvvetɪndˈɛ
Hava	havˈa
gerçekliğe	ɟɛrt͡ʃɛklijˈɛ
Wednesday	wɛdnɛsdˈaj
ögeleri	œɟeleɾˈɪ
Wilma	wˈɪlma
birleştirilmiş	bɪrlɛʃtiɾɪlmˈɪʃ
eteğini	etejinˈɪ
ihtimalleri	ɪhtimaɫleɾˈɪ
şubeler	ʃubelˈɛr
bozulma	bozˈʊɫma
Anything	anjthˈɪnɡ
benzeri	bænzeɾˈɪ
topluluğunda	tɔpɫuɫʊːndˈa
çalıların	t͡ʃaɫɯɫaɾˈɯn
Berry	bˈɛrrj
heyetinden	hejetɪndˈæn
açmışlardır	at͡ʃmɯʃɫˈardɯr
kalana	kaɫanˈa
kullanılır	kʊɫɫanɯɫˈɯr
bırakıldılar	bɯɾakɯɫdɯɫˈar
sayımından	sajɯmɯndˈan
Prensesin	prænsesˈɪn
Clayton	d͡ʒɫajtˈɔn
Kullanıcılara	kʊɫɫanɯd͡ʒɯɫaɾˈa
solunda	soɫʊndˈa
perakendecisi	peɾakænded͡ʒisˈɪ
sarısı	saɾɯsˈɯ
öğretimi	œːɾˈetimɪ
kıvamında	kɯvamɯndˈa
Aksesuar	aksesuˈar
davranırlar	davranɯrɫˈar
taşıdıkları	taʃɯdɯkɫaɾˈɯ
Andersen	andˈɛrsæn
Hall	hˈaɫl
teşhis	tɛʃhˈɪs
Adidas	adidˈas
Botsvana	bɔtsvanˈa
yürütülmesini	jyɾytølmesinˈɪ
durdular	dʊrduɫˈar
Under	ʊndˈɛr
nötralize	nœtrˈalizɛ
yapabilecekleri	japabiled͡ʒɛkleɾˈɪ
göstericilerin	ɟœsteɾid͡ʒileɾˈɪn
yürüyüşle	jyɾyjˈøʃlɛ
festivalinin	fɛstivalinˈɪn
kuşku	kʊʃkˈʊ
yavrular	javruɫˈar
çoktu	t͡ʃɔktˈʊ
Gustave	ɡʊstavˈɛ
mahvetti	mahvetːˈɪ
sektörünün	sɛktœɾynˈøn
etkinliklerinde	ɛtkɪnlɪkleɾɪndˈɛ
tavsiyesini	tavsijesinˈɪ
yüzün	jyzˈøn
belleğin	bællejˈɪn
bilgisayardaki	bɪlɟisajardakˈɪ
numaranın	numˈaɾanɯn
Kam	kˈam
rüzgarların	røzɡarɫaɾˈɯn
çalılar	t͡ʃaɫɯɫˈar
sapmaya	sˈapmaja
Süheyl	syhˈɛjl
şüphesiz	ʃøphˈesɪz
endüstrisinden	ændøstrisɪndˈæn
acılık	ad͡ʒɯɫˈɯk
Sahibi	sahibˈɪ
Uçları	ʊt͡ʃɫaɾˈɯ
maçından	mat͡ʃɯndˈan
Eylem	ɛjlˈæm
kurt	kˈʊrt
çırılçıplak	t͡ʃɯɾɯɫt͡ʃɯpɫˈak
özerkliğini	œzɛrklijinˈɪ
tekerleklerin	tekɛrlɛkleɾˈɪn
Ağustosta	aːʊstɔstˈa
araştırmayı	aɾaʃtˈɯrmajɯ
havuzlarında	havʊzɫaɾɯndˈa
güreşçiler	ɟyɾɛʃt͡ʃilˈɛr
Mavi	maːvˈɪ
Lies	liˈɛs
hidroklorik	hɪdrɔkɫoɾˈɪk
kışlaya	kˈɯʃɫaja
aşının	aʃɯnˈɯn
İnsülin	ɪnsylˈɪn
elemanlarına	elemanɫaɾɯnˈa
borsaları	bɔrsaɫaɾˈɯ
tamamlamasına	tamamɫamasɯnˈa
sırayla	sˈɯɾajɫa
Lovers	ɫovˈɛrs
paylaştılar	pajɫaʃtɯɫˈar
Buren	buɾˈæn
Siyasetçi	sijasɛtt͡ʃˈɪ
tekdüze	tˈɛkdyzɛ
vakaları	vakaɫaɾˈɯ
İYİ	ijˈi
ilişkin	ilɪʃkˈɪn
makamını	makamɯnˈɯ
gelişimlerine	ɟeliʃɪmleɾinˈɛ
hidrojeni	hɪdroʒenˈɪ
daralan	daɾaɫˈan
kaldırılacağını	kaɫdɯɾɯɫad͡ʒaːɯnˈɯ
Arz	ˈarz
dereceli	deɾˈed͡ʒɛlɪ
sağlanıyor	saːɫanˈɯjɔr
Şişli	ʃɪʃlˈɪ
internetin	ɪntɛrnetˈɪn
arzusunu	arzusunˈʊ
sözünden	sœzøndˈæn
atardı	atardˈɯ
tensörü	tænsœɾˈø
Ding	dˈɪnɡ
karşılaşmaktadır	karʃɯɫaʃmaktˈadɯr
Beyaz	bejˈaz
Yöntemi	jœntemˈɪ
mutasyonları	mutasjɔnɫaɾˈɯ
OVA	ovˈa
kültürel	køltyɾˈæl
gözlenen	ɟœzlenˈæn
Monkey	mɔnkˈɛj
simgelenir	sɪmɟelenˈɪr
rehberlik	rɛhbɛrlˈɪk
seçimlerden	set͡ʃɪmlɛrdˈæn
DSi	dsˈɪ
kullanılana	kʊɫɫanɯɫanˈa
Álvaro	aɫvaɾˈɔ
küçüklü	kyt͡ʃøklˈø
tercihin	tɛrd͡ʒihˈɪn
Alma	ˈaɫma
dir	dˈɪr
kanıtlanmıştır	kanɯtɫanmˈɯʃtɯr
küller	køllˈɛr
Mahallesinde	mahaɫlesɪndˈɛ
kılınmıştır	kɯɫɯnmˈɯʃtɯr
köylere	kœjleɾˈɛ
Tomislav	tomɪsɫˈav
öngörmüştü	œnɟœrmøʃtˈø
kullanıyor	kʊɫɫanˈɯjɔr
Draft	drˈaft
Kamusal	kamusˈaɫ
Mendel	mændˈæl
sallanan	saɫɫanˈan
etmemektedirler	ɛtmemɛktˈedɪrlɛr
parish	paɾˈɪsh
Cihan	d͡ʒihˈan
Full	fˈʊɫl
örtmek	œrtmˈɛk
taşımasının	taʃɯmasɯnˈɯn
Beyliğinin	bɛjlijinˈɪn
çalıştırılabilir	t͡ʃaɫɯʃtɯɾɯɫabilˈɪr
kaçırmak	kat͡ʃɯrmˈak
geçişten	ɟet͡ʃɪʃtˈæn
uğursuzluk	ˈʊːrsʊzɫʊk
çeki	t͡ʃekˈɪ
yığınak	jɯɯɯnˈak
erkekler	ɛrkɛklˈɛr
göldür	ɟˈœldør
kıyaslandığında	kɯjasɫandɯɯɯndˈa
sesidir	sesˈidɪr
Drummond	drʊmmˈɔnd
düşündürücü	dyʃøndyɾyd͡ʒˈø
mekânda	mekandˈa
kuarkların	kuarkɫaɾˈɯn
hammadde	hammadːˈɛ
çağrıştırmaktadır	t͡ʃaːɾɯʃtɯrmaktˈadɯr
avantaja	avantaʒˈa
öngörülen	œnɟœɾylˈæn
alışır	aɫɯʃˈɯr
Better	betːˈɛr
hayatına	hajatɯnˈa
haftada	haftadˈa
mağlubiyetten	maːɫubijetːˈæn
Cerrahisi	d͡ʒɛrrahisˈɪ
isterdi	ɪstɛrdˈɪ
Katalog	kataɫˈɔɡ
bütçeli	bˈøtt͡ʃɛlɪ
Klibi	klibˈɪ
incelenmesini	ɪnd͡ʒelænmesinˈɪ
Finallerinde	finaɫleɾɪndˈɛ
Mathilde	mathɪldˈɛ
iddiada	idːiadˈa
loblar	ɫɔbɫˈar
süptil	søptˈɪl
faktörlere	faktœrleɾˈɛ
Sorry	sˈɔrrj
İlkokul	ɪlkokˈʊɫ
hoşlandığını	hɔʃɫandɯɯɯnˈɯ
Wight	wˈɪɟht
tedavide	tedavidˈɛ
MIPS	mˈɯps
ayaklanmalardan	ajakɫanmaɫardˈan
sürdürüp	sørdyɾˈøp
è	ˌɛˈaksanimɪ
karşılaşma	karʃɯɫˈaʃma
etmenlere	ɛtmænleɾˈɛ
alınabilmektedir	aɫɯnabɪlmɛktˈedɪr
Aziz	ˈazɪz
sıfırdır	sɯfˈɯrdɯr
ülkücü	ølkyd͡ʒˈø
öğrenir	œːɾenˈɪr
Carranza	d͡ʒarranzˈa
Kurtuluş	kˈʊrtuɫʊʃ
keser	kesˈɛr
belleğinde	bællejɪndˈɛ
inşaatları	ɪnʃaatɫaɾˈɯ
uzaklaşmasını	uzakɫaʃmasɯnˈɯ
Sesin	sesˈɪn
Shock	shˈɔd͡ʒk
kapasitededir	kapasitedˈedɪr
Jaime	ʒaˈimɛ
kadısı	kadɯsˈɯ
gerilere	ɟeɾileɾˈɛ
akredite	akreditˈɛ
benzerlikleri	bænzɛrlɪkleɾˈɪ
karanlığında	kaɾanɫɯɯɯndˈa
bulvarın	bʊɫvaɾˈɯn
Meet	meˈɛt
yerleridir	jɛrleɾˈidɪr
programlanmış	prɔɡramɫanmˈɯʃ
Het	hˈɛt
ödeme	œdˈemɛ
geniştir	ɟenˈɪʃtɪr
banyoya	banjojˈa
devrim	dˈɛvrɪm
katında	katɯndˈa
sanılsa	sanˈɯɫsa
Wayne	wajnˈɛ
terime	teɾˈimɛ
puana	puanˈa
zayıflatılmış	zajɯfɫatɯɫmˈɯʃ
yapısı	japɯsˈɯ
dağınıklığı	daːɯnɯkɫɯɯˈɯ
uçlarını	ʊt͡ʃɫaɾɯnˈɯ
sayma	sˈajma
hazırlandılar	hazɯrɫandɯɫˈar
Salonunda	saɫonʊndˈa
pirinçten	piɾɪnt͡ʃtˈæn
erişilebilir	eɾiʃilebilˈɪr
Suudi	suudˈɪ
once	ˈɔnd͡ʒɛ
kanıtlamaktadır	kanɯtɫamaktˈadɯr
biyoteknoloji	bijotɛknoɫoʒˈɪ
algı	aɫɡˈɯ
ışıkla	ɯʃˈɯkɫa
Titanların	titanɫaɾˈɯn
kapağı	kapaːˈɯ
yüzyılda	jøzjɯɫdˈa
kadmiyum	kadmˈijʊm
Axl	ˈaksl
çıktığından	t͡ʃɯktɯɯɯndˈan
kazılar	kazɯɫˈar
Muslera	mʊsleɾˈa
Yağışların	jaːɯʃɫaɾˈɯn
tribünler	tribønlˈɛr
ertelenen	ɛrtelenˈæn
bizzat	bɪzzˈat
Emirates	emiɾatˈɛs
uydular	ʊjduɫˈar
Mısır	mɯsˈɯr
bonservis	bɔnsɛrvˈɪs
ifadesidir	ifadesˈidɪr
sansasyonel	sansasjonˈæl
değiştiğinden	dejɪʃtijɪndˈæn
çıkartması	t͡ʃɯkartmasˈɯ
umutsuzluğa	umʊtsʊzɫuːˈa
sendikaların	sændikaɫaɾˈɯn
formaları	fɔrmaɫaɾˈɯ
azalarak	azaɫaɾˈak
halleri	haɫleɾˈɪ
prömiyerini	prœmijeɾinˈɪ
çeşitlerini	t͡ʃeʃɪtleɾinˈɪ
ayrıştırma	ajrˈɯʃtɯrma
yapıştırıcı	japɯʃtɯɾɯd͡ʒˈɯ
Umumi	ˈumumɪ
kompozisyonları	kɔmpozɪsjɔnɫaɾˈɯ
akranlarından	akranɫaɾɯndˈan
depremlerde	dɛpræmlɛrdˈɛ
planlanması	pɫanɫanmasˈɯ
mezarın	mezaɾˈɯn
dolabında	doɫabɯndˈa
mürettebata	myɾetːebatˈa
Ri	rˈɪ
içerdikleri	it͡ʃɛrdɪkleɾˈɪ
Cinayetleri	d͡ʒinajɛtleɾˈɪ
katındaki	katɯndakˈɪ
güneydoğusundaki	ɟynɛjdoːusʊndakˈɪ
maddi	madːˈɪ
mallarının	maɫɫaɾɯnˈɯn
yayımlanmadı	jajɯmɫˈanmadɯ
seyyah	sɛjjˈah
penaltılar	penaɫtɯɫˈar
iddiasıyla	idːiasˈɯjɫa
yapamadı	japˈamadɯ
boşaltılmış	boʃaɫtɯɫmˈɯʃ
antropolojik	antropoɫoʒˈɪk
nahiyesinde	nahijesɪndˈɛ
beyazlar	bejazɫˈar
litosfer	litɔsfˈɛr
Quake	kuakˈɛ
kozalaklı	kozaɫakɫˈɯ
belirsizliğini	belɪrsɪzlijinˈɪ
Whitey	whitˈɛj
Ayrancı	ajrand͡ʒˈɯ
Khal	khˈaɫ
savaşçıya	savaʃt͡ʃɯjˈa
Ginesi	ɟinesˈɪ
havuza	hˈavuza
Singles	sɪnɡlˈɛs
dağıtılması	daːɯtɯɫmasˈɯ
Vekilliği	vekɪllijˈɪ
sarayın	saɾajˈɯn
varoşları	vaɾɔʃɫaɾˈɯ
Filistinliler	filɪstɪnlilˈɛr
denemelerin	denemeleɾˈɪn
seçilimi	set͡ʃˈilimɪ
azalmasıyla	azaɫmasˈɯjɫa
motordan	motɔrdˈan
Guangxi	ɡuanɡzˈɪ
ortalamasıyla	ɔrtaɫamasˈɯjɫa
savunulmaktadır	savunʊɫmaktˈadɯr
kızgınlığını	kɯzɡɯnɫɯɯɯnˈɯ
hastaydı	hastajdˈɯ
Markus	markˈʊs
onların	ɔnɫˈaɾɯn
Şiirleri	ʃiɪrleɾˈɪ
kasti	kastˈɪ
pigment	pɪɟmˈænt
ürünleri	yɾønleɾˈɪ
vurur	vuɾˈʊr
vektörüne	vɛktœɾynˈɛ
tuşa	tuʃˈa
fermanıyla	fɛrmanˈɯjɫa
geleneklerine	ɟelenɛkleɾinˈɛ
koroner	koɾonˈɛr
sürülmektedir	syɾølmɛktˈedɪr
Manning	mannˈɪnɡ
Kozlu	kɔzɫˈʊ
Goya	ɡojˈa
söner	sœnˈɛr
ırklarından	ɯrkɫaɾɯndˈan
papa	papˈa
Çal	t͡ʃˈaɫ
alabiliyordu	aɫabilˈijɔrdʊ
edebilmiştir	edebɪlmˈɪʃtɪr
tehdidiyle	tɛhdidˈɪjlɛ
Siyasi	sijasˈɪ
Karakter	kaɾaktˈɛr
büyücüleri	byjyd͡ʒyleɾˈɪ
bulacak	buɫad͡ʒˈak
serisinde	seɾisɪndˈɛ
projesiydi	proʒesɪjdˈɪ
milisleri	milɪsleɾˈɪ
imgesel	ɪmɟesˈæl
dindar	dɪndˈar
Arabanın	aɾabanˈɯn
Başından	baʃɯndˈan
oyuncusunun	ojʊnd͡ʒusunˈʊn
kaçınmaya	kat͡ʃˈɯnmaja
bombalama	bɔmbˈaɫama
Borsası	bɔrsasˈɯ
Milletler	mɪllɛtlˈɛr
bulunmasını	buɫʊnmasɯnˈɯ
delegeler	deleɟelˈɛr
Kırkpınar	kɯrkpɯnˈar
Margo	marɡˈɔ
eskisinden	ɛskisɪndˈæn
kalkanı	kaɫkanˈɯ
Nagarjuna	naɡarʒunˈa
uzamsal	uzamsˈaɫ
Aşağıdan	aʃaːɯdˈan
taslağı	tasɫaːˈɯ
görevlisi	ɟœɾɛvlisˈɪ
İçerisinde	it͡ʃeɾisɪndˈɛ
dikilitaş	dikilitˈaʃ
Eck	ˈɛd͡ʒk
frame	frˈamɛ
tahtaları	tahtaɫaɾˈɯ
Eyfel	ɛjfˈæl
Zabit	zabˈɪt
Karamanoğlu	kaɾamanoːɫˈʊ
Afrikan	afrikˈan
guar	ɡuˈar
müzakerelerinin	myzakeɾeleɾinˈɪn
yaşanmakta	jaʃanmaktˈa
nüfus	nyfˈʊs
Savcı	savd͡ʒˈɯ
Carlo	d͡ʒarɫˈɔ
kalıntılarını	kaɫɯntɯɫaɾɯnˈɯ
Gürültü	ɟyɾøltˈø
hareketi	haɾeketˈɪ
