flodau	vloːdai̯
trwyddedau	trʊi̯ðɛdɛ
clust	klɪst
amrant	amrant
pawb	pau̯b
barbeciwiau	barbɛkɪu̯jai̯
llanw	ɬaːnu
droed	droːd
llythrennau	ɬəθrɛnai̯
lles	ɬeːs
nghot	ŋ̊ɔt
elit	eːlɪt
syfi	səvi
drwyn	drʊi̯n
pharc	fark
lloc	ɬɔk
gwrs	ɡʊrs
iselderau	ɪsɛldɛrɛ
barbeciw	barbɛkɪu̯
eisteddle	ei̯sdɛðlɛ
ton	tɔn
microsgopau	mei̯krɔsɡɔpɛ
buddugoliaeth	bɪðɪɡɔljai̯θ
animeiddwyr	anɪmei̯ðwɪr
gwragedd	ɡwraɡɛð
cadarn	kadarn
eang	eːaŋ
brëyr	breːɪr
reiat	rei̯at
cen coed	kɛnkɔi̯d
main	mai̯n
eiriadurwr	ei̯rjadɪrʊr
aredaf	arɛdav
celai	kɛlɛ
buddug	biːðɪɡ
peniadau	pɛnjaːdai̯
ych	əχ
chaf	χaː
mhryfed	m̥rəvɛd
hiraeth	hiːrɛθ
ddal	ðal
traphoethi	trafɔi̯θi
negesydd	nɛɡɛsɪð
personél	pɛrsɔnɛl
mywyd	məu̯ɪd
cyfamod	kəvamɔd
cwmws	kʊmʊs
cyflogwyr	kəvlɔɡwɪr
nhelynor	n̥ɛlənɔr
baban	baban
carit	karɪt
hais	hais
iseldiraidd	ɪsɛldiːrɛð
tenau	teːnai̯
llywelyn	ɬəu̯ɛlɪn
haen	hai̯n
gwyliedyddion	ɡʊi̯ljɛdəðjɔn
tyfu	təvi
castanwydd	kasdanwɪð
theledu	θɛlɛdi
cilbost	kɪlbɔst
meddygfeydd	mɛðəɡvei̯ð
chachi	χaːχi
paneidiau	panei̯djai̯
nghelyn	ŋ̊ɛlɪn
ennill	ɛnɪɬ
ladin	laːdɪn
nadolig	doːlɪɡ
nghut	ŋ̊ɪt
disgwyl	dɪʃɡʊl
canolbarth	kanɔlbarθ
anafai	anavai̯
sôn	soːn
deiliad	dei̯ljad
droednoeth	drɔi̯dnɔi̯θ
hoen	hɔi̯n
picau maen	pɪkai̯mai̯n
cana	kaːna
bencampwriaeth	bɛŋkampʊrjɛθ
babŵn	babuːn
gwenynen feirch	ɡwɛnənɛnvei̯rχ
addasu	aðasi
cynhadledd	kənhadlɛð
penblethau	pɛmblɛθai̯
oce	ɔkɛ
iwerddoneg	ɪu̯ɛrðoːnɛɡ
wedi	wɛdi
banana	banana
medi	meːdi
pheidio	feidɔ
nheyrnas	n̥ei̯rnas
nos lun	noːsliːn
elen	eːlɛn
cerais	keːrai̯s
cyfrifol	kəvrɪvɔl
weriniaethau	ɡwɛrɪnjei̯θai̯
carai	karɛ
academi	akadɛmi
cadwch	kadwʊχ
gelet	ɡɛlɛt
talu	taːli
galluogi	ɡaɬiɔɡi
mynachlogydd	mənaχlɔɡɪð
adfeiliedig	advei̯ljeːdɪɡ
eiriadurwyr	ei̯rjadɪrwɪr
thrwyddedau	θrʊi̯ðeːdɛ
rhwydo	r̥ʊi̯dɔ
aeddfed	ai̯ðvɛd
bras	braːs
llyw	ɬɪu̯
arwynebedd	arʊi̯nɛbɛð
menyw	mɛnɪu̯
cymhleth	kəmlɛθ
bryste	brɪstɛ
cait	kai̯t
yfory	əvɔri
pedolwr	pɛdoːlʊr
fwyd	vʊi̯d
awtistiaeth	au̯tɪsdjɛθ
masen	masɛn
byw	bɪu̯
dosbarthwr	dɔsbarθʊr
gwystl	ɡʊi̯sdɪl
canolwr	kanoːlʊr
adnabyddus	adnabəðɪs
chusanau	χɪsanai̯
dwyieithog	dʊi̯jei̯θɔɡ
croeshoelio	krɔi̯shɔi̯ljɔ
syndodau	səndɔdɛ
cic	kɪk
troed	trɔi̯d
tryferu	trəveːri
wybodaeth	wəbɔdɛθ
thebyg	θɛbɪɡ
gwylliaid	ɡʊi̯ɬjɛd
gael	ɡai̯l
gwelen	ɡwɛlɛn
streiciau	sdrei̯kjai̯
pic ar y maen	pɪkarəmaːn
tudalen we	tɪdalɛnweː
creda	krɛda
pendant	pɛndant
siani	ʃaːni
ddysgu	ðəsɡi
wddw	ʊðu
olifau	ɔlɪvai̯
cecren	kɛkrɛn
amrywiaeth	amrɪu̯jɛθ
adar o'r unlliw hedant i'r unlle	aːdarɔrɪnɬɪu̯heːdantɪrɪnɬɛ
adlais	adlai̯s
terfynol	tɛrvənɔl
adferaf	advɛra
chwith	χwiːθ
llinynnau	ɬɪnənɛ
neilen	nei̯lɛn
corff	kɔrf
corhwyaden	kɔrhʊi̯adɛn
sos	soːs
diobaith	diɔbai̯θ
ngwledydd	ŋwlɛdɪð
leicia	lɪka
doer	dɔi̯r
wrando	rɪndɔ
adleisio	adlei̯ʃɔ
cest	keːsd
addo	aðɔ
wybodaeth	wɪbɔdɛθ
creision	krei̯sjɔn
cyfrifol	kəvriːvɔl
llonydd	ɬɔnɪð
cyfodi	kəvoːdi
priodi	priɔdi
dydd mercher	dɪmɛrχɛr
profi	proːvi
rhun	r̥iːn
cased	kaːsɛd
mynachaidd	mənaːχai̯ð
afocado	avɔkaːdɔ
focsio	vɔksjɔ
chwigain	χwɪɡai̯n
dydd sadwrn	dɪsadʊn
wely	wɛli
llythrennol	ɬəθrɛnɔl
gut	ɡɪt
argraffwr	arɡrafʊr
ychwanegu	əχwaneːɡi
meddiannau	mɛðjanɛ
ab	ab
paradwys	paraːdʊi̯s
lle	ɬeː
taler	talɛr
obeutu	ɔbei̯ti
ysu	əsi
lanach	lanaχ
thrawant	θrau̯ant
oer	oːr
cloem	klɔi̯m
cecru	kɛkri
dew	dɛu̯
orsaf	ɔrsav
byddin	bəðɪn
cerrig	kɛrɪɡ
telyn deires	tɛlɪndei̯rɛs
achyddion	aχəðjɔn
berfenwau	bɛrvɛnwai̯
dyrysleoedd	dərəsleːɔi̯ð
trydan	trədan
cymraeg	kəmraːɡ
cyfreithiwr	kəvrei̯θjʊr
ngâl	ŋaːl
trenau	trɛnai̯
peiriannau	pei̯rjanɛ
brics	brɪks
cly	kliː
elain	ɛlai̯n
tolio	tɔljɔ
dadlau	dadlai̯
fawrth	vau̯rθ
torrai	tɔrai̯
faen	vai̯n
gwaeth	ɡwaːθ
chlywed	χləu̯ɛd
saith ar hugain	sai̯θarhiːɡai̯n
dois	dɔi̯s
peiriannau arian	pei̯rjanɛarjan
gari	ɡaːri
gymylog	ɡəməlɔɡ
bigwrn	bɪɡʊrn
gwybodaeth	ɡwəbɔdɛθ
iselderau	ɪsɛldeːrɛ
celai	keːlai̯
benderfynu	bɛndɛrvəni
gaffel	ɡafɛl
clywaf	kləwav
adferant	advɛrant
swllt	sʊɬd
ngolau	ŋoːlɛ
dibwys	dɪbʊi̯s
talen	taːlɛn
dyrnfedd	dərnvɛð
gwybodaeth	ɡwəboːdɛθ
ogystal	ɔɡəstal
cildroi	kɪldrɔi̯
nghenhinen	ŋ̊ɛnhiːnɛn
gorwel	ɡɔrwɛl
rhuthro	r̥ɪθrɔ
wfft	ʊfd
iselder	ɪsɛldɛr
twr	tʊr
nghalon	ŋ̊alɔn
serchog	sɛrχɔɡ
beudy	bei̯di
gronellau	ɡrɔnɛɬai̯
alban hefin	albanhɛvɪn
tryferu	trəvɛri
hadolygu	hadɔləɡi
llinynnau	ɬɪnənai̯
brodyr	broːdɪr
naw ar hugain	nau̯arhiːɡai̯n
thalent	θaːlɛnt
jaciau	dʒakjai̯
ffres	frɛʃ
cynghanedd	kəŋhaːnɛð
chaen	χai̯n
garais	ɡarɛs
posib	pɔsɪb
dysgleidiau	dɪsɡlei̯djai̯
tipyn	tɪpɪn
pidyn	piːdɪn
fag	vaːɡ
coleg	koːlɛɡ
cachai	kaχai̯
rhyfelwr	r̥əvɛlʊr
traethodau	trei̯θɔdɛ
chaeredin	χai̯reːdɪn
meibion	məi̯bjɔn
chwyrnu	χwərni
cad	kaːd
gaws	ɡau̯s
fodd bynnag	voːðbənaɡ
delen	dɛlɛn
creisionen ŷd	krei̯ʃɔnɛniːd
cnau	knai̯
ystyried	əsdərjɛd
cheir	χei̯r
nhelynores	n̥ɛlənoːrɛs
golwg	ɡɔlʊɡ
sawsiau	sau̯ʃɛ
dyr	dɪr
garai	ɡarɛ
doedd	dɔi̯ð
hydrefau	hədrɛvɛ
canrif	kanrɪv
caran	kaːran
bandiau	bandjai̯
nghlefyd	ŋ̊lɛvɪd
dolïau	dɔliːɛ
cachai	kaːχai̯
ddechrau	ðəχrɛ
garwr	ɡarʊr
canant	kanant
gweinyddiaeth	ɡwei̯nəðjai̯θ
dynnu	dəni
gwŷr	ɡwiːr
flodau	vloːdɛ
adarydda	adarəða
goddef	ɡɔðɛv
angof	aŋɔv
mhob	m̥oːb
ychwanegol	əχwanɛɡɔl
nghefnfor	ŋ̊ɛvɛnvɔr
fachgenyn	vaχɡɛnɪn
derwyddiaeth	dɛrwəðjai̯θ
oleuadau	ɔlei̯aːdɛ
affwys	afʊi̯s
carneddi	karnɛði
adeiladol	adei̯laːdɔl
llamhidydd	ɬamhiːdɪð
cred	kreːd
garen	ɡaːrɛn
gydbreswylwyr	ɡiːdbrɛsʊi̯lwɪr
hoff	hoːf
chwenychu	χwɛnəχi
chwyddo	χwiːðɔ
cyfarwys	kəvarʊi̯s
adra	adra
loc	lɔk
ydy	ɔdi
echddoe	ɛχðɔi̯
rhwystredigaeth	r̥ʊi̯sdrɛdiːɡai̯θ
dadlau	dadlɛ
hirsgwariau	hɪrsɡwarjai̯
rhyddhau	r̥əðhai̯
nghusanau	ŋ̊ɪsaːnai̯
galwes	ɡalwɛs
onnen	ɔnɛn
adlefau	adleːvɛ
ngwennol	ŋwɛnɔl
dafydd	davɪð
pymthegnos	pəmθɛɡnɔs
mwyn	mʊi̯n
canol	kaːnɔl
beibl	bei̯bl
pedwar ar hugain	pɛdwararhiːɡai̯n
gwerth	ɡwɛrθ
cynrychioli	kənrəχjoːli
tala	tala
bechan	beːχan
gâl	ɡaːl
gorfod	ɡɔfɔ
maen	man
myfyrio	məvərjɔ
aelod	ei̯lɔd
lemwn	lɛmʊn
ngwystl	ŋʊi̯sdɪl
wledydd	wleːdɪð
cenedl	kɛnɛdl
galwyn	ɡalʊi̯n
parchu	parχi
cynllunio	kənɬɪnjɔ
siocledi	ʃɔkleːdi
ysguthan	sɡɪθan
elet	ɛlɛt
wylio	ʊi̯ljɔ
daliff	dalɪf
feirws	vei̯rʊs
brwydr	brʊi̯dɪr
mai	mai̯
chusanau	χɪsaːnɛ
boneddiges	bɔnɛðiːɡɛs
menyn	mɛnɪn
safbwynt	savbʊi̯nt
talant	taːlant
ydfrain	ədvrai̯n
derbyn	dɛrbɪn
ddoe	duɛ
gnawn	ɡnau̯n
absennol	absɛnɔl
ginio	ɡɪnjɔ
mhortiwgal	m̥ɔrtjʊɡal
eistedd	ɪsdɛ
fwltur	vʊltɪr
cyfryngis	kəvrəŋiz
hadran	hadran
fynydd	vəni
nghalennig	ŋ̊alɛnɪɡ
chyfarfod	χəvarvɔd
nglanach	ŋlanaχ
ffensys	fɛnsɪz
myfyrwyr	məvərwɪr
marchgacynen	marχɡakənɛn
nharianau	n̥arjanɛ
cyfwelydd	kəvweːlɪð
ffrwd	fruːd
ellyll	ɛɬɪɬ
esgob	ɛsɡɔb
fochyn	vɔχɪn
caro	kaːrɔ
boneddiges	bɔnɛðɪɡɛs
anafais	anavɛs
aromatherapi	arɔmaθɛrapi
sallwyr	saɬʊi̯r
mhigwrn	m̥ɪɡʊrn
greda	ɡrɛda
mae	ma
bedol	beːdɔl
rhestr	r̥ɛsdɛr
ymedy	əmɛdi
chapel	χapɛl
cofio	kɔvjɔ
deugeiniau	dɪɡei̯njɛ
pydredd	pədrɛð
ngholli	ŋ̊ɔɬi
froch	vroːχ
cynyddu	kənəði
thaler	θalɛr
ias	jaːs
abathocroalaidd	abaθɔkrɔalai̯ð
coden	koːdɛn
pencampwyr	pɛŋkampwɪr
unigolyn	ɪnɪɡɔlɪn
terfysgwr	tɛrvəsɡʊr
trefedigaeth	trɛvɛdɪɡɛθ
saws	sau̯s
drawant	drau̯ant
mlewyn	mlɛu̯ɪn
gelai	ɡeːlɛ
pwy wyt ti	pʊi̯ʊi̯tiː
glasach	ɡlasaχ
arllwys	arɬʊs
mhrydain	m̥rədɛn
llamhidog	ɬamhɪdɔɡ
peiriant arian	pei̯rjantarjan
gwreiddiol	ɡwrei̯ðjɔl
cyfenw	kəveːnu
goeg	ɡɔi̯ɡ
anghofio	aŋhɔvjɔ
arolygwyr	arɔləɡwɪr
rhanbarth	r̥anbarθ
creto	krɛtɔ
chot	χɔt
athematig	aθɛmatɪɡ
gymedrolwyr	ɡəmɛdrɔlwɪr
mhopty	m̥ɔpti
cnau cyll	knai̯kɪɬ
gnwd	ɡnuːd
peniadau	pɛnjaːdɛ
uchelwydd	ɪχɛlwɪð
ogof	oːɡɔv
gweddïo	ɡwɛðiɔ
ffôn symudol	foːnsəmiːdɔl
gwawl	ɡwau̯l
wŷn	wiːn
arwerthwr	arwɛrθʊr
switsh	swɪt͡ʃ
lleiandy	ɬei̯andi
diolch yn fawr iawn	djɔlχənvau̯rjau̯n
soddi	sɔði
medro	mɛdrɔ
bara	bara
gerllaw	ɡɛrɬau̯
gariad	ɡarjad
macydelgi	makədɛlɡi
punt	pɪnt
paent	pai̯nt
degan	deːɡan
nenmarc	nɛnmark
ceg	keːɡ
cilydd	kɪlɪð
ffôn	foːn
chwedl	χweːdɛl
hachosi	haχɔsi
ata	ata
oedolyn	ɔi̯doːlɪn
ceni	keːni
weithio	wiːθɔ
llithro	ɬɪθrɔ
cantor	kantɔr
aredaf	arɛda
ailfeddiannu	ai̯lvɛðjani
elsit	ɛlsɪt
fodd	voːð
ewythr	ɛu̯ɪθr
addas	aːðas
hirsgwar	hɪrsɡwar
wedyn	weːdɪn
datgelu	datɡɛli
gwrthwynebiadau	ɡʊrθwɪnɛbjadai̯
taflen	tavlɛn
i	iːdɔt
goludog	ɡɔlɪdɔɡ
gweddïon	ɡwɛðiːɔn
hanes	hanɛs
tyndra	təndra
cadair	kaːdai̯r
twymo	tʊi̯mɔ
glosen	ɡlɔsɛn
cymhlethu	kəmhlɛθi
picau bach	pɪkai̯baːχ
gêm	ɡeːm
cachet	kaːχɛt
gelen	ɡeːlɛn
clywedog	kləu̯eːdɔɡ
gae	ɡaː
cristnogaeth	krɪsdnoːɡai̯θ
cyrhaeddwn	kərhai̯ðʊn
gefnau	ɡɛvnɛ
deall	diːaɬ
canmolwr	kanmoːlʊr
chrwth	χruːθ
adlam	adlam
aredaf	areːdav
chodi	χoːdi
niwlog	nɪu̯lɔɡ
crynu	krəni
afanc	avaŋk
garai	ɡarai̯
coeg	kɔi̯ɡ
neuaddau	nei̯aːðɛ
broga	brɔɡa
elyn	ɛlɪn
llosgfaen	ɬɔsɡvai̯n
regen	reːɡɛn
allweddell	aɬweːðɛɬ
caffai	kafai̯
cefnau	kɛvnɛ
cennad	kɛnad
caeredin	kai̯rɛdɪn
abl	abal
darlithydd	darlɪθɪð
lluwch	ɬɪu̯χ
dalen	daːlɛn
adroddaf	adroːða
ngwenoliaid	ŋwɛnɔljai̯d
galwad	ɡalwad
chwilio	wɪljɔ
rhwystredig	r̥ʊi̯sdreːdɪɡ
cryched	krəχɛd
cyllell	kɪɬɛɬ
unais	ɪnɛs
llafariad	ɬavarjad
go iawn	ɡɔjau̯n
lanc	laŋk
llyfr	ɬɪvr
gaeaf	ɡei̯av
gacha	ɡaχa
gweision	ɡwei̯sjɔn
hoed	hoːd
fenig	vɛnɪɡ
feddwl	veːðʊl
croesholi	krɔi̯shoːli
cwympo	kʊmpɔ
pharod	faːrɔd
anogaf	anɔɡa
pori	poːri
chwefror	χwɛvrɔr
gwelwch	ɡwɛlʊχ
berfau annherfynol	bɛrvai̯anhɛrvənɔl
ngwybod	ŋwɪbɔd
nghestyll	ŋ̊ɛsdɪɬ
sut	ʃʊd
nhro	n̥roː
seintiau	sei̯ntjai̯
nalen	nalɛn
can	kan
ngoleuadau	ŋɔlei̯aːdɛ
tharianau	θarjanɛ
mynaich	mənai̯χ
bugail	biːɡai̯l
ydw	ɔdu
decaf	dɛkav
chaffed	χafɛd
argraffiadaeth	arɡrafjaːdai̯θ
chelyn	χeːlɪn
lwybr	lʊi̯bɪr
cerais	kɛrai̯s
picau ar y maen	pɪkɛarəmai̯n
chusanau	χɪsaːnai̯
gwddwg	ɡʊðʊɡ
gwalch y nos	ɡwalχənoːs
ystafell	sdaːvɛɬ
achosaf	aχɔsav
trawant	trau̯ant
llurs	ɬɪrs
deisen	dei̯ʃɛn
deugain	dei̯ɡɛn
macamwn	makamʊn
nghyfarfod	ŋ̊warvɔd
fwy	vʊi̯
cofnodion	kɔvnɔdjɔn
brad	braːd
weddïo	wɛðiːɔ
yfory	voːri
gogleddol	ɡɔɡlɛðɔl
siwgr	ʃʊɡr
wael	wai̯l
plwm	plʊm
olifs	ɔlɪvz
mwgwd	muːɡʊd
unen	ɪnɛn
cacennau cri	kakɛnɛkriː
cymaint	kəmai̯nt
eirth	ei̯rθ
iet	jɛt
elent	eːlɛnt
torra	tɔra
llefarydd	ɬɛvaːrɪð
cafodd	kaːvɔð
ynys	ənɪs
arfeddog	arvɛðɔɡ
cledd	kleːð
go	ɡoː
phopty	fɔpti
rheiddiadur	r̥ei̯ðjaːdɪr
nhafarn	n̥avarn
nghael	ŋ̊ai̯l
nghwrs	ŋ̊ʊrs
gŵyll	ɡʊi̯ɬ
garais	ɡaːrai̯s
doeddech	dɔi̯ðɛχ
pabell	paːbɛɬ
medran	mɛdran
ganes	ɡanɛs
rhwystrau	r̥ʊi̯sdrɛ
tafodiaith	tavɔdjɛθ
sgil	sɡɪl
cystal	kɪsdɛl
galluogi	ɡaɬioːɡi
rwyt	rʊi̯t
thal	θal
picau ar y maen	pɪkai̯arəmai̯n
tenau	tɛnai̯
cymraeg	kəmrai̯ɡ
organig	ɔrɡanɪɡ
stori	sdoːri
allforwyr	aɬvɔrwɪr
nos sadwrn	noːssadʊn
abadesau	abadɛsɛ
fether	vɛθɛr
cen y cerrig	kɛnəkɛrɪɡ
mochyn coed	moːχɪnkɔi̯d
tradwy	tradʊi̯
switsio	swɪtʃɔ
gyrgoed	ɡɪrɡɔi̯d
acen grom	akɛnɡrɔm
bŵt	buːt
iddewesau	ɪðɛu̯ɛsɛ
cnawd	knau̯d
aeaf	ei̯a
nigon	nɪɡɔn
hirsgwarau	hɪrsɡwarɛ
cyfateb	kəvatɛb
bwrw hen wragedd â ffyn	buːruheːnwraːɡɛðafɪn
gaffent	ɡafɛnt
cyrch	kɪrχ
eirinen wlanog	ei̯rɪnɛŋwlanɔɡ
troan	troːan
technoleg gwybodaeth	tɛχnɔlɛɡɡʊi̯bɔdɛθ
fyned	vənɛd
randibŵ	randɪbuː
terydr	teːrɪdr
toesen	tɔi̯sɛn
grym	ɡrɪm
âl	aːl
dilyn	dɪlɪn
meddiannu	mɛðjani
bathdai	baθdai̯
achubol	aχɪbɔl
blwyddyn golau	blʊi̯ðɪnɡɔlai̯
atal	atal
pendrist	pɛndrɪsd
cwrdd	kʊrð
delom	dɛlɔm
biolegydd	bjɔlɛɡɪð
ngwiwer	ŋwɪu̯ɛr
croeso	krɔi̯sɔ
academyddion	akadɛməðjɔn
digalon	dɪɡalɔn
flynedd	vlənɛð
mab	maːb
seler	sɛlɛr
baith	bai̯θ
gwrthryfeloedd	ɡʊrθrəveːlɔi̯ð
macymwn	makəmʊn
ffwrn	fʊrn
genedigaeth	ɡɛnɛdɪɡai̯θ
deunyddiau	dei̯nəðjai̯
cyhyd	kəhɪd
caerlŷr	kai̯rliːr
bendithio	bɛndɪθjɔ
abad	abad
nosloyw	noːslɔi̯u
abad	aːbad
defnydd	dɛvnɪð
dalcen	dalkɛn
chwaer	χwai̯r
cato	katɔ
aberafan	abɛravan
ngwddf	ŋʊðu
afu	avi
gara	ɡara
corhwyad	kɔrhʊi̯ad
ymlaen	əmlai̯n
plastig	plasdɪɡ
pibgorn	pɪbɡɔrn
llyfu	ɬəvi
dyryslwyn	dərəslʊi̯n
babell	baːbɛɬ
rhithweledigaeth	r̥ɪθwɛlɛdiːɡai̯θ
cyffyloca	kəfəlɔka
anoddaf	anoːða
trafferthu	trafɛrθi
llamidyddion	ɬamɪdəðjɔn
chwilio	wɪlɔ
enillwyr	ɛnɪɬwɪr
arolygu	arɔləɡi
arholi	arhɔli
gani	ɡani
dal	dal
lledr	ɬɛdɛr
abladol	abladɔl
delit	dɛlɪt
pigau	pɪɡai̯
drws	druːs
rhufeiniwr	r̥ɪvei̯njʊr
gwers	ɡwɛrs
cyngerdd	kəŋɛrð
rech	reːχ
gwlanog	ɡwlanɔɡ
flodau	vlɔdai̯
technoleg gwybodaeth	tɛχnoːlɛɡɡwɪboːdai̯θ
leidr	lei̯dɪr
lladron	ɬadrɔn
ddolis	ðɔliz
dyddiadau	dəðjadai̯
carest	karɛsd
anghyflogaeth	aŋhəvloːɡɛθ
rhanddeiliaid	r̥anðei̯ljai̯d
anableddau	anableːðɛ
aberteifi	abɛrtei̯vi
dosbarthol	dɔsbarθɔl
cynnau	kɪni
amheuaeth	amhei̯ai̯θ
adenedigaeth	adɛnɛdɪɡai̯θ
hwch	huːχ
clefyd y gwair	klɛvɪdəɡwai̯r
hen galan	heːnɡalan
rhegfeydd	r̥ɛɡvei̯ð
rhyngrwyd pethau	r̥əŋrʊi̯dpɛθai̯
rhent	r̥ɛnt
caredig	karɛdɪɡ
crychion	krəχjɔn
agoret	aɡɔrɛt
deusaith	dei̯sai̯θ
syllu	səɬi
christ	χrɪst
unioni	ɪnjoːni
lundain	lɪndai̯n
dur	diːr
eisiau	iːsɛ
wylo	ʊi̯lɔ
ngwiwerod	ŋwɪu̯eːrɔd
golau	ɡɔlɛ
ysgawen	əsɡau̯ɛn
terfyniad	tɛrvənjad
arddangosfa	arðaŋɡɔsva
gusanu	ɡɪsaːni
crychydd	krəχɪð
brenhines	brɛnhiːnɛs
thrwyddedau	θrʊi̯ðeːdai̯
cacennau cri	kakɛnai̯kriː
dydd sadwrn	dɪsaːdʊn
chyfnither	χəvnɪθɛr
arbedaf	arbeːda
cudyn	kiːdɪn
iddo	ɪðɔ
mrecwast	mrɛkwast
ffôn clyfar	foːnkləvar
atborthion	atbɔrθjɔn
ewinfedd	ɛu̯ɪnvɛð
hogan	hɔɡan
rheoliad	r̥ɛɔljad
chut	χɪt
pedair	pɛdai̯r
nghefn	ŋ̊eːvɛn
u	iːɡʊpan
rheolaidd	r̥ɛɔlai̯ð
trenau	trɛnɛ
chroes	χrɔi̯s
brodyr	brɔdɪr
nwfr	nʊvr
leicio	lɪkjɔ
tre	treː
crych	kriːχ
credent	kreːdɛnt
sgrechian	sɡrɛχjan
leicio	lei̯kjɔ
erioed	ɛrjoːd
toc	tɔk
bocsio	bɔksjɔ
yn gwmws	əŋɡʊmʊs
h	ai̯tʃ
addurno	aðɪrnɔ
aderyn	dɛrɪn
cytseiniaid	kətsei̯njai̯d
arwerthiant	arwɛrθjant
gelai	ɡɛlɛ
cyrraedd	kərai̯ð
dillad	dɪɬad
ffa	faː
llynedd	ɬənɛð
ac	ak
sefyllfa	sɛvəɬva
söolegwyr	soːɔlɛɡwɪr
alaw	alau̯
ddigon	ðiːɡɔn
dichon	dɪχɔn
eiddew	ei̯ðɛu̯
nos sadwrn	nɔssaːdʊrn
abl	abl
iddyn	ɪðɪn
hwynt	hʊi̯nt
angladdau	aŋlaːðai̯
sodlau	sɔdlɛ
sychu	səχi
cyflafareddu	kəvlavareːði
bws	bʊs
dydd llun	dɪɬiːn
llyfrgell genedlaethol cymru	ɬəvrɡɛɬɡɛnɛdlei̯θɔlkəmri
angheuol	aŋhei̯ɔl
hamser	hamsɛr
habad	haːbad
traethodau	trei̯θoːdai̯
hunain	hiːnɛn
sy	siː
chwech	weːχ
bri	briː
cydgordio	kɪdɡɔrdjɔ
mamau	mamɛ
catholigiaeth	kaθɔlɪɡjai̯θ
gwallus	ɡwaɬɪs
arolygiaethau	arɔləɡjei̯θɛ
thafarnwr	θavarnʊr
galwyn	ɡaːlʊi̯n
abadaeth	abadai̯θ
cymysg	kəmɪsɡ
bual	bial
genedigaethau	ɡɛnɛdɪɡei̯θai̯
ymadael	əmadɛl
ngwybodaeth	ŋwəboːdɛθ
dychryniadau	dəχrənjaːdai̯
ngwlad belg	ŋwlaːdbɛlɡ
mhaned	m̥aːnɛd
arolygiadau	arɔləɡjadai̯
helbulon	hɛlbiːlɔn
flodau	vlɔdɛ
ngeiriadurwr	ŋei̯rjadiːrʊr
babis	baːbiz
mynachaidd	mənaːχɛð
hy	hiː
canolwr	kanɔlʊr
gwyno	ɡʊi̯nɔ
teimlad	tɪmlad
aethech	ei̯θɛχ
nghnau cyll	ŋ̊nai̯kɪɬ
nghaleted	ŋ̊alɛtɛd
ulyfai	ɪləvai̯
frawd	vrau̯d
pwll nofio	puːɬnɔvjɔ
darlledu	darɬeːdi
maen	mai̯n
rhaglenni	r̥aɡlɛni
bythynnod	bəθənɔd
bawdd	bau̯ð
pibonwy	pɪboːnui̯
huan	hian
cic gosb	kɪkɡɔsb
athrod	aθrɔd
rhegi	r̥ɛɡi
elo	ɛlɔ
gwyddor	ɡʊi̯ðɔr
swm	sʊm
conwydd	koːnʊi̯ð
twll	tʊɬ
casét	kasɛt
nghneuen ffrengig	ŋ̊nei̯ɛnfrɛŋɪɡ
thrannoeth	θranɔi̯θ
mygydau	məɡədɛ
dywyll	dəu̯ɪɬ
gafael	ɡaːvɛl
gweithredu	ɡwei̯θreːdi
gwagedd	ɡwaɡɛð
chymedrolwyr	χəmɛdrɔlwɪr
mis	miːʃ
bum	bɪm
coelio	kɔi̯ljɔ
treisiwr	trei̯ʃʊr
nudden	niːðɛn
deilen	dei̯lɛn
cyfraith	kəvrɛθ
doi	dɔi̯
peintiau	pei̯ntjai̯
gwrthryfelwr	ɡʊrθrəveːlʊr
chanes	χaːnɛs
sgerbwd	sɡɛrbʊd
thaw	θau̯
ynddo	ənðɔ
stryd	sdriːd
gad	ɡaːd
sillafu	sɪɬaːvi
teipiadur	tei̯paːdɪr
telir	tɛlɪr
codau	koːdɛ
pysgodyn	pəsɡoːdɪn
ddolur	ðoːlɪr
torso	tɔrsɔ
mêts	meːts
hydref	hədrɛ
ad	aːd
rhwyfau	r̥ʊi̯vɛ
las	laːs
heglwys	hɛɡlʊs
cystadlu	kəsdadli
harian	harjan
cotiau	kɔtɛ
pen	pɛn
gornestwr	ɡɔrnɛsdʊr
malwota	malwɔta
paffio	pafjɔ
morwennol	moːrwɛnɔl
afalau cariad	avalɛkarjad
abadau	abaːdɛ
troi	trɔi̯
gallan	ɡaɬan
thyrrau	θərai̯
seliau	sɛljɛ
caernarfon	kairnarvɔn
maharen	maharɛn
adborthion	adbɔrθjɔn
morio	mɔrjɔ
anghlod	aŋhlɔd
hwpo	ʊpɔ
côr	koːr
peniadau	pɛnjadɛ
rhwystrau	r̥ʊi̯sdrai̯
chwympo	χʊmpɔ
chae	χaː
ameba	ameːba
cenhedlu	kɛnhɛdli
paffiwr	pafjʊr
tâl	taːl
aberth	abɛrθ
pedolau	pɛdoːlɛ
esgobion	ɛsɡɔbjɔn
llysiau	ɬəʃɛ
diwydiant	dɪu̯ɪdjant
tala	taːla
llygod	ɬəɡɔd
henw	heːnu
diwrnod	dwərnɔd
aberthu	abɛrθi
ngeni	ŋeːni
caches	kaχɛs
galla	ɡaɬa
nos wener	nɔsweːnɛr
clefyd y galon	klɛvɪdəɡalɔn
crwn	krʊn
lygod	ləɡɔd
rhwystredig	r̥ʊi̯sdrɛdɪɡ
angladdau	aŋlaːðɛ
