aktsom	ˈɑktsɔm
kjøre forbi	çøːɾəfɔɾˈbi
jævligst	ˈjæːʋlɪkst
synes	ˈsyːnəs
kummerligere	ˈkʊməɭɪɾə
utfolde	ˈʉːtfɔlə
høflig	ˈhœflɪ
omvisning	ˈɔmʋiːsnɪŋ
lydløs	ˈlyːdløːs
diett	dɪˈɛt
offentlig	ˈɔfɛntlɪ
seier	ˈsæɪəɾ
skikkeligere	ˈʂɪkəlɪɾə
avdød	ˈɑːʋdøːd
til venstre	tɪlˈʋɛnstɾə
grådig	ˈgɾoːdɪ
i overmorgen	ɪˈoːʋəɾmoːəɳ
leilighet	læɪlɪˈheːt
villigste	ˈʋɪlɪkstə
enhetlige	ˈeːnheːtlɪə
uskyld	ˈʉːʂʏl
dugnad	ˈdʉːgnɑːd
syrligst	ˈsyːɭɪkst
ugyldige	ʉˈjʏldɪə
listige	ˈlɪstɪə
drosje	ˈdɾɔʂə
demonstrere	dəmʊnˈstɾeːɾə
virkeligere	ˈʋɪɾkəlɪɾə
vantrives	ˈʋɑːntɾiːʋəs
undermåls	ˈʉnəɾmoːls
sokkene	ˈsɔknə,ˈsɔkənə
skrøpeligere	ˈskɾøːpəlɪɾə
hallusinere	hɑlʉsɪˈneːɾə
gardin	gɑˈɖiːn
ild	ɪl
ulastelig	ʉˈlɑstəlɪ
kantre	ˈkɑntɾə
metafysisk	mətɑˈfyːsɪsk
kjødeligere	ˈçøːdəlɪɾə
surfing	sœɾfɪŋ
arbeider	ɑɾˈbæɪdəɾ
luft	lʉft
døyve	ˈdœjʋə
kode	ˈkuːdə
opera	ˈuːpəɾɑ
klug	kluːk
ferdigkokt	fæːɖɪkʊkt
vifte	ˈʋɪftə
inkonsekvent	ˈɪnkʊnsəkʋɛnt
salami	sɑlɑːˈmi
mor'n	mɔɳ
fornemme	fɔˈɳɛmə
fråde	ˈfɾoːdə
begegnen	bəˈgeːgnən
slag	ʂɭɑːg
idealistisk	ɪdəɑˈlɪstɪsk
ettertenksom	ɛtəˈʈɛŋksɔm
ruteplan	ɾʉːtəplɑːn
plattfot	ˈplɑtfuːt
betydeligst	bəˈtyːdəlɪkst
utuktigere	ʉːˈtʉktɪɾə
seg	sæɪ
kjøle	ˈçøːlə
presentere noen for noen	pɾɛsɑŋˈteːɾənuːənfɔɳuːən
ballkjole	ˈbɑlçuːlə
hendelige	ˈhɛnəlɪə
hjerteligste	ˈjæʈəlɪkstə
løse	ˈløːsə
reise fra	ˈɾæɪsəfɾɑː
spare	ˈspɑːɾə
giddeløs	ˈgɪdəløːs
formodentlig	fɔɾˈmuːdəntlɪ
helseskadeligste	ˈhɛlsəskɑːdlɪkstə
stabil	stɑˈbiːl
bestefar	ˈbɛstəfɑːɾ
jarl	jɑːɭ
sladder	ˈʂɭɑdəɾ
urørlig	ʉˈɾøːɭɪ
drektigste	ˈdɾɛktɪkstə
hevde	ˈhɛʋdə
utnytte	ˈʉːtnʏtə
gledeligste	ˈgleːdəlɪkstə
smågutter	smoːˈgʉtəɾ
øvrige	ˈøːʋɾɪə
skumlese	ˈskʊmleːsə
sømme	ˈsœmə
mektigere	ˈmɛktɪɾə
aksjonere	ɑkʂʊˈneːɾə
svir	sʋiːɾ
enestående	ˈeːnəstoːənə
bevise	bəˈʋiːsə
hjemlig	ˈjɛmlɪ
streife	ˈstɾæɪfə
ubevegeligere	ʉːbəˈʋeːgəlɪɾə
spenstigst	ˈspɛnstɪkst
tomat	tʊˈmɑːt
manifest	mɑnɪˈfɛst
uærligst	ʉˈæːɭɪkst
trolsk	tɾɔlsk
i blant	ɪˈblɑnt
egennyttigst	ˈeːgənʏtɪkst
omfavne	ˈɔmfɑʋnə
hinduistisk	hɪnʉˈɪstɪsk
vi	ʋiː
mascara	mɑsˈkɑːɾɑ
ta	tɑː
mystisk	ˈmʏstɪsk
spirituell	spɪɾɪtʉˈɛl
kinnskjegg	çɪnʂæg
knokkelbrudd	ˈknɔkəlbɾʉd
brumme	ˈbɾʊmə
lakkere	lɑˈkeːɾə
batalje	bɑˈtɑljə
det beste	dɛˈbɛstə
blindestokk	blɪnəstɔk
musli	ˈmʉsli
unøyaktige	ˈʉːnœjɑktɪə
fike	ˈfiːkə
handgripelig	hɔnˈgɾiːpəlɪ
luft i magen	lʉftɪmɑːgən
uvettigste	ʉˈʋɛtɪkstə
stygg	stʏg
uimottakeligere	ʉɪmʊˈtɑːkəlɪɾə
den	dɛn
trekke	ˈtɾɛkə
langhåra	ˈlɑŋhoːɾət
nulle	ˈnʉlə
hullete	ˈhʉlətə
vik	ʋiːk
innbitt	ˈɪnbɪt
ustadig	ˈʉːstɑːdɪ
hamster	ˈhɑmstəɾ
ubøyelig	ʉˈbœjəlɪ
skammelig	ˈskɑməlɪ
bevare	bəˈʋɑːɾə
dråpe	dɾoːpə
mislykka	ˈmɪslʏkɑ
forråde	fɔˈɾoːdə
forrådt	fɔˈɾɔt
guide	gɑɪd
uforstandig	ˈʉːfɔʂtɑnɪ
immun	ɪˈmʉːn
liberalisere	lɪbəɾɑlɪˈseːɾə
skinne	ˈʂɪnə
forkorte	fɔɾˈkɔʈə
ytterligere	ˈʏtəɭɪəɾə
godta	ˈguːtɑː
fredelige	ˈfɾeːdəlɪə
ukjent	ˈʉːçɛnt
garderobe	gɑɖəɾoːbə
snål	snoːl
egenrådige	ˈeːgənɾoːdɪə
åndsnærværende	ˈɔnsnæːɾʋæːɾənə
fortapt	fɔˈʈɑpt
sel	seːl
selvforskyldt	ˈsɛlfɔʂʏlt
utspekulert	ˈʉːtspəkʉleːʈ
gjenstand	jɛnstɑn
variabel	ʋɑɾɪˈɑːbəl
byge	byːgə,byːə
forståelsesfull	fɔˈʂtoːəlsəsfʉl
selvfølgeligste	səlˈfœlgəlɪkstə
tute	ˈtʉːtə
kjøligste	ˈçøːlɪkstə
uimottakelig	ʉɪmʊˈtɑːkəlɪ
smidigere	ˈsmiːdɪɾə
kvann	kfɑn
bønne	ˈbœnə
huie	ˈhʉjə
vilkårlig	ʋɪlˈkoːɭɪ
bisarr	bɪˈsɑɾ
særligste	ˈsæːɭɪkstə
erstatte	æˈʂtɑtə
betenkeligste	bəˈtɛŋkəlɪkstə
avkrefte	ˈɑːʋkɾɛftə
omvei	ɔmʋæi
tannkjøtt	ˈtɑnçœt
livaktig	ˈliːʋɑktɪ
sylindrisk	sʏˈlɪndɾɪsk
mangslungen	ˈmɑŋʂɭʊŋən
overdådigere	ˈoːʋəɖoːdɪɾə
striper	stɾiːpəɾ
løsrive	ˈløːsɾiːʋə
uendeligere	ʉˈɛnəlɪɾə
plen	pleːn
krok	kɾʊk
motbevise	ˈmuːtbəʋiːsə
utålelige	ʉˈtoːləlɪə
legemlig	ˈleːgɛmlɪ
kaldblodig	ˈkɑlbluːdɪ
formere	fɔɾˈmeːɾə
sløse	ˈʂɭøːsə
utallig	ʉˈtɑlɪ
kulepenn	kʉːləpɛn
stappe	ˈstɑpə
tekkeligste	ˈtɛkəlɪkstə
sannsynligst	sɑnˈsyːnlɪkst
abnorm	ɑbˈnɔɾm
kulinarisk	kʉlɪˈnɑːɾɪsk
eventyr	ˈeːʋntyːɾ,ˈeːʋəntyːɾ
deise	ˈdæɪsə
ulykkeligst	ʉˈlʏkəlɪkst
pepre	ˈpɛpɾə
søppeltønne	ˈsœpəltœnə
total	tʊˈtɑːl
flyte	ˈflyːtə
harmonere	hɑɾmʊˈneːɾə
telenor	tɛəlˈnuːɾ,ˈteːəlnuːɾ
forme	ˈfɔɾmə
kjæle	ˈçæːlə
kassere	kɑˈseːɾə
snakkesalige	ˈsnɑkəsɑːlɪə
hovedstad	huːʋədstɑːd
folkeligere	ˈfɔlkəlɪɾə
adlyde	ˈɑːdlyːdə
forbeholde	ˈfɔɾbəhɔlə
døpe	ˈdøːpə
konsekvent	kʊnsəˈkʋɛnt
handgripelige	hɔnˈgɾiːpəlɪə
skarpt	skɑʈ,skɑɾpt
tett	tɛt
ærligst	ˈæɭɪkst
jevne	ˈjɛʋnə
folde	ˈfɔlə
lettfattelige	lətˈfɑtəlɪə
omvendt	ɔmʋənt
satse	ˈsɑtsə
broket	ˈbɾuːkət
intensivere	ɪntənsɪˈʋeːɾə
kurve	ˈkʉɾʋə
sitron	sɪˈtɾuːn
sjokkere	ʂɔˈkeːɾə
redningsbåt	ɾɛdnɪŋsboːt
forhåpningsfull	fɔɾˈhoːpnɪŋsfʉl
respektløs	ɾɛˈspɛktløːs
drømme	ˈdɾœmə
utvetydigst	ˈʉːtʋɛtyːdɪkst
historisk	hɪˈstuːɾɪsk
videokassett	ˈʋiːdɛʊkɑsɛt
desperat	dəspəˈɾɑːt
tjener	ˈtjeːnəɾ
tak	tɑːk
bredde	ˈbɾɛdə
klubbhus	ˈsʏkəl
representativ	ɾəpɾəˈsɛntɑtiːʋ
borgerligere	ˈbɔɾgəlɪɾə
kompetent	kʊmpəˈtɛnt
ulykksaligste	ʉːlʏkˈsɑːlɪkstə
anmode	ˈɑnmuːdə
selvtillit	ˈsɛltɪlɪt
mo	muː
livvakt	ˈliːʋɑkt
ustelt	ˈʉːstɛlt
uformell	ˈʉːfɔɾmɛl
uanstendig	ˈʉːɑnstɛnɪ
voldeligere	ˈʋɔldəlɪɾə
fattigsligste	ˈfɑtɪʂɭɪkstə
forsvarligere	fɔˈʂʋɑːɭɪɾə
ledd	lɛd
framme	fɾɑmə
lovende	ˈloːʋənə
utland	ʉːtlɑn
angiveligere	ɑnˈjiːʋəlɪɾə
smålig	ˈsmoːlɪ
eventuell	ɛʋəntʉˈɛl
asparges	ɑˈspɑɾgɛs
notorisk	nʊˈtuːɾɪsk
scooter	ˈskʉtəɾ
tretten	tɾɛtən
stabilisere	stɑbɪlɪˈseːɾə
imøtekomme	ɪˈmøːtəkɔmə
hygge	ˈhʏgə
uærligere	ʉˈæːɭɪɾə
kaffepause	ˈkɑfəpæʉsə
glidefly	ˈgliːdəflyː
beordre	bəˈɔɖɾə
fremmed	ˈfɾɛməd
funn	fʉn
sakkyndigere	ˈsɑːkçʏnɪɾə
egenhendige	ˈeːgənhɛnɪə
hederlige	ˈheːdəɭɪə
postsparebankbok	ˈpɔstspɑːɾəbɑŋkbuːk
én	ˈeːn
adressere	ɑdɾəˈseːɾə
herligst	ˈhæːɭɪkst
obskøn	ɔpˈskøːn
herskapeligere	hæˈʂkɑːpəlɪɾə
varsle	ˈʋɑʂɭə
begi	bəˈjiː
lure	ˈlʉːɾə
ellevill	ˈɛləʋɪl
kikhoste	çiːkhʊstə
illustrere	ɪlʉˈstɾeːɾə
ufullstendige	ˈʉːfʉlstənɪə
bakvaske	ˈbɑːkʋɑskə
skadeligere	ˈskɑːdəlɪɾə
tiltro	ˈtɪltɾuː
innstille	ˈɪnstɪlə
tilkalle	ˈtɪlkɑlə
smyge	ˈsmyːgə
uforsiktigst	ˈʉːfɔʂɪktɪkst
prute	ˈpɾʉːtə
spe	speː
virksom	ˈʋɪɾksɔm
pedagogisk	pədɑˈguːgɪsk
humre	ˈhʊmɾə
troverdigste	tɾʊˈʋæɖɪkstə
pleietrengende	plæɪətɾɛŋənə
substantiv	ˈsʉbstɑntiːʋ
fredeligst	ˈfɾeːdəlɪkst
nordlig	nuːɭɪ
mulige	ˈmʉːlɪə
hammer	ˈhɑməɾ
grønt forsikringskort	ˈgɾœntfɔˈʂɪkɾɪŋsˈkɔʈ
dunke	ˈdʊŋkə
rødvin	ˈɾøːʋiːn
uærligste	ʉˈæːɭɪkstə
dressing	ˈdɾɛsɪŋ
nøste	ˈnœstə
kjelke	çɛlkə
yndigst	ˈʏnɪkst
disiplinere	dɪsɪplɪˈneːɾə
betrakte	bəˈtɾɑktə
etter	ˈɛtəɾ
ubrukelig	ʉˈbɾʉːkəlɪ
gøy	gœj
jævligste	ˈjæːʋlɪkstə
skrante	ˈskɾɑntə
røpe	ɾøːpə
kjære	ˈçæːɾə
hige	ˈhiːgə
albue	ˈɑlbʉ
betydeligste	bəˈtyːdəlɪkstə
lærd	læɖ
blogg	blɔg
årligste	ˈoːɭɪkstə
lovlydigst	ˈloːʋlyːdɪkst
abstrakt	ɑpˈstɾɑkt
kyndigst	ˈçʏnɪkst
myntvaskeri	ˈmʏntʋɑskəɾiː
plaster	ˈplɑstəɾ
brygge	ˈbɾʏgə
nedsette	ˈneːdsɛtə
stoff	stɔf
stoppe	ˈstɔpə
sikkerhet	ˈsɪkəɾheːt
skygge	ʂʏgə
dump	dʊmp
perpleks	pæɾˈplɛks
ustabil	ˈʉːstɑbiːl
væte	ˈʋeːtə
svimmel	ˈsʋɪməl
gløde	ˈgløːdə
håndheve	ˈhɔnheːʋə
selvgod	ˈsɛlguː
vedkjenne	ˈʋeːdçɛnə
akustisk	ɑˈkʉstɪsk
avskyeligere	ɑʋˈʂyːəlɪɾə
bemerkelsesverdigst	bəˈmæɾkəlsəsʋæɖɪkst
klunke	ˈklʊŋkə
kjede	ˈçeːdə
endeligste	ˈɛnəlɪkstə
holde	ˈhɔlə
spiseligst	ˈspiːsəlɪkst
forsterke	fɔˈʂtæɾkə
skitrekk	ˈʂiːtɾɛk
fremkalle	ˈfɾɛmkɑlə
slik	ʂɭiːk
gelatin	ʂɛlɑˈtiːn
vanilje	ʋɑˈnɪljə
skille	ˈʂɪlə
lovfeste	ˈloːʋfɛstə
hjemligst	ˈjɛmlɪkst
uegennyttigste	ˈʉːeːgənʏtɪkstə
erter	ˈæʈəɾ
oppsummere	ˈɔpsʉmeːɾə
ringe	ˈɾɪŋə
balkong	bɑlˈkɔŋ
artigere	ˈɑʈɪɾə
ivrigere	ˈiːʋɾɪɾə
leier	ˈlæɪəɾ
neshorn	ˈneːshuːɳ
viktig	ˈʋɪktɪ
miljøvennligst	mɪlˈjøːʋɛnlɪkst
overlappe	ˈoːʋəɭɑpə
overgang	ˈoːʋəɾgɑŋ
berøre	bəˈɾøːɾə
himmel	ˈhɪməl
betryggende	bəˈtɾʏgənə
gyldigste	ˈjʏldɪkstə
skjemme	ˈʂɛmə
rødt	ɾœt
billettmaskin	bɪˈlɛtmɑʂiːn
smidigste	ˈsmiːdɪkstə
vordende	ˈʋɔɖənə
dukkert	ˈdʊkəʈ
tykk	tʏk
evinnelig	ɛˈʋɪnəlɪ
heldigere	ˈhɛldɪɾə
par	pɑːɾ
oppfinne	ˈɔpfɪnə
avskrive	ˈɑːʋskɾiːʋə
tiltre	ˈtɪltɾeː
vandalisere	ʋɑnɑlɪˈseːɾə
lovstridige	ˈloːʋstɾiːdɪə
dukke	ˈdʉkə
kjernesunn	ˈçæːɳəsʉn
kvekke	ˈkʋɛkə
sentrere	sənˈtɾeːɾə
inderlige	ˈɪnəɭɪə
lyseblå	lyːsə
grammatisk	gɾɑˈmɑːtɪsk
pose	ˈpuːsə
påpasselig	pɔˈpɑsəlɪ
nyttigere	ˈnʏtɪɾə
epileptisk	ɛpɪˈlɛptɪsk
takt	tɑkt
berusa	bəˈɾʉːsət
løstenner	ˈløːsthɛnəɾ
kjenne	ˈçɛnə
mannligst	ˈmɑnlɪkst
vagge	ˈʋɑgə
administrere	ɑdmɪnɪˈstɾeːɾə
glefse	ˈglɛfsə
hovedrolle	huːʋɛdɾɔlə
duge	ˈdʉːgə
spennende	ˈspɛnənə
diagonal	dɪɑgʊˈnɑːl
gåen	ˈgoːən
iskrem	ˈiːskɾeːm
mandige	ˈmɑnɪə
sysle	ˈsʏslə
økonomisk	œkʊˈnuːmɪsk
ufri	ˈʉːfɾiː
leie ut	læɪəˈʉːt
som	sɔm
piffe	ˈpɪfə
oppvaskmiddel	ɔpʋɑskmɪdəl
billede	ˈbɪlədə
årvåken	ˈoːɾʋoːkən
matematisk	mɑtəˈmɑːtɪsk
uforsvarligste	ˈʉːfɔʂʋɑːɭɪkstə
bukt	bʉkt
spore	ˈspuːɾə
uunnværlige	ʉːʉnˈʋæːɭɪə
overskrift	ˈoːʋəʂkɾɪft
bedre	ˈbeːdɾə
hørselskadet	ˈhœʂəlskɑːdət
underrette	ˈʉnəɾɛtə
bøker	ˈbøːkəɾ
utopisk	ʉˈtuːpɪsk
avskrekkende	ˈɑːʋskɾɛkənə
døgn	dœjn
ja	jɑː
langvarigste	ˈlɑŋʋɑːɾɪkstə
omstendeligere	ɔmˈstɛnəlɪɾə
oppriktig	ɔpˈɾɪktɪ
statistisk	stɑˈtɪstɪsk
trommehinne	tɾʊməhɪnə
svimmelhet	ˈsʋɪməlheːt
heder	ˈheːdəɾ
kjælenavn	ˈçæːlənɑʋn̩
synligst	ˈsyːnlɪkst
hardbarket	ˈhɑːɾbɑɾkət
gard	gɑːɾ
gjø	jøː
limet	ˈliːmə
ris	ɾiːs
rusle	ˈɾʉʂɭə
nasjonalitet	nɑʂʊnɑlɪˈteːt
lovlydigste	ˈloːʋlyːdɪkstə
svikte	ˈsʋɪktə
muskulær	mʉskʉˈlæːɾ
re	ɾeː
rydde	ˈɾʏdə
bedra	bəˈdɾɑː
et	ɛt
normalt	nʊɾˈmɑːlt
undre seg over	ʉndɾəsæɪoːʋəɾ
stemning	ˈstɛmnɪŋ
bulke	ˈbʉlkə
kunstig	ˈkʉnstɪ
avslappa	ˈɑːʋʂɭɑpət
påpasseligste	pɔˈpɑsəlɪkstə
anstendige	ɑnˈstɛnɪə
struts	stɾʉts
sløve	ˈʂɭøːʋə
mindreårig	ˈmɪndɾəoːɾɪ
overdådig	ˈoːʋəɖoːdɪ
uvelkommen	ˈʉːʋəlkɔmən
rasle	ˈɾɑʂɭə
enorm	ɛˈnɔɾm
visittid	ʋɪˈsɪtiː
folksom	ˈfɔlksɔm
velge	ˈʋɛlgə
eksaltert	ɛksɑlˈteːʈ
rope	ˈɾuːpə
angst	ɑŋst
unektelig	ʉˈnɛktəlɪ
skiftende	ʂɪftənə
uskadeligste	ʉˈskɑːdəlɪkstə
lår	loːɾ
kvesse	ˈkʋɛsə
ivareta	ɪˈʋɑːɾətɑː
live	ˈliːʋə
hanligst	ˈhoːnlɪkst
regnfullt	ɾæɪnfʉlt
gidde	ˈgɪdə
innlemme	ˈɪnlɛmə
ekstra	ˈɛkstɾɑ
stump	stʊmp
utålmodigste	ˈʉːtɔlmuːdɪkstə
segne	ˈsæɪnə
jo	juː
kledeligste	ˈkleːdəlɪkstə
snappe	ˈsnɑpə
ensformig	ˈeːnsfɔɾmɪ
lettfatteligste	lətˈfɑtəlɪkstə
flyvertinne	ˈflyːʋæʈɪnə
mangfoldig	mɑŋˈfɔldɪ
vemmeligere	ˈʋɛməlɪɾə
strømavgift	stɾœmɑːʋjɪft
narr	nɑɾ
kunstigste	ˈkʉnstɪkstə
bestille	bəˈstɪlə
roligste	ˈɾuːlɪkstə
bevegeligst	bəˈʋeːgəlɪkst
dobbel	ˈdɔbəl
bikkje	ˈbɪçə
småligere	ˈsmoːlɪɾə
ansvarligste	ɑnˈsʋɑːɭɪkstə
husnummer	hʉːsnʊməɾ
årligere	ˈoːɭɪɾə
passelige	ˈpɑsəlɪə
oppvaskklut	ɔpʋɑsklʉt
gråne	ˈgɾoːnə
fire	ˈfiːɾə
låte	ˈloːtə
voldta	ˈʋɔltɑː
frabe	ˈfɾɑːbeː
ypperst	ˈʏpəʂt
rein	ɾæɪn
usynlig	ʉˈsyːnlɪ
utydeligere	ʉˈtyːdəlɪɾə
ensidigere	ˈeːnsiːdɪɾə
hverdagslige	ˈʋæːɖɑkʂɭɪə
legge	ˈlæɪə
klynge	ˈklʏŋə
upålitelige	ˈʉːpɔliːtəlɪə
bukse	ˈbʊksə
fornøyeligere	fɔˈɳœjəlɪɾə
prost	pɾuːst
ukentligere	ˈʉːkəntlɪɾə
hjertelig	ˈjæʈəlɪ
føre	ˈføːɾə
hår	hoːɾ
kjedelig	ˈçeːdəlɪ
utveksle	ˈʉːtʋɛkʂɭə
journalføre	ʂʊˈɳɑːlføːɾə
snelle	ˈsnɛlə
verve	ˈʋæɾʋə
fredsommeligst	fɾeːdˈsɔməlɪkst
besvare	bəˈsʋɑːɾə
overnaturlig	ˈoːʋəɳɑtʉːɭɪ
mesén	mɛˈseːn
se opp	ˈseːˈɔp
tydeligste	ˈtyːdəlɪkstə
vedrøre	ˈʋeːdɾøːɾə
konferere	kʊnfəˈɾeːɾə
tyde	ˈtyːdə
japansk	ˈjɑːpɑnsk
sømmeligst	ˈsœməlɪkst
hyl	hyːl
kontrollieren	kɔntɾɔˈliːɾən
ananas	ˈɑnɑnɑs
uatskilleligst	ʉɑtˈʂɪləlɪkst
utbasunere	ˈʉːtbɑʂʉneːɾə
gjennomvåt	ˈjɛnɔmʋoːt
gjære	ˈjæːɾə
kroppslig	ˈkɾɔpʂɭɪ
neppe	nɛpə
tvetydigste	ˈtʋeːtyːdɪkstə
uforståeligst	ʉːfɔˈʂtoːəlɪkst
nordmann	ˈnuːɾmɑn
overfalle	ˈoːʋəɾfɑlə
feriere	fɛɾɪˈeːɾə
imperium	ɪmˈpeːɾɪʉm
slapp	ʂɭɑp
høvelig	ˈhøːʋəlɪ
snufse	ˈsnʉfsə
ufarligste	ʉˈfɑːɭɪkstə
inhalere	ˈɪnhɑleːɾə
stram	stɾɑm
ung	ʊŋ
prevensjon	pɾeːʋənˈʂuːn
tåle	ˈtoːlə
blinklys	blɪŋklyːs
demokratisk	dəmʊˈkɾɑːtɪsk
trykke	ˈtɾʏkə
sakligere	ˈsɑːklɪɾə
omgi	ˈɔmjiː
redsel	ˈɾɛtsəl
paraply	pɑɾɑˈplyː
infusjon	ɪnfʉˈʂuːn
verden	ˈʋɛɖn̩,ˈʋæɖən
soldag	ˈsuːldɑːg
forføre	fɔɾˈføːɾə
dyktig	ˈdʏktɪ
personlige	pæˈʂuːnlɪə
lim	liːm
trafikk	tɾɑˈfɪk
hysterisk	hʏˈsteːɾɪsk
lykkelige	ˈlʏkəlɪə
teit	tæɪt
orm	ɔɾm
talglys	ˈtɑlglyːs
sirligste	ˈsiːɭɪkstə
poeng	pɔˈɛŋ
døsigst	ˈdøːsɪkst
frigjøre	ˈfɾiːjøːɾə
voldeligste	ˈʋɔldəlɪkstə
bad	bɑːd,bɑː
fabelaktigere	ˈfɑːbəlɑktɪɾə
kontrollere	kʊntɾɔˈleːɾə
mene	ˈmeːnə
henrykke	ˈhɛnɾʏkə
betrakteligste	bəˈtɾɑktəlɪkstə
plutselige	ˈplʉtsəlɪə
bortreist	ˈbʊʈɾæɪst
fartsmåler	ˈfɑʈsmoːləɾ
få	foː
tvers gjennom	tʋəʂjənʊm
lyskebrokk	lʏskəbɾɔk
prosesjon	pɾʊsəˈʂuːn
hevngjerrigste	ˈhɛʋnjæɾɪkstə
uvanligst	ʉˈʋɑːnlɪkst
usynligere	ʉˈsyːnlɪɾə
neste år	nɛstəˈoːɾ
ubøyeligere	ʉˈbœjəlɪɾə
selektiv	ˈsɛlɛktiːʋ
dope	ˈduːpə
innmari	ˈɪnmɑːɾɪ
jordisk	ˈjʊɖɪsk
illegal	ˈɪləgɑːl
hull	hʉl
grunne	ˈgɾʉnə
forhindre	fɔɾˈhɪndɾə
lide	ˈliːdə
forkaste	fɔɾˈkɑstə
øy	œj
tillatelig	tɪˈlɑːtəlɪ
publisere	pʉblɪˈseːɾə
håndtere	hɔnˈteːɾə
speile	ˈspæɪlə
jente	ˈjɛntə
havre	ˈhɑʋɾə
konvolutt	kɔnʋɔˈlʉt
kappkjøre	ˈkɑpçøːɾə
beklagelige	bəˈklɑːgəlɪə
tilsette	ˈtɪlsɛtə
frakk	fɾɑk
arvelig	ˈɑɾʋəlɪ
schæfer	ˈʂeːfəɾ
folkeligst	ˈfɔlkəlɪkst
renessanse	ɾeːneːsɑnsə
svikefull	ˈsʋiːkəfʉl
undre	ˈʉndɾə
inneværende	ˈɪnəʋæːɾənə
inngangspenger	ɪngɑŋspɛŋəɾ
ishockey	iːshɔki
innadvendt	ˈɪnɑdʋɛnt
tap	tɑːp
ubarmhjertigste	ˈʉːbɑɾmjæʈɪkstə
slukke	ˈʂɭʊkə
uleiligere	ʉˈlæɪlɪɾə
ensbetydende	ˈeːnsbətyːdənə
omstendeligste	ɔmˈstɛnəlɪkstə
blid	bliː
drama	ˈdɾɑːmɑ
mangfoldige	mɑŋˈfɔldɪə
type	ˈtyːpə
utalligere	ʉˈtɑlɪɾə
klapre	ˈklɑpɾə
trase	tɾɑˈseː
lærevillig	ˈlæːɾəʋɪlɪ
fabrikkere	fɑbɾɪˈkeːɾə
antyde	ˈɑntyːdə
murre	ˈmʉɾə
terrengsykkel	tɛˈɾæsʏkəl
knappe	ˈknɑpə
forfengelig	fɔɾˈfɛŋəlɪ
avsindigste	ɑʋˈsɪnɪkstə
oslo	ˈʊʂɭu
gratis	ˈgɾɑːtɪs
usakligste	ʉˈsɑːklɪkstə
hukommelse	hʉˈkɔməlsə
tistel	ˈtɪstəl
kupé	kʉˈpeː
eksistere	ɛksɪˈsteːɾə
pliktig	ˈplɪktɪ
heidundrende	hæɪˈdʉndɾənə
tørketrommel	tœɾkətɾʊməl
nyligere	ˈnyːlɪɾə
vår	ʋoːɾ
overvåke	ˈoːʋəɾʋoːkə
styrke	ˈstʏɾkə
åndelige	ˈɔnəlɪə
stusslig	ˈstʉslɪ
utløse	ˈʉːtløːsə
skyldigst	ˈʂʏldɪkst
stempel	ˈstɛmpəl
søvnigere	ˈsœʋnɪɾə
hjem	jɛm
liberal	lɪbəˈɾɑːl
midlertidigste	ˈmɪdləʈiːdɪkstə
avvisende	ˈɑːʋiːsənə
ør	øːɾ
diskutere	dɪskʉˈteːɾə
heltemodigere	ˈhɛltəmuːdɪɾə
bra	bɾɑː
snerpete	ˈsnæɾpətə
dø	døː
flatterende	flɑˈteːɾənə
ugift	ˈʉːjɪft
genseren	ˈgɛnsæɳ
vanke	ˈʋɑŋkə
ensidigst	ˈeːnsiːdɪkst
skive	ˈʂiːʋə
sinn	sɪn
lade	ˈlɑːdə
ypperlige	ˈʏpəɭɪə
inkompetent	ˈɪnkʊmpətɛnt
gjengs	jɛŋs
utenforstående	ˈʉːtənfɔʂtoːənə
merkeligere	ˈmæɾkəlɪɾə
regulere	ɾəgʉˈleːɾə
etterforske	ˈɛtəɾfɔʂkə
klinisk	ˈkliːnɪsk
plastfolie	ˈplɑstfuːlɪə
tigge	ˈtɪgə
vag	ʋɑːg
tredve	tɾɛdʋə
bøllete	ˈbœlətə
relativ	ˈɾɛlɑtiːʋ
ete	ˈeːtə
knise	ˈkniːsə
lite	ˈliːtə
uatskilleligere	ʉɑtˈʂɪləlɪɾə
instrumental	ɪnstɾʉmənˈtɑːl
morsk	mʊʂk
tarvelig	ˈtɑɾʋəlɪ
fnyse	ˈfnyːsə
oppmerksomhet	ɔpˈmæɾksɔmheːt
påby	ˈpoːbyː
sil	siːl
enslig	ˈeːnʂɭɪ
lakke	ˈlɑkə
grøsse	ˈgɾœsə
protese	pɾʊteːsə
vennskapelig	ʋənˈskɑːpəlɪ
fore	ˈføːɾə
sylskarp	ˈsyːlskɑɾp
durabelig	dʉˈɾɑːbəlɪ
umenneskelige	ʉˈmɛnskəlɪə
skutt	skʉt
lettfatteligere	lətˈfɑtəlɪɾə
enfoldig	ɛnˈfɔldɪ
forbilledlig	fɔɾˈbɪlədlɪ
kjøleskap	çøːləskɑːp
andreas	ɑnˈdɾeːɑs
immigrere	ɪmɪˈgɾeːɾə
hjerne	ˈjæːɳə
hvitmaling	ˈʋiːtmɑːlɪŋ
roh	ɾoː
klassiker	klɑsɪkəɾ
ufyselig	ʉˈfyːsəlɪ
frostvæske	fɾɔstʋɛskə
ensformigere	ˈeːnsfɔɾmɪɾə
trakt	tɾɑkt
lettrørt	ˈlɛtɾøːʈ
prikke	ˈpɾɪkə
uendelige	ʉˈɛnəlɪə
printe	ˈpɾɪntə
