bắt ấn	băk˦˥ɤ̆ŋ˩˧
tia tử ngoại	tiə˧˥tɯ˧˩˨ŋwaj˨ˀ˩ʔ
bừa san	bɯə˦˨ʂaŋ˧˥
kể từ	ke˧˩˨tɯ˦˨
ùng ục	uŋ͡m˦˨uk͡p˨ˀ˩ʔ
ống thuốc	oŋ͡m˩˧tʰuək˦˥
dầu thánh	jɤ̆w˦˨tʰan˩˧
ăn tục nói khoác	ăŋ˧˥tuk͡p˨ˀ˩ʔnɔj˩˧xwak˦˥
dây đau xương	jɤ̆j˧˥dăw˧˥sɯəŋ˧˥
xước măng rô	sɯək˦˥măŋ˧˥ʐo˧˥
giền cơm	jen˦˨kɤm˧˥
chẹt cổ bóp hầu	cɛk˨ˀ˩ʔko˧˩˨bɔp˦˥hɤ̆w˦˨
li tô	li˧˥to˧˥
nội thuộc	noj˨ˀ˩ʔtʰuək˨ˀ˩ʔ
tù tì	tu˦˨ti˦˨
rửa ruột	ʐɯə˧˩˨ʐuək˨ˀ˩ʔ
bèo dâu	beo˦˨jɤ̆w˧˥
cướp ngôi	kɯəp˦˥ŋoj˧˥
cẩm quang	kɤ̆m˧˩˨waŋ˧˥
tín phục	tin˩˧fuk͡p˨ˀ˩ʔ
nơm	nɤm˧˥
múi cầu	muj˩˧kɤ̆w˦˨
điện thoại di động	diəŋ˨ˀ˩ʔtʰwaj˨ˀ˩ʔji˧˥doŋ͡m˨ˀ˩ʔ
nhơn khánh	ɲɤŋ˧˥xan˩˧
truyện vừa	ʈwiəŋ˨ˀ˩ʔjɯə˦˨
cũng vậy	kuŋ͡m˧˩˨jɤ̆j˨ˀ˩ʔ
gai gai	ɣaj˧˥ɣaj˧˥
nông gia	noŋ͡m˧˥ja˧˥
suối tre	ʂuəj˩˧ʈɛ˧˥
yên phận thủ thường	iɛŋ˧˥fɤ̆ŋ˨ˀ˩ʔtʰu˧˩˨tʰɯəŋ˦˨
khuyết cách	xwiək˦˥kak˦˥
kình kịch	kin˦˨kit˨ˀ˩ʔ
yên phận	iɛŋ˧˥fɤ̆ŋ˨ˀ˩ʔ
chúa trời	cuə˩˧ʈɤj˦˨
hoá học	hwa˩˧hɔk͡p˨ˀ˩ʔ
già đời còn mang tơi chữa cháy	ja˦˨dɤj˦˨kɔŋ͡m˦˨maŋ˧˥tɤj˧˥cɯə˧˩˨căj˩˧
nhiếc mắng	ɲiək˦˥măŋ˩˧
đầy đặn	dɤ̆j˦˨dăŋ˨ˀ˩ʔ
sô-lít	ʂo˧˥-lit˦˥
thồn thộn	tʰoŋ͡m˦˨tʰoŋ͡m˨ˀ˩ʔ
đảm lược	dam˧˩˨lɯək˨ˀ˩ʔ
mía sơn dịu	miə˩˧ʂɤŋ˧˥jiw˨ˀ˩ʔ
tọa độ	twa˨ˀ˩ʔdo˨ˀ˩ʔ
sinh linh đồ thán	ʂin˧˥lin˧˥do˦˨tʰaŋ˩˧
nõ	nɔ˧˩˨
âm binh	ɤ̆m˧˥bin˧˥
có án	kɔ˩˧aŋ˩˧
báo yên	baw˩˧iɛŋ˧˥
về chầu âm phủ	je˦˨cɤ̆w˦˨ɤ̆m˧˥fu˧˩˨
thanh lương trà	tʰan˧˥lɯəŋ˧˥ʈa˦˨
khoai vạc	xwaj˧˥jak˨ˀ˩ʔ
toàn bích	twaŋ˦˨bit˦˥
ngõ hẻm	ŋɔ˧˩˨hɛm˧˩˨
chân nhân	cɤ̆ŋ˧˥ɲɤ̆ŋ˧˥
tô-tem	to˧˥-tɛm˧˥
dở ẹc	jɤ˧˩˨ɛk˨ˀ˩ʔ
gà ri	ɣa˦˨ʐi˧˥
rau húng	ʐăw˧˥huŋ͡m˩˧
ba-dô-ca	ba˧˥-jo˧˥-ka˧˥
giàn mui	jaŋ˦˨muj˧˥
xối	soj˩˧
thị vệ	tʰi˨ˀ˩ʔje˨ˀ˩ʔ
măng	măŋ˧˥
kinh lí	kin˧˥li˩˧
hùng kiệt	huŋ͡m˦˨kiək˨ˀ˩ʔ
đoàn phí	dwaŋ˦˨fi˩˧
nghịch thù	ŋit˨ˀ˩ʔtʰu˦˨
máy hát điện	măj˩˧hak˦˥diəŋ˨ˀ˩ʔ
mô-tơ	mo˧˥-tɤ˧˥
cưỡi thuyền vượt sóng	kɯəj˧˩˨tʰwiəŋ˦˨jɯək˨ˀ˩ʔʂɔŋ͡m˩˧
hưởng	hɯəŋ˧˩˨
bánh thuẫn	ban˩˧tʰwɤ̆ŋ˧˩˨
khóc thầm	xɔk͡p˦˥tʰɤ̆m˦˨
đại thần	daj˨ˀ˩ʔtʰɤ̆ŋ˦˨
cộng sản	koŋ͡m˨ˀ˩ʔʂaŋ˧˩˨
mày tao	măj˦˨taw˧˥
kế thừa	ke˩˧tʰɯə˦˨
hàm tiếu	ham˦˨tiəw˩˧
có mồm thì cắp, có nắp thì đậy	kɔ˩˧mom˦˨tʰi˦˨kăp˦˥kɔ˩˧năp˦˥tʰi˦˨dɤ̆j˨ˀ˩ʔ
một công một của bằng nhau	mok͡p˨ˀ˩ʔkoŋ͡m˧˥mok͡p˨ˀ˩ʔkuə˧˩˨băŋ˦˨ɲăw˧˥
chùm gởi	cum˦˨ɣɤj˧˩˨
dở chừng	jɤ˧˩˨cɯŋ˦˨
ruốc tôm	ʐuək˦˥tom˧˥
bấm độn	bɤ̆m˩˧doŋ͡m˨ˀ˩ʔ
bồ dục chấm mắm cáy	bo˦˨juk͡p˨ˀ˩ʔcɤ̆m˩˧măm˩˧kăj˩˧
bằng lăng	băŋ˦˨lăŋ˧˥
việt cường	jiək˨ˀ˩ʔkɯəŋ˦˨
đâm lao phải theo lao	dɤ̆m˧˥law˧˥faj˧˩˨tʰeo˧˥law˧˥
đông-bắc	doŋ͡m˧˥-băk˦˥
sâu hoắm	ʂɤ̆w˧˥hwăm˩˧
vật giá	jɤ̆k˨ˀ˩ʔja˩˧
trạng từ	ʈaŋ˨ˀ˩ʔtɯ˦˨
khâm định việt sử thông	xɤ̆m˧˥din˨ˀ˩ʔjiək˨ˀ˩ʔʂɯ˧˩˨tʰoŋ͡m˧˥
nguyên bào cơ	ŋwiəŋ˧˥baw˦˨kɤ˧˥
đầu ráo áo ướt	dɤ̆w˦˨ʐaw˩˧aw˩˧ɯək˦˥
văng vào mặt	jăŋ˧˥jaw˦˨măk˨ˀ˩ʔ
bát sành	bak˦˥ʂan˦˨
truyền dẫn	ʈwiəŋ˦˨jɤ̆ŋ˧˩˨
man-nớp	maŋ˧˥-nɤp˦˥
giặc cỏ	jăk˨ˀ˩ʔkɔ˧˩˨
quen mui thấy mùi lại đến	wɛŋ˧˥muj˧˥tʰɤ̆j˩˧muj˦˨laj˨ˀ˩ʔden˩˧
dưa hành	jɯə˧˥han˦˨
bào ảnh	baw˦˨an˧˩˨
bốc hơi	bok͡p˦˥hɤj˧˥
ăn thô nói tục	ăŋ˧˥tʰo˧˥nɔj˩˧tuk͡p˨ˀ˩ʔ
thành tích	tʰan˦˨tit˦˥
ầm ầm	ɤ̆m˦˨ɤ̆m˦˨
nuôi sống	nuəj˧˥ʂoŋ͡m˩˧
gác bếp	ɣak˦˥bep˦˥
sách trắng	ʂak˦˥ʈăŋ˩˧
giới ngữ	jɤj˩˧ŋɯ˧˩˨
tự nhiên	tɯ˨ˀ˩ʔɲiəŋ˧˥
cung đàn	kuŋ͡m˧˥daŋ˦˨
thô tháp	tʰo˧˥tʰap˦˥
tiên liệu	tiəŋ˧˥liəw˨ˀ˩ʔ
đường bệ	dɯəŋ˦˨be˨ˀ˩ʔ
phĩnh	fin˧˩˨
dĩ trường kích đoản	ji˧˩˨ʈɯəŋ˦˨kit˦˥dwaŋ˧˩˨
cười hềnh hệch	kɯəj˦˨hen˦˨het˨ˀ˩ʔ
ý hội	i˩˧hoj˨ˀ˩ʔ
gở	ɣɤ˧˩˨
trầm hương	ʈɤ̆m˦˨hɯəŋ˧˥
lửa dục	lɯə˧˩˨juk͡p˨ˀ˩ʔ
ứ phân	ɯ˩˧fɤ̆ŋ˧˥
khuyên giải	xwiəŋ˧˥jaj˧˩˨
vết nhăn	jet˦˥ɲăŋ˧˥
gạch bìa sách	ɣak˨ˀ˩ʔbiə˦˨ʂak˦˥
hoạ tuỳ khẩu xuất	hwa˨ˀ˩ʔtwi˦˨xɤ̆w˧˩˨swɤ̆k˦˥
chỉ tay day trán	ci˧˩˨tăj˧˥jăj˧˥ʈaŋ˩˧
cột cây số	kok͡p˨ˀ˩ʔkɤ̆j˧˥ʂo˩˧
xấu hổ lấy rổ mà che	sɤ̆w˩˧ho˧˩˨lɤ̆j˩˧ʐo˧˩˨ma˦˨cɛ˧˥
sẩy đàn tan nghé	ʂɤ̆j˧˩˨daŋ˦˨taŋ˧˥ŋɛ˩˧
mãnh	man˧˩˨
ngoảnh đi	ŋwan˧˩˨di˧˥
mang ra	maŋ˧˥ʐa˧˥
khăm khắm	xăm˧˥xăm˩˧
loạc choạc	lwak˨ˀ˩ʔcwak˨ˀ˩ʔ
xóc cái	sɔk͡p˦˥kaj˩˧
mặn	măŋ˨ˀ˩ʔ
định công	din˨ˀ˩ʔkoŋ͡m˧˥
cùng hội cùng thuyền	kuŋ͡m˦˨hoj˨ˀ˩ʔkuŋ͡m˦˨tʰwiəŋ˦˨
quái	waj˩˧
bọn họ	bɔŋ͡m˨ˀ˩ʔhɔ˨ˀ˩ʔ
ghép mộng	ɣɛp˦˥moŋ͡m˨ˀ˩ʔ
nhất giáp	ɲɤ̆k˦˥jap˦˥
chó	cɔ˩˧
phất pha phất phơ	fɤ̆k˦˥fa˧˥fɤ̆k˦˥fɤ˧˥
nhiệt dung	ɲiək˨ˀ˩ʔjuŋ͡m˧˥
cũng quá tội	kuŋ͡m˧˩˨wa˩˧toj˨ˀ˩ʔ
phóng thích	fɔŋ͡m˩˧tʰit˦˥
hạm đội	ham˨ˀ˩ʔdoj˨ˀ˩ʔ
cận	kɤ̆ŋ˨ˀ˩ʔ
bè ai nấy chống	bɛ˦˨aj˧˥nɤ̆j˩˧coŋ͡m˩˧
lặn lội	lăŋ˨ˀ˩ʔloj˨ˀ˩ʔ
chỏm cầu	cɔm˧˩˨kɤ̆w˦˨
nhởn	ɲɤŋ˧˩˨
nói lẫy	nɔj˩˧lɤ̆j˧˩˨
còn nhọc	kɔŋ͡m˦˨ɲɔk͡p˨ˀ˩ʔ
hoa đai vàng	hwa˧˥daj˧˥jaŋ˦˨
nước vối	nɯək˦˥joj˩˧
giú	ju˩˧
vác nêu cắm ruộng chùa	jak˦˥nɛu˧˥kăm˩˧ʐuəŋ˨ˀ˩ʔcuə˦˨
căn cứ nổi	kăŋ˧˥kɯ˩˧noj˧˩˨
rồi nữa	ʐoj˦˨nɯə˧˩˨
gặp gái	ɣăp˨ˀ˩ʔɣaj˩˧
ghè	ɣɛ˦˨
sì sì	ʂi˦˨ʂi˦˨
đồng thoại	doŋ͡m˦˨tʰwaj˨ˀ˩ʔ
chu toàn	cu˧˥twaŋ˦˨
sư ông	ʂɯ˧˥oŋ͡m˧˥
ăn tết	ăŋ˧˥tet˦˥
quảng tiến	waŋ˧˩˨tiəŋ˩˧
khăn	xăŋ˧˥
thu góp	tʰu˧˥ɣɔp˦˥
tăm hơi	tăm˧˥hɤj˧˥
vải phin	jaj˧˩˨fin˧˥
lòng lang dạ thú	lɔŋ͡m˦˨laŋ˧˥ja˨ˀ˩ʔtʰu˩˧
toạ thiền	twa˨ˀ˩ʔtʰiəŋ˦˨
quỳ gối	wi˦˨ɣoj˩˧
niệm phật	niəm˨ˀ˩ʔfɤ̆k˨ˀ˩ʔ
dân trị	jɤ̆ŋ˧˥ʈi˨ˀ˩ʔ
cu xanh	ku˧˥san˧˥
chín rục	cin˩˧ʐuk͡p˨ˀ˩ʔ
biêng biếc	biəŋ˧˥biək˦˥
loè đời	lwe˦˨dɤj˦˨
lọt đọt	lɔk͡p˨ˀ˩ʔdɔk͡p˨ˀ˩ʔ
miệng	miəŋ˨ˀ˩ʔ
ngồi dãi thẻ	ŋoj˦˨jaj˧˩˨tʰɛ˧˩˨
trơi	ʈɤj˧˥
chu cấp	cu˧˥kɤ̆p˦˥
dây chuyền sản xuất	jɤ̆j˧˥cwiəŋ˦˨ʂaŋ˧˩˨swɤ̆k˦˥
buộc quai rọ	buək˨ˀ˩ʔwaj˧˥ʐɔ˨ˀ˩ʔ
méo xoạc	meo˩˧swak˨ˀ˩ʔ
con ranh con lộn	kɔŋ͡m˧˥ʐan˧˥kɔŋ͡m˧˥loŋ͡m˨ˀ˩ʔ
mẹp	mɛp˨ˀ˩ʔ
ben	bɛŋ˧˥
góc ngoài	ɣɔk͡p˦˥ŋwaj˦˨
tít mắt	tit˦˥măk˦˥
tớ thầy	tɤ˩˧tʰɤ̆j˦˨
lẩy bẩy	lɤ̆j˧˩˨bɤ̆j˧˩˨
thiệu thành	tʰiəw˨ˀ˩ʔtʰan˦˨
hiền minh thánh trí	hiəŋ˦˨min˧˥tʰan˩˧ʈi˩˧
toà giám mục	twa˦˨jam˩˧muk͡p˨ˀ˩ʔ
đẩy nhanh	dɤ̆j˧˩˨ɲan˧˥
nhảy bô	ɲăj˧˩˨bo˧˥
tuổi trẻ	tuəj˧˩˨ʈɛ˧˩˨
đen lánh	dɛŋ˧˥lan˩˧
thảo mộc	tʰaw˧˩˨mok͡p˨ˀ˩ʔ
thanh trạch	tʰan˧˥ʈak˨ˀ˩ʔ
yên hải	iɛŋ˧˥haj˧˩˨
ấm lạnh	ɤ̆m˩˧lan˨ˀ˩ʔ
tranh biện	ʈan˧˥biəŋ˨ˀ˩ʔ
cứt mũi	kɯk˦˥muj˧˩˨
ái phi	aj˩˧fi˧˥
năng hát năng hay	năŋ˧˥hak˦˥năŋ˧˥hăj˧˥
nhướn	ɲɯəŋ˩˧
bách thiết	bak˦˥tʰiək˦˥
dẳng	jăŋ˧˩˨
ĩnh	in˧˩˨
chẽn	cɛŋ˧˩˨
xấu tay	sɤ̆w˩˧tăj˧˥
bóng lẫy	bɔŋ͡m˩˧lɤ̆j˧˩˨
người thường	ŋɯəj˦˨tʰɯəŋ˦˨
uỷ ban quân quản	wi˧˩˨baŋ˧˥wɤ̆ŋ˧˥waŋ˧˩˨
từng li	tɯŋ˦˨li˧˥
be he	bɛ˧˥hɛ˧˥
moi óc	mɔj˧˥ɔk͡p˦˥
đờ-mi tua	dɤ˦˨-mi˧˥tuə˧˥
mắt hoe cá chày	măk˦˥hwe˧˥ka˩˧căj˦˨
hình khối	hin˦˨xoj˩˧
tùy hành	tuj˦˨han˦˨
đây này	dɤ̆j˧˥năj˦˨
nhà ngủ	ɲa˦˨ŋu˧˩˨
khóc	xɔk͡p˦˥
ngượng ngẫm	ŋɯəŋ˨ˀ˩ʔŋɤ̆m˧˩˨
tam giác cân	tam˧˥jak˦˥kɤ̆ŋ˧˥
xét lại	sɛk˦˥laj˨ˀ˩ʔ
cao lương	kaw˧˥lɯəŋ˧˥
sau đại học	ʂăw˧˥daj˨ˀ˩ʔhɔk͡p˨ˀ˩ʔ
ăn tái	ăŋ˧˥taj˩˧
an hùng	aŋ˧˥huŋ͡m˦˨
ngoại giao nhân dân	ŋwaj˨ˀ˩ʔjaw˧˥ɲɤ̆ŋ˧˥jɤ̆ŋ˧˥
chánh án	can˩˧aŋ˩˧
con giai con đứa	kɔŋ͡m˧˥jaj˧˥kɔŋ͡m˧˥dɯə˩˧
phách trăng	fak˦˥ʈăŋ˧˥
dạm hỏi	jam˨ˀ˩ʔhɔj˧˩˨
minh xác	min˧˥sak˦˥
chua như giấm	cuə˧˥ɲɯ˧˥jɤ̆m˩˧
quảng hoà	waŋ˧˩˨hwa˦˨
vớt vát	jɤk˦˥jak˦˥
chè cốm	cɛ˦˨kom˩˧
kỷ	ki˧˩˨
trâu quỳ	ʈɤ̆w˧˥wi˦˨
cảm hàn	kam˧˩˨haŋ˦˨
máy tiện	măj˩˧tiəŋ˨ˀ˩ʔ
nờm nợp	nɤm˦˨nɤp˨ˀ˩ʔ
hoạ sư	hwa˨ˀ˩ʔʂɯ˧˥
buồn xo	buəŋ˦˨sɔ˧˥
súy	ʂuj˩˧
tệ bạc	te˨ˀ˩ʔbak˨ˀ˩ʔ
đường quan	dɯəŋ˦˨waŋ˧˥
ờn ợt	ɤŋ˦˨ɤk˨ˀ˩ʔ
ở đâu có khói thì lửa ở đấy	ɤ˧˩˨dɤ̆w˧˥kɔ˩˧xɔj˩˧tʰi˦˨lɯə˧˩˨ɤ˧˩˨dɤ̆j˩˧
nhắn nhe	ɲăŋ˩˧ɲɛ˧˥
đất đen	dɤ̆k˦˥dɛŋ˧˥
dạ sâu hơn biển, bụng kín hơn buồng	ja˨ˀ˩ʔʂɤ̆w˧˥hɤŋ˧˥biəŋ˧˩˨buŋ͡m˨ˀ˩ʔkin˩˧hɤŋ˧˥buəŋ˦˨
đậu hà-lan	dɤ̆w˨ˀ˩ʔha˦˨-laŋ˧˥
so đo	ʂɔ˧˥dɔ˧˥
nôn nghén	noŋ͡m˧˥ŋɛŋ˩˧
so sánh	ʂɔ˧˥ʂan˩˧
gọt giũa	ɣɔk͡p˨ˀ˩ʔjuə˧˩˨
giồng	joŋ͡m˦˨
gân sức	ɣɤ̆ŋ˧˥ʂɯk˦˥
điếc lòi	diək˦˥lɔj˦˨
tác oai	tak˦˥waj˧˥
chẩn tế	cɤ̆ŋ˧˩˨te˩˧
mộng sự	moŋ͡m˨ˀ˩ʔʂɯ˨ˀ˩ʔ
thoải thoải	tʰwaj˧˩˨tʰwaj˧˩˨
dếch	jet˦˥
khách vãng lai	xak˦˥jaŋ˧˩˨laj˧˥
ngoại công	ŋwaj˨ˀ˩ʔkoŋ͡m˧˥
màn xế	maŋ˦˨se˩˧
bão táp	baw˧˩˨tap˦˥
búp phê	bup˦˥fe˧˥
đỏ hây	dɔ˧˩˨hɤ̆j˧˥
hư vô chủ nghĩa	hɯ˧˥jo˧˥cu˧˩˨ŋiə˧˩˨
đội tuyển	doj˨ˀ˩ʔtwiəŋ˧˩˨
đánh luống	dan˩˧luəŋ˩˧
đi sớm về khuya	di˧˥ʂɤm˩˧je˦˨xwiə˧˥
anh ách	an˧˥ak˦˥
trầm hà	ʈɤ̆m˦˨ha˦˨
thông hiểu	tʰoŋ͡m˧˥hiəw˧˩˨
cố tâm	ko˩˧tɤ̆m˧˥
điên điên	diəŋ˧˥diəŋ˧˥
ống tuýp	oŋ͡m˩˧twip˦˥
bằng tiện	băŋ˦˨tiəŋ˨ˀ˩ʔ
tăng giảm	tăŋ˧˥jam˧˩˨
khất	xɤ̆k˦˥
gọi chút	ɣɔj˨ˀ˩ʔcuk͡p˦˥
chủ nghĩa duy tâm	cu˧˩˨ŋiə˧˩˨jwi˧˥tɤ̆m˧˥
như pháo tịt ngòi	ɲɯ˧˥faw˩˧tit˨ˀ˩ʔŋɔj˦˨
trượt	ʈɯək˨ˀ˩ʔ
nhậm chức	ɲɤ̆m˨ˀ˩ʔcɯk˦˥
bạn	baŋ˨ˀ˩ʔ
cái giấm	kaj˩˧jɤ̆m˩˧
hoá ra	hwa˩˧ʐa˧˥
cộng đồng	koŋ͡m˨ˀ˩ʔdoŋ͡m˦˨
ngay lành	ŋăj˧˥lan˦˨
sín chéng	ʂin˩˧cɛŋ˩˧
bổ huyết	bo˧˩˨hwiək˦˥
đa thức	da˧˥tʰɯk˦˥
ăn phân	ăŋ˧˥fɤ̆ŋ˧˥
châu thới	cɤ̆w˧˥tʰɤj˩˧
nội hóa	noj˨ˀ˩ʔhwa˩˧
nhập nội	ɲɤ̆p˨ˀ˩ʔnoj˨ˀ˩ʔ
sen đầm	ʂɛŋ˧˥dɤ̆m˦˨
đầu rau	dɤ̆w˦˨ʐăw˧˥
lí luận	li˩˧lwɤ̆ŋ˨ˀ˩ʔ
trăng đến rằm trăng tròn	ʈăŋ˧˥den˩˧ʐăm˦˨ʈăŋ˧˥ʈɔŋ͡m˦˨
đại lý	daj˨ˀ˩ʔli˩˧
dợm	jɤm˨ˀ˩ʔ
chưa khỏi rên đã quên thầy	cɯə˧˥xɔj˧˩˨ʐen˧˥da˧˩˨wen˧˥tʰɤ̆j˦˨
ước sao được vậy	ɯək˦˥ʂaw˧˥dɯək˨ˀ˩ʔjɤ̆j˨ˀ˩ʔ
thầy giáo	tʰɤ̆j˦˨jaw˩˧
thu tà	tʰu˧˥ta˦˨
ngồi mát ăn bát đầy	ŋoj˦˨mak˦˥ăŋ˧˥bak˦˥dɤ̆j˦˨
đo góc	dɔ˧˥ɣɔk͡p˦˥
giật nẩy	jɤ̆k˨ˀ˩ʔnɤ̆j˧˩˨
ngựa	ŋɯə˨ˀ˩ʔ
cũng thế	kuŋ͡m˧˩˨tʰe˩˧
ăn như hộ pháp cắn trắt	ăŋ˧˥ɲɯ˧˥ho˨ˀ˩ʔfap˦˥kăŋ˩˧ʈăk˦˥
cất vó	kɤ̆k˦˥jɔ˩˧
nhận vờ	ɲɤ̆ŋ˨ˀ˩ʔjɤ˦˨
ngoan ngạnh	ŋwaŋ˧˥ŋan˨ˀ˩ʔ
bùi bằng đoàn	buj˦˨băŋ˦˨dwaŋ˦˨
cha cầm khoán con bẻ măng	ca˧˥kɤ̆m˦˨xwaŋ˩˧kɔŋ͡m˧˥bɛ˧˩˨măŋ˧˥
vày cầu	jăj˦˨kɤ̆w˦˨
rào rào	ʐaw˦˨ʐaw˦˨
tân hải	tɤ̆ŋ˧˥haj˧˩˨
chui lọt	cuj˧˥lɔk͡p˨ˀ˩ʔ
ba thành	ba˧˥tʰan˦˨
rõ rành	ʐɔ˧˩˨ʐan˦˨
nếm đòn	nem˩˧dɔŋ͡m˦˨
cửu khiếu	kɯw˧˩˨xiəw˩˧
kẻ cả thì ngả mặt lên	kɛ˧˩˨ka˧˩˨tʰi˦˨ŋa˧˩˨măk˨ˀ˩ʔlen˧˥
khấm khá	xɤ̆m˩˧xa˩˧
nhà chồng	ɲa˦˨coŋ͡m˦˨
tự nhiễm khuẩn	tɯ˨ˀ˩ʔɲiəm˧˩˨xwɤ̆ŋ˧˩˨
nóng	nɔŋ͡m˩˧
đồng cấp	doŋ͡m˦˨kɤ̆p˦˥
loe xoe	lwe˧˥swe˧˥
cức bì	kɯk˦˥bi˦˨
lấp	lɤ̆p˦˥
thú vui	tʰu˩˧juj˧˥
ngâm nga	ŋɤ̆m˧˥ŋa˧˥
hơi độc	hɤj˧˥dok͡p˨ˀ˩ʔ
đối phương	doj˩˧fɯəŋ˧˥
những ai	ɲɯŋ˧˩˨aj˧˥
đi không lại về không	di˧˥xoŋ͡m˧˥laj˨ˀ˩ʔje˦˨xoŋ͡m˧˥
biệt vô âm tín	biək˨ˀ˩ʔjo˧˥ɤ̆m˧˥tin˩˧
khăn choàng	xăŋ˧˥cwaŋ˦˨
di dưỡng tính tình	ji˧˥jɯəŋ˧˩˨tin˩˧tin˦˨
lên nước	len˧˥nɯək˦˥
chiêu đề	ciəw˧˥de˦˨
đẻ trứng	dɛ˧˩˨ʈɯŋ˩˧
bờ rào	bɤ˦˨ʐaw˦˨
cao phong	kaw˧˥fɔŋ͡m˧˥
xem lại	sɛm˧˥laj˨ˀ˩ʔ
tích góp	tit˦˥ɣɔp˦˥
can dự	kaŋ˧˥jɯ˨ˀ˩ʔ
tia phóng xạ	tiə˧˥fɔŋ͡m˩˧sa˨ˀ˩ʔ
mũ phở	mu˧˩˨fɤ˧˩˨
vách ngăn	jak˦˥ŋăŋ˧˥
phản ứng thế	faŋ˧˩˨ɯŋ˩˧tʰe˩˧
chồi	coj˦˨
vền vên	jen˦˨jen˧˥
trầm luân	ʈɤ̆m˦˨lwɤ̆ŋ˧˥
thạnh thới thuận	tʰan˨ˀ˩ʔtʰɤj˩˧tʰwɤ̆ŋ˨ˀ˩ʔ
ậm ừ	ɤ̆m˨ˀ˩ʔɯ˦˨
to đùng	tɔ˧˥duŋ͡m˦˨
đoạn đầu máy	dwaŋ˨ˀ˩ʔdɤ̆w˦˨măj˩˧
xuể	swe˧˩˨
nền	nen˦˨
cộng hoà hoá	koŋ͡m˨ˀ˩ʔhwa˦˨hwa˩˧
cua	kuə˧˥
sẵn tay	ʂăŋ˧˩˨tăj˧˥
thời thượng	tʰɤj˦˨tʰɯəŋ˨ˀ˩ʔ
thới an hội	tʰɤj˩˧aŋ˧˥hoj˨ˀ˩ʔ
sấm sét	ʂɤ̆m˩˧ʂɛk˦˥
thượng công	tʰɯəŋ˨ˀ˩ʔkoŋ͡m˧˥
đa phương	da˧˥fɯəŋ˧˥
hờn duyên	hɤŋ˦˨jwiəŋ˧˥
hiện tượng học	hiəŋ˨ˀ˩ʔtɯəŋ˨ˀ˩ʔhɔk͡p˨ˀ˩ʔ
nhu hoà	ɲu˧˥hwa˦˨
gạch	ɣak˨ˀ˩ʔ
giới chức	jɤj˩˧cɯk˦˥
tháo vát	tʰaw˩˧jak˦˥
mình ở lỗ, cổ đeo hoa	min˦˨ɤ˧˩˨lo˧˩˨ko˧˩˨deo˧˥hwa˧˥
xe ben	sɛ˧˥bɛŋ˧˥
thi thánh	tʰi˧˥tʰan˩˧
xuôi tai	suəj˧˥taj˧˥
đứng đường	dɯŋ˩˧dɯəŋ˦˨
hoang tàng	hwaŋ˧˥taŋ˦˨
nhựa két	ɲɯə˨ˀ˩ʔkɛk˦˥
chất thực	cɤ̆k˦˥tʰɯk˨ˀ˩ʔ
thiều quang	tʰiəw˦˨waŋ˧˥
mạn thượng	maŋ˨ˀ˩ʔtʰɯəŋ˨ˀ˩ʔ
từng lớp	tɯŋ˦˨lɤp˦˥
bánh ú tro	ban˩˧u˩˧ʈɔ˧˥
ủ rũ	u˧˩˨ʐu˧˩˨
đạn lõm	daŋ˨ˀ˩ʔlɔm˧˩˨
cần vọt	kɤ̆ŋ˦˨jɔk͡p˨ˀ˩ʔ
kìm cộng lực	kim˦˨koŋ͡m˨ˀ˩ʔlɯk˨ˀ˩ʔ
xương sườn	sɯəŋ˧˥ʂɯəŋ˦˨
chênh chỏng	cen˧˥cɔŋ͡m˧˩˨
đá dăm	da˩˧jăm˧˥
bố tử	bo˩˧tɯ˧˩˨
thời cục	tʰɤj˦˨kuk͡p˨ˀ˩ʔ
cửa cạn	kɯə˧˩˨kaŋ˨ˀ˩ʔ
ôn tuyền	oŋ͡m˧˥twiəŋ˦˨
chính thống giáo	cin˩˧tʰoŋ͡m˩˧jaw˩˧
đĩa mềm	diə˧˩˨mem˦˨
làm cỗ sẵn cho người ăn	lam˦˨ko˧˩˨ʂăŋ˧˩˨cɔ˧˥ŋɯəj˦˨ăŋ˧˥
cao đàm	kaw˧˥dam˦˨
chó cùng cắn giậu	cɔ˩˧kuŋ͡m˦˨kăŋ˩˧jɤ̆w˨ˀ˩ʔ
phẩm	fɤ̆m˧˩˨
góc bẹt	ɣɔk͡p˦˥bɛk˨ˀ˩ʔ
bát mồ hôi đổi bát cơm	bak˦˥mo˦˨hoj˧˥doj˧˩˨bak˦˥kɤm˧˥
như trở bàn tay	ɲɯ˧˥ʈɤ˧˩˨baŋ˦˨tăj˧˥
vụ việc	ju˨ˀ˩ʔjiək˨ˀ˩ʔ
ngậm cười	ŋɤ̆m˨ˀ˩ʔkɯəj˦˨
ba-ta	ba˧˥-ta˧˥
kín trên bền dưới	kin˩˧ʈen˧˥ben˦˨jɯəj˩˧
chết người	cet˦˥ŋɯəj˦˨
lộn lạo	loŋ͡m˨ˀ˩ʔlaw˨ˀ˩ʔ
thiên biến vạn hoá	tʰiəŋ˧˥biəŋ˩˧jaŋ˨ˀ˩ʔhwa˩˧
vi thành	ji˧˥tʰan˦˨
bán non	baŋ˩˧nɔŋ͡m˧˥
đường sông	dɯəŋ˦˨ʂoŋ͡m˧˥
