麶	tʰi⁴⁴
梨園戲	le²⁴⁻²²hŋ̍²⁴⁻²²hi²¹
行會	haŋ²⁴⁻²²hue²²
芥辣	kaɪ²¹⁻⁵³luaʔ⁴
少數	ɕio⁵³⁻⁴⁴sɔ²¹
查點	t͡sa²⁴⁻²²tiam⁵³
魍魎	bɔŋ⁵³⁻⁴⁴liɔŋ⁵³
陸豐	liɔk̚⁴⁻³²hɔŋ⁴⁴
日本	lit̚⁴⁻³²pun⁵³
彈	tuã²²
常規	ɕiɔŋ²⁴⁻²²kui⁴⁴
呼救	hɔ⁴⁴⁻²²kiu²¹
蜀	ɕiɔk̚⁴
悖	pue²²
更替	kĩ⁴⁴⁻²²tʰueʔ³²
謄寫	tiɪŋ²⁴⁻²²ɕia⁵³
土家族	tʰɔ⁵³⁻⁴⁴ka⁴⁴⁻²²t͡sɔk̚⁴
換新	uã²²⁻²¹ɕin⁴⁴
賦	hu²¹
面對	biɛn²²⁻²¹tui²¹
歧視	ki²⁴⁻²²ɕi²²
感	kam⁵³
工時	kaŋ⁴⁴⁻²²ɕi²⁴
破戒	pʰua²¹⁻⁵³kaɪ²¹
粗瓷	t͡sʰɔ⁴⁴⁻²²hui²⁴
兒科	li²⁴⁻²²kʰo⁴⁴
略微	liɔk̚⁴⁻³²bi²⁴
放哨	paŋ²¹⁻⁵³saʊ²¹
入味	lip̚⁴⁻³²bi²²
娘子軍	niũ²⁴⁻²²t͡su⁵³⁻⁴⁴kun⁴⁴
孤立	kɔ⁴⁴⁻²²lip̚⁴
保胎	po⁵³⁻⁴⁴tʰaɪ⁴⁴
胃液	ui²²⁻²¹iɪk̚⁴
整	t͡ɕiɪŋ⁵³
組別	t͡sɔ⁵³⁻⁴⁴piɛt̚⁴
私奇錢	saɪ⁴⁴⁻²²kʰa⁴⁴⁻²²t͡ɕĩ²⁴
無煙	bo²⁴⁻²²iɛn⁴⁴
通往	tʰɔŋ⁴⁴⁻²²ɔŋ⁵³
肚量	tɔ²²⁻²¹liaŋ²²
魚肉	hi²⁴⁻²²baʔ³²
語氣	ɡu⁵³⁻⁴⁴kʰi²¹
操勞	t͡sʰaʊ⁴⁴⁻²²lo²⁴
狡	kaʊ⁵³
參閱	t͡sʰam⁴⁴⁻²²iɛt̚⁴
食飯	t͡ɕiaʔ⁴⁻²¹pŋ̍²²
軍機	kun⁴⁴⁻²²ki⁴⁴
瑪加伯	mã⁵³⁻⁴⁴ka⁴⁴⁻²²piɪk̚³²
劣	luat̚⁴
期考	ki²⁴⁻²²kʰo⁵³
壢	liɪk̚⁴
粗重工課	t͡sʰɔ⁴⁴⁻²²taŋ²²⁻²¹kʰaŋ⁴⁴⁻²²kʰe²¹
說客	sue²¹⁻⁵³kʰeʔ³²
婿	saɪ²¹
發源	huat̚³²⁻⁴ɡuan²⁴
躍	iaʊ²²
頂幫	tiɪŋ⁵³⁻⁴⁴paŋ⁴⁴
蟋蟀草	ɕiɪk̚³²⁻⁴sut̚³²⁻⁴t͡sʰaʊ⁵³
同僚	tɔŋ²⁴⁻²²liaʊ²⁴
當初	tŋ̍⁴⁴⁻²²t͡sʰue⁴⁴
農活	lɔŋ²⁴⁻²²huat̚⁴
裁員	t͡sʰaɪ²⁴⁻²²uan²⁴
胡說	hɔ²⁴⁻²²suat̚³²
佬仔	laʊ⁵³⁻⁴⁴a⁵³
頭號	tʰaʊ²⁴⁻²²ho²²
平定	piɪŋ²⁴⁻²²tiɪŋ²²
摀	ɔ⁵³
心潮	ɕim⁴⁴⁻²²tiaʊ²⁴
彼個	hit̚³²⁻⁴e²⁴
短波	te⁵³⁻⁴⁴pʰo⁴⁴
缺	kʰuat̚³²
診治	t͡ɕin⁵³⁻⁴⁴ti²²
失宜	ɕit̚³²⁻⁴ɡi²⁴
面皮	bin²²⁻²¹pʰe²⁴
火炬	he⁵³⁻⁴⁴ku²²
蚣	kɔŋ⁴⁴
電視	tiɛn²²⁻²¹ɕi²²
安靜	an⁴⁴⁻²²t͡ɕiɪŋ²²
平歲	pĩ²⁴⁻²²he²¹
蒙古語	bɔŋ²⁴⁻²²kɔ⁵³⁻⁴⁴ɡu⁵³
田溝	t͡sʰan²⁴⁻²²kaʊ⁴⁴
後	aʊ²²
候	hɔ²²
風衣	hɔŋ⁴⁴⁻²²i⁴⁴
斷水	tuan²²⁻²¹t͡sui⁵³
唯物	ui²⁴⁻²²but̚⁴
尖石	t͡ɕiam⁴⁴⁻²²t͡ɕioʔ⁴
悅耳	iɛt̚⁴⁻³²nĩ⁵³
上鏡	t͡ɕiũ²²⁻²¹kiã²¹
哉	t͡saɪ²¹
閣活	koʔ³²⁻⁵³uaʔ⁴
切實	t͡ɕʰiɛt̚³²⁻⁴ɕit̚⁴
臺幣	taɪ²⁴⁻²²pe²¹
有身人	u²²⁻²¹ɕin⁴⁴⁻²²laŋ²⁴
奉告	hɔŋ²²⁻²¹ko²¹
精力	t͡ɕiɪŋ⁴⁴⁻²²lat̚⁴
布加勒斯特	pɔ²¹⁻⁵³ka⁴⁴⁻²²liɪk̚⁴⁻³²su⁴⁴⁻²²tiɪk̚⁴
睪	iɪk̚⁴
大義	taɪ²²⁻²¹ɡi²²
紊	bun²²
視覺	ɕi²²⁻²¹kak̚³²
銅	taŋ²⁴
原文	ɡuan²⁴⁻²²bun²⁴
摽笑	pio⁴⁴⁻²²t͡ɕʰio²¹
登高	tiɪŋ⁴⁴⁻²²ko⁴⁴
半月日	puã²¹⁻⁵³ɡeʔ⁴⁻²¹lit̚⁴
筆窒	pit̚³²⁻⁴tʰat̚³²
教區	kaʊ²¹⁻⁵³kʰu⁴⁴
補發	pɔ⁵³⁻⁴⁴huat̚³²
往年	iɪŋ⁵³⁻⁴⁴nĩ²⁴
白馬	peʔ⁴⁻²¹be⁵³
風龜	hɔŋ⁴⁴⁻²²ku⁴⁴
粿	ke⁵³
錠	tiã²¹
當中	tɔŋ⁴⁴⁻²²tiɔŋ⁴⁴
踢球	tʰat̚³²⁻⁴kiu²⁴
麩	hu⁴⁴
扁舟	pʰiɛn⁴⁴⁻²²t͡ɕiu⁴⁴
大油	tua²²⁻²¹iu²⁴
疾苦	t͡ɕiɪk̚⁴⁻³²kʰɔ⁵³
鬆氣	sɔŋ⁴⁴⁻²²kʰi²¹
微細	bi²⁴⁻²²se²¹
惡有惡報	ɔk̚³²⁻⁴iu⁵³⁻⁴⁴ɔk̚³²⁻⁴po²¹
加快	ka⁴⁴⁻²²kʰuai²¹
泌腺	pi²¹⁻⁵³san²¹
變面	pĩ²¹⁻⁵³bin²²
底牌	tue⁵³⁻⁴⁴paɪ²⁴
瘋	hɔŋ⁴⁴
登出	tiɪŋ⁴⁴⁻²²t͡sʰut̚³²
渤	put̚⁴
單身	tan⁴⁴⁻²²ɕin⁴⁴
火勢	hue⁵³⁻⁴⁴ɕi²¹
厚薰吹	kaʊ²²⁻²¹hun⁴⁴⁻²²t͡sʰe⁴⁴
強強	kiaŋ²⁴⁻²²kiaŋ²⁴
談論	tam²⁴⁻²²lun²²
陰涼	im⁴⁴⁻²²liaŋ²⁴
逝世	se²²⁻²¹se²¹
字骨	li²²⁻²¹kut̚³²
色盲	ɕiɪk̚³²⁻⁴bɔŋ²⁴
伙	he⁵³
世代	se²¹⁻⁵³taɪ²²
身勢	ɕin⁴⁴⁻²²se²¹
文辭	bun²⁴⁻²²su²⁴
礩	t͡ɕit̚³²
噲	kue²²
水虼蚻	t͡sui⁵³⁻⁴⁴ka⁴⁴⁻²²t͡suaʔ⁴
遍體鱗傷	pʰiɛn²¹⁻⁵³tʰe⁵³⁻⁴⁴lin²⁴⁻²²ɕiɔŋ⁴⁴
頓印	tŋ̍²¹⁻⁵³in²¹
實歲	ɕit̚⁴⁻³²he²¹
文昌	bun²⁴⁻²²t͡ɕʰiɔŋ⁴⁴
松明	sɔŋ⁴⁴⁻²²biɪŋ²⁴
鵡	bu⁵³
起歹面	kʰi⁵³⁻⁴⁴pʰãɪ⁵³⁻⁴⁴bin²²
菜苗	t͡sʰaɪ²¹⁻⁵³biaʊ²⁴
字樣	li²²⁻²¹iũ²²
童年	tɔŋ²⁴⁻²²liɛn²⁴
舌	ɕiɛt̚⁴
老子	laʊ⁵³⁻⁴⁴t͡su⁵³
薄荷	poʔ⁴⁻²¹ho²⁴
泥鰍	nĩ²⁴⁻²²t͡ɕʰiu⁴⁴
硼酸	pʰiɪŋ²⁴⁻²²sŋ̍⁴⁴
誇	kʰua⁴⁴
終究	t͡ɕiɔŋ⁴⁴⁻²²kiu²¹
充	t͡ɕʰiɔŋ⁴⁴
籌款	tiu²⁴⁻²²kʰuan⁵³
為害	ui²⁴⁻²²haɪ²²
徛	ki²¹
短處	te⁵³⁻⁴⁴t͡sʰu²¹
裱褙	pio⁵³⁻⁴⁴pe²¹
概論	kʰaɪ²¹⁻⁵³lun²²
傷者	ɕiɔŋ⁴⁴⁻²²t͡ɕia⁵³
散裝	san²¹⁻⁵³t͡sɔŋ⁴⁴
麻吉	mã²¹⁻⁵³t͡ɕiʔ³²
野鳥	ia⁵³⁻⁴⁴t͡ɕiaʊ⁵³
啉湯	lim⁴⁴⁻²²tʰŋ̍⁴⁴
火龍火馬	he⁵³⁻⁴⁴liɪŋ²⁴he⁵³⁻⁴⁴be⁵³
聳勢	saŋ⁵³⁻⁴⁴se²¹
天堂	tʰĩ⁴⁴⁻²²tŋ̍²⁴
變種	piɛn²¹⁻⁵³t͡ɕiɪŋ⁵³
車手	t͡ɕʰia⁴⁴⁻²²t͡ɕʰiu⁵³
提多書	tʰe²⁴⁻²²to⁴⁴⁻²²su⁴⁴
配對	pʰue²¹⁻⁵³tui²¹
戇神	ɡɔŋ²²⁻²¹ɕin⁴⁴
元寶	ɡuan²⁴⁻²²po⁵³
淡水河	tam²²⁻²¹t͡sui⁵³⁻⁴⁴ho²⁴
涼血	liaŋ²⁴⁻²²huiʔ³²
捋	luaʔ³²
密探	bit̚⁴⁻³²tʰam²¹
牽連	kʰan⁴⁴⁻²²liɛn²⁴
嘲	tiaʊ²⁴
掩	ŋ̍⁴⁴
火輪車	he⁵³⁻⁴⁴lun²⁴⁻²²t͡ɕʰia⁴⁴
泄	ɕiɛt̚³²
上稅	ɕiɔŋ²²⁻²¹se²¹
業經	ɡiap̚⁴⁻³²kiɪŋ⁴⁴
肚	tɔ²²
除免	tu²⁴⁻²²biɛn⁵³
樹奶印	t͡ɕʰiũ²²⁻²¹nĩ⁴⁴⁻²²in²¹
照耀	t͡ɕiaʊ²¹⁻⁵³iaʊ²²
鬥牛	tɔ²¹⁻⁵³ɡu²⁴
電死	tiɛn²²⁻²¹ɕi⁵³
培	pe²⁴
年號	nĩ²⁴⁻²²ko²²
滿腔	buan⁵³⁻⁴⁴kʰiɔŋ⁴⁴
使命感	su²¹⁻⁵³biɪŋ²²⁻²¹kam⁵³
營養學	iɪŋ²⁴⁻²²iɔŋ⁵³⁻⁴⁴hak̚⁴
自備	t͡su²²⁻²¹pi²²
雲層	hun²⁴⁻²²t͡san²⁴
遣散	kʰiɛn⁵³⁻⁴⁴san²¹
汗	kuã²²
儉約	kʰiam²²⁻²¹iɔk̚³²
庄跤	t͡sŋ̍⁴⁴⁻²²kʰa⁴⁴
臺車	taɪ²⁴⁻²²t͡ɕʰia⁴⁴
低潮	ke²²⁻²¹tiaʊ²⁴
無菌	bo²⁴⁻²²kʰun⁵³
駢	piɛn²⁴
屢	lu⁵³
暴雨	po²²⁻²¹u⁵³
考核	kʰo⁵³⁻⁴⁴hut̚⁴
澈	tʰeʔ³²
後果	hɔ²²⁻²¹ko⁵³
磚角瓦杮	t͡sŋ̍⁴⁴⁻²²kak̚³²⁻⁴hia²²⁻²¹pʰe²¹
得勝	tit̚³²⁻⁴ɕiɪŋ²¹
恐驚	kʰiɔŋ⁵³⁻⁴⁴kiã⁴⁴
空軍	kʰɔŋ⁴⁴⁻²²kun⁴⁴
呼機	kʰɔ⁴⁴⁻²²ki⁴⁴
芳香療法	hɔŋ⁴⁴⁻²²hiɔŋ⁴⁴⁻²²liaʊ²⁴⁻²²huat̚³²
近代史	kun²²⁻²¹taɪ²²⁻²¹su⁵³
民眾	bin²⁴⁻²²t͡ɕiɔŋ²¹
淋病	lim²⁴⁻²²pĩ²²
姑且	kɔ⁴⁴⁻²²t͡ɕʰiã⁵³
會戰	hue²²⁻²¹t͡ɕiɛn²¹
無影	bo²⁴⁻²²iã⁵³
苦氣	kʰɔ⁵³⁻⁴⁴kʰi²¹
哉	t͡saɪ⁴⁴
凸額	tʰut̚⁴⁻³²hiaʔ⁴
訂購	tiɪŋ²²⁻²¹kɔ²¹
後者	hio²²⁻²¹t͡ɕia⁵³
熱浪	liɛt̚⁴⁻³²lɔŋ²²
刺	t͡ɕʰi²¹
復源	hɔk̚⁴⁻³²ɡuan²⁴
腑	hu⁵³
齊整	t͡se²⁴⁻²²t͡ɕiɪŋ⁵³
軍械	kun⁴⁴⁻²²haɪ²²
冊封	t͡ɕʰiɪk̚³²⁻⁴hɔŋ⁴⁴
拓塗機	tʰuʔ³²⁻⁵³tʰɔ²⁴⁻²²ki⁴⁴
喜事	hi⁵³⁻⁴⁴su²²
卸貨	ɕia²¹⁻⁵³he²¹
用戶	iɪŋ²²⁻²¹hɔ²²
勞軍	lo²⁴⁻²²kun⁴⁴
於	ɔ⁴⁴
撞	tɔŋ²²
曠	kʰɔŋ²¹
電氣	tiɛn²²⁻²¹kʰi²¹
氏族	ɕi²²⁻²¹t͡sɔk̚⁴
閣揆	koʔ³²⁻⁵³kui²⁴
盞	t͡suã⁵³
雞角	kue⁴⁴⁻²²kak̚³²
瞭	liaʊ⁵³
溢	iɪk̚³²
司令	su⁴⁴⁻²²liɪŋ²²
箭	t͡ɕĩ²¹
儃	ɕiɛn²⁴
脣	sun²⁴
夜生活	ia²²⁻²¹ɕiɪŋ⁴⁴⁻²²uaʔ⁴
正取	t͡ɕiã²¹⁻⁵³t͡sʰu⁵³
高層	ko⁴⁴⁻²²t͡san²⁴
焦躁	t͡ɕiaʊ⁴⁴⁻²²t͡sʰo²¹
集結	t͡ɕip̚⁴⁻³²kiɛt̚³²
銬	kʰaʊ²¹
彷	hɔŋ⁵³
顯貴	hiɛn⁵³⁻⁴⁴kui²¹
輸	su⁴⁴
偏師	pʰiɛn⁴⁴⁻²²su⁴⁴
潤筆	lun²²⁻²¹pit̚³²
賣唱	mãɪ²²⁻²¹t͡ɕʰiɔŋ²¹
皚	ɡaɪ²⁴
相距	ɕiɔŋ⁴⁴⁻²²ku²²
小飛揚	ɕio⁵³⁻⁴⁴hui⁴⁴⁻²²iɔŋ²⁴
柴尪仔	t͡sʰa²⁴⁻²²aŋ⁴⁴⁻²²a⁵³
火把	he⁵³⁻⁴⁴pe⁵³
沉穩	tim²⁴⁻²²un⁵³
石磨	t͡ɕioʔ⁴⁻²¹bua²⁴
湧	iɔŋ⁵³
不時	put̚³²⁻⁴ɕi²⁴
寒冬	kuã²⁴⁻²²taŋ⁴⁴
喊	ham⁵³
東柏林	taŋ⁴⁴⁻²²peʔ³²⁻⁵³lim²⁴
利弊	li²²⁻²¹pe²¹
哈薩克族	haʔ³²⁻⁵³sat̚³²⁻⁴kʰiɪk̚³²⁻⁴t͡sɔk̚⁴
專用	t͡suan⁴⁴⁻²²iɔŋ²²
低劣	te⁴⁴⁻²²luat̚⁴
點穴	tiam⁵³⁻⁴⁴hiɛt̚⁴
依次	i⁴⁴⁻²²t͡sʰu²¹
罕	han⁵³
垂危	sui²⁴⁻²²ɡui²⁴
明淨	biɪŋ²⁴⁻²²t͡ɕiɪŋ²²
深長	t͡ɕʰim⁴⁴⁻²²tŋ̍²⁴
終止	tiɔŋ⁴⁴⁻²²t͡ɕi⁵³
夜學	ia²²⁻²¹oʔ⁴
時空	ɕi²⁴⁻²²kʰɔŋ⁴⁴
性狀	ɕiɪŋ²¹⁻⁵³t͡sɔŋ²²
㾪長	san⁵³⁻⁴⁴tŋ̍²⁴
相簿	ɕiɔŋ²¹⁻⁵³pʰɔ²²
美髮	bi⁵³⁻⁴⁴huat̚³²
跳格仔	tʰiaʊ²¹⁻⁵³keʔ³²⁻⁵³a⁵³
西方人	se⁴⁴⁻²²hɔŋ⁴⁴⁻²²laŋ²⁴
搜	so⁴⁴
老鼠症	niãʊ⁵³⁻⁴⁴t͡sʰu⁵³⁻⁴⁴t͡ɕiɪŋ²¹
櫟	lɔk̚⁴
褪光光	tʰŋ̍²¹⁻⁵³kŋ̍⁴⁴⁻²²kŋ̍⁴⁴
僭越	t͡ɕʰiam²¹⁻⁵³uat̚⁴
中研	tiɔŋ⁴⁴⁻²²ɡiɛn⁵³
儅	tɔŋ²¹
姨母	i²⁴⁻²²bu⁵³
壯族	t͡sɔŋ²¹⁻⁵³t͡sɔk̚⁴
殘暴	t͡san²⁴⁻²²po²²
暴發	po²²⁻²¹huat̚³²
愛戀	aɪ²¹⁻⁵³luan²⁴
寥寥無幾	liaʊ²⁴⁻²²liaʊ²⁴⁻²²bu²⁴⁻²²ki⁵³
當綴	tŋ̍⁴⁴⁻²²te²¹
首映	ɕiu⁵³⁻⁴⁴iɪŋ²¹
包攬	paʊ⁴⁴⁻²²lam⁵³
阿兄	a⁴⁴⁻²²hiã⁴⁴
編成	pʰiɛn⁴⁴⁻²²ɕiɪŋ²⁴
聖赫勒拿	ɕiɪŋ²¹⁻⁵³hiɪk̚³²⁻⁴liɪk̚⁴⁻³²nã⁵³
匸	he²²
水口杯	sui⁵³⁻⁴⁴kʰaʊ⁵³⁻⁴⁴pue⁴⁴
法治	huat̚³²⁻⁴ti²²
安樂死	an⁴⁴⁻²²lɔk̚⁴⁻³²ɕi⁵³
就是	toʔ⁴⁻²¹ɕi²²
竅門	kʰiaʊ²¹⁻⁵³mŋ̍²⁴
潮	tio²⁴
渲染	suan⁴⁴⁻²²liam⁵³
軌道	kʰui⁵³⁻⁴⁴to²²
糖	tʰŋ̍²⁴
講道理	kɔŋ⁵³⁻⁴⁴to²²⁻²¹li⁵³
挖補	ua⁴⁴⁻²²pɔ⁵³
著陸	tiɔk̚⁴⁻³²liɔk̚⁴
質疑	t͡ɕit̚³²⁻⁴ɡi²⁴
電扇	tiɛn²²⁻²¹ɕĩ²¹
一目	it̚³²⁻⁴bɔk̚⁴
聖餐	ɕiɪŋ²¹⁻⁵³t͡sʰan⁴⁴
鯰魚	liam²⁴⁻²²hi²⁴
拘束	ku⁴⁴⁻²²sɔk̚³²
守軍	ɕiu⁵³⁻⁴⁴kun⁴⁴
舞會	bu⁵³⁻⁴⁴hue²²
鬥相共	taʊ²¹⁻⁵³sã⁴⁴⁻²²kaŋ²²
前世	t͡ɕiɪŋ²⁴⁻²²ɕi²¹
俯視	hu⁵³⁻⁴⁴ɕi²²
對半折	tui²¹⁻⁵³puã²¹⁻⁵³t͡ɕiɛt̚³²
巧	kʰiaʊ⁵³
議和	ɡi²²⁻²¹ho²⁴
迎	ŋiã²⁴
二十	li²²⁻²¹t͡sap̚⁴
公立	kɔŋ⁴⁴⁻²²lip̚⁴
阿富汗	a⁴⁴⁻²²hu²¹⁻⁵³han²²
姓名	ɕiɪŋ²¹⁻⁵³biɪŋ²⁴
包	paʊ⁴⁴
轄區	hat̚³²⁻⁴kʰu⁴⁴
擾	la²²
馱	to²⁴
姨丈	i²⁴⁻²²tiũ²²
羊毛	iũ²⁴⁻²²mŋ̍²⁴
迪斯科	tiɪk̚⁴⁻³²su⁴⁴⁻²²kʰo⁴⁴
磨	mɔ̃²⁴
莖	hiɪŋ²⁴
呻	ɕin⁴⁴
消腫	ɕiaʊ⁴⁴⁻²²t͡ɕiɪŋ⁵³
冰糕	piɪŋ⁴⁴⁻²²ko⁴⁴
土堆	tʰɔ²⁴⁻²²tui⁴⁴
未曾	bi²²⁻²¹t͡ɕiɪŋ²⁴
華美	hua²⁴⁻²²bi⁵³
急性	kip̚³²⁻⁴ɕiɪŋ²¹
青峰雷	t͡ɕʰiɪŋ⁴⁴⁻²²hɔŋ⁴⁴⁻²²lui²⁴
激流	kiɪk̚³²⁻⁴liu²⁴
彩蛋	t͡sʰaɪ⁵³⁻⁴⁴tan²¹
小兒	ɕiaʊ⁵³⁻⁴⁴li²⁴
開幕式	kʰaɪ⁴⁴⁻²²bɔ²²⁻²¹ɕiɪk̚³²
米粩	bi⁵³⁻⁴⁴laʊ⁵³
米糕糜	bi⁵³⁻⁴⁴ko⁴⁴⁻²²be²⁴
回	he²⁴
考取	kʰo⁵³⁻⁴⁴t͡sʰu⁵³
葫蘆	hɔ²⁴⁻²²lɔ²⁴
蟯弄	ŋiãʊ⁴⁴⁻²²laŋ²²
生產力	ɕiɪŋ⁴⁴⁻²²san⁵³⁻⁴⁴liɪk̚⁴
妾	t͡ɕʰiap̚³²
驚駭	kiɪŋ⁴⁴⁻²²haɪ²²
對得起	tui²¹⁻⁵³tiɪk̚³²⁻⁴kʰi⁵³
莆田	pʰɔ²⁴⁻²²t͡sʰan²⁴
鉤	kaʊ⁴⁴
僻	pʰiɪk̚³²
頻道	pin²⁴⁻²²to²²
如同	lu²⁴⁻²²tɔŋ²⁴
化學武器	hua²¹⁻⁵³hak̚⁴⁻³²bu⁵³⁻⁴⁴kʰi²¹
步輦	pɔ²²⁻²¹liɛn⁵³
胰臟	i²⁴⁻²²t͡sɔŋ²²
百發百中	piɪk̚³²⁻⁴huat̚³²piɪk̚³²⁻⁴tiɔŋ²¹
炮仔	pʰaʊ²¹⁻⁵³a⁵³
貿貨底	baʊ²²⁻²¹he²¹⁻⁵³tue⁵³
肥	pui²⁴
四	ɕi²¹
省級	ɕiɪŋ⁵³⁻⁴⁴kip̚³²
姦撟	kan²¹⁻⁵³kiaʊ²²
老漢	laʊ²²⁻²¹han²¹
銀色	ɡun²⁴⁻²²ɕiɪk̚³²
暴動	pɔk̚⁴⁻³²tɔŋ²²
鬱悶	ut̚³²⁻⁴bun²²
賣萌	bue²²⁻²¹biɪŋ²⁴
節	t͡sueʔ³²
排班	paɪ²⁴⁻²²pan⁴⁴
絆	puan²¹
閒事	iɪŋ²⁴⁻²²su²²
奅	pʰã²²
摠	t͡saŋ⁵³
疏	sue⁴⁴
幼毛	iu²¹⁻⁵³mŋ̍²⁴
激情	kiɪk̚³²⁻⁴t͡ɕiɪŋ²⁴
揭手	ɡiaʔ⁴⁻²¹t͡ɕʰiu⁵³
大四	taɪ²²⁻²¹ɕi²¹
孵	hu⁴⁴
老	laʊ⁵³
極	kiɪk̚⁴
驛	iaʔ⁴
送葬	saŋ²¹⁻⁵³t͡sɔŋ²¹
起身	kʰi⁵³⁻⁴⁴ɕin⁴⁴
閱卷	uat̚⁴⁻³²kŋ̍²¹
黔	kʰiam²⁴
職員	t͡ɕit̚³²⁻⁴uan²⁴
罩	ta²¹
囤積	tʰun⁵³⁻⁴⁴t͡ɕiɪk̚³²
發電	huat̚³²⁻⁴tiɛn²²
歌手	kua⁴⁴⁻²²t͡ɕʰiu⁵³
膳	ɕiɛn²²
秋波	t͡ɕʰiu⁴⁴⁻²²pʰo⁴⁴
敢有	kam⁵³⁻⁴⁴u²²
豬灶	ti⁴⁴⁻²²t͡saʊ²¹
內奸	laɪ²²⁻²¹kan⁴⁴
寒	han²⁴
同盟國	tɔŋ²⁴⁻²²biɪŋ²⁴⁻²²kɔk̚³²
補血	pɔ⁵³⁻⁴⁴huiʔ³²
至善	t͡ɕi²¹⁻⁵³ɕiɛn²²
以弗所書	i⁵³⁻⁴⁴hut̚³²⁻⁴sɔ⁵³⁻⁴⁴su⁴⁴
約伯記	iɔk̚³²⁻⁴piɪk̚³²⁻⁴ki²¹
雅觀	ŋã⁵³⁻⁴⁴kuan⁴⁴
奶粉	nĩ⁴⁴⁻²²hun⁵³
過細	ko²¹⁻⁵³se²¹
外位仔人	ɡua²²⁻²¹ui²²⁻²¹a⁵³⁻⁴⁴laŋ²⁴
清潔	t͡ɕʰiɪŋ⁴⁴⁻²²kiɛt̚³²
沃花	ak̚³²⁻⁴hue⁴⁴
倉頡	t͡sʰɔŋ⁴⁴⁻²²kʰiɛt̚³²
並肩	piɪŋ²²⁻²¹kiɛn⁴⁴
法眼	huat̚³²⁻⁴ɡan⁵³
裝扮	t͡sɔŋ⁴⁴⁻²²pan²²
壽板	ɕiu²²⁻²¹pan⁵³
拙笨	t͡suat̚³²⁻⁴pun²²
津梁	t͡ɕin⁴⁴⁻²²liɔŋ²⁴
徵用	t͡ɕiɪŋ⁴⁴⁻²²iɔŋ²²
演進	iɛn⁵³⁻⁴⁴t͡ɕin²¹
往日	ɔŋ⁵³⁻⁴⁴lit̚⁴
利刀	laɪ²²⁻²¹to⁴⁴
解	ue²²
店面	tiam²¹⁻⁵³bin²²
塞	ɕiɪk̚³²
民意	bin²⁴⁻²²i²¹
奔	pʰun⁴⁴
調戲	tiaʊ²⁴⁻²²hi²¹
狐獻	hɔ²⁴⁻²²hiɛn²¹
電爐	tiɛn²²⁻²¹lɔ²⁴
家口	ke⁴⁴⁻²²kʰaʊ⁵³
𠢕滾	ɡaʊ²⁴⁻²²kun⁵³
地盤	te²²⁻²¹puã²⁴
貢	kɔŋ²¹
久違	kiu⁵³⁻⁴⁴ui²⁴
冬瓜條	taŋ⁴⁴⁻²²kue⁴⁴⁻²²tiaʊ²⁴
見解	kiɛn²¹⁻⁵³kaɪ⁵³
帝爺	te²¹⁻⁵³ia²⁴
剛果	kaŋ⁴⁴⁻²²ko⁵³
和平崛起	ho²⁴⁻²²piɪŋ²⁴⁻²²kut̚⁴⁻³²kʰi⁵³
亞鉛絲	a⁴⁴⁻²²iɛn²⁴⁻²²ɕi⁴⁴
衣服	i⁴⁴⁻²²hɔk̚⁴
近因	kun²²⁻²¹in⁴⁴
拍損	pʰaʔ³²⁻⁵³sŋ̍⁵³
肌肉	ki⁴⁴⁻²²baʔ³²
運用	un²²⁻²¹iɔŋ²²
溫和	un⁴⁴⁻²²ho²⁴
福佬話	hɔk̚³²⁻⁴lo⁵³⁻⁴⁴ue²²
廣東話	kŋ̍⁵³⁻⁴⁴taŋ⁴⁴⁻²²ue²²
醜	t͡ɕʰiu⁵³
火熥	he⁵³⁻⁴⁴tʰaŋ⁴⁴
好運	ho⁵³⁻⁴⁴un²²
蔭影	im²¹⁻⁵³ŋ̍⁵³
趴	pʰa⁴⁴
格局	kiɪk̚³²⁻⁴kiɔk̚⁴
馞	put̚⁴
狂歡	kɔŋ²⁴⁻²²huan⁴⁴
承受	ɕiɪŋ²⁴⁻²²ɕiu²²
石花菜	t͡ɕioʔ⁴⁻²¹hue⁴⁴⁻²²t͡sʰaɪ²¹
辭世	ɕi²⁴⁻²²se²¹
問安	mŋ̍²²⁻²¹an⁴⁴
坦白	tʰan⁵³⁻⁴⁴piɪk̚⁴
反烏抑反白	piɪŋ⁵³⁻⁴⁴ɔ⁴⁴⁻²²aʔ³²⁻⁵³piɪŋ⁵³⁻⁴⁴peʔ⁴
躐等	liap̚⁴⁻³²tiɪŋ⁵³
烏子	ɔ⁴⁴⁻²²li⁵³
飲漿	am⁵³⁻⁴⁴t͡ɕiũ⁴⁴
屯	tun⁴⁴
文稿	bun²⁴⁻²²ko⁵³
配售	pʰue²¹⁻⁵³ɕiu²²
分析家	hun⁴⁴⁻²²ɕiɪk̚³²⁻⁴ka⁴⁴
傘	san²¹
錞	sun²⁴
謹	kin⁵³
改天	kaɪ⁵³⁻⁴⁴tʰiɛn⁴⁴
庇	pi²¹
放大鏡	hɔŋ²¹⁻⁵³tua²²⁻²¹kiã²¹
文字	bun²⁴⁻²²li²²
縴夫	kʰiɛn⁴⁴⁻²²hu⁴⁴
協商	hiap̚⁴⁻³²ɕiɔŋ⁴⁴
腹心	hɔk̚³²⁻⁴ɕim⁴⁴
