'COS	kˈəz
SYMPHONY	sˈɪmfəni
SYMPOSIUM	sɪmpˈəʊzɪəm
SYMPTOM	sˈɪmptəm
SYMPTOMS	sˈɪmptəmz
SYNC	sˈɪŋk
SYNDICATE(1)	sˈɪndɪkɪt
SYNDICATE(2)	sˈɪndɪkˌeɪt
SYNDICATION	sˌɪndɪkˈeɪʃən
SYNDROME	sˈɪndɹˌəʊm
SYNERGY	sˈɪnədʒi
SYNOD	sˈɪnəd
SYNONYMOUS	sɪnˈɒnɪməs
SYNOPSES	sɪnˈɒpsiːz
SYNOPSIS	sɪnˈɒpsɪs
SYNTACTIC	sˈɪntˌæktɪk
SYNTAX	sˈɪntˌæks
SYNTHESES	sˈɪnθɪsiːz
SYNTHESIS	sˈɪnθɪsɪs
SYNTHETIC	sɪnθˈɛtɪk
SYRACUSE	sˈɪɹəkjˌuːz
SYRIA	sˈɪɹɪə
SYRINGE	sɪɹˈɪndʒ
SYRUP	sˈɪɹəp
SYSTEM	sˈɪstəm
SYSTEMATIC	sˌɪstəmˈætɪk
SYSTEMATICALLY	sˌɪstəmˈætɪkli
SYSTEMS	sˈɪstəmz
T-SHIRT	tˈiːʃɜːt
T-SHIRTS	tˈiːʃɜːts
TA	tˈɑː
TAB	tˈæb
TABLE	tˈeɪbəl
TABLES	tˈeɪbəlz
TABLET	tˈæblɪt
TABLETS	tˈæblɪts
TABOO	təbˈuː
TABS	tˈæbz
TACIT	tˈæsɪt
TACK	tˈæk
TACKLE	tˈækəl
TACKY	tˈæki
TACT	tˈækt
TACTIC	tˈæktɪk
TACTICS	tˈæktɪks
TAG	tˈæg
TAGGED	tˈægd
TAGS	tˈægz
TAIL	tˈeɪl
TAILOR	tˈeɪlə
TAILS	tˈeɪlz
TAINT	tˈeɪnt
TAIWAN	taɪwˈɑːn
TAKE	tˈeɪk
TAKEN	tˈeɪkən
TAKEOVER	tˈeɪkˌəʊvə
TAKER	tˈeɪkə
TAKES	tˈeɪks
TAKING	tˈeɪkɪŋ
TALC	tˈælk
TALE	tˈeɪl
TALENT	tˈælənt
TALENTED	tˈæləntɪd
TALENTS	tˈælənts
TALES	tˈeɪlz
TALK	tˈɔːk
TALKED	tˈɔːkt
TALKING	tˈɔːkɪŋ
TALKS	tˈɔːks
TALL	tˈɔːl
TALLER	tˈɔːlə
TALLINN	tˈælɪn
TALLY	tˈæli
TAME	tˈeɪm
TAMIL	tˈæmɪl
TAMPA	tˈæmpə
TAN	tˈæn
TANG	tˈæŋ
TANGO	tˈæŋgəʊ
TANGY	tˈæŋi
TANK	tˈæŋk
TANKS	tˈæŋks
TANZANIA	tˌænzənˈɪə
TAP	tˈæp
TAPE	tˈeɪp
TAPED	tˈeɪpt
TAPER	tˈeɪpə
TAPES	tˈeɪps
TAPING	tˈeɪpɪŋ
TAR	tˈɑː
TARGET	tˈɑːgɪt
TARGETED	tˈɑːgɪtɪd
TARGETS	tˈɑːgɪts
TARIFF	tˈæɹɪf
TAROT	tˈæɹəʊ
TARPAULIN	tɑːpˈɔːlɪn
TART	tˈɑːt
TASK	tˈɑːsk
TASKS	tˈɑːsks
TASTE	tˈeɪst
TASTED	tˈeɪstɪd
TASTES	tˈeɪsts
TASTY	tˈeɪsti
TATE	tˈeɪt
TATTOO	tətˈuː
TAUGHT	tˈɔːt
TAUNT	tˈɔːnt
TAUT	tˈɔːt
TAVERN	tˈævən
TAX	tˈæks
TAXATION	tˌæksˈeɪʃən
TAXES	tˈæksɪz
TAXI	tˈæksi
TAXPAYER	tˈækspˌeɪə
TAYLOR	tˈeɪlə
TEA	tˈiː
TEACH	tˈiːtʃ
TEACHER	tˈiːtʃə
TEACHERS	tˈiːtʃəz
TEACHES	tˈiːtʃɪz
TEACHING	tˈiːtʃɪŋ
TEAK	tˈiːk
TEAL	tˈiːl
TEAM	tˈiːm
TEAMS	tˈiːmz
TEAPOT	tˈiːpˌɒt
TEAR(1)	tˈɪə
TEAR(2)	tˈɛə
TEARS(1)	tˈɪəz
TEARS(2)	tˈɛəz
TEAS	tˈiːz
TEASE	tˈiːz
TEAT	tˈiːt
TECH	tˈɛk
TECHNICAL	tˈɛknɪkəl
TECHNICALLY(1)	tˈɛknɪkli
TECHNICALLY(2)	tˈɛknɪkəli
TECHNICIAN	tɛknˈɪʃən
TECHNIQUE	tɛknˈiːk
TECHNIQUES	tɛknˈiːks
TECHNO	tˈɛknəʊ
TECHNOLOGICAL	tˌɛknəlˈɒdʒɪkəl
TECHNOLOGIES	tɛknˈɒlədʒiz
TECHNOLOGY	tɛknˈɒlədʒi
TED	tˈɛd
TEDDY	tˈɛdi
TEDIOUS	tˈiːdɪəs
TEE	tˈiː
TEEM	tˈiːm
TEEN	tˈiːn
TEENAGE	tˈiːnˌeɪdʒ
TEENAGER	tˈiːnˌeɪdʒə
TEENAGERS	tˈiːnˌeɪdʒəz
TEENS	tˈiːnz
TEES	tˈiːz
TEETH	tˈiːθ
TEIGNMOUTH	tˈɪnməθ
TELECOM	tˈɛlɪkɒm
TELECOMMUNICATION	tˌɛlɪkəmjuːnɪkˈeɪʃən
TELECOMMUNICATIONS	tˌɛlɪkəmjuːnɪkˈeɪʃənz
TELEGRAM	tˈɛlɪgɹˌæm
TELEGRAPH	tˈɛlɪgɹˌɑːf
TELEPHONE	tˈɛlɪfˌəʊn
TELEPHONY	tɪlˈɛfəni
TELESCOPE	tˈɛlɪskˌəʊp
TELETEXT	tˈɛlɪtˌɛkst
TELEVISION(1)	tˈɛlɪvˌɪʒən
TELEVISION(2)	tˌɛlɪvˈɪʒən
TELEVISIONS(1)	tˈɛlɪvˌɪʒənz
TELEVISIONS(2)	tˌɛlɪvˈɪʒənz
TELL	tˈɛl
TELLING	tˈɛlɪŋ
TELLS	tˈɛlz
TELLY	tˈɛli
TEMP	tˈɛmp
TEMPER	tˈɛmpə
TEMPERATURE(1)	tˈɛmpɹətʃə
TEMPERATURE(2)	tˈɛmpəɹətʃə
TEMPERATURES(1)	tˈɛmpɹətʃəz
TEMPERATURES(2)	tˈɛmpəɹətʃəz
TEMPLATE(1)	tˈɛmpleɪt
TEMPLATE(2)	tˈɛmplɪt
TEMPLATES(1)	tˈɛmpleɪts
TEMPLATES(2)	tˈɛmplɪts
TEMPLE	tˈɛmpəl
TEMPO	tˈɛmpəʊ
TEMPORAL	tˈɛmpəɹəl
TEMPORARILY	tˈɛmpɹəɹɪli
TEMPORARY(1)	tˈɛmpəɹəɹi
TEMPORARY(2)	tˈɛmpɹəɹi
TEMPT	tˈɛmpt
TEMPTATION	tɛmtˈeɪʃən
TEMPTED	tˈɛmptɪd
TEMPTING	tˈɛmptɪŋ
TEN	tˈɛn
TENANT	tˈɛnənt
TENANTS	tˈɛnənts
TEND	tˈɛnd
TENDED	tˈɛndɪd
TENDENCY	tˈɛndənsi
TENDER	tˈɛndə
TENDS	tˈɛndz
TENET(1)	tˈɛnɪt
TENET(2)	tˈiːnɪt
TENNER	tˈɛnə
TENNESSEE	tˌɛnəsˈiː
TENNIS	tˈɛnɪs
TENOR	tˈɛnə
TENS	tˈɛnz
TENSE	tˈɛns
TENSION	tˈɛnʃən
TENSIONS	tˈɛnʃənz
TENT	tˈɛnt
TENTERHOOKS	tˈɛntəhʊks
TENTH	tˈɛnθ
TENURE	tˈɛnjə
TEPID	tˈɛpɪd
TERESA(1)	təɹˈiːsə
TERESA(2)	təɹˈeɪsə
TERM	tˈɜːm
TERMINAL	tˈɜːmɪnəl
TERMINALS	tˈɜːmɪnəlz
TERMINATE	tˈɜːmɪnˌeɪt
TERMINATION	tˌɜːmɪnˈeɪʃən
TERMINOLOGY	tˌɜːmɪnˈɒlədʒi
TERMS	tˈɜːmz
TERN	tˈɜːn
TERRACE	tˈɛɹəs
TERRAIN	təɹˈeɪn
TERRIBLE	tˈɛɹɪbəl
TERRIBLY	tˈɛɹɪbli
TERRIER	tˈɛɹɪə
TERRIFIC	təɹˈɪfɪk
TERRIFIED	tˈɛɹɪfˌaɪd
TERRITORIAL	tˌɛɹɪtˈɔːɹɪəl
TERRITORIES	tˈɛɹɪtəɹiz
TERRITORY	tˈɛɹɪtəɹi
TERROR	tˈɛɹə
TERRORISM	tˈɛɹəɹˌɪzəm
TERRORIST	tˈɛɹəɹɪst
TERRORISTS	tˈɛɹəɹɪsts
TERRY	tˈɛɹi
TERSE	tˈɜːs
TESCO	tˈɛskəʊ
TEST	tˈɛst
TESTAMENT	tˈɛstəmənt
TESTED	tˈɛstɪd
TESTES	tˈɛstiːz
TESTICLE	tˈɛstɪkəl
TESTICLES	tˈɛstɪkəlz
TESTIFY	tˈɛstɪfˌaɪ
TESTIMONIALS	tˌɛstɪmˈəʊnɪəlz
TESTIMONY	tˈɛstɪməni
TESTING	tˈɛstɪŋ
TESTIS	tˈɛstɪs
TESTS	tˈɛsts
TEX-MEX	tˈɛksmˌɛks
TEXAS	tˈɛksəs
TEXT	tˈɛkst
TEXTBOOK	tˈɛkstbˌʊk
TEXTBOOKS	tˈɛkstbˌʊks
TEXTILE	tˈɛkstˌaɪl
TEXTILES	tˈɛkstˌaɪlz
TEXTS	tˈɛksts
TEXTURE	tˈɛkstʃə
THAI	tˈaɪ
THAILAND	tˈaɪlˌænd
THAMES	tˈɛmz
THAN(1)	ðən
THAN(2)	ðˈæn
THANK	θˈæŋk
THANKS	θˈæŋks
THANKSGIVING	θˈæŋksgˌɪvɪŋ
THANKYOU	θˈæŋkjuː
THAT(1)	ðət
THAT(2)	ðˈæt
THATCHER	θˈætʃə
THAW	θˈɔː
THE(1)	ðə
THE(2)	ði
THE(3)	ðˈiː
THEATER	θˈɪətə
THEATERS	θˈɪətəz
THEATRE	θˈɪətə
THEATRES	θˈɪətəz
THEE	ðˈiː
THEFT	θˈɛft
THEIR	ðˈɛə
THEIRS	ðˈɛəz
THEM(1)	ðəm
THEM(2)	ðˈɛm
THEME	θˈiːm
THEMES	θˈiːmz
THEMSELVES(1)	ðəmsˈɛlvz
THEMSELVES(2)	ðɛmsˈɛlvz
THEN	ðˈɛn
THEOLOGY	θɪˈɒlədʒi
THEOREM	θˈɪəɹəm
THEORETICAL	θɪəɹˈɛtɪkəl
THEORIES	θˈɪəɹiz
THEORISTS	θˈɪəɹɪsts
THEORY	θˈɪəɹi
THERAPEUTIC	θˌɛɹəpjˈuːtɪk
THERAPIST	θˈɛɹəpɪst
THERAPY	θˈɛɹəpi
THERE	ðˈɛə
THEREAFTER	ðˌɛəɹˈɑːftə
THEREBY	ðˌɛəbˈaɪ
THEREFORE	ðˈɛəfˌɔː
THEREIN	ðˌɛəɹˈɪn
THEREOF	ðˌɛəɹˈɒv
THERESA(1)	təɹˈiːsə
THERESA(2)	təɹˈeɪsə
THERMAL	θˈɜːməl
THERMOMETER	θəmˈɒmɪtə
THESAURUS	θɪsˈɔːɹəs
THESE	ðˈiːz
THESES	θˈiːsiːz
THESIS	θˈiːsɪs
THETA	θˈiːtə
THEY	ðˈeɪ
THICK	θˈɪk
THICKER	θˈɪkə
THICKNESS	θˈɪknɪs
THIEF	θˈiːf
THIEVES	θˈiːvz
THIGH	θˈaɪ
THIN	θˈɪn
THING	θˈɪŋ
THINGS	θˈɪŋz
THINGY	θˈɪŋi
THINK	θˈɪŋk
THINKING	θˈɪŋkɪŋ
THINKPAD	θˈɪŋkpˌæd
THINKS	θˈɪŋks
THINNER	θˈɪnə
THIRD	θˈɜːd
THIRDLY	θˈɜːdli
THIRDS	θˈɜːdz
THIRST	θˈɜːst
THIRSTY	θˈɜːsti
THIRTEEN(1)	θˈɜːtˌiːn
THIRTEEN(2)	θɜːtˈiːn
THIRTEENTH	θɜːtˈiːnθ
THIRTIES	θˈɜːtiz
THIRTIETH	θˈɜːtiɪθ
THIRTY	θˈɜːti
THIS(1)	ðɪs
THIS(2)	ðˈɪs
THISTLE	θˈɪsəl
THOMAS	tˈɒməs
THOMPSON(1)	tˈɒmpsən
THOMPSON(2)	tˈɒmsən
THOMSON	tˈɒmsən
THONG	θˈɒŋ
THONGS	θˈɒŋz
THORN	θˈɔːn
THOROUGH	θˈɐɹə
THOROUGHLY	θˈɐɹəli
THOSE	ðˈəʊz
THOU	ðˈaʊ
THOUGH	ðˈəʊ
THOUGHT	θˈɔːt
THOUGHTS	θˈɔːts
THOUSAND	θˈaʊzənd
THOUSANDS	θˈaʊzəndz
THRASH	θɹˈæʃ
THREAD	θɹˈɛd
THREADED	θɹˈɛdɪd
THREADS	θɹˈɛdz
THREAT	θɹˈɛt
THREATEN	θɹˈɛtən
THREATENED	θɹˈɛtənd
THREATENING(1)	θɹˈɛtnɪŋ
THREATENING(2)	θɹˈɛtɪnɪŋ
THREATS	θɹˈɛts
THREE	θɹˈiː
THREES	θɹˈiːz
THREESOME	θɹˈiːsəm
THRESHOLD	θɹˈɛʃˌəʊld
THREW	θɹˈuː
THRICE	θɹˈaɪs
THRILL	θɹˈɪl
THRILLER	θɹˈɪlə
THRIVE	θɹˈaɪv
THROAT	θɹˈəʊt
THROB	θɹˈɒb
THROES	θɹˈəʊz
THRONE	θɹˈəʊn
THROUGH	θɹˈuː
THROUGHOUT	θɹuːˈaʊt
THROW	θɹˈəʊ
THROWING	θɹˈəʊɪŋ
THROWN	θɹˈəʊn
THROWS	θɹˈəʊz
THRU	θɹˈuː
THRUSH	θɹˈɐʃ
THRUST	θɹˈɐst
THUD	θˈɐd
THUG	θˈɐg
THUMB	θˈɐm
THUMBNAIL	θˈɐmnˌeɪl
THUMBNAILS	θˈɐmnˌeɪlz
THUMBS	θˈɐmz
THUMP	θˈɐmp
THUNDER	θˈɐndə
THURSDAY(1)	θˈɜːzdi
THURSDAY(2)	θˈɜːzdˌeɪ
THURSDAYS(1)	θˈɜːzdiz
THURSDAYS(2)	θˈɜːzdeɪz
THUS	ðˈɐs
THY	ðˈaɪ
THYROID	ðˈaɪɹˌɔɪd
TIBET	tɪbˈɛt
TIC	tˈɪk
TICK	tˈɪk
TICKET	tˈɪkɪt
TICKETS	tˈɪkɪts
TIDAL	tˈaɪdəl
TIDE	tˈaɪd
TIDESWELL	tˈɪdsəl
TIDY	tˈaɪdi
TIE	tˈaɪ
TIED	tˈaɪd
TIER	tˈɪə
TIES	tˈaɪz
TIFFANY	tˈɪfəni
TIGER	tˈaɪgə
TIGERS	tˈaɪgəz
TIGHT	tˈaɪt
TIGHTEN	tˈaɪtən
TIGHTLY	tˈaɪtli
TIGHTS	tˈaɪts
TIL	tˈɪl
TILE	tˈaɪl
TILED	tˈaɪld
TILES	tˈaɪlz
TILL	tˈɪl
TILT	tˈɪlt
TIM	tˈɪm
TIMBER	tˈɪmbə
TIME	tˈaɪm
TIMELINE	tˈaɪmlaɪn
TIMELY	tˈaɪmli
TIMER	tˈaɪmə
TIMES	tˈaɪmz
TIMETABLE	tˈaɪmtˌeɪbəl
TIMID	tˈɪmɪd
TIMING	tˈaɪmɪŋ
TIMMY	tˈɪmi
TIMOTHY	tˈɪməθi
TIN	tˈɪn
TINA	tˈiːnə
TINGE	tˈɪndʒ
TINS	tˈɪnz
TINT	tˈɪnt
TINY	tˈaɪni
TIP	tˈɪp
TIPS	tˈɪps
TIPSY	tˈɪpsi
TIRANA	tɪɹˈɑːnə
TIRE	tˈaɪə
TIRED	tˈaɪəd
TIRES	tˈaɪəz
TISSUE(1)	tˈɪʃuː
TISSUE(2)	tˈɪsjuː
TISSUES(1)	tˈɪʃuːz
TISSUES(2)	tˈɪsjuːz
TIT	tˈɪt
TITAN	tˈaɪtən
TITANIC	taɪtˈænɪk
TITANIUM	taɪtˈeɪnɪəm
TITANS	tˈaɪtənz
TITLE	tˈaɪtəl
TITLED	tˈaɪtəld
TITLES	tˈaɪtəlz
TITS	tˈɪts
TO(1)	tə
TO(2)	tʊ
TO(3)	tˈuː
TOAD	tˈəʊd
TOAST	tˈəʊst
TOASTER	tˈəʊstə
TOBACCO	təbˈækˌəʊ
TOBAGO	təbˈeɪgəʊ
TOBY	tˈəʊbi
TODAY(1)	tədˈeɪ
TODAY(2)	tuːdˈeɪ
TODD	tˈɒd
TODDLER	tˈɒdlə
TOE	tˈəʊ
TOENAIL	tˈəʊnˌeɪl
TOES	tˈəʊz
TOFFEE	tˈɒfi
TOFU	tˈəʊfˌuː
TOGETHER	təgˈɛðə
TOGGLE	tˈɒgəl
TOIL	tˈɔɪl
TOILET	tˈɔɪlɪt
TOILETS	tˈɔɪlɪts
TOKEN	tˈəʊkən
TOKENS	tˈəʊkənz
TOKYO	tˈəʊkɪəʊ
TOLD	tˈəʊld
TOLERANCE	tˈɒləɹəns
TOLERATE	tˈɒləɹˌeɪt
TOLL	tˈəʊl
TOM	tˈɒm
TOMATO	təmˈɑːtˌəʊ
TOMATOES	təmˈɑːtəʊz
TOMB	tˈuːm
TOME	tˈəʊm
TOMMY	tˈɒmi
TOMORROW	təmˈɒɹˌəʊ
TON	tˈɐn
TONE	tˈəʊn
TONER	tˈəʊnə
TONES	tˈəʊnz
TONG	tˈɒŋ
TONGS	tˈɒŋz
TONGUE	tˈɐŋ
TONIC	tˈɒnɪk
TONIGHT	tənˈaɪt
TONNE	tˈɐn
TONNES	tˈɐnz
TONS	tˈɐnz
TONY	tˈəʊni
TOO	tˈuː
TOOK	tˈʊk
TOOL	tˈuːl
TOOLBAR	tˈuːlbˌɑː
TOOLBOX	tˈuːlbˌɒks
TOOLKIT	tˈuːlkɪt
TOOLS	tˈuːlz
TOOT	tˈuːt
TOOTH	tˈuːθ
TOP	tˈɒp
TOPIC	tˈɒpɪk
TOPICS	tˈɒpɪks
TOPLESS	tˈɒplɪs
TOPS	tˈɒps
TORCH	tˈɔːtʃ
TORE	tˈɔː
TORFAEN	tˈɔːvˌæn
TORIES	tˈɔːɹiz
TORN	tˈɔːn
TORNADO	tɔːnˈeɪdəʊ
TORONTO	təɹˈɒntəʊ
TORPEDO	tɔːpˈiːdəʊ
TORPEDOES	tɔːpˈiːdəʊz
TORQUE	tˈɔːk
TORRENT	tˈɒɹənt
TORSO	tˈɔːsəʊ
TORTOISE	tˈɔːtəs
TORTURE	tˈɔːtʃə
TORY	tˈɔːɹi
TOSHIBA	təʊʃˈiːbə
TOSS	tˈɒs
TOT	tˈɒt
TOTAL	tˈəʊtəl
TOTALLY	tˈəʊtəli
TOTALS	tˈəʊtəlz
TOTE	tˈəʊt
TOTTENHAM(1)	tˈɒtnəm
TOTTENHAM(2)	tˈɒtənəm
TOUCH	tˈɐtʃ
TOUCHED	tˈɐtʃt
TOUCHING	tˈɐtʃɪŋ
TOUGH	tˈɐf
TOUR	tˈʊə
TOURING	tˈʊəɹɪŋ
TOURISM	tˈʊəɹˌɪzəm
TOURIST	tˈʊəɹɪst
TOURISTS	tˈʊəɹɪsts
TOURNAMENT(1)	tˈɔːnəmənt
TOURNAMENT(2)	tˈʊənəmənt
TOURNAMENTS(1)	tˈɔːnəmənts
TOURNAMENTS(2)	tˈʊənəmənts
TOURS	tˈʊəz
TOUT	tˈaʊt
TOW	tˈəʊ
TOWARD	təwˈɔːd
TOWARDS(1)	təwˈɔːdz
TOWARDS(2)	tˈɔːdz
TOWEL	tˈaʊəl
TOWELS	tˈaʊəlz
TOWER	tˈaʊə
TOWERS	tˈaʊəz
TOWN	tˈaʊn
TOWNS	tˈaʊnz
TOWNSHIP	tˈaʊnʃɪp
TOXIC	tˈɒksɪk
TOXIN	tˈɒksɪn
TOY	tˈɔɪ
TOYOTA	təʊjˈəʊtə
TOYS	tˈɔɪz
TRACE	tɹˈeɪs
TRACEY	tɹˈeɪsi
TRACK	tɹˈæk
TRACKBACK	tɹˈækbˈæk
TRACKBACKS	tɹˈækbˈæks
TRACKED	tɹˈækt
TRACKER	tɹˈækə
TRACKING	tɹˈækɪŋ
TRACKS	tɹˈæks
TRACT	tɹˈækt
TRACTOR	tɹˈæktə
TRACY	tɹˈeɪsi
TRADE	tɹˈeɪd
TRADEMARK	tɹˈeɪdmˌɑːk
TRADEMARKS	tɹˈeɪdmˌɑːks
TRADER	tɹˈeɪdə
TRADERS	tɹˈeɪdəz
TRADES	tɹˈeɪdz
TRADESMEN	tɹˈeɪdzmən
TRADING	tɹˈeɪdɪŋ
TRADITION	tɹədˈɪʃən
TRADITIONAL	tɹədˈɪʃənəl
TRADITIONALLY(1)	tɹədˈɪʃnəli
TRADITIONALLY(2)	tɹədˈɪʃənəli
TRADITIONS	tɹədˈɪʃənz
TRAFFIC	tɹˈæfɪk
TRAGEDY	tɹˈædʒɪdi
TRAGIC	tɹˈædʒɪk
TRAIL	tɹˈeɪl
TRAILER	tɹˈeɪlə
TRAILERS	tɹˈeɪləz
TRAILS	tɹˈeɪlz
TRAIN	tɹˈeɪn
TRAINED	tɹˈeɪnd
TRAINEE	tɹeɪnˈiː
TRAINER	tɹˈeɪnə
TRAINERS	tɹˈeɪnəz
TRAINING	tɹˈeɪnɪŋ
TRAINS	tɹˈeɪnz
TRAIT	tɹˈeɪt
TRAITOR	tɹˈeɪtə
TRAJECTORY	tɹədʒˈɛktəɹi
TRAM	tɹˈæm
TRAMP	tɹˈæmp
TRANCE	tɹˈɑːns
TRANNY	tɹˈæni
TRANS	tɹˈænz
TRANSACTION	tɹænzˈækʃən
TRANSACTIONS	tɹænzˈækʃənz
TRANSCRIBE	tɹænskɹˈaɪb
TRANSCRIPT	tɹˈænskɹˌɪpt
TRANSCRIPTION	tɹˌænskɹˈɪpʃən
TRANSCRIPTS	tɹˈænskɹˌɪpts
TRANSEXUAL	tɹænzsˈɛkʃʊəl
TRANSFER(1)	tɹænsfˈɜː
TRANSFER(2)	tɹˈænsfɜː
TRANSFERRED	tɹænsfˈɜːd
TRANSFERS(1)	tɹˈænsfɜːz
TRANSFERS(2)	tɹænsfˈɜːz
TRANSFORM(1)	tɹænsfˈɔːm
TRANSFORM(2)	tɹˈænsfˌɔːm
TRANSFORMATION	tɹˌænsfəmˈeɪʃən
TRANSFORMED	tɹænsfˈɔːmd
TRANSIT(1)	tɹˈænzɪt
TRANSIT(2)	tɹˈænsɪt
TRANSITION	tɹænzˈɪʃən
TRANSLATE	tɹˌænslˈeɪt
TRANSLATED	tɹˌænslˈeɪtɪd
TRANSLATION(1)	tɹˌænslˈeɪʃən
TRANSLATION(2)	tɹˌænzlˈeɪʃən
TRANSLATIONS(1)	tɹˌænslˈeɪʃənz
TRANSLATIONS(2)	tɹˌænzlˈeɪʃənz
TRANSLATOR(1)	tɹˌænslˈeɪtə
TRANSLATOR(2)	tɹˌænzlˈeɪtə
TRANSMISSION(1)	tɹˌænsmˈɪʃən
TRANSMISSION(2)	tɹˌænzmˈɪʃən
TRANSMIT	tɹænzmˈɪt
TRANSMITTED	tɹænsmˈɪtɪd
TRANSPARENCY(1)	tɹænspˈæɹənsi
TRANSPARENCY(2)	tɹænspˈɛəɹənsi
TRANSPARENT	tɹænspˈæɹənt
TRANSPIRE	tɹænspˈaɪə
TRANSPIRED	tɹænspˈaɪəd
TRANSPIRES	tɹænspˈaɪəz
TRANSPLANT(1)	tɹˈænsplˌɑːnt
TRANSPLANT(2)	tɹænsplˈɑːnt
TRANSPORT(1)	tɹænspˈɔːt
TRANSPORT(2)	tɹˈænspˌɔːt
TRANSPORTATION	tɹˌænspətˈeɪʃən
TRANSSEXUAL	tɹænzsˈɛkʃʊəl
TRAP	tɹˈæp
TRAPPED	tɹˈæpt
TRASH	tɹˈæʃ
TRAUMA	tɹˈɔːmə
TRAVEL	tɹˈævəl
TRAVELER	tɹˈævələ
TRAVELERS	tɹˈævələz
TRAVELING	tɹˈævəlɪŋ
TRAVELLED	tɹˈævəld
TRAVELLER	tɹˈævələ
TRAVELLERS	tɹˈævələz
TRAVELLING(1)	tɹˈævlɪŋ
TRAVELLING(2)	tɹˈævəlɪŋ
TRAVELS	tɹˈævəlz
TRAVIS	tɹˈævɪs
TRAWL	tɹˈɔːl
TRAY	tɹˈeɪ
TRAYS	tɹˈeɪz
TREACLE	tɹˈiːkəl
TREAD	tɹˈɛd
TREASURE	tɹˈɛʒə
TREASURER	tɹˈɛʒəɹə
TREASURES	tɹˈɛʒəz
TREASURY	tɹˈɛʒəɹi
TREAT	tɹˈiːt
TREATED	tɹˈiːtɪd
TREATING	tɹˈiːtɪŋ
TREATMENT	tɹˈiːtmənt
TREATMENTS	tɹˈiːtmənts
TREATY	tɹˈiːti
TREE	tɹˈiː
TREES	tɹˈiːz
TREK	tɹˈɛk
TREMBLE	tɹˈɛmbəl
TREMENDOUS	tɹɪmˈɛndəs
TRENCH	tɹˈɛntʃ
TREND	tɹˈɛnd
TRENDS	tɹˈɛndz
TRENT	tɹˈɛnt
TREVOR	tɹˈɛvə
TRIAL(1)	tɹˈaɪl
TRIAL(2)	tɹˈaɪəl
TRIALS(1)	tɹˈaɪlz
TRIALS(2)	tɹˈaɪəlz
TRIANGLE	tɹˈaɪˌæŋgəl
TRIATHLON	tɹaɪˈæθlɒn
TRIBAL	tɹˈaɪbəl
TRIBE	tɹˈaɪb
TRIBES	tɹˈaɪbz
TRIBUNAL(1)	tɹaɪbjˈuːnəl
TRIBUNAL(2)	tɹɪbjˈuːnəl
TRIBUNE	tɹˈɪbjuːn
TRIBUTE	tɹˈɪbjuːt
TRICK	tɹˈɪk
TRICKLE	tɹˈɪkəl
TRICKS	tɹˈɪks
TRICKY	tɹˈɪki
TRIED	tɹˈaɪd
TRIES	tɹˈaɪz
TRIFLE	tɹˈaɪfəl
TRIGGER	tɹˈɪgə
TRILL	tɹˈɪl
TRIM	tɹˈɪm
TRINIDAD	tɹˈɪnɪdˌæd
TRINITY	tɹˈɪnɪti
TRINKET	tɹˈɪŋkɪt
TRIO	tɹˈiːˌəʊ
TRIP	tɹˈɪp
TRIPE	tɹˈaɪp
TRIPLE	tɹˈɪpəl
TRIPS	tɹˈɪps
TRISH	tɹˈɪʃ
TRITE	tɹˈaɪt
TRIUMPH	tɹˈaɪəmf
TRIVIA	tɹˈɪvɪə
TRIVIAL	tɹˈɪvɪəl
TROD	tɹˈɒd
TRODDEN	tɹˈɒdən
TROLL(1)	tɹˈɒl
TROLL(2)	tɹˈəʊl
TROLLEY	tɹˈɒli
TROLLOP	tɹˈɒləp
TROOP	tɹˈuːp
TROOPS	tɹˈuːps
TROPHY	tɹˈəʊfi
TROPICAL	tɹˈɒpɪkəl
TROT	tɹˈɒt
TROUBLE	tɹˈɐbəl
TROUBLES	tɹˈɐbəlz
TROUBLESHOOTING	tɹˈɐbəlʃˌuːtɪŋ
TROUSERS	tɹˈaʊzəz
TROUT	tɹˈaʊt
TROY	tɹˈɔɪ
TRUCE	tɹˈuːs
TRUCK	tɹˈɐk
TRUCKS	tɹˈɐks
TRUE	tɹˈuː
TRULY	tɹˈuːli
TRUMP	tɹˈɐmp
TRUMPET	tɹˈɐmpɪt
TRUNK	tɹˈɐŋk
TRUST	tɹˈɐst
TRUSTED	tɹˈɐstɪd
TRUSTEE	tɹˌɐstˈiː
TRUSTEES	tɹˌɐstˈiːz
TRUSTS	tɹˈɐsts
TRUTH	tɹˈuːθ
TRY	tɹˈaɪ
TRYING(1)	tɹˈaɪŋ
TRYING(2)	tɹˈaɪɪŋ
TSAR(1)	zˈɑː
TSAR(2)	tsˈɑː
TSUNAMI	tsʊnˈɑːmi
TUB	tˈɐb
TUBBY	tˈɐbi
TUBE	tjˈuːb
TUBER	tjˈuːbə
TUBES	tjˈuːbz
TUCK	tˈɐk
TUCSON	tˈuːsˌɒn
TUDOR	tjˈuːdə
TUESDAY(1)	tjˈuːzdi
TUESDAY(2)	tjˈuːzdˌeɪ
TUESDAYS(1)	tjˈuːzdiz
TUESDAYS(2)	tjˈuːzdˌeɪz
TUFT	tˈɐft
TUG	tˈɐg
TUITION	tjuːˈɪʃən
TULIP	tjˈuːlɪp
